tracker_id,date_added,last_sync_date_time,batt_level,hardware_rev,is_display_distance,is_display_calories,is_display_clock,is_display_flower,is_display_elevation,is_display_chatter,is_right_handed,tracker_name,device_type,on_dominant_hand,is_display_active_minutes,clock_face,enable_ancs,is_bonded,is_display_steps,alarm_update_time,is_display_heart_rate,heart_rate_tracking,heart_rate_tracking_update_time,tap_enabled,tap_screen,flick_enabled,flick_screen
2597435410,2024-03-29,2024-03-29T23:49:14.000Z,0,1,true,true,true,true,true,true,true,,MobileTrack,false,false,A,true,false,true,2024-03-29T23:49:14.000Z,true,AUTO,2024-03-29T23:49:14.000Z,true,TIME,false,
2840586885,2025-04-11,2025-08-08T02:34:11.000Z,55,0,true,true,true,true,true,true,true,,Google Pixel Watch 3,false,false,A,true,false,true,2025-04-11T17:04:00.000Z,true,AUTO,2025-04-11T17:04:00.000Z,true,TIME,false,
