timestamp,eda_level_real
2023-12-28T17:50:00.000+07:00,4.57
2023-12-28T17:51:00.000+07:00,4.74
2023-12-28T17:52:00.000+07:00,5.0
2023-12-28T17:53:00.000+07:00,5.11
2023-12-28T17:54:00.000+07:00,5.03
2023-12-28T17:55:00.000+07:00,4.44
2023-12-28T17:56:00.000+07:00,3.65
2023-12-28T17:57:00.000+07:00,3.4
2023-12-28T17:58:00.000+07:00,3.41
2023-12-28T17:59:00.000+07:00,3.56
2023-12-28T18:00:00.000+07:00,3.81
2023-12-28T18:01:00.000+07:00,3.93
2023-12-28T18:02:00.000+07:00,3.92
2023-12-28T18:03:00.000+07:00,3.87
2023-12-28T18:04:00.000+07:00,3.86
2023-12-28T18:05:00.000+07:00,3.74
2023-12-28T18:06:01.000+07:00,3.57
2023-12-28T18:07:00.000+07:00,3.4
2023-12-28T18:08:00.000+07:00,3.27
2023-12-28T18:09:00.000+07:00,3.21
2023-12-28T18:10:00.000+07:00,3.25
2023-12-28T18:11:00.000+07:00,3.41
2023-12-28T18:12:00.000+07:00,3.56
2023-12-28T18:13:00.000+07:00,3.69
2023-12-28T18:14:00.000+07:00,3.74
2023-12-28T18:15:00.000+07:00,3.75
2023-12-28T18:16:00.000+07:00,3.73
2023-12-28T18:17:00.000+07:00,3.67
2023-12-28T18:18:00.000+07:00,3.6
2023-12-28T18:19:00.000+07:00,3.58
2023-12-28T18:20:00.000+07:00,3.61
2023-12-28T18:21:01.000+07:00,3.74
2023-12-28T18:22:00.000+07:00,3.9
2023-12-28T18:23:00.000+07:00,3.96
2023-12-28T18:24:00.000+07:00,3.97
2023-12-28T18:25:01.000+07:00,3.95
2023-12-28T18:26:00.000+07:00,3.88
2023-12-28T18:27:00.000+07:00,3.84
2023-12-28T18:28:00.000+07:00,3.82
2023-12-28T18:29:00.000+07:00,3.81
2023-12-28T18:30:00.000+07:00,3.76
2023-12-28T18:31:00.000+07:00,3.69
2023-12-28T18:32:00.000+07:00,3.65
2023-12-28T18:33:00.000+07:00,3.66
2023-12-28T18:34:00.000+07:00,3.66
2023-12-28T18:35:00.000+07:00,3.65
2023-12-28T18:36:01.000+07:00,3.71
2023-12-28T18:37:00.000+07:00,3.69
2023-12-28T18:38:00.000+07:00,3.56
2023-12-28T18:39:00.000+07:00,3.51
2023-12-28T18:40:00.000+07:00,3.52
2023-12-28T18:41:00.000+07:00,3.52
2023-12-28T18:42:00.000+07:00,3.52
2023-12-28T18:43:00.000+07:00,3.56
2023-12-28T18:44:00.000+07:00,3.57
2023-12-28T18:45:00.000+07:00,3.52
2023-12-28T18:46:00.000+07:00,3.49
2023-12-28T18:47:00.000+07:00,3.47
2023-12-28T18:48:00.000+07:00,3.37
2023-12-28T18:49:00.000+07:00,3.33
2023-12-28T18:50:00.000+07:00,3.37
2023-12-28T18:51:00.000+07:00,3.32
2023-12-28T18:52:00.000+07:00,3.3
2023-12-28T18:53:00.000+07:00,3.37
2023-12-28T18:54:00.000+07:00,3.44
2023-12-28T18:55:00.000+07:00,3.49
2023-12-28T18:56:00.000+07:00,3.59
2023-12-28T18:57:00.000+07:00,3.67
2023-12-28T18:58:00.000+07:00,3.77
2023-12-28T18:59:00.000+07:00,3.77
2023-12-28T19:00:00.000+07:00,3.67
2023-12-28T19:01:00.000+07:00,3.59
2023-12-28T19:02:00.000+07:00,3.53
2023-12-28T19:03:00.000+07:00,3.43
2023-12-28T19:04:00.000+07:00,3.43
2023-12-28T19:05:00.000+07:00,3.47
2023-12-28T19:06:00.000+07:00,3.5
2023-12-28T19:07:00.000+07:00,3.6
2023-12-28T19:08:00.000+07:00,3.68
2023-12-28T19:09:00.000+07:00,3.66
2023-12-28T19:10:00.000+07:00,3.68
2023-12-28T19:11:00.000+07:00,3.81
2023-12-28T19:12:00.000+07:00,3.85
2023-12-28T19:13:00.000+07:00,3.91
2023-12-28T19:14:00.000+07:00,3.97
2023-12-28T19:15:00.000+07:00,3.98
2023-12-28T19:16:00.000+07:00,3.98
2023-12-28T19:17:00.000+07:00,3.95
2023-12-28T19:18:00.000+07:00,3.9
2023-12-28T19:19:00.000+07:00,3.81
2023-12-28T19:20:00.000+07:00,3.74
2023-12-28T19:21:00.000+07:00,3.72
2023-12-28T19:22:00.000+07:00,3.72
2023-12-28T19:23:00.000+07:00,3.76
2023-12-28T19:24:00.000+07:00,3.85
2023-12-28T19:25:00.000+07:00,3.85
2023-12-28T19:26:00.000+07:00,3.78
2023-12-28T19:27:01.000+07:00,3.76
2023-12-28T19:28:00.000+07:00,3.76
2023-12-28T19:29:00.000+07:00,3.76
2023-12-28T19:30:00.000+07:00,3.93
2023-12-28T19:31:00.000+07:00,4.01
2023-12-28T19:32:00.000+07:00,3.91
2023-12-28T19:33:00.000+07:00,3.83
2023-12-28T19:34:00.000+07:00,3.76
2023-12-28T19:35:00.000+07:00,3.77
2023-12-28T19:36:00.000+07:00,3.91
2023-12-28T19:37:00.000+07:00,4.08
2023-12-28T19:38:00.000+07:00,4.22
2023-12-28T19:39:01.000+07:00,4.3
2023-12-28T19:40:00.000+07:00,4.19
2023-12-28T19:41:00.000+07:00,4.1
2023-12-28T19:42:00.000+07:00,4.07
2023-12-28T19:43:00.000+07:00,4.04
2023-12-28T19:44:00.000+07:00,4.02
2023-12-28T19:45:00.000+07:00,4.01
2023-12-28T19:46:00.000+07:00,3.95
2023-12-28T19:47:00.000+07:00,3.89
2023-12-28T19:48:00.000+07:00,3.84
2023-12-28T19:49:00.000+07:00,3.82
2023-12-28T19:50:00.000+07:00,3.88
2023-12-28T19:51:00.000+07:00,3.95
2023-12-28T19:52:00.000+07:00,3.94
