body_response_start,body_response_end,logged_mood
2025-06-19T13:37:00.000+07:00,2025-06-19T13:44:00.000+07:00,no mood logged
2025-06-20T08:37:00.000+07:00,2025-06-20T08:42:00.000+07:00,no mood logged
2025-06-20T12:56:00.000+07:00,2025-06-20T13:06:00.000+07:00,no mood logged
2025-06-20T13:36:00.000+07:00,2025-06-20T13:39:00.000+07:00,no mood logged
2025-06-20T18:55:00.000+07:00,2025-06-20T18:58:00.000+07:00,no mood logged
2025-06-20T22:41:00.000+07:00,2025-06-20T22:44:00.000+07:00,no mood logged
2025-06-21T08:43:00.000+07:00,2025-06-21T08:49:00.000+07:00,no mood logged
2025-06-21T08:59:00.000+07:00,2025-06-21T09:05:00.000+07:00,no mood logged
2025-06-21T11:52:00.000+07:00,2025-06-21T11:58:00.000+07:00,no mood logged
2025-06-21T13:18:00.000+07:00,2025-06-21T13:45:00.000+07:00,no mood logged
2025-06-21T14:18:00.000+07:00,2025-06-21T14:28:00.000+07:00,no mood logged
2025-06-21T17:50:00.000+07:00,2025-06-21T18:21:00.000+07:00,no mood logged
2025-06-22T18:21:00.000+07:00,2025-06-22T18:27:00.000+07:00,no mood logged
2025-06-23T00:22:00.000+07:00,2025-06-23T00:26:00.000+07:00,no mood logged
2025-06-24T16:03:00.000+07:00,2025-06-24T16:15:00.000+07:00,no mood logged
2025-06-24T16:56:00.000+07:00,2025-06-24T17:20:00.000+07:00,no mood logged
2025-06-26T18:22:00.000+07:00,2025-06-26T18:39:00.000+07:00,no mood logged
2025-06-26T19:33:00.000+07:00,2025-06-26T19:36:00.000+07:00,no mood logged
2025-06-27T09:51:00.000+07:00,2025-06-27T09:59:00.000+07:00,no mood logged
2025-06-27T18:08:00.000+07:00,2025-06-27T18:19:00.000+07:00,no mood logged
2025-06-27T18:57:00.000+07:00,2025-06-27T19:10:00.000+07:00,no mood logged
2025-06-27T19:40:00.000+07:00,2025-06-27T20:00:00.000+07:00,no mood logged
2025-06-28T12:30:00.000+07:00,2025-06-28T12:41:00.000+07:00,CALM
2025-06-28T16:56:00.000+07:00,2025-06-28T16:59:00.000+07:00,CALM
2025-06-28T17:31:00.000+07:00,2025-06-28T17:34:00.000+07:00,CALM
2025-06-28T19:47:00.000+07:00,2025-06-28T19:59:00.000+07:00,no mood logged
2025-06-28T21:55:00.000+07:00,2025-06-28T21:59:00.000+07:00,no mood logged
2025-06-29T08:10:00.000+07:00,2025-06-29T08:23:00.000+07:00,CALM
2025-06-29T15:42:00.000+07:00,2025-06-29T15:47:00.000+07:00,HAPPY
2025-06-29T16:39:00.000+07:00,2025-06-29T16:46:00.000+07:00,WORRIED
2025-06-29T18:55:00.000+07:00,2025-06-29T18:59:00.000+07:00,no mood logged
2025-06-29T20:16:00.000+07:00,2025-06-29T20:19:00.000+07:00,EXCITED
2025-06-29T20:55:00.000+07:00,2025-06-29T20:59:00.000+07:00,no mood logged
2025-06-29T23:07:00.000+07:00,2025-06-29T23:11:00.000+07:00,no mood logged
2025-06-29T23:16:00.000+07:00,2025-06-29T23:27:00.000+07:00,no mood logged
2025-06-30T08:35:00.000+07:00,2025-06-30T08:45:00.000+07:00,no mood logged
2025-06-30T14:10:00.000+07:00,2025-06-30T14:15:00.000+07:00,no mood logged
2025-06-30T15:07:00.000+07:00,2025-06-30T15:11:00.000+07:00,no mood logged
2025-06-30T21:11:00.000+07:00,2025-06-30T21:17:00.000+07:00,no mood logged
2025-07-01T08:23:00.000+07:00,2025-07-01T08:41:00.000+07:00,no mood logged
2025-07-01T13:43:00.000+07:00,2025-07-01T13:55:00.000+07:00,no mood logged
2025-07-02T08:19:00.000+07:00,2025-07-02T08:25:00.000+07:00,no mood logged
2025-07-02T12:16:00.000+07:00,2025-07-02T12:20:00.000+07:00,no mood logged
2025-07-02T12:45:00.000+07:00,2025-07-02T12:50:00.000+07:00,no mood logged
2025-07-02T17:20:00.000+07:00,2025-07-02T17:23:00.000+07:00,no mood logged
2025-07-02T17:28:00.000+07:00,2025-07-02T17:34:00.000+07:00,no mood logged
2025-07-03T17:57:00.000+07:00,2025-07-03T18:06:00.000+07:00,no mood logged
2025-07-04T01:08:00.000+07:00,2025-07-04T01:19:00.000+07:00,no mood logged
2025-07-04T17:56:00.000+07:00,2025-07-04T18:07:00.000+07:00,no mood logged
2025-07-04T21:21:00.000+07:00,2025-07-04T21:29:00.000+07:00,no mood logged
2025-07-04T21:59:00.000+07:00,2025-07-04T22:16:00.000+07:00,no mood logged
2025-07-05T11:03:00.000+07:00,2025-07-05T11:07:00.000+07:00,STRESSED
2025-07-05T12:43:00.000+07:00,2025-07-05T12:55:00.000+07:00,no mood logged
2025-07-05T13:41:00.000+07:00,2025-07-05T13:44:00.000+07:00,no mood logged
2025-07-05T18:37:00.000+07:00,2025-07-05T18:42:00.000+07:00,no mood logged
2025-07-05T20:52:00.000+07:00,2025-07-05T21:02:00.000+07:00,no mood logged
2025-07-05T21:10:00.000+07:00,2025-07-05T21:14:00.000+07:00,no mood logged
2025-07-05T22:49:00.000+07:00,2025-07-05T22:54:00.000+07:00,no mood logged
2025-07-06T08:42:00.000+07:00,2025-07-06T08:53:00.000+07:00,no mood logged
2025-07-06T09:24:00.000+07:00,2025-07-06T09:31:00.000+07:00,CONTENT
2025-07-06T16:14:00.000+07:00,2025-07-06T16:18:00.000+07:00,EXCITED
2025-07-06T19:16:00.000+07:00,2025-07-06T19:24:00.000+07:00,no mood logged
2025-07-07T08:33:00.000+07:00,2025-07-07T08:50:00.000+07:00,no mood logged
2025-07-07T10:35:00.000+07:00,2025-07-07T10:39:00.000+07:00,no mood logged
2025-07-07T12:25:00.000+07:00,2025-07-07T12:33:00.000+07:00,CALM
2025-07-07T16:53:00.000+07:00,2025-07-07T16:57:00.000+07:00,no mood logged
2025-07-07T18:51:00.000+07:00,2025-07-07T19:02:00.000+07:00,no mood logged
2025-07-08T07:26:00.000+07:00,2025-07-08T07:31:00.000+07:00,HAPPY
2025-07-08T12:37:00.000+07:00,2025-07-08T12:44:00.000+07:00,CALM
2025-07-08T13:14:00.000+07:00,2025-07-08T13:26:00.000+07:00,no mood logged
2025-07-08T18:03:00.000+07:00,2025-07-08T18:20:00.000+07:00,no mood logged
2025-07-08T19:24:00.000+07:00,2025-07-08T19:28:00.000+07:00,no mood logged
2025-07-09T13:21:00.000+07:00,2025-07-09T13:24:00.000+07:00,no mood logged
2025-07-09T17:06:00.000+07:00,2025-07-09T17:10:00.000+07:00,no mood logged
2025-07-09T19:56:00.000+07:00,2025-07-09T19:59:00.000+07:00,no mood logged
2025-07-10T00:03:00.000+07:00,2025-07-10T00:13:00.000+07:00,no mood logged
2025-07-10T08:25:00.000+07:00,2025-07-10T08:33:00.000+07:00,no mood logged
2025-07-10T12:16:00.000+07:00,2025-07-10T12:19:00.000+07:00,no mood logged
2025-07-10T13:11:00.000+07:00,2025-07-10T13:23:00.000+07:00,no mood logged
2025-07-11T10:32:00.000+07:00,2025-07-11T10:35:00.000+07:00,no mood logged
2025-07-11T12:58:00.000+07:00,2025-07-11T13:03:00.000+07:00,no mood logged
2025-07-11T15:12:00.000+07:00,2025-07-11T15:16:00.000+07:00,no mood logged
2025-07-12T09:07:00.000+07:00,2025-07-12T09:26:00.000+07:00,no mood logged
2025-07-12T12:05:00.000+07:00,2025-07-12T12:14:00.000+07:00,no mood logged
2025-07-12T17:50:00.000+07:00,2025-07-12T18:19:00.000+07:00,no mood logged
2025-07-12T19:06:00.000+07:00,2025-07-12T19:11:00.000+07:00,no mood logged
2025-07-13T07:51:00.000+07:00,2025-07-13T07:56:00.000+07:00,no mood logged
2025-07-13T17:21:00.000+07:00,2025-07-13T17:27:00.000+07:00,no mood logged
2025-07-13T18:09:00.000+07:00,2025-07-13T18:25:00.000+07:00,no mood logged
2025-07-14T09:57:00.000+07:00,2025-07-14T10:00:00.000+07:00,no mood logged
2025-07-14T15:01:00.000+07:00,2025-07-14T15:06:00.000+07:00,no mood logged
2025-07-14T18:46:00.000+07:00,2025-07-14T18:51:00.000+07:00,no mood logged
2025-07-14T23:12:00.000+07:00,2025-07-14T23:17:00.000+07:00,no mood logged
2025-07-15T13:16:00.000+07:00,2025-07-15T13:24:00.000+07:00,EXCITED
2025-07-16T08:39:00.000+07:00,2025-07-16T08:42:00.000+07:00,no mood logged
2025-07-16T10:45:00.000+07:00,2025-07-16T10:53:00.000+07:00,no mood logged
2025-07-16T16:32:00.000+07:00,2025-07-16T16:35:00.000+07:00,no mood logged
2025-07-16T23:28:00.000+07:00,2025-07-16T23:41:00.000+07:00,no mood logged
2025-07-17T07:15:00.000+07:00,2025-07-17T07:19:00.000+07:00,no mood logged
2025-07-17T12:16:00.000+07:00,2025-07-17T12:32:00.000+07:00,no mood logged
2025-07-17T15:27:00.000+07:00,2025-07-17T15:31:00.000+07:00,no mood logged
2025-07-17T16:31:00.000+07:00,2025-07-17T16:36:00.000+07:00,no mood logged
2025-07-18T18:18:00.000+07:00,2025-07-18T18:34:00.000+07:00,no mood logged
2025-07-21T18:59:00.000+07:00,2025-07-21T19:02:00.000+07:00,no mood logged
2025-07-21T22:48:00.000+07:00,2025-07-21T22:55:00.000+07:00,no mood logged
2025-07-22T08:14:00.000+07:00,2025-07-22T08:19:00.000+07:00,no mood logged
2025-07-22T13:13:00.000+07:00,2025-07-22T13:16:00.000+07:00,no mood logged
2025-07-22T16:49:00.000+07:00,2025-07-22T16:52:00.000+07:00,no mood logged
2025-07-22T18:19:00.000+07:00,2025-07-22T18:31:00.000+07:00,HAPPY
2025-07-23T07:52:00.000+07:00,2025-07-23T07:58:00.000+07:00,no mood logged
2025-07-23T09:02:00.000+07:00,2025-07-23T09:08:00.000+07:00,no mood logged
2025-07-23T13:08:00.000+07:00,2025-07-23T13:18:00.000+07:00,no mood logged
2025-07-23T18:09:00.000+07:00,2025-07-23T18:14:00.000+07:00,no mood logged
2025-07-23T18:20:00.000+07:00,2025-07-23T18:23:00.000+07:00,no mood logged
2025-07-23T19:07:00.000+07:00,2025-07-23T19:12:00.000+07:00,no mood logged
2025-07-23T20:14:00.000+07:00,2025-07-23T20:19:00.000+07:00,no mood logged
2025-07-23T22:50:00.000+07:00,2025-07-23T23:01:00.000+07:00,no mood logged
2025-07-24T08:29:00.000+07:00,2025-07-24T08:33:00.000+07:00,no mood logged
2025-07-24T16:14:00.000+07:00,2025-07-24T16:20:00.000+07:00,no mood logged
2025-07-24T16:26:00.000+07:00,2025-07-24T16:39:00.000+07:00,no mood logged
2025-07-24T18:56:00.000+07:00,2025-07-24T19:17:00.000+07:00,no mood logged
2025-07-24T19:55:00.000+07:00,2025-07-24T20:03:00.000+07:00,no mood logged
2025-07-24T22:24:00.000+07:00,2025-07-24T22:31:00.000+07:00,no mood logged
2025-07-24T23:44:00.000+07:00,2025-07-24T23:47:00.000+07:00,no mood logged
2025-07-25T00:10:00.000+07:00,2025-07-25T00:18:00.000+07:00,no mood logged
2025-07-25T13:30:00.000+07:00,2025-07-25T13:36:00.000+07:00,no mood logged
2025-07-25T16:37:00.000+07:00,2025-07-25T16:46:00.000+07:00,no mood logged
2025-07-25T16:53:00.000+07:00,2025-07-25T16:57:00.000+07:00,no mood logged
2025-07-25T18:04:00.000+07:00,2025-07-25T18:07:00.000+07:00,no mood logged
2025-07-25T21:41:00.000+07:00,2025-07-25T21:50:00.000+07:00,no mood logged
2025-07-26T07:52:00.000+07:00,2025-07-26T08:00:00.000+07:00,no mood logged
2025-07-26T12:59:00.000+07:00,2025-07-26T13:02:00.000+07:00,no mood logged
2025-07-26T13:43:00.000+07:00,2025-07-26T13:51:00.000+07:00,no mood logged
2025-07-26T14:30:00.000+07:00,2025-07-26T14:41:00.000+07:00,no mood logged
2025-07-26T18:43:00.000+07:00,2025-07-26T18:54:00.000+07:00,no mood logged
2025-07-26T20:46:00.000+07:00,2025-07-26T20:49:00.000+07:00,no mood logged
2025-07-27T07:47:00.000+07:00,2025-07-27T07:51:00.000+07:00,no mood logged
2025-07-27T14:05:00.000+07:00,2025-07-27T14:17:00.000+07:00,no mood logged
2025-07-27T18:04:00.000+07:00,2025-07-27T18:16:00.000+07:00,no mood logged
2025-07-27T22:54:00.000+07:00,2025-07-27T23:03:00.000+07:00,no mood logged
2025-07-27T23:28:00.000+07:00,2025-07-27T23:32:00.000+07:00,no mood logged
2025-07-28T18:16:00.000+07:00,2025-07-28T18:19:00.000+07:00,no mood logged
2025-07-29T22:38:00.000+07:00,2025-07-29T22:57:00.000+07:00,no mood logged
2025-07-30T12:49:00.000+07:00,2025-07-30T12:54:00.000+07:00,no mood logged
2025-07-30T12:59:00.000+07:00,2025-07-30T13:06:00.000+07:00,no mood logged
2025-07-31T08:13:00.000+07:00,2025-07-31T08:18:00.000+07:00,no mood logged
2025-07-31T12:31:00.000+07:00,2025-07-31T12:49:00.000+07:00,no mood logged
2025-07-31T16:53:00.000+07:00,2025-07-31T16:58:00.000+07:00,no mood logged
2025-07-31T19:18:00.000+07:00,2025-07-31T19:21:00.000+07:00,no mood logged
2025-08-01T13:25:00.000+07:00,2025-08-01T13:37:00.000+07:00,no mood logged
2025-08-01T14:11:00.000+07:00,2025-08-01T14:15:00.000+07:00,no mood logged
2025-08-01T16:02:00.000+07:00,2025-08-01T16:06:00.000+07:00,no mood logged
2025-08-01T16:56:00.000+07:00,2025-08-01T17:00:00.000+07:00,no mood logged
2025-08-01T19:46:00.000+07:00,2025-08-01T20:06:00.000+07:00,no mood logged
2025-08-02T11:24:00.000+07:00,2025-08-02T11:29:00.000+07:00,no mood logged
2025-08-02T13:44:00.000+07:00,2025-08-02T13:47:00.000+07:00,no mood logged
2025-08-02T19:35:00.000+07:00,2025-08-02T19:38:00.000+07:00,no mood logged
2025-08-03T12:41:00.000+07:00,2025-08-03T12:44:00.000+07:00,no mood logged
2025-08-03T15:36:00.000+07:00,2025-08-03T15:44:00.000+07:00,no mood logged
2025-08-04T14:16:00.000+07:00,2025-08-04T14:21:00.000+07:00,no mood logged
2025-08-04T16:35:00.000+07:00,2025-08-04T16:44:00.000+07:00,no mood logged
2025-08-04T17:31:00.000+07:00,2025-08-04T17:41:00.000+07:00,no mood logged
2025-08-04T19:55:00.000+07:00,2025-08-04T19:59:00.000+07:00,no mood logged
2025-08-04T20:05:00.000+07:00,2025-08-04T20:09:00.000+07:00,no mood logged
2025-08-04T20:59:00.000+07:00,2025-08-04T21:09:00.000+07:00,no mood logged
2025-08-05T16:39:00.000+07:00,2025-08-05T16:56:00.000+07:00,no mood logged
2025-08-05T22:24:00.000+07:00,2025-08-05T22:29:00.000+07:00,no mood logged
2025-08-06T14:06:00.000+07:00,2025-08-06T14:11:00.000+07:00,no mood logged
2025-08-06T16:10:00.000+07:00,2025-08-06T16:14:00.000+07:00,no mood logged
2025-08-06T16:48:00.000+07:00,2025-08-06T16:51:00.000+07:00,no mood logged
2025-08-06T18:37:00.000+07:00,2025-08-06T18:40:00.000+07:00,no mood logged
2025-08-08T08:31:00.000+07:00,2025-08-08T08:36:00.000+07:00,CALM
