timestamp,eda_level_real
2023-11-08T17:46:00.000+07:00,2.79
2023-11-08T17:47:00.000+07:00,2.9
2023-11-08T17:48:00.000+07:00,2.9
2023-11-08T17:49:00.000+07:00,2.88
2023-11-08T17:50:00.000+07:00,2.78
2023-11-08T17:51:00.000+07:00,2.64
2023-11-08T17:52:00.000+07:00,2.56
2023-11-08T17:53:00.000+07:00,2.53
2023-11-08T17:54:00.000+07:00,2.62
2023-11-08T17:55:00.000+07:00,2.79
2023-11-08T17:56:00.000+07:00,2.98
2023-11-08T17:57:00.000+07:00,3.08
2023-11-08T17:58:00.000+07:00,3.1
2023-11-08T17:59:00.000+07:00,2.97
2023-11-08T18:00:00.000+07:00,2.39
2023-11-08T18:01:00.000+07:00,1.86
2023-11-08T18:02:00.000+07:00,1.76
2023-11-08T18:03:00.000+07:00,1.75
2023-11-08T18:04:00.000+07:00,1.82
2023-11-08T18:05:00.000+07:00,1.92
2023-11-08T18:06:01.000+07:00,2.0
2023-11-08T18:07:00.000+07:00,2.06
2023-11-08T18:08:00.000+07:00,2.16
2023-11-08T18:09:00.000+07:00,2.24
2023-11-08T18:10:00.000+07:00,2.24
2023-11-08T18:11:00.000+07:00,2.22
2023-11-08T18:12:00.000+07:00,2.22
2023-11-08T18:13:00.000+07:00,2.22
2023-11-08T18:14:00.000+07:00,2.2
2023-11-08T18:15:00.000+07:00,2.21
2023-11-08T18:16:00.000+07:00,2.21
2023-11-08T18:17:00.000+07:00,2.17
2023-11-08T18:18:00.000+07:00,2.02
2023-11-08T18:19:00.000+07:00,1.81
2023-11-08T18:20:00.000+07:00,1.65
2023-11-08T18:21:00.000+07:00,1.62
2023-11-08T18:22:00.000+07:00,1.63
2023-11-08T18:23:00.000+07:00,1.65
2023-11-08T18:24:00.000+07:00,1.74
2023-11-08T18:25:00.000+07:00,1.91
2023-11-08T18:26:00.000+07:00,1.98
2023-11-08T18:27:00.000+07:00,1.99
2023-11-08T18:28:00.000+07:00,2.06
2023-11-08T18:29:00.000+07:00,2.15
2023-11-08T18:30:00.000+07:00,2.11
2023-11-08T18:31:01.000+07:00,2.02
2023-11-08T18:32:00.000+07:00,1.98
2023-11-08T18:33:00.000+07:00,1.93
2023-11-08T18:34:00.000+07:00,1.88
2023-11-08T18:35:00.000+07:00,1.86
2023-11-08T18:36:00.000+07:00,1.85
2023-11-08T18:37:01.000+07:00,1.85
