timestamp,eda_level_real
2024-11-03T05:00:00.000+07:00,2.16
2024-11-03T05:01:00.000+07:00,2.11
2024-11-03T05:02:00.000+07:00,2.06
2024-11-03T05:03:00.000+07:00,2.02
2024-11-03T05:04:00.000+07:00,1.98
2024-11-03T05:05:00.000+07:00,1.97
2024-11-03T05:06:00.000+07:00,1.97
2024-11-03T05:07:00.000+07:00,1.99
2024-11-03T05:08:00.000+07:00,2.01
2024-11-03T05:09:00.000+07:00,2.03
2024-11-03T05:10:00.000+07:00,2.05
2024-11-03T05:11:00.000+07:00,2.13
2024-11-03T05:12:00.000+07:00,2.38
2024-11-03T05:13:00.000+07:00,2.59
2024-11-03T05:14:00.000+07:00,2.62
2024-11-03T05:15:00.000+07:00,2.54
2024-11-03T05:16:00.000+07:00,2.42
2024-11-03T05:17:00.000+07:00,2.38
2024-11-03T05:18:00.000+07:00,2.38
2024-11-03T05:19:00.000+07:00,2.41
2024-11-03T05:20:00.000+07:00,2.41
2024-11-03T05:21:00.000+07:00,2.4
2024-11-03T05:22:00.000+07:00,2.36
2024-11-03T05:23:00.000+07:00,2.31
2024-11-03T05:24:00.000+07:00,2.28
2024-11-03T05:25:00.000+07:00,2.26
2024-11-03T05:26:00.000+07:00,2.25
2024-11-03T05:27:00.000+07:00,2.26
2024-11-03T05:28:00.000+07:00,2.25
2024-11-03T05:29:00.000+07:00,2.22
2024-11-03T05:30:00.000+07:00,2.18
2024-11-03T05:31:00.000+07:00,2.14
2024-11-03T05:32:00.000+07:00,2.12
2024-11-03T05:33:00.000+07:00,2.12
2024-11-03T05:34:00.000+07:00,2.12
2024-11-03T05:35:00.000+07:00,2.09
2024-11-03T05:36:00.000+07:00,2.05
2024-11-03T05:37:00.000+07:00,2.04
2024-11-03T05:38:00.000+07:00,2.06
2024-11-03T05:39:00.000+07:00,2.08
2024-11-03T05:40:00.000+07:00,2.12
2024-11-03T05:41:00.000+07:00,2.15
2024-11-03T05:42:00.000+07:00,2.17
2024-11-03T05:43:00.000+07:00,2.18
2024-11-03T05:44:00.000+07:00,2.2
2024-11-03T05:45:00.000+07:00,2.21
2024-11-03T05:46:00.000+07:00,2.21
2024-11-03T05:47:00.000+07:00,2.19
2024-11-03T05:48:00.000+07:00,2.17
2024-11-03T05:49:00.000+07:00,2.15
2024-11-03T05:50:00.000+07:00,2.14
2024-11-03T05:51:00.000+07:00,2.14
2024-11-03T05:52:00.000+07:00,2.11
2024-11-03T05:53:00.000+07:00,2.07
2024-11-03T05:54:00.000+07:00,2.09
2024-11-03T05:55:00.000+07:00,2.15
2024-11-03T05:56:00.000+07:00,2.35
2024-11-03T05:57:00.000+07:00,2.59
2024-11-03T05:58:00.000+07:00,2.7
2024-11-03T05:59:00.000+07:00,2.7
2024-11-03T06:00:00.000+07:00,2.6
2024-11-03T06:01:00.000+07:00,2.48
2024-11-03T06:02:00.000+07:00,2.42
2024-11-03T06:03:00.000+07:00,2.41
2024-11-03T06:04:00.000+07:00,2.44
2024-11-03T06:05:00.000+07:00,2.47
2024-11-03T06:06:00.000+07:00,2.47
2024-11-03T06:07:00.000+07:00,2.44
2024-11-03T06:08:00.000+07:00,2.4
2024-11-03T06:09:00.000+07:00,2.33
2024-11-03T06:10:00.000+07:00,2.19
2024-11-03T06:11:00.000+07:00,2.06
2024-11-03T06:12:00.000+07:00,1.99
2024-11-03T06:13:00.000+07:00,1.98
2024-11-03T06:14:00.000+07:00,1.99
2024-11-03T06:15:00.000+07:00,2.01
2024-11-03T06:16:00.000+07:00,2.04
2024-11-03T06:17:00.000+07:00,2.07
2024-11-03T06:18:00.000+07:00,2.12
2024-11-03T06:19:00.000+07:00,2.17
2024-11-03T06:20:00.000+07:00,2.2
2024-11-03T06:21:00.000+07:00,2.25
2024-11-03T06:22:00.000+07:00,2.3
2024-11-03T06:23:00.000+07:00,2.34
2024-11-03T06:24:00.000+07:00,2.37
2024-11-03T06:25:00.000+07:00,2.4
2024-11-03T06:26:00.000+07:00,2.42
2024-11-03T06:27:00.000+07:00,2.44
2024-11-03T06:28:00.000+07:00,2.42
2024-11-03T06:29:00.000+07:00,2.37
2024-11-03T06:30:00.000+07:00,2.34
2024-11-03T06:31:00.000+07:00,2.3
2024-11-03T06:32:00.000+07:00,2.24
2024-11-03T06:33:00.000+07:00,2.18
2024-11-03T06:34:00.000+07:00,2.16
2024-11-03T06:35:00.000+07:00,2.14
2024-11-03T06:36:00.000+07:00,2.16
2024-11-03T06:37:00.000+07:00,2.21
2024-11-03T06:38:00.000+07:00,2.26
2024-11-03T06:39:00.000+07:00,2.32
2024-11-03T06:40:00.000+07:00,2.38
2024-11-03T06:41:00.000+07:00,2.43
2024-11-03T06:42:00.000+07:00,2.44
2024-11-03T06:43:00.000+07:00,2.42
2024-11-03T06:44:00.000+07:00,2.34
2024-11-03T06:45:00.000+07:00,2.23
2024-11-03T06:46:00.000+07:00,2.12
2024-11-03T06:47:00.000+07:00,2.08
2024-11-03T06:48:00.000+07:00,2.08
2024-11-03T06:49:00.000+07:00,2.07
2024-11-03T06:50:00.000+07:00,2.07
2024-11-03T06:51:00.000+07:00,2.09
2024-11-03T06:52:00.000+07:00,2.14
2024-11-03T06:53:00.000+07:00,2.19
2024-11-03T06:54:00.000+07:00,2.35
2024-11-03T06:55:00.000+07:00,2.79
2024-11-03T06:56:00.000+07:00,3.22
2024-11-03T06:57:00.000+07:00,3.48
2024-11-03T06:58:00.000+07:00,3.65
2024-11-03T06:59:00.000+07:00,3.8
2024-11-03T07:00:00.000+07:00,4.05
2024-11-03T07:01:00.000+07:00,4.54
2024-11-03T07:02:00.000+07:00,5.02
2024-11-03T07:03:00.000+07:00,5.36
2024-11-03T07:04:00.000+07:00,5.71
2024-11-03T07:05:00.000+07:00,6.03
2024-11-03T07:06:00.000+07:00,6.3
2024-11-03T07:07:00.000+07:00,6.38
2024-11-03T07:08:00.000+07:00,6.28
2024-11-03T07:09:00.000+07:00,5.98
2024-11-03T07:10:00.000+07:00,5.41
2024-11-03T07:11:00.000+07:00,4.78
2024-11-03T07:12:00.000+07:00,4.42
2024-11-03T07:13:00.000+07:00,4.2
2024-11-03T07:14:00.000+07:00,3.89
2024-11-03T07:15:00.000+07:00,3.56
2024-11-03T07:16:00.000+07:00,3.34
2024-11-03T07:17:00.000+07:00,3.23
2024-11-03T07:18:00.000+07:00,3.2
2024-11-03T07:19:00.000+07:00,3.21
2024-11-03T07:20:00.000+07:00,3.21
2024-11-03T07:21:00.000+07:00,3.2
2024-11-03T07:22:00.000+07:00,3.18
2024-11-03T07:23:00.000+07:00,3.12
2024-11-03T07:24:00.000+07:00,3.04
2024-11-03T07:25:00.000+07:00,2.98
2024-11-03T07:26:00.000+07:00,2.92
2024-11-03T07:27:00.000+07:00,2.8
2024-11-03T07:28:00.000+07:00,2.7
2024-11-03T07:29:00.000+07:00,2.67
2024-11-03T07:30:00.000+07:00,2.67
2024-11-03T07:31:00.000+07:00,2.7
2024-11-03T07:32:00.000+07:00,2.72
2024-11-03T07:33:00.000+07:00,2.75
2024-11-03T07:34:00.000+07:00,2.78
2024-11-03T07:35:00.000+07:00,2.82
2024-11-03T07:36:00.000+07:00,2.85
2024-11-03T07:37:00.000+07:00,2.88
2024-11-03T07:38:00.000+07:00,2.9
2024-11-03T07:39:00.000+07:00,3.11
2024-11-03T07:40:00.000+07:00,3.47
2024-11-03T07:41:00.000+07:00,3.65
2024-11-03T07:42:00.000+07:00,3.65
2024-11-03T07:43:00.000+07:00,3.57
2024-11-03T07:44:00.000+07:00,3.43
2024-11-03T07:45:00.000+07:00,3.29
2024-11-03T07:46:00.000+07:00,3.14
2024-11-03T07:47:00.000+07:00,3.0
2024-11-03T07:48:00.000+07:00,2.95
2024-11-03T07:49:00.000+07:00,2.94
2024-11-03T07:50:00.000+07:00,2.95
2024-11-03T07:51:00.000+07:00,2.95
2024-11-03T07:52:00.000+07:00,2.93
2024-11-03T07:53:00.000+07:00,2.85
2024-11-03T07:54:00.000+07:00,2.72
2024-11-03T07:55:00.000+07:00,2.62
2024-11-03T07:56:00.000+07:00,2.59
2024-11-03T07:57:00.000+07:00,2.59
2024-11-03T07:58:00.000+07:00,2.61
2024-11-03T07:59:00.000+07:00,2.64
2024-11-03T08:00:00.000+07:00,2.65
2024-11-03T08:01:00.000+07:00,2.65
2024-11-03T08:02:00.000+07:00,2.65
2024-11-03T08:03:00.000+07:00,2.64
2024-11-03T08:04:00.000+07:00,2.63
2024-11-03T08:05:00.000+07:00,2.65
2024-11-03T08:06:00.000+07:00,2.66
2024-11-03T08:07:00.000+07:00,2.63
2024-11-03T08:08:00.000+07:00,2.52
2024-11-03T08:09:00.000+07:00,2.34
2024-11-03T08:10:00.000+07:00,2.21
2024-11-03T08:11:00.000+07:00,2.15
2024-11-03T08:12:00.000+07:00,2.11
2024-11-03T08:13:00.000+07:00,2.11
2024-11-03T08:14:00.000+07:00,2.15
2024-11-03T08:15:00.000+07:00,2.2
2024-11-03T08:16:00.000+07:00,2.28
2024-11-03T08:17:00.000+07:00,2.42
2024-11-03T08:18:00.000+07:00,2.69
2024-11-03T08:19:00.000+07:00,2.92
2024-11-03T08:20:00.000+07:00,3.11
2024-11-03T08:21:00.000+07:00,3.26
2024-11-03T08:22:00.000+07:00,3.38
2024-11-03T08:23:00.000+07:00,3.5
2024-11-03T08:24:00.000+07:00,3.58
2024-11-03T08:25:00.000+07:00,3.98
2024-11-03T08:26:00.000+07:00,4.84
2024-11-03T08:27:00.000+07:00,5.28
2024-11-03T08:28:00.000+07:00,5.25
2024-11-03T08:29:00.000+07:00,4.93
2024-11-03T08:30:00.000+07:00,4.54
2024-11-03T08:31:00.000+07:00,4.27
2024-11-03T08:32:00.000+07:00,4.05
2024-11-03T08:33:00.000+07:00,3.83
2024-11-03T08:34:00.000+07:00,3.65
2024-11-03T08:35:00.000+07:00,3.5
2024-11-03T08:36:00.000+07:00,3.33
2024-11-03T08:37:00.000+07:00,3.23
2024-11-03T08:38:00.000+07:00,3.17
2024-11-03T08:39:00.000+07:00,3.14
2024-11-03T08:40:00.000+07:00,3.12
2024-11-03T08:41:00.000+07:00,3.09
2024-11-03T08:42:00.000+07:00,3.06
2024-11-03T08:43:00.000+07:00,3.04
2024-11-03T08:44:00.000+07:00,3.02
2024-11-03T08:45:00.000+07:00,3.03
2024-11-03T08:46:00.000+07:00,3.05
2024-11-03T08:47:00.000+07:00,3.08
2024-11-03T08:48:00.000+07:00,3.11
2024-11-03T08:49:00.000+07:00,3.15
2024-11-03T08:50:00.000+07:00,3.19
2024-11-03T08:51:00.000+07:00,3.23
2024-11-03T08:52:00.000+07:00,3.27
2024-11-03T08:53:00.000+07:00,3.27
2024-11-03T08:54:00.000+07:00,3.26
2024-11-03T08:55:00.000+07:00,3.21
2024-11-03T08:56:00.000+07:00,3.16
2024-11-03T08:57:00.000+07:00,3.11
2024-11-03T08:58:00.000+07:00,3.03
2024-11-03T08:59:00.000+07:00,2.94
2024-11-03T09:00:00.000+07:00,2.9
2024-11-03T09:01:00.000+07:00,2.89
2024-11-03T09:02:00.000+07:00,2.88
2024-11-03T09:03:00.000+07:00,2.89
2024-11-03T09:04:00.000+07:00,2.9
2024-11-03T09:05:00.000+07:00,2.9
2024-11-03T09:06:00.000+07:00,2.91
2024-11-03T09:07:00.000+07:00,2.93
2024-11-03T09:08:00.000+07:00,2.95
2024-11-03T09:09:00.000+07:00,2.96
2024-11-03T09:10:00.000+07:00,2.95
2024-11-03T09:11:00.000+07:00,2.89
2024-11-03T09:12:00.000+07:00,2.78
2024-11-03T09:13:00.000+07:00,2.68
2024-11-03T09:14:00.000+07:00,2.64
2024-11-03T09:15:00.000+07:00,2.65
2024-11-03T09:16:00.000+07:00,2.69
2024-11-03T09:17:00.000+07:00,2.68
2024-11-03T09:18:00.000+07:00,2.68
2024-11-03T09:19:00.000+07:00,2.72
2024-11-03T09:20:00.000+07:00,2.74
2024-11-03T09:21:00.000+07:00,2.76
2024-11-03T09:22:00.000+07:00,2.77
2024-11-03T09:23:00.000+07:00,2.75
2024-11-03T09:24:00.000+07:00,2.73
2024-11-03T09:25:00.000+07:00,2.73
2024-11-03T09:26:00.000+07:00,2.74
2024-11-03T09:27:00.000+07:00,2.72
2024-11-03T09:28:00.000+07:00,2.7
2024-11-03T09:29:00.000+07:00,2.66
2024-11-03T09:30:00.000+07:00,2.63
2024-11-03T09:31:00.000+07:00,2.62
2024-11-03T09:32:00.000+07:00,2.63
2024-11-03T09:33:00.000+07:00,2.61
2024-11-03T09:34:00.000+07:00,2.6
2024-11-03T09:35:00.000+07:00,2.62
2024-11-03T09:36:00.000+07:00,2.65
2024-11-03T09:37:00.000+07:00,2.66
2024-11-03T09:38:00.000+07:00,2.66
2024-11-03T09:39:00.000+07:00,2.64
2024-11-03T09:40:00.000+07:00,2.61
2024-11-03T09:41:00.000+07:00,2.57
2024-11-03T09:42:00.000+07:00,2.54
2024-11-03T09:43:00.000+07:00,2.51
2024-11-03T09:44:00.000+07:00,2.52
2024-11-03T09:45:00.000+07:00,2.54
2024-11-03T09:46:00.000+07:00,2.53
2024-11-03T09:47:00.000+07:00,2.51
2024-11-03T09:48:00.000+07:00,2.51
2024-11-03T09:49:00.000+07:00,2.53
2024-11-03T09:50:00.000+07:00,2.53
2024-11-03T09:51:00.000+07:00,2.52
2024-11-03T09:52:00.000+07:00,2.48
2024-11-03T09:53:00.000+07:00,2.37
2024-11-03T09:54:00.000+07:00,2.24
2024-11-03T09:55:00.000+07:00,2.17
2024-11-03T09:56:00.000+07:00,2.17
2024-11-03T09:57:00.000+07:00,2.19
2024-11-03T09:58:00.000+07:00,2.16
2024-11-03T09:59:00.000+07:00,2.15
2024-11-03T10:00:00.000+07:00,2.16
2024-11-03T10:01:00.000+07:00,2.16
2024-11-03T10:02:00.000+07:00,2.18
2024-11-03T10:03:00.000+07:00,2.21
2024-11-03T10:04:00.000+07:00,2.25
2024-11-03T10:05:00.000+07:00,2.29
2024-11-03T10:06:00.000+07:00,2.33
2024-11-03T10:07:00.000+07:00,2.36
2024-11-03T10:08:00.000+07:00,2.39
2024-11-03T10:09:00.000+07:00,2.41
2024-11-03T10:10:00.000+07:00,2.4
2024-11-03T10:11:00.000+07:00,2.41
2024-11-03T10:12:00.000+07:00,2.4
2024-11-03T10:13:00.000+07:00,2.34
2024-11-03T10:14:00.000+07:00,2.26
2024-11-03T10:15:00.000+07:00,2.24
2024-11-03T10:16:00.000+07:00,2.26
2024-11-03T10:17:00.000+07:00,2.28
2024-11-03T10:18:00.000+07:00,2.32
2024-11-03T10:19:00.000+07:00,2.36
2024-11-03T10:20:02.000+07:00,2.38
2024-11-03T10:21:00.000+07:00,2.4
2024-11-03T10:22:00.000+07:00,2.43
2024-11-03T10:23:00.000+07:00,2.47
2024-11-03T10:24:00.000+07:00,2.49
2024-11-03T10:25:00.000+07:00,2.49
2024-11-03T10:26:00.000+07:00,2.46
2024-11-03T10:27:00.000+07:00,2.4
2024-11-03T10:28:00.000+07:00,2.34
2024-11-03T10:29:00.000+07:00,2.32
2024-11-03T10:30:00.000+07:00,2.32
2024-11-03T10:31:00.000+07:00,2.32
2024-11-03T10:32:00.000+07:00,2.34
2024-11-03T10:33:00.000+07:00,2.35
2024-11-03T10:34:00.000+07:00,2.35
2024-11-03T10:35:00.000+07:00,2.31
2024-11-03T10:36:00.000+07:00,2.26
2024-11-03T10:37:00.000+07:00,2.21
2024-11-03T10:38:00.000+07:00,2.18
2024-11-03T10:39:00.000+07:00,2.2
2024-11-03T10:40:00.000+07:00,2.26
2024-11-03T10:41:00.000+07:00,2.33
2024-11-03T10:42:00.000+07:00,2.37
2024-11-03T10:43:00.000+07:00,2.38
2024-11-03T10:44:00.000+07:00,2.38
2024-11-03T10:45:00.000+07:00,2.37
2024-11-03T10:46:00.000+07:00,2.37
2024-11-03T10:47:00.000+07:00,2.38
2024-11-03T10:48:00.000+07:00,2.4
2024-11-03T10:49:00.000+07:00,2.41
2024-11-03T10:50:00.000+07:00,2.37
2024-11-03T10:51:00.000+07:00,2.29
2024-11-03T10:52:00.000+07:00,2.17
2024-11-03T10:53:00.000+07:00,2.05
2024-11-03T10:54:00.000+07:00,2.0
2024-11-03T10:55:00.000+07:00,1.96
2024-11-03T10:56:00.000+07:00,1.92
2024-11-03T10:57:00.000+07:00,1.95
2024-11-03T10:58:00.000+07:00,2.01
2024-11-03T10:59:00.000+07:00,2.09
2024-11-03T11:00:00.000+07:00,2.12
2024-11-03T11:01:00.000+07:00,2.1
