timestamp,oxygen saturation percentage
2024-05-01T19:34:10Z,89.0
2024-05-01T19:35:10Z,89.4
2024-05-01T19:36:10Z,89.6
2024-05-01T19:37:10Z,89.6
2024-05-01T19:38:10Z,89.7
2024-05-01T19:39:10Z,89.5
2024-05-01T19:40:10Z,89.6
2024-05-01T19:41:10Z,89.6
2024-05-01T19:42:10Z,89.3
2024-05-01T19:43:10Z,88.9
2024-05-01T19:44:10Z,88.9
2024-05-01T19:45:10Z,88.7
2024-05-01T19:55:39Z,90.1
2024-05-01T19:56:39Z,89.5
2024-05-01T19:57:39Z,90.1
2024-05-01T19:58:39Z,90.4
2024-05-04T21:43:10Z,97.4
2024-05-04T21:44:10Z,97.1
2024-05-04T21:45:10Z,96.4
2024-05-04T21:46:10Z,96.8
2024-05-04T21:47:10Z,97.0
2024-05-04T21:56:10Z,96.6
2024-05-04T21:57:10Z,96.6
2024-05-04T21:58:10Z,96.6
2024-05-04T21:59:10Z,94.1
2024-05-04T22:00:10Z,94.6
2024-05-04T22:01:10Z,94.6
2024-05-04T22:02:10Z,94.5
2024-05-04T22:03:10Z,94.6
2024-05-04T22:04:10Z,93.6
2024-05-04T22:05:10Z,95.2
2024-05-04T22:06:10Z,95.7
2024-05-04T22:07:10Z,96.4
2024-05-04T22:08:10Z,96.7
2024-05-04T22:09:10Z,96.9
2024-05-04T22:10:10Z,96.8
2024-05-04T22:11:10Z,96.9
2024-05-04T22:12:10Z,97.1
2024-05-04T22:14:10Z,93.5
2024-05-04T22:15:10Z,94.0
2024-05-04T22:16:10Z,93.7
2024-05-04T22:18:10Z,94.5
2024-05-04T22:19:10Z,94.9
2024-05-04T22:20:10Z,94.7
2024-05-04T22:21:10Z,94.3
2024-05-04T22:22:10Z,94.1
2024-05-04T22:23:10Z,94.5
2024-05-04T22:24:10Z,94.6
2024-05-04T22:25:10Z,95.2
2024-05-04T22:26:10Z,95.2
2024-05-04T22:27:10Z,95.0
2024-05-04T22:28:10Z,95.3
2024-05-04T22:29:10Z,95.3
2024-05-04T22:30:10Z,94.9
2024-05-04T22:31:10Z,94.7
2024-05-04T22:32:10Z,95.0
2024-05-04T22:33:10Z,95.2
2024-05-04T22:34:10Z,94.9
2024-05-04T22:36:10Z,95.1
2024-05-04T22:37:10Z,95.8
2024-05-04T22:38:10Z,95.9
2024-05-04T22:39:10Z,96.0
2024-05-04T22:40:10Z,96.0
2024-05-04T22:42:10Z,95.7
2024-05-04T22:43:10Z,95.7
2024-05-04T22:44:10Z,95.4
2024-05-04T22:45:10Z,95.1
2024-05-04T22:46:10Z,95.5
2024-05-04T22:47:10Z,95.3
2024-05-04T22:48:10Z,95.2
2024-05-04T22:49:10Z,95.1
2024-05-04T22:50:10Z,95.1
2024-05-04T22:51:10Z,94.8
2024-05-04T22:52:10Z,95.2
2024-05-04T22:54:10Z,95.0
2024-05-04T22:55:10Z,94.4
2024-05-04T22:56:10Z,94.3
2024-05-04T22:57:10Z,93.9
2024-05-07T18:08:10Z,97.6
2024-05-07T18:11:10Z,97.3
2024-05-07T18:13:10Z,95.9
2024-05-07T18:19:20Z,95.3
2024-05-07T18:20:20Z,95.4
2024-05-07T18:21:20Z,95.6
2024-05-07T18:24:20Z,94.2
2024-05-19T19:00:40Z,95.5
2024-05-19T19:01:40Z,95.9
2024-05-19T19:02:40Z,95.8
2024-05-19T19:03:40Z,95.8
2024-05-19T19:04:40Z,95.8
2024-05-19T19:05:40Z,95.8
2024-05-19T19:06:40Z,95.8
2024-05-19T19:07:40Z,95.6
2024-05-19T19:08:40Z,95.7
2024-05-19T19:09:40Z,95.6
2024-05-19T19:10:40Z,95.6
2024-05-19T19:11:40Z,95.7
2024-05-19T19:12:40Z,95.8
2024-05-19T19:13:40Z,95.7
2024-05-19T19:14:40Z,95.7
2024-05-19T19:15:40Z,95.6
2024-05-19T19:16:40Z,95.5
2024-05-19T19:17:40Z,95.5
2024-05-19T19:18:40Z,95.5
2024-05-19T19:19:40Z,95.5
2024-05-19T19:20:40Z,95.6
2024-05-19T19:21:40Z,95.5
2024-05-19T19:22:40Z,95.5
2024-05-19T19:24:40Z,95.1
2024-05-19T19:25:40Z,95.2
2024-05-19T19:37:40Z,95.3
2024-05-19T19:38:40Z,95.0
2024-05-19T19:39:40Z,94.8
2024-05-19T19:40:40Z,94.3
2024-05-19T19:41:40Z,94.0
2024-05-19T19:42:40Z,93.8
2024-05-19T19:43:40Z,94.2
2024-05-19T19:44:40Z,94.0
2024-05-19T19:45:40Z,93.8
2024-05-19T19:47:40Z,93.6
2024-05-19T19:48:40Z,93.2
2024-05-19T19:49:40Z,93.3
2024-05-19T19:50:40Z,93.2
2024-05-19T19:51:40Z,93.1
2024-05-19T19:52:40Z,92.9
2024-05-19T19:53:40Z,92.9
2024-05-19T19:54:40Z,92.6
2024-05-19T19:55:40Z,92.8
2024-05-19T19:56:40Z,92.6
2024-05-19T19:57:40Z,93.3
2024-05-19T20:06:40Z,91.2
2024-05-20T11:15:40Z,96.4
2024-05-23T20:24:10Z,97.1
2024-05-23T20:25:10Z,96.9
2024-05-23T20:26:10Z,97.1
2024-05-23T20:27:10Z,97.2
2024-05-23T20:28:10Z,97.3
2024-05-23T20:34:11Z,96.8
2024-05-23T20:35:11Z,96.8
2024-05-23T20:36:11Z,96.7
2024-05-23T20:37:11Z,96.7
2024-05-23T20:38:11Z,96.5
2024-05-23T20:41:11Z,96.0
2024-05-29T19:25:09Z,94.9
2024-05-29T19:26:09Z,94.6
2024-05-29T19:27:09Z,94.0
