timestamp,temperature celsius
2024-11-06T10:21:00Z,34.07
2024-11-06T10:22:00Z,33.14
2024-11-06T10:23:00Z,32.85
2024-11-06T10:24:00Z,32.82
2024-11-06T10:25:00Z,32.89
2024-11-06T10:26:00Z,32.78
2024-11-06T10:27:00Z,32.760000000000005
2024-11-06T10:28:00Z,32.71
2024-11-06T10:29:00Z,32.64
2024-11-06T10:30:00Z,32.61
2024-11-06T10:31:00Z,32.57
2024-11-06T10:32:00Z,32.5
2024-11-06T10:33:00Z,32.46
2024-11-06T10:34:00Z,32.42
2024-11-06T10:35:00Z,32.6
2024-11-06T10:36:00Z,32.67
2024-11-06T10:37:00Z,32.77
2024-11-06T10:38:00Z,32.93
2024-11-06T10:39:00Z,33.09
2024-11-06T10:40:00Z,33.21
2024-11-06T10:41:00Z,33.33
2024-11-06T10:42:00Z,33.45
2024-11-06T10:43:00Z,33.54
2024-11-06T10:44:00Z,33.54
2024-11-06T10:45:00Z,33.45
2024-11-06T10:46:00Z,33.27
2024-11-06T10:47:00Z,33.25
2024-11-06T10:48:00Z,33.25
2024-11-06T10:49:00Z,33.260000000000005
2024-11-06T10:50:00Z,33.39
2024-11-06T10:51:00Z,33.34
2024-11-06T10:52:00Z,33.35
2024-11-06T10:53:00Z,33.81
2024-11-06T10:54:00Z,33.550000000000004
2024-11-06T10:55:00Z,33.61
2024-11-06T10:56:00Z,33.57
2024-11-06T10:57:00Z,33.5
2024-11-06T10:58:00Z,33.440000000000005
2024-11-06T10:59:00Z,33.42
2024-11-06T11:00:00Z,33.410000000000004
2024-11-06T11:01:00Z,33.39
2024-11-06T11:02:00Z,33.39
2024-11-06T11:03:00Z,33.35
2024-11-06T11:04:00Z,33.33
2024-11-06T11:05:00Z,33.35
2024-11-06T11:06:00Z,33.36
2024-11-06T11:07:00Z,33.39
2024-11-06T11:08:00Z,33.4
2024-11-06T11:09:00Z,33.53
2024-11-06T11:10:00Z,33.49
2024-11-06T11:11:00Z,33.480000000000004
2024-11-06T11:12:00Z,33.5
2024-11-06T11:13:00Z,33.5
2024-11-06T11:14:00Z,33.510000000000005
2024-11-06T11:15:00Z,33.53
2024-11-06T11:16:00Z,33.53
2024-11-06T11:17:00Z,33.550000000000004
2024-11-06T11:18:00Z,33.57
2024-11-06T11:19:00Z,33.57
2024-11-06T11:20:00Z,33.58
2024-11-06T11:21:00Z,33.64
2024-11-06T11:22:00Z,33.74
2024-11-06T11:23:00Z,33.85
2024-11-06T11:24:00Z,33.92
2024-11-06T11:25:00Z,33.99
2024-11-06T11:26:00Z,34.050000000000004
2024-11-06T11:27:00Z,34.1
2024-11-06T11:28:00Z,34.14
2024-11-06T11:29:00Z,34.17
2024-11-06T11:30:00Z,34.21
2024-11-06T11:31:00Z,34.230000000000004
2024-11-06T11:32:00Z,34.260000000000005
2024-11-06T11:33:00Z,34.28
2024-11-06T11:34:00Z,34.300000000000004
2024-11-06T11:35:00Z,34.32
2024-11-06T11:36:00Z,34.33
2024-11-06T11:37:00Z,34.35
2024-11-06T11:38:00Z,34.34
2024-11-06T11:39:00Z,34.32
2024-11-06T11:40:00Z,34.35
2024-11-06T11:41:00Z,34.25
2024-11-06T11:42:00Z,34.18
2024-11-06T11:43:00Z,34.14
2024-11-06T11:44:00Z,34.09
2024-11-06T11:45:00Z,34.03
2024-11-06T11:46:00Z,34.0
2024-11-06T11:47:00Z,33.96
2024-11-06T11:48:00Z,33.92
2024-11-06T11:49:00Z,33.910000000000004
2024-11-06T11:50:00Z,33.88
2024-11-06T11:51:00Z,33.86
2024-11-06T11:52:00Z,33.85
2024-11-06T11:53:00Z,33.82
2024-11-06T11:54:00Z,33.83
2024-11-06T11:55:00Z,33.84
2024-11-06T11:56:00Z,33.82
2024-11-06T11:57:00Z,33.85
2024-11-06T11:58:00Z,33.85
2024-11-06T11:59:00Z,33.88
2024-11-06T12:00:00Z,33.89
2024-11-06T12:01:00Z,33.89
2024-11-06T12:02:00Z,33.870000000000005
2024-11-06T12:03:00Z,33.85
2024-11-06T12:04:00Z,33.83
2024-11-06T12:05:00Z,33.82
2024-11-06T12:06:00Z,33.79
2024-11-06T12:07:00Z,33.78
2024-11-06T12:08:00Z,33.78
2024-11-06T12:09:00Z,33.78
2024-11-06T12:10:00Z,33.81
2024-11-06T12:11:00Z,33.82
2024-11-06T12:12:00Z,33.82
2024-11-06T12:13:00Z,33.82
2024-11-06T12:14:00Z,33.800000000000004
2024-11-06T12:15:00Z,33.78
2024-11-06T12:16:00Z,33.760000000000005
2024-11-06T12:17:00Z,33.75
2024-11-06T12:18:00Z,33.74
2024-11-06T12:19:00Z,33.72
2024-11-06T12:20:00Z,33.72
2024-11-06T12:21:00Z,33.71
2024-11-06T12:22:00Z,33.7
2024-11-06T12:23:00Z,33.7
2024-11-06T12:24:00Z,33.85
2024-11-06T12:25:00Z,33.75
2024-11-06T12:26:00Z,33.730000000000004
2024-11-06T12:27:00Z,33.78
2024-11-06T12:28:00Z,33.79
2024-11-06T12:29:00Z,33.82
2024-11-06T12:30:00Z,33.85
2024-11-06T12:31:00Z,33.85
2024-11-06T12:32:00Z,33.870000000000005
2024-11-06T12:33:00Z,33.870000000000005
2024-11-06T12:34:00Z,33.85
2024-11-06T12:35:00Z,33.85
2024-11-06T12:36:00Z,33.86
2024-11-06T12:37:00Z,33.86
2024-11-06T12:38:00Z,33.85
2024-11-06T12:39:00Z,33.74
2024-11-06T12:40:00Z,33.56
2024-11-06T12:41:00Z,33.58
2024-11-06T12:42:00Z,33.63
2024-11-06T12:43:00Z,33.67
2024-11-06T12:44:00Z,33.74
2024-11-06T12:45:00Z,33.75
2024-11-06T12:46:00Z,33.760000000000005
2024-11-06T12:47:00Z,33.78
2024-11-06T12:48:00Z,33.78
2024-11-06T12:49:00Z,33.78
2024-11-06T12:50:00Z,33.79
2024-11-06T12:51:00Z,33.79
2024-11-06T12:52:00Z,33.81
2024-11-06T12:53:00Z,33.800000000000004
2024-11-06T12:54:00Z,33.800000000000004
2024-11-06T12:55:00Z,33.85
2024-11-06T12:56:00Z,33.85
2024-11-06T12:57:00Z,33.86
2024-11-06T12:58:00Z,33.97
2024-11-06T12:59:00Z,34.010000000000005
2024-11-06T13:00:00Z,34.480000000000004
2024-11-06T13:01:00Z,34.190000000000005
2024-11-06T13:02:00Z,34.0
2024-11-06T13:03:00Z,33.67
2024-11-06T13:04:00Z,33.43
2024-11-06T13:05:00Z,33.17
2024-11-06T13:06:00Z,33.09
2024-11-06T13:07:00Z,32.870000000000005
2024-11-06T13:08:00Z,32.730000000000004
2024-11-06T13:09:00Z,32.67
