timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds
2024-11-01T00:15:00Z,33.971,0.0
2024-11-01T00:20:00Z,36.132,0.0
2024-11-01T00:25:00Z,36.338,0.0
2024-11-01T00:30:00Z,35.051,0.0
2024-11-01T00:35:00Z,33.209,0.0
2024-11-01T00:40:00Z,33.756,0.0
2024-11-01T00:45:00Z,35.028,0.0
2024-11-01T00:50:00Z,33.619,0.0
2024-11-01T00:55:00Z,34.132,0.0
2024-11-01T01:00:00Z,32.833,0.0
2024-11-01T01:05:00Z,51.103,0.0
2024-11-01T01:10:00Z,47.997,0.0
2024-11-01T01:15:00Z,42.004,0.0
2024-11-01T01:20:00Z,45.432,0.0
2024-11-01T01:25:00Z,43.217,0.0
2024-11-01T01:30:00Z,38.989,0.0
2024-11-01T01:35:00Z,37.813,0.0
2024-11-01T01:40:00Z,50.138,0.0
2024-11-01T01:45:00Z,51.017,0.0
2024-11-01T01:50:00Z,23.267,0.0
2024-11-01T01:55:00Z,26.039,0.0
2024-11-01T02:00:00Z,20.896,0.0
2024-11-01T02:05:00Z,21.685,0.0
2024-11-01T02:10:00Z,25.991,0.0
2024-11-01T02:15:00Z,22.355,0.0
2024-11-01T02:20:00Z,24.235,0.0
2024-11-01T02:25:00Z,32.064,0.0
2024-11-01T02:30:00Z,26.249,0.0
2024-11-01T02:35:00Z,27.294,0.0
2024-11-01T02:40:00Z,27.328,0.0
2024-11-01T02:45:00Z,24.448,0.0
2024-11-01T02:50:00Z,24.078,0.0
2024-11-01T02:55:00Z,36.283,0.0
2024-11-01T03:00:00Z,36.552,0.0
2024-11-01T03:05:00Z,41.297,0.0
2024-11-01T03:10:00Z,40.168,0.0
2024-11-01T03:15:00Z,31.414,0.0
2024-11-01T03:20:00Z,26.441,0.0
2024-11-01T03:25:00Z,30.263,0.0
2024-11-01T03:30:00Z,33.421,0.0
2024-11-01T03:35:00Z,37.19,0.0
2024-11-01T03:40:00Z,30.383,0.0
2024-11-01T03:45:00Z,21.642,0.0
2024-11-01T03:50:00Z,21.177,0.0
2024-11-01T03:55:00Z,32.227,0.0
2024-11-01T04:00:00Z,36.247,0.0
2024-11-01T04:05:00Z,22.763,0.0
2024-11-01T04:10:00Z,22.201,0.0
2024-11-01T04:15:00Z,28.938,0.0
2024-11-01T04:20:00Z,34.761,0.0
2024-11-01T04:25:00Z,35.879,0.0
2024-11-01T04:30:00Z,28.127,0.0
2024-11-01T04:35:00Z,37.608,0.0
2024-11-01T04:40:00Z,34.913,0.0
2024-11-01T23:00:00Z,44.647,0.0
2024-11-01T23:05:00Z,50.906,0.0
2024-11-01T23:10:00Z,45.23,0.0
2024-11-01T23:15:00Z,48.766,0.0
2024-11-01T23:20:00Z,47.287,0.0
2024-11-01T23:30:00Z,36.459,0.0
2024-11-01T23:40:00Z,40.869,0.0
2024-11-01T23:45:00Z,51.62,0.0
2024-11-01T23:50:00Z,44.701,0.0
2024-11-01T23:55:00Z,55.199,0.0
2024-11-02T00:00:00Z,48.005,0.0
2024-11-02T00:05:00Z,46.754,0.0
2024-11-02T00:10:00Z,47.101,0.0
2024-11-02T00:15:00Z,45.648,0.0
2024-11-02T00:20:00Z,49.436,0.0
2024-11-02T00:25:00Z,53.129,0.0
2024-11-02T00:30:00Z,21.639,0.0
2024-11-02T00:35:00Z,21.659,0.0
2024-11-02T00:40:00Z,27.366,0.0
2024-11-02T00:45:00Z,37.898,0.0
2024-11-02T00:50:00Z,38.026,0.0
2024-11-02T00:55:00Z,37.51,0.0
2024-11-02T01:00:00Z,49.707,0.0
2024-11-02T01:05:00Z,55.456,0.0
2024-11-02T01:10:00Z,51.438,0.0
2024-11-02T01:15:00Z,58.794,0.0
2024-11-02T01:20:00Z,48.706,0.0
2024-11-02T01:25:00Z,34.567,0.0
2024-11-02T01:30:00Z,35.729,0.0
2024-11-02T01:35:00Z,52.289,0.0
2024-11-02T01:40:00Z,49.815,0.0
2024-11-02T01:45:00Z,56.869,0.0
2024-11-02T01:50:00Z,53.766,0.0
2024-11-02T01:55:00Z,63.566,0.0
2024-11-02T02:00:00Z,63.071,0.0
2024-11-02T02:05:00Z,56.947,0.0
2024-11-02T02:10:00Z,66.817,0.0
2024-11-02T02:15:00Z,51.604,0.0
2024-11-02T02:20:00Z,43.845,0.0
2024-11-02T02:25:00Z,31.919,0.0
2024-11-02T02:30:00Z,32.268,0.0
2024-11-02T02:35:00Z,39.74,0.0
2024-11-02T02:40:00Z,41.065,0.0
2024-11-02T02:45:00Z,44.582,0.0
2024-11-02T02:50:00Z,49.141,0.0
2024-11-02T02:55:00Z,50.494,0.0
2024-11-02T03:00:00Z,48.485,0.0
2024-11-02T03:05:00Z,48.45,0.0
2024-11-02T03:10:00Z,41.334,0.0
2024-11-02T03:15:00Z,39.285,0.0
2024-11-02T03:20:00Z,44.637,0.0
2024-11-02T03:25:00Z,43.275,0.0
2024-11-02T03:30:00Z,43.268,0.0
2024-11-02T03:35:00Z,50.24,0.0
2024-11-02T03:40:00Z,50.874,0.0
2024-11-02T03:45:00Z,31.97,0.0
2024-11-02T03:50:00Z,21.411,0.0
2024-11-02T03:55:00Z,25.027,0.0
2024-11-02T04:00:00Z,24.842,0.0
2024-11-02T04:05:00Z,29.923,0.0
2024-11-02T04:10:00Z,33.931,0.0
2024-11-02T04:15:00Z,30.435,0.0
2024-11-02T04:20:00Z,42.317,0.0
2024-11-02T04:25:00Z,46.796,0.0
2024-11-02T04:30:00Z,49.09,0.0
2024-11-02T04:35:00Z,50.962,0.0
2024-11-02T04:40:00Z,44.261,0.0
2024-11-02T04:45:00Z,39.407,0.0
2024-11-02T04:50:00Z,44.638,0.0
2024-11-02T04:55:00Z,41.902,0.0
2024-11-03T01:00:00Z,14.427,0.0
2024-11-03T01:05:00Z,16.927,0.0
2024-11-03T01:10:00Z,20.989,0.0
2024-11-03T01:15:00Z,22.309,0.0
2024-11-03T01:20:00Z,43.394,0.0
2024-11-03T01:30:00Z,30.02,0.0
2024-11-03T01:35:00Z,32.136,0.0
2024-11-03T01:40:00Z,27.446,0.0
2024-11-03T01:45:00Z,27.319,0.0
2024-11-03T01:50:00Z,41.391,0.0
2024-11-03T01:55:00Z,38.896,0.0
2024-11-03T02:00:00Z,32.553,0.0
2024-11-03T02:05:00Z,31.298,0.0
2024-11-03T02:10:00Z,24.933,0.0
2024-11-03T02:15:00Z,24.829,0.0
2024-11-03T02:20:00Z,22.095,0.0
2024-11-03T02:25:00Z,25.363,0.0
2024-11-03T02:30:00Z,26.922,0.0
2024-11-03T02:35:00Z,26.871,0.0
2024-11-03T02:40:00Z,39.357,0.0
2024-11-03T02:45:00Z,32.645,0.0
2024-11-03T02:50:00Z,11.208,0.0
2024-11-03T02:55:00Z,16.887,0.0
2024-11-03T03:00:00Z,19.824,0.0
2024-11-03T03:05:00Z,21.926,0.0
2024-11-03T03:10:00Z,24.89,0.0
2024-11-03T03:15:00Z,44.905,0.0
2024-11-03T03:20:00Z,40.07,0.0
2024-11-03T03:25:00Z,34.55,0.0
2024-11-03T03:30:00Z,37.123,0.0
2024-11-03T03:35:00Z,28.324,0.0
2024-11-03T03:40:00Z,42.154,0.0
2024-11-03T03:45:00Z,35.271,0.0
2024-11-03T03:50:00Z,40.081,0.0
2024-11-03T03:55:00Z,33.431,0.0
2024-11-03T04:00:00Z,27.67,0.0
2024-11-03T04:05:00Z,26.022,0.0
2024-11-03T04:10:00Z,34.447,0.0
2024-11-03T04:15:00Z,34.745,0.0
2024-11-03T04:20:00Z,32.651,0.0
2024-11-03T04:25:00Z,20.744,0.0
2024-11-03T04:30:00Z,18.325,0.0
2024-11-03T04:35:00Z,13.328,0.0
2024-11-03T04:40:00Z,13.594,0.0
2024-11-03T04:45:00Z,14.793,0.0
2024-11-03T04:50:00Z,17.652,0.0
2024-11-03T04:55:00Z,22.626,0.0
2024-11-03T05:00:00Z,42.351,0.0
2024-11-03T05:05:00Z,30.337,0.0
2024-11-03T05:10:00Z,28.955,0.0
2024-11-03T05:15:00Z,35.925,0.0
2024-11-03T05:20:00Z,32.602,0.0
2024-11-03T05:25:00Z,30.391,0.0
2024-11-03T05:30:00Z,33.198,0.0
2024-11-03T05:35:00Z,31.245,0.0
2024-11-03T05:40:00Z,36.444,0.0
2024-11-03T05:45:00Z,32.67,0.0
2024-11-03T05:50:00Z,39.277,0.0
2024-11-03T05:55:00Z,29.916,0.0
2024-11-03T06:00:00Z,31.158,0.0
2024-11-03T06:10:00Z,30.829,0.0
2024-11-03T06:15:00Z,39.371,0.0
2024-11-03T06:20:00Z,48.039,0.0
2024-11-03T06:25:00Z,44.519,0.0
2024-11-03T06:30:00Z,42.471,0.0
2024-11-03T06:35:00Z,45.707,0.0
2024-11-03T06:40:00Z,45.625,0.0
2024-11-03T06:45:00Z,35.012,0.0
2024-11-03T06:50:00Z,27.387,0.0
2024-11-03T06:55:00Z,46.835,0.0
2024-11-03T07:00:00Z,35.694,0.0
2024-11-03T07:05:00Z,33.784,0.0
2024-11-03T07:10:00Z,32.168,0.0
2024-11-03T07:15:00Z,38.74,0.0
2024-11-04T22:20:00Z,36.385,0.0
2024-11-04T22:25:00Z,46.91,0.0
2024-11-04T22:30:00Z,47.227,0.0
2024-11-04T22:35:00Z,47.019,0.0
2024-11-04T22:40:00Z,42.532,0.0
2024-11-04T22:45:00Z,39.985,0.0
2024-11-04T22:50:00Z,42.963,0.0
2024-11-04T22:55:00Z,40.298,0.0
2024-11-04T23:00:00Z,46.239,0.0
2024-11-04T23:05:00Z,45.066,0.0
2024-11-04T23:10:00Z,39.547,0.0
2024-11-04T23:15:00Z,46.083,0.0
2024-11-04T23:20:00Z,35.228,0.0
2024-11-04T23:25:00Z,31.129,0.0
2024-11-04T23:30:00Z,37.167,0.0
2024-11-04T23:35:00Z,38.852,0.0
2024-11-04T23:40:00Z,43.808,0.0
2024-11-04T23:45:00Z,41.796,0.0
2024-11-04T23:50:00Z,46.695,0.0
2024-11-04T23:55:00Z,50.448,0.0
2024-11-05T00:00:00Z,42.449,0.0
2024-11-05T00:05:00Z,48.354,0.0
2024-11-05T00:10:00Z,30.904,0.0
2024-11-05T00:15:00Z,34.508,0.0
2024-11-05T00:20:00Z,40.79,0.0
2024-11-05T00:25:00Z,39.064,0.0
2024-11-05T00:30:00Z,44.539,0.0
2024-11-05T00:35:00Z,48.213,0.0
2024-11-05T00:40:00Z,52.437,0.0
2024-11-05T00:45:00Z,44.336,0.0
2024-11-05T00:50:00Z,48.118,0.0
2024-11-05T00:55:00Z,44.467,0.0
2024-11-05T01:00:00Z,46.058,0.0
2024-11-05T01:05:00Z,47.482,0.0
2024-11-05T01:10:00Z,48.897,0.0
2024-11-05T01:15:00Z,55.083,0.0
2024-11-05T01:20:00Z,38.785,0.0
2024-11-05T01:25:00Z,28.375,0.0
2024-11-05T01:30:00Z,28.865,0.0
2024-11-05T01:35:00Z,32.481,0.0
2024-11-05T01:40:00Z,34.762,0.0
2024-11-05T01:45:00Z,37.478,0.0
2024-11-05T01:50:00Z,41.882,0.0
2024-11-05T01:55:00Z,29.756,0.0
2024-11-05T02:10:00Z,31.92,0.0
2024-11-05T02:15:00Z,31.038,0.0
2024-11-05T02:20:00Z,33.324,0.0
2024-11-05T02:25:00Z,41.963,0.0
2024-11-05T02:30:00Z,42.314,0.0
2024-11-05T02:35:00Z,42.55,0.0
2024-11-05T02:40:00Z,35.181,0.0
2024-11-05T02:45:00Z,40.389,0.0
2024-11-05T02:50:00Z,43.171,0.0
2024-11-05T02:55:00Z,43.14,0.0
2024-11-05T03:00:00Z,39.223,0.0
2024-11-05T03:05:00Z,45.998,0.0
2024-11-05T03:10:00Z,46.555,0.0
2024-11-05T03:15:00Z,49.301,0.0
2024-11-05T03:20:00Z,47.807,0.0
2024-11-05T03:25:00Z,27.487,0.0
2024-11-05T03:30:00Z,23.292,0.0
2024-11-05T03:35:00Z,31.539,0.0
2024-11-05T03:40:00Z,28.343,0.0
2024-11-05T03:45:00Z,27.801,0.0
2024-11-05T03:50:00Z,33.941,0.0
2024-11-05T03:55:00Z,35.976,0.0
2024-11-05T04:00:00Z,34.597,0.0
2024-11-05T04:05:00Z,51.463,0.0
2024-11-05T04:10:00Z,44.667,0.0
2024-11-05T04:15:00Z,40.885,0.0
2024-11-05T04:20:00Z,37.671,0.0
2024-11-05T04:25:00Z,49.757,0.0
2024-11-05T04:30:00Z,45.329,0.0
2024-11-05T04:35:00Z,35.198,0.0
2024-11-06T22:05:00Z,42.648,0.0
2024-11-06T22:10:00Z,42.558,0.0
2024-11-06T22:20:00Z,44.72,0.0
2024-11-06T22:25:00Z,48.793,0.0
2024-11-06T22:30:00Z,47.967,0.0
2024-11-06T22:35:00Z,63.135,0.0
2024-11-06T22:40:00Z,54.485,0.0
2024-11-06T22:45:00Z,46.156,0.0
2024-11-06T22:50:00Z,43.315,0.0
2024-11-06T22:55:00Z,46.681,0.0
2024-11-06T23:00:00Z,15.684,0.0
2024-11-06T23:05:00Z,23.243,0.0
2024-11-06T23:10:00Z,13.589,0.0
2024-11-06T23:15:00Z,24.834,0.0
2024-11-06T23:20:00Z,39.393,0.0
2024-11-06T23:25:00Z,40.314,0.0
2024-11-06T23:30:00Z,37.241,0.0
2024-11-06T23:35:00Z,52.055,0.0
2024-11-06T23:40:00Z,51.045,0.0
2024-11-06T23:45:00Z,45.705,0.0
2024-11-06T23:50:00Z,48.198,0.0
2024-11-06T23:55:00Z,51.128,0.0
2024-11-07T00:00:00Z,62.663,0.0
2024-11-07T00:05:00Z,57.511,0.0
2024-11-07T00:10:00Z,51.001,0.0
2024-11-07T00:15:00Z,46.938,0.0
2024-11-07T00:20:00Z,50.76,0.0
2024-11-07T00:25:00Z,50.332,0.0
2024-11-07T00:30:00Z,48.341,0.0
2024-11-07T00:35:00Z,55.645,0.0
2024-11-07T00:40:00Z,20.738,0.0
2024-11-07T00:45:00Z,23.537,0.0
2024-11-07T00:50:00Z,23.695,0.0
2024-11-07T00:55:00Z,37.522,0.0
2024-11-07T01:00:00Z,34.925,0.0
2024-11-07T01:05:00Z,43.262,0.0
2024-11-07T02:20:00Z,35.423,0.0
2024-11-07T02:30:00Z,36.018,0.0
2024-11-07T02:35:00Z,39.333,0.0
2024-11-07T02:40:00Z,39.26,0.0
2024-11-07T02:45:00Z,39.807,0.0
2024-11-07T02:50:00Z,40.824,0.0
2024-11-07T02:55:00Z,41.579,0.0
2024-11-07T03:00:00Z,44.098,0.0
2024-11-07T03:05:00Z,46.777,0.0
2024-11-07T03:10:00Z,42.687,0.0
2024-11-07T03:15:00Z,45.918,0.0
2024-11-07T03:20:00Z,45.291,0.0
2024-11-07T03:25:00Z,51.78,0.0
2024-11-07T03:30:00Z,35.474,0.0
2024-11-07T03:35:00Z,14.227,0.0
2024-11-07T03:40:00Z,14.519,0.0
2024-11-07T03:45:00Z,31.966,0.0
2024-11-07T03:50:00Z,44.931,0.0
2024-11-07T03:55:00Z,40.051,0.0
2024-11-07T04:00:00Z,38.897,0.0
2024-11-07T04:05:00Z,36.677,0.0
2024-11-07T04:10:00Z,46.696,0.0
2024-11-07T04:15:00Z,36.447,0.0
2024-11-07T04:20:00Z,35.511,0.0
2024-11-07T04:25:00Z,35.361,0.0
2024-11-07T04:30:00Z,36.557,0.0
2024-11-07T04:35:00Z,45.272,0.0
2024-11-07T04:40:00Z,36.117,0.0
2024-11-07T04:45:00Z,39.259,0.0
2024-11-07T04:50:00Z,38.542,0.0
2024-11-07T04:55:00Z,42.566,0.0
2024-11-07T05:00:00Z,33.584,0.0
2024-11-07T05:05:00Z,35.518,0.0
2024-11-07T05:10:00Z,48.442,0.0
2024-11-07T05:15:00Z,52.54,0.0
2024-11-07T05:20:00Z,42.921,0.0
2024-11-07T05:25:00Z,36.931,0.0
2024-11-07T22:10:00Z,57.694,0.0
2024-11-07T22:15:00Z,51.028,0.0
2024-11-07T22:20:00Z,49.865,0.0
2024-11-07T22:25:00Z,48.59,0.0
2024-11-07T22:30:00Z,55.947,0.0
2024-11-07T22:35:00Z,59.028,0.0
2024-11-07T22:40:00Z,52.797,0.0
2024-11-07T22:45:00Z,61.921,0.0
2024-11-07T22:50:00Z,49.534,0.0
2024-11-07T22:55:00Z,62.562,0.0
2024-11-07T23:00:00Z,50.725,0.0
2024-11-07T23:05:00Z,65.389,0.0
2024-11-07T23:10:00Z,26.671,0.0
2024-11-07T23:15:00Z,44.288,0.0
2024-11-07T23:20:00Z,57.411,0.0
2024-11-07T23:25:00Z,47.06,0.0
2024-11-07T23:30:00Z,50.559,0.0
2024-11-07T23:35:00Z,50.702,0.0
2024-11-07T23:40:00Z,54.616,0.0
2024-11-07T23:45:00Z,52.37,0.0
2024-11-07T23:50:00Z,40.883,0.0
2024-11-07T23:55:00Z,37.54,0.0
2024-11-08T00:00:00Z,36.349,0.0
2024-11-08T00:05:00Z,50.097,0.0
2024-11-08T00:10:00Z,68.408,0.0
2024-11-08T00:20:00Z,54.208,0.0
2024-11-08T00:25:00Z,56.96,0.0
2024-11-08T00:35:00Z,33.348,0.0
2024-11-08T00:40:00Z,37.36,0.0
2024-11-08T01:10:00Z,37.241,0.0
2024-11-08T01:20:00Z,36.226,0.0
2024-11-08T01:25:00Z,41.7,0.0
2024-11-08T01:30:00Z,53.662,0.0
2024-11-08T01:35:00Z,56.869,0.0
2024-11-08T01:40:00Z,53.208,0.0
2024-11-08T01:45:00Z,45.032,0.0
2024-11-08T01:50:00Z,50.733,0.0
2024-11-08T01:55:00Z,46.067,0.0
