timestamp,stride length
2025-08-07T00:40:53Z,74.70
2025-08-07T00:40:57Z,85.10
2025-08-07T00:40:59Z,88.10
2025-08-07T00:41:03Z,87.30
2025-08-07T00:41:06Z,85.80
2025-08-07T00:41:09Z,88.10
2025-08-07T00:41:12Z,85.80
2025-08-07T00:41:15Z,88.10
2025-08-07T00:41:19Z,87.30
2025-08-07T00:41:21Z,85.10
2025-08-07T00:41:25Z,88.10
2025-08-07T00:41:28Z,88.10
2025-08-07T00:41:31Z,88.10
2025-08-07T00:41:34Z,88.10
2025-08-07T00:41:37Z,88.30
2025-08-07T00:41:40Z,88.70
2025-08-07T00:41:43Z,88.60
2025-08-07T00:41:46Z,88.70
2025-08-07T00:41:50Z,88.60
2025-08-07T00:41:53Z,88.70
2025-08-07T00:41:56Z,82.90
2025-08-07T00:41:59Z,82.20
2025-08-07T00:42:02Z,82.20
2025-08-07T00:42:05Z,82.20
2025-08-07T00:42:08Z,82.20
2025-08-07T00:42:11Z,78.60
2025-08-07T00:42:15Z,77.80
2025-08-07T00:42:17Z,77.80
2025-08-07T00:42:21Z,77.80
2025-08-07T00:42:24Z,77.80
2025-08-07T00:42:26Z,78.70
2025-08-07T00:42:30Z,79.70
2025-08-07T00:42:33Z,79.70
2025-08-07T00:42:36Z,79.70
2025-08-07T00:42:39Z,79.70
2025-08-07T00:42:42Z,80.20
2025-08-07T00:42:45Z,77.70
2025-08-07T00:42:48Z,76.60
2025-08-07T00:42:51Z,76.60
2025-08-07T00:42:55Z,77.70
2025-08-07T00:42:58Z,76.60
2025-08-07T00:43:01Z,77.30
2025-08-07T00:43:04Z,78.10
2025-08-07T00:43:07Z,78.10
2025-08-07T00:43:10Z,78.10
2025-08-07T00:43:13Z,78.10
2025-08-07T00:43:16Z,78.00
2025-08-07T00:43:19Z,77.10
2025-08-07T00:43:22Z,77.10
2025-08-07T00:43:25Z,79.30
2025-08-07T00:43:29Z,77.10
2025-08-07T00:43:32Z,78.20
2025-08-07T00:43:34Z,77.90
2025-08-07T00:43:38Z,72.50
2025-08-07T00:43:41Z,72.50
2025-08-07T00:43:44Z,72.50
2025-08-07T00:43:47Z,72.50
2025-08-07T00:43:50Z,74.00
2025-08-07T00:43:53Z,76.30
2025-08-07T00:43:56Z,76.30
2025-08-07T00:43:59Z,76.30
2025-08-07T00:44:03Z,76.30
2025-08-07T00:44:06Z,76.30
2025-08-07T00:44:09Z,72.70
2025-08-07T00:44:12Z,71.80
2025-08-07T00:44:15Z,71.80
2025-08-07T00:44:18Z,71.80
2025-08-07T00:44:21Z,71.80
2025-08-07T00:44:24Z,73.40
2025-08-07T00:44:27Z,74.10
2025-08-07T00:44:30Z,74.10
2025-08-07T00:44:33Z,74.10
2025-08-07T00:44:37Z,74.10
2025-08-07T00:44:40Z,74.50
2025-08-07T00:44:43Z,75.80
2025-08-07T00:44:46Z,75.80
2025-08-07T00:44:49Z,78.20
2025-08-07T00:44:52Z,77.00
2025-08-07T00:44:55Z,78.20
2025-08-07T00:44:58Z,76.10
2025-08-07T00:45:01Z,71.50
2025-08-07T00:45:04Z,74.80
2025-08-07T00:45:07Z,71.50
2025-08-07T00:45:11Z,71.50
2025-08-07T00:45:13Z,73.00
2025-08-07T00:45:17Z,75.20
2025-08-07T00:45:20Z,76.20
2025-08-07T00:45:23Z,75.20
2025-08-07T00:45:26Z,75.20
2025-08-07T00:45:29Z,75.20
2025-08-07T00:45:32Z,76.40
2025-08-07T00:45:36Z,76.40
2025-08-07T00:45:38Z,75.20
2025-08-07T00:45:42Z,75.20
2025-08-07T00:45:45Z,75.10
2025-08-07T00:45:48Z,76.30
2025-08-07T00:45:51Z,77.60
2025-08-07T00:45:54Z,76.30
2025-08-07T00:45:57Z,75.10
2025-08-07T00:46:00Z,77.00
2025-08-07T00:46:03Z,77.20
2025-08-07T00:46:06Z,77.20
2025-08-07T00:46:09Z,77.20
2025-08-07T00:46:12Z,77.20
2025-08-07T00:46:16Z,77.90
2025-08-07T00:46:19Z,79.80
2025-08-07T00:46:22Z,79.80
2025-08-07T00:46:25Z,78.50
2025-08-07T00:46:29Z,78.50
2025-08-07T00:46:32Z,77.50
2025-08-07T00:46:35Z,77.20
2025-08-07T00:46:38Z,77.20
2025-08-07T00:46:42Z,77.20
2025-08-07T00:46:44Z,77.10
2025-08-07T00:46:47Z,76.10
2025-08-07T00:46:51Z,76.50
2025-08-07T00:46:55Z,77.20
2025-08-07T00:46:59Z,70.80
2025-08-07T00:47:01Z,68.40
2025-08-07T00:47:04Z,68.80
2025-08-07T00:47:08Z,68.70
2025-08-07T00:47:11Z,66.80
2025-08-07T00:47:15Z,63.50
2025-08-07T00:47:17Z,61.10
2025-08-07T00:47:21Z,64.90
2025-08-07T00:47:23Z,69.30
2025-08-07T00:47:28Z,65.00
2025-08-07T00:47:30Z,70.80
2025-08-07T00:47:33Z,69.20
2025-08-07T23:42:32Z,70.90
2025-08-07T23:42:35Z,68.50
2025-08-07T23:42:38Z,70.10
2025-08-07T23:42:42Z,70.90
2025-08-07T23:42:44Z,75.40
2025-08-07T23:42:48Z,78.10
2025-08-07T23:42:50Z,76.50
2025-08-07T23:42:54Z,76.50
2025-08-07T23:42:57Z,76.50
2025-08-07T23:43:00Z,76.50
2025-08-07T23:43:03Z,75.60
2025-08-07T23:43:06Z,74.70
2025-08-07T23:43:09Z,74.70
2025-08-07T23:43:12Z,77.30
2025-08-07T23:43:15Z,76.00
2025-08-07T23:43:18Z,74.70
2025-08-07T23:43:22Z,77.20
2025-08-07T23:43:25Z,77.20
2025-08-07T23:43:28Z,77.20
2025-08-07T23:43:31Z,77.20
2025-08-07T23:43:34Z,80.40
2025-08-07T23:43:37Z,83.60
2025-08-07T23:43:40Z,84.80
2025-08-07T23:43:43Z,85.70
2025-08-07T23:43:46Z,87.90
2025-08-07T23:43:49Z,86.60
2025-08-07T23:43:52Z,85.70
2025-08-07T23:43:55Z,83.60
2025-08-07T23:43:58Z,83.20
2025-08-07T23:44:01Z,83.50
2025-08-07T23:44:05Z,83.50
2025-08-07T23:44:07Z,83.50
2025-08-07T23:44:10Z,82.70
2025-08-07T23:44:14Z,81.80
2025-08-07T23:44:17Z,81.00
2025-08-07T23:44:19Z,81.00
2025-08-07T23:44:23Z,80.50
2025-08-07T23:44:26Z,81.00
2025-08-07T23:44:29Z,79.20
2025-08-07T23:44:32Z,80.60
2025-08-07T23:44:35Z,80.90
2025-08-07T23:44:38Z,80.90
2025-08-07T23:44:41Z,79.90
2025-08-07T23:44:44Z,80.90
2025-08-07T23:44:47Z,82.00
2025-08-07T23:44:50Z,81.20
2025-08-07T23:44:53Z,82.00
2025-08-07T23:44:56Z,81.50
2025-08-07T23:44:59Z,81.50
2025-08-07T23:45:02Z,81.50
2025-08-07T23:45:05Z,81.80
2025-08-07T23:45:08Z,79.90
2025-08-07T23:45:12Z,80.30
2025-08-07T23:45:14Z,79.50
2025-08-07T23:45:18Z,78.90
2025-08-07T23:45:21Z,78.60
2025-08-07T23:45:24Z,78.60
2025-08-07T23:45:27Z,78.60
2025-08-07T23:45:31Z,79.10
2025-08-07T23:45:34Z,80.60
2025-08-07T23:45:37Z,82.70
2025-08-07T23:45:40Z,82.20
2025-08-07T23:45:43Z,83.10
2025-08-07T23:45:46Z,83.10
2025-08-07T23:45:49Z,82.80
2025-08-07T23:45:52Z,81.90
2025-08-07T23:45:55Z,81.90
2025-08-07T23:45:58Z,82.00
2025-08-07T23:46:02Z,82.00
2025-08-07T23:46:05Z,82.30
2025-08-07T23:46:08Z,82.80
2025-08-07T23:46:11Z,82.90
2025-08-07T23:46:14Z,82.90
2025-08-07T23:46:17Z,82.60
2025-08-07T23:46:20Z,82.80
2025-08-07T23:46:23Z,82.90
2025-08-07T23:46:26Z,83.20
2025-08-07T23:46:29Z,83.30
2025-08-07T23:46:32Z,83.20
2025-08-07T23:46:35Z,83.10
2025-08-07T23:46:38Z,82.90
2025-08-07T23:46:41Z,82.60
2025-08-07T23:46:44Z,83.00
2025-08-07T23:46:47Z,82.60
2025-08-07T23:46:51Z,82.60
2025-08-07T23:46:53Z,82.60
2025-08-07T23:46:57Z,82.60
2025-08-07T23:47:00Z,81.80
2025-08-07T23:47:03Z,74.10
2025-08-07T23:47:06Z,76.40
2025-08-07T23:47:09Z,74.10
2025-08-07T23:47:12Z,74.10
2025-08-07T23:47:15Z,74.10
2025-08-07T23:47:18Z,75.30
2025-08-07T23:47:21Z,77.60
2025-08-07T23:47:24Z,76.40
2025-08-07T23:47:27Z,81.10
2025-08-07T23:47:30Z,83.50
2025-08-07T23:47:33Z,79.40
2025-08-07T23:47:37Z,75.30
2025-08-07T23:47:39Z,74.10
2025-08-07T23:47:43Z,74.70
2025-08-07T23:47:46Z,75.40
2025-08-07T23:47:49Z,74.10
2025-08-07T23:47:52Z,74.10
2025-08-07T23:47:55Z,74.10
2025-08-07T23:47:59Z,74.10
2025-08-07T23:48:01Z,75.40
2025-08-07T23:48:05Z,79.60
2025-08-07T23:48:08Z,80.10
2025-08-07T23:48:11Z,79.80
2025-08-07T23:48:14Z,79.80
2025-08-07T23:48:18Z,80.30
