timestamp,speed
2025-07-30T00:46:37Z,4.88
2025-07-30T00:46:38Z,4.83
2025-07-30T00:46:40Z,4.86
2025-07-30T00:46:41Z,4.35
2025-07-30T00:46:42Z,4.37
2025-07-30T00:46:43Z,4.59
2025-07-30T00:46:44Z,4.41
2025-07-30T00:46:45Z,4.35
2025-07-30T00:46:46Z,4.78
2025-07-30T00:46:47Z,4.64
2025-07-30T00:46:48Z,4.90
2025-07-30T00:46:49Z,5.07
2025-07-30T00:46:50Z,5.12
2025-07-30T00:46:51Z,5.13
2025-07-30T00:46:52Z,5.19
2025-07-30T00:46:53Z,5.11
2025-07-30T00:46:54Z,5.18
2025-07-30T00:46:55Z,5.18
2025-07-30T00:46:56Z,5.23
2025-07-30T00:46:57Z,5.05
2025-07-30T00:46:58Z,5.07
2025-07-30T00:46:59Z,5.08
2025-07-30T00:47:00Z,5.04
2025-07-30T00:47:01Z,4.93
2025-07-30T00:47:02Z,4.89
2025-07-30T00:47:03Z,4.95
2025-07-30T00:47:04Z,5.07
2025-07-30T00:47:05Z,5.12
2025-07-30T00:47:07Z,4.81
2025-07-30T00:47:08Z,5.08
2025-07-30T00:47:09Z,5.90
2025-07-30T00:47:10Z,6.54
2025-07-30T00:47:11Z,7.35
2025-07-30T00:47:12Z,8.29
2025-07-30T00:47:13Z,8.85
2025-07-30T00:47:14Z,9.05
2025-07-30T00:47:15Z,9.10
2025-07-30T00:47:16Z,9.16
2025-07-30T00:47:17Z,9.19
2025-07-30T00:47:18Z,9.20
2025-07-30T00:47:19Z,9.21
2025-07-30T00:47:20Z,9.14
2025-07-30T00:47:21Z,9.05
2025-07-30T00:47:22Z,8.96
2025-07-30T00:47:23Z,8.82
2025-07-30T00:47:24Z,8.79
2025-07-30T00:47:25Z,8.82
2025-07-30T00:47:26Z,8.92
2025-07-30T00:47:27Z,8.94
2025-07-30T00:47:28Z,9.01
2025-07-30T00:47:29Z,9.10
2025-07-30T00:47:30Z,9.16
2025-07-30T00:47:31Z,9.18
2025-07-30T00:47:32Z,9.18
2025-07-30T00:47:33Z,9.18
2025-07-30T00:47:34Z,9.14
2025-07-30T00:47:35Z,9.10
2025-07-30T00:47:36Z,9.06
2025-07-30T00:47:37Z,9.06
2025-07-30T00:47:38Z,9.10
2025-07-30T00:47:39Z,9.17
2025-07-30T00:47:40Z,9.18
2025-07-30T00:47:41Z,9.20
2025-07-30T00:47:42Z,9.23
2025-07-30T00:47:43Z,9.22
2025-07-30T00:47:44Z,9.17
2025-07-30T00:47:45Z,9.09
2025-07-30T00:47:46Z,9.01
2025-07-30T00:47:47Z,8.96
2025-07-30T00:47:48Z,8.79
2025-07-30T00:47:49Z,8.70
2025-07-30T00:47:50Z,8.69
2025-07-30T00:47:51Z,8.71
2025-07-30T00:47:52Z,8.68
2025-07-30T00:47:53Z,8.54
2025-07-30T00:47:54Z,8.59
2025-07-30T00:47:55Z,8.53
2025-07-30T00:47:56Z,8.49
2025-07-30T00:47:57Z,8.58
2025-07-30T00:47:58Z,8.60
2025-07-30T00:47:59Z,8.56
2025-07-30T00:48:00Z,8.56
2025-07-30T00:48:01Z,8.56
2025-07-30T00:48:02Z,8.53
2025-07-30T00:48:03Z,8.46
2025-07-30T00:48:04Z,8.34
2025-07-30T00:48:05Z,8.32
2025-07-30T00:48:06Z,8.37
2025-07-30T00:48:07Z,8.45
2025-07-30T00:48:08Z,8.43
2025-07-30T00:48:09Z,8.48
2025-07-30T00:48:10Z,8.53
2025-07-30T00:48:11Z,8.50
2025-07-30T00:48:12Z,8.47
2025-07-30T00:48:13Z,8.46
2025-07-30T00:48:14Z,8.47
2025-07-30T00:48:15Z,8.45
2025-07-30T00:48:16Z,8.44
2025-07-30T00:48:17Z,8.52
2025-07-30T00:48:18Z,8.65
2025-07-30T00:48:19Z,8.70
2025-07-30T00:48:20Z,8.74
2025-07-30T00:48:21Z,8.81
2025-07-30T00:48:22Z,8.85
2025-07-30T00:48:23Z,8.83
2025-07-30T00:48:24Z,8.81
2025-07-30T00:48:25Z,8.82
2025-07-30T00:48:26Z,8.82
2025-07-30T00:48:27Z,8.82
2025-07-30T00:48:28Z,8.84
2025-07-30T00:48:29Z,8.87
2025-07-30T00:48:30Z,8.90
2025-07-30T00:48:31Z,8.95
2025-07-30T00:48:32Z,8.97
2025-07-30T00:48:33Z,8.97
2025-07-30T00:48:34Z,8.97
2025-07-30T00:48:35Z,8.96
2025-07-30T00:48:36Z,8.99
2025-07-30T00:48:37Z,8.95
2025-07-30T00:48:38Z,8.96
2025-07-30T00:48:39Z,8.99
2025-07-30T00:48:40Z,9.01
2025-07-30T00:48:41Z,9.00
2025-07-30T00:48:42Z,9.04
2025-07-30T00:48:43Z,9.03
2025-07-30T00:48:44Z,9.03
2025-07-30T00:48:45Z,9.04
2025-07-30T00:48:46Z,9.04
2025-07-30T00:48:47Z,9.02
2025-07-30T00:48:48Z,9.00
2025-07-30T00:48:49Z,9.01
2025-07-30T00:48:50Z,9.01
2025-07-30T00:48:51Z,9.00
2025-07-30T00:48:52Z,9.01
2025-07-30T00:48:53Z,9.01
2025-07-30T00:48:54Z,9.03
2025-07-30T00:48:55Z,9.04
2025-07-30T00:48:56Z,9.05
2025-07-30T00:48:57Z,9.05
2025-07-30T00:48:58Z,9.05
2025-07-30T00:48:59Z,9.07
2025-07-30T00:49:00Z,9.02
2025-07-30T00:49:01Z,9.00
2025-07-30T00:49:02Z,9.03
2025-07-30T00:49:03Z,9.02
2025-07-30T00:49:04Z,9.02
2025-07-30T00:49:05Z,9.01
2025-07-30T00:49:06Z,9.04
2025-07-30T00:49:07Z,9.08
2025-07-30T00:49:08Z,9.03
2025-07-30T00:49:09Z,9.03
2025-07-30T00:49:10Z,9.02
2025-07-30T00:49:11Z,9.06
2025-07-30T00:49:12Z,9.04
2025-07-30T00:49:13Z,9.09
2025-07-30T00:49:14Z,9.19
2025-07-30T00:49:15Z,9.29
2025-07-30T00:49:16Z,9.39
2025-07-30T00:49:17Z,9.51
2025-07-30T00:49:18Z,9.56
2025-07-30T00:49:19Z,9.58
2025-07-30T00:49:20Z,9.62
2025-07-30T00:49:21Z,9.62
2025-07-30T00:49:22Z,9.62
2025-07-30T00:49:23Z,9.60
2025-07-30T00:49:24Z,9.55
2025-07-30T00:49:25Z,9.51
2025-07-30T00:49:26Z,9.54
2025-07-30T00:49:27Z,9.57
2025-07-30T00:49:28Z,9.57
2025-07-30T00:49:29Z,9.55
2025-07-30T00:49:30Z,9.58
2025-07-30T00:49:31Z,9.53
