timestamp,oxygen saturation percentage
2024-03-19T03:23:10Z,95.9
2024-03-19T03:24:10Z,96.0
2024-03-19T03:25:10Z,95.9
2024-03-20T04:05:40Z,91.5
2024-03-20T07:15:10Z,95.1
2024-03-20T07:16:10Z,95.2
2024-03-20T07:17:10Z,95.3
2024-03-20T07:18:10Z,95.3
2024-03-20T07:20:10Z,95.3
2024-03-20T07:22:10Z,95.3
2024-03-20T07:23:10Z,95.3
2024-03-20T07:24:10Z,95.3
2024-03-20T07:25:10Z,95.2
2024-03-20T07:26:10Z,95.1
2024-03-20T07:27:10Z,95.2
2024-03-20T07:28:10Z,95.2
2024-03-20T07:29:10Z,95.2
2024-03-20T07:30:10Z,95.2
2024-03-20T07:31:10Z,95.3
2024-03-20T07:32:10Z,95.3
2024-03-20T07:33:10Z,95.2
2024-03-20T07:34:10Z,95.2
2024-03-20T07:35:10Z,95.2
2024-03-20T07:36:10Z,95.2
2024-03-20T07:43:10Z,95.3
2024-03-20T07:45:10Z,95.4
2024-03-20T07:46:10Z,95.3
2024-03-20T07:47:10Z,95.1
2024-03-20T07:48:10Z,95.1
2024-03-20T07:52:10Z,95.2
2024-03-20T08:05:10Z,96.1
