timestamp,speed
2025-08-08T00:40:31Z,5.02
2025-08-08T00:40:32Z,5.07
2025-08-08T00:40:33Z,4.96
2025-08-08T00:40:34Z,5.46
2025-08-08T00:40:35Z,6.05
2025-08-08T00:40:36Z,7.02
2025-08-08T00:40:37Z,8.02
2025-08-08T00:40:38Z,8.45
2025-08-08T00:40:39Z,8.56
2025-08-08T00:40:40Z,8.51
2025-08-08T00:40:41Z,8.26
2025-08-08T00:40:42Z,8.28
2025-08-08T00:40:43Z,8.31
2025-08-08T00:40:44Z,8.35
2025-08-08T00:40:45Z,8.41
2025-08-08T00:40:46Z,8.43
2025-08-08T00:40:47Z,8.47
2025-08-08T00:40:48Z,8.47
2025-08-08T00:40:49Z,8.45
2025-08-08T00:40:50Z,8.41
2025-08-08T00:40:52Z,7.83
2025-08-08T00:40:53Z,7.32
2025-08-08T00:40:54Z,7.20
2025-08-08T00:40:55Z,7.17
2025-08-08T00:40:56Z,7.19
2025-08-08T00:40:57Z,7.65
2025-08-08T00:40:58Z,8.12
2025-08-08T00:40:59Z,8.18
2025-08-08T00:41:00Z,8.18
2025-08-08T00:41:01Z,8.26
2025-08-08T00:41:02Z,8.23
2025-08-08T00:41:03Z,8.34
2025-08-08T00:41:04Z,8.47
2025-08-08T00:41:05Z,8.60
2025-08-08T00:41:06Z,8.72
2025-08-08T00:41:07Z,8.81
2025-08-08T00:41:08Z,8.88
2025-08-08T00:41:09Z,8.91
2025-08-08T00:41:10Z,8.92
2025-08-08T00:41:11Z,8.88
2025-08-08T00:41:12Z,8.81
2025-08-08T00:41:13Z,8.73
2025-08-08T00:41:14Z,8.72
2025-08-08T00:41:15Z,8.64
2025-08-08T00:41:16Z,8.71
2025-08-08T00:41:17Z,8.81
2025-08-08T00:41:18Z,8.90
2025-08-08T00:41:19Z,8.99
2025-08-08T00:41:20Z,9.07
2025-08-08T00:41:21Z,9.21
2025-08-08T00:41:22Z,9.26
2025-08-08T00:41:23Z,9.36
2025-08-08T00:41:24Z,9.45
2025-08-08T00:41:25Z,9.57
2025-08-08T00:41:26Z,9.92
2025-08-08T00:41:27Z,10.34
2025-08-08T00:41:28Z,10.62
2025-08-08T00:41:29Z,10.97
2025-08-08T00:41:30Z,11.38
2025-08-08T00:41:31Z,11.51
2025-08-08T00:41:32Z,11.48
2025-08-08T00:41:33Z,11.50
2025-08-08T00:41:34Z,11.53
2025-08-08T00:41:35Z,11.52
2025-08-08T00:41:36Z,11.51
2025-08-08T00:41:37Z,11.53
2025-08-08T00:41:38Z,11.53
2025-08-08T00:41:39Z,11.52
2025-08-08T00:41:40Z,11.53
2025-08-08T00:41:41Z,11.56
2025-08-08T00:41:42Z,11.53
2025-08-08T00:41:43Z,11.48
2025-08-08T00:41:44Z,11.45
2025-08-08T00:41:45Z,11.42
2025-08-08T00:41:46Z,11.35
2025-08-08T00:41:47Z,11.35
2025-08-08T00:41:48Z,11.30
2025-08-08T00:41:49Z,11.33
2025-08-08T00:41:50Z,11.30
2025-08-08T00:41:51Z,11.33
2025-08-08T00:41:52Z,11.35
2025-08-08T00:41:53Z,11.35
2025-08-08T00:41:54Z,11.33
2025-08-08T00:41:55Z,11.34
2025-08-08T00:41:56Z,11.40
2025-08-08T00:41:57Z,11.37
2025-08-08T00:41:58Z,11.22
2025-08-08T00:41:59Z,11.13
2025-08-08T00:42:00Z,10.98
2025-08-08T00:42:01Z,10.86
2025-08-08T00:42:02Z,10.79
2025-08-08T00:42:03Z,10.79
2025-08-08T00:42:04Z,10.80
2025-08-08T00:42:05Z,10.80
2025-08-08T00:42:06Z,10.82
2025-08-08T00:42:07Z,10.80
2025-08-08T00:42:08Z,10.79
2025-08-08T00:42:09Z,10.76
2025-08-08T00:42:10Z,10.77
2025-08-08T00:42:11Z,10.75
2025-08-08T00:42:12Z,10.69
2025-08-08T00:42:13Z,10.72
2025-08-08T00:42:14Z,10.68
2025-08-08T00:42:15Z,10.64
2025-08-08T00:42:16Z,10.55
2025-08-08T00:42:17Z,10.46
2025-08-08T00:42:18Z,10.54
2025-08-08T00:42:19Z,10.51
2025-08-08T00:42:20Z,10.45
2025-08-08T00:42:21Z,10.44
2025-08-08T00:42:22Z,10.46
2025-08-08T00:42:23Z,10.44
2025-08-08T00:42:24Z,10.43
2025-08-08T00:42:25Z,10.47
2025-08-08T00:42:26Z,10.50
2025-08-08T00:42:27Z,10.54
2025-08-08T00:42:28Z,10.59
2025-08-08T00:42:29Z,10.63
2025-08-08T00:42:30Z,10.65
2025-08-08T00:42:31Z,10.65
2025-08-08T00:42:32Z,10.63
2025-08-08T00:42:33Z,10.58
2025-08-08T00:42:34Z,10.54
2025-08-08T00:42:35Z,10.56
2025-08-08T00:42:36Z,10.54
2025-08-08T00:42:37Z,10.53
2025-08-08T00:42:38Z,10.54
2025-08-08T00:42:39Z,10.55
2025-08-08T00:42:40Z,10.56
2025-08-08T00:42:41Z,10.58
2025-08-08T00:42:42Z,10.60
2025-08-08T00:42:43Z,10.53
2025-08-08T00:42:44Z,10.53
2025-08-08T00:42:45Z,10.54
2025-08-08T00:42:46Z,10.49
2025-08-08T00:42:47Z,10.00
2025-08-08T00:42:48Z,9.67
2025-08-08T00:42:49Z,9.34
2025-08-08T00:42:50Z,8.96
2025-08-08T00:42:51Z,8.47
2025-08-08T00:42:52Z,8.29
2025-08-08T00:42:53Z,8.31
2025-08-08T00:42:54Z,8.33
2025-08-08T00:42:55Z,8.33
2025-08-08T00:42:56Z,8.36
2025-08-08T00:42:57Z,8.30
2025-08-08T00:42:58Z,8.30
2025-08-08T00:42:59Z,8.28
2025-08-08T00:43:00Z,8.24
2025-08-08T00:43:01Z,8.23
2025-08-08T00:43:02Z,8.23
2025-08-08T00:43:03Z,8.23
2025-08-08T00:43:04Z,8.21
2025-08-08T00:43:05Z,8.20
2025-08-08T00:43:06Z,8.19
2025-08-08T00:43:07Z,8.20
2025-08-08T00:43:08Z,8.21
2025-08-08T00:43:09Z,8.22
2025-08-08T00:43:10Z,8.18
2025-08-08T00:43:11Z,8.19
2025-08-08T00:43:12Z,8.20
2025-08-08T00:43:13Z,8.17
2025-08-08T00:43:14Z,8.17
2025-08-08T00:43:15Z,8.19
2025-08-08T00:43:16Z,8.19
2025-08-08T00:43:17Z,8.17
2025-08-08T00:43:18Z,8.17
2025-08-08T00:43:19Z,8.17
2025-08-08T00:43:20Z,8.14
2025-08-08T00:43:21Z,8.08
2025-08-08T00:43:22Z,8.05
2025-08-08T00:43:23Z,8.04
2025-08-08T00:43:24Z,8.01
2025-08-08T00:43:25Z,8.01
2025-08-08T00:43:26Z,8.02
2025-08-08T00:43:27Z,8.07
2025-08-08T00:43:28Z,8.07
2025-08-08T00:43:29Z,8.08
2025-08-08T00:43:30Z,8.10
2025-08-08T00:43:31Z,8.10
2025-08-08T00:43:32Z,8.11
2025-08-08T00:43:33Z,8.11
2025-08-08T00:43:34Z,8.13
2025-08-08T00:43:35Z,8.11
2025-08-08T00:43:36Z,8.15
2025-08-08T00:43:37Z,8.25
