timestamp,steps,distance millimeters,altitude gain millimeters
2023-09-23T14:47:02Z,2,0,0
2023-09-23T14:47:03Z,2,0,0
2023-09-23T14:47:04Z,1,0,0
2023-09-23T14:47:05Z,3,2960,0
2023-09-23T14:47:06Z,1,3010,0
2023-09-23T14:47:07Z,2,1580,0
2023-09-23T14:47:08Z,2,770,0
2023-09-23T14:47:09Z,2,2370,0
2023-09-23T14:47:10Z,3,1610,0
2023-09-23T14:47:11Z,2,2340,-304
2023-09-23T14:47:12Z,3,1460,0
2023-09-23T14:47:13Z,3,3610,0
2023-09-23T14:47:14Z,3,3430,0
2023-09-23T14:47:15Z,3,3520,0
2023-09-23T14:47:16Z,3,3540,0
2023-09-23T14:47:17Z,3,3510,-304
2023-09-23T14:47:18Z,3,3550,0
2023-09-23T14:47:19Z,3,3520,0
2023-09-23T14:47:20Z,3,4710,0
2023-09-23T14:47:21Z,3,2370,0
2023-09-23T14:47:22Z,4,3560,0
2023-09-23T14:47:23Z,3,3550,0
2023-09-23T14:47:24Z,3,4720,0
2023-09-23T14:47:25Z,3,3560,0
2023-09-23T14:47:26Z,3,3530,-304
2023-09-23T14:47:27Z,3,2380,0
2023-09-23T14:47:28Z,3,3580,0
2023-09-23T14:47:29Z,3,3590,0
2023-09-23T14:47:30Z,3,3580,0
2023-09-23T14:47:31Z,3,4780,0
2023-09-23T14:47:32Z,4,3560,0
2023-09-23T14:47:33Z,3,3590,0
2023-09-23T14:47:34Z,3,4880,0
2023-09-23T14:47:35Z,3,3660,0
2023-09-23T14:47:36Z,3,3590,0
2023-09-23T14:47:37Z,4,3570,0
2023-09-23T14:47:38Z,3,3640,0
2023-09-23T14:47:39Z,3,4840,0
2023-09-23T14:47:40Z,3,3620,0
2023-09-23T14:47:41Z,3,3610,0
2023-09-23T14:47:42Z,3,4830,0
2023-09-23T14:47:43Z,4,3660,0
2023-09-23T14:47:44Z,3,1220,0
2023-09-23T14:47:45Z,3,4800,-304
2023-09-23T14:47:46Z,3,3590,0
2023-09-23T14:47:47Z,3,3610,0
2023-09-23T14:47:48Z,3,3580,0
2023-09-23T14:47:49Z,4,4830,-304
2023-09-23T14:47:50Z,3,3640,0
