timestamp,distance
2022-10-20T02:37:00Z,16.90
2022-10-20T02:38:00Z,46.10
2022-10-20T02:40:00Z,38.00
2022-10-20T02:41:00Z,65.90
2022-10-20T02:42:00Z,23.00
2022-10-20T02:43:00Z,19.80
2022-10-20T02:44:00Z,20.80
2022-10-20T02:45:00Z,26.00
2022-10-20T02:46:00Z,53.40
2022-10-20T02:47:00Z,57.00
2022-10-20T02:48:00Z,32.40
2022-10-20T02:49:00Z,23.20
2022-10-20T02:50:00Z,47.20
2022-10-20T02:51:00Z,12.90
2022-10-20T02:52:00Z,10.60
2022-10-20T02:53:00Z,7.60
2022-10-20T02:57:00Z,7.30
2022-10-20T03:04:00Z,40.00
2022-10-20T03:05:00Z,20.90
2022-10-20T03:07:00Z,13.90
2022-10-20T03:11:00Z,58.60
2022-10-20T03:12:00Z,23.70
2022-10-20T03:14:00Z,25.50
2022-10-20T03:16:00Z,2.20
2022-10-20T03:17:00Z,21.00
2022-10-20T03:18:00Z,19.20
2022-10-20T03:20:00Z,17.00
2022-10-20T03:21:00Z,4.90
2022-10-20T03:23:00Z,1.50
2022-10-20T03:24:00Z,21.00
2022-10-20T03:27:00Z,16.60
2022-10-20T03:28:00Z,30.10
2022-10-20T03:29:00Z,18.50
2022-10-20T03:30:00Z,7.70
2022-10-20T03:31:00Z,12.30
2022-10-20T03:32:00Z,34.60
2022-10-20T03:33:00Z,51.90
2022-10-20T03:34:00Z,58.60
2022-10-20T03:35:00Z,14.60
2022-10-20T03:39:00Z,12.90
2022-10-20T03:40:00Z,31.00
2022-10-20T03:42:00Z,29.00
2022-10-20T03:43:00Z,36.30
2022-10-20T03:44:00Z,26.60
2022-10-20T03:45:00Z,26.20
2022-10-20T03:46:00Z,14.00
2022-10-20T03:47:00Z,20.20
2022-10-20T03:48:00Z,18.80
2022-10-20T03:49:00Z,15.20
2022-10-20T03:55:00Z,41.50
2022-10-20T03:56:00Z,13.30
2022-10-20T04:02:00Z,1.50
2022-10-20T04:07:00Z,4.80
2022-10-20T04:17:00Z,36.40
2022-10-20T04:19:00Z,13.10
2022-10-20T04:20:00Z,8.40
2022-10-20T04:23:00Z,32.00
2022-10-20T13:19:00Z,7.20
2022-10-20T13:36:00Z,21.30
2022-10-20T13:42:00Z,12.30
2022-10-20T13:43:00Z,5.20
2022-10-20T13:46:00Z,21.80
2022-10-20T13:48:00Z,23.70
2022-10-20T13:50:00Z,13.30
2022-10-20T13:51:00Z,3.60
2022-10-20T13:53:00Z,12.70
2022-10-20T13:54:00Z,6.50
2022-10-20T14:32:00Z,21.20
2022-10-20T14:36:00Z,7.50
2022-10-20T14:37:00Z,5.60
2022-10-20T14:40:00Z,13.50
2022-10-20T14:41:00Z,7.70
2022-10-20T15:09:00Z,2.20
2022-10-20T15:44:00Z,20.10
2022-10-20T15:45:00Z,6.30
2022-10-20T15:46:00Z,20.50
2022-10-20T15:47:00Z,3.60
2022-10-20T15:49:00Z,3.60
2022-10-20T15:50:00Z,30.60
2022-10-20T15:51:00Z,8.50
2022-10-20T15:53:00Z,3.60
2022-10-20T16:15:00Z,4.20
2022-10-20T16:26:00Z,19.00
2022-10-20T16:30:00Z,14.00
2022-10-20T16:33:00Z,17.80
2022-10-20T16:39:00Z,33.50
2022-10-20T16:40:00Z,0.70
2022-10-20T16:44:00Z,3.70
2022-10-20T16:58:00Z,20.90
2022-10-20T16:59:00Z,17.60
2022-10-20T17:07:00Z,7.50
2022-10-20T17:10:00Z,22.50
2022-10-20T17:34:00Z,15.90
2022-10-20T17:35:00Z,28.20
2022-10-20T17:44:00Z,5.70
2022-10-20T17:45:00Z,19.60
2022-10-20T18:30:00Z,56.90
2022-10-20T18:39:00Z,16.50
2022-10-20T18:40:00Z,17.50
2022-10-20T18:41:00Z,28.80
2022-10-20T19:15:00Z,20.00
2022-10-20T19:17:00Z,22.80
2022-10-20T19:18:00Z,32.80
2022-10-20T19:19:00Z,2.50
2022-10-20T19:25:00Z,22.90
2022-10-20T19:26:00Z,14.90
2022-10-20T19:45:00Z,16.00
2022-10-20T19:46:00Z,53.80
2022-10-20T19:59:00Z,4.20
2022-10-20T20:09:00Z,25.30
2022-10-20T20:10:00Z,23.60
2022-10-20T20:14:00Z,4.90
2022-10-20T20:15:00Z,6.30
2022-10-20T20:16:00Z,5.70
2022-10-20T20:21:00Z,7.10
2022-10-20T20:24:00Z,24.80
2022-10-20T20:53:00Z,34.70
2022-10-20T20:54:00Z,4.10
2022-10-20T21:09:00Z,2.20
2022-10-20T21:36:00Z,9.00
2022-10-20T23:19:00Z,46.00
2022-10-20T23:21:00Z,8.50
2022-10-20T23:23:00Z,18.90
2022-10-20T23:24:00Z,21.30
2022-10-20T23:25:00Z,15.80
2022-10-20T23:26:00Z,6.20
2022-10-20T23:27:00Z,8.00
2022-10-20T23:28:00Z,18.60
2022-10-20T23:29:00Z,3.60
2022-10-20T23:30:00Z,7.90
2022-10-20T23:31:00Z,16.50
2022-10-20T23:32:00Z,6.40
2022-10-20T23:34:00Z,8.40
2022-10-20T23:35:00Z,26.80
2022-10-20T23:36:00Z,14.50
2022-10-20T23:37:00Z,3.00
2022-10-20T23:38:00Z,8.70
2022-10-20T23:39:00Z,32.90
2022-10-20T23:40:00Z,35.20
2022-10-20T23:42:00Z,10.30
2022-10-20T23:54:00Z,55.50
2022-10-20T23:55:00Z,1.50
2022-10-20T23:58:00Z,40.10
2022-10-20T23:59:00Z,13.10
2022-10-21T00:03:00Z,16.80
2022-10-21T00:04:00Z,40.50
2022-10-21T00:05:00Z,24.40
2022-10-21T00:06:00Z,38.10
2022-10-21T00:07:00Z,21.50
2022-10-21T00:08:00Z,25.20
2022-10-21T00:09:00Z,6.50
2022-10-21T00:13:00Z,23.00
2022-10-21T00:14:00Z,12.20
2022-10-21T00:15:00Z,32.80
2022-10-21T00:16:00Z,21.90
2022-10-21T00:17:00Z,61.30
2022-10-21T00:18:00Z,9.90
2022-10-21T00:20:00Z,27.20
2022-10-21T00:21:00Z,9.40
2022-10-21T00:22:00Z,32.40
2022-10-21T00:23:00Z,40.90
2022-10-21T00:24:00Z,35.60
2022-10-21T00:25:00Z,26.30
2022-10-21T00:26:00Z,70.70
2022-10-21T00:27:00Z,31.00
2022-10-21T00:28:00Z,6.30
2022-10-21T00:29:00Z,63.40
2022-10-21T00:30:00Z,54.20
2022-10-21T00:31:00Z,20.20
2022-10-21T00:32:00Z,44.90
2022-10-21T00:33:00Z,26.80
2022-10-21T00:34:00Z,29.00
2022-10-21T00:35:00Z,21.50
2022-10-21T00:36:00Z,2.20
2022-10-21T00:41:00Z,5.20
2022-10-21T00:43:00Z,17.70
2022-10-21T00:45:00Z,6.30
2022-10-21T00:46:00Z,4.40
2022-10-21T00:47:00Z,5.80
2022-10-21T00:48:00Z,6.10
2022-10-21T00:49:00Z,4.20
2022-10-21T00:50:00Z,14.20
2022-10-21T00:51:00Z,16.20
2022-10-21T00:52:00Z,32.00
2022-10-21T00:53:00Z,4.30
2022-10-21T00:55:00Z,6.10
2022-10-21T00:56:00Z,11.90
2022-10-21T00:57:00Z,24.30
2022-10-21T01:00:00Z,4.30
2022-10-21T01:02:00Z,13.10
2022-10-21T01:10:00Z,25.60
2022-10-21T01:11:00Z,11.60
2022-10-21T01:13:00Z,9.50
2022-10-21T01:15:00Z,22.90
2022-10-21T01:17:00Z,9.90
2022-10-21T01:18:00Z,2.20
2022-10-21T01:24:00Z,42.80
2022-10-21T01:25:00Z,3.60
2022-10-21T01:26:00Z,12.80
2022-10-21T01:27:00Z,78.10
2022-10-21T01:28:00Z,15.70
2022-10-21T01:29:00Z,40.00
2022-10-21T01:30:00Z,34.80
2022-10-21T01:31:00Z,13.40
2022-10-21T01:38:00Z,34.60
2022-10-21T01:39:00Z,18.00
2022-10-21T01:40:00Z,22.70
2022-10-21T01:47:00Z,30.10
2022-10-21T01:51:00Z,25.40
2022-10-21T01:52:00Z,36.40
2022-10-21T01:53:00Z,39.30
2022-10-21T01:54:00Z,34.90
2022-10-21T01:55:00Z,34.10
2022-10-21T01:56:00Z,5.60
2022-10-21T01:57:00Z,14.70
2022-10-21T01:58:00Z,8.20
2022-10-21T01:59:00Z,29.60
2022-10-21T02:00:00Z,16.70
2022-10-21T02:01:00Z,12.00
2022-10-21T02:03:00Z,26.50
2022-10-21T02:09:00Z,4.20
2022-10-21T02:14:00Z,19.50
2022-10-21T02:15:00Z,34.20
2022-10-21T02:16:00Z,12.90
2022-10-21T02:17:00Z,15.30
2022-10-21T02:18:00Z,26.90
2022-10-21T02:19:00Z,44.30
2022-10-21T02:20:00Z,6.10
2022-10-21T02:21:00Z,12.70
2022-10-21T02:22:00Z,19.20
2022-10-21T02:23:00Z,12.70
2022-10-21T02:24:00Z,12.30
2022-10-21T02:29:00Z,9.20
2022-10-21T02:30:00Z,40.40
2022-10-21T02:31:00Z,26.60
2022-10-21T02:33:00Z,23.60
2022-10-21T02:34:00Z,16.70
2022-10-21T02:35:00Z,9.10
2022-10-21T02:36:00Z,3.00
2022-10-21T02:45:00Z,12.00
2022-10-21T02:46:00Z,17.10
2022-10-21T02:47:00Z,31.40
2022-10-21T02:48:00Z,34.30
2022-10-21T02:49:00Z,13.90
2022-10-21T02:50:00Z,50.40
2022-10-21T02:51:00Z,3.60
2022-10-21T02:59:00Z,4.40
2022-10-21T03:00:00Z,10.80
2022-10-21T03:04:00Z,10.70
2022-10-21T03:05:00Z,16.90
2022-10-21T03:06:00Z,35.90
2022-10-21T03:07:00Z,8.70
2022-10-21T03:09:00Z,30.80
2022-10-21T03:10:00Z,21.70
2022-10-21T03:14:00Z,17.40
2022-10-21T03:15:00Z,5.70
2022-10-21T03:22:00Z,3.70
2022-10-21T03:32:00Z,17.40
