timestamp,floors
2023-11-08T12:11:00Z,1
2023-11-08T15:57:00Z,1
2023-11-09T01:38:00Z,1
2023-11-09T02:55:00Z,1
2023-11-09T11:37:00Z,1
2023-11-09T13:04:00Z,1
2023-11-09T14:56:00Z,1
2023-11-09T17:12:00Z,1
2023-11-10T01:37:00Z,1
2023-11-10T03:46:00Z,1
2023-11-10T06:15:00Z,1
2023-11-10T07:07:00Z,1
2023-11-10T07:58:00Z,1
2023-11-10T09:50:00Z,1
2023-11-11T11:49:00Z,1
2023-11-11T13:55:00Z,1
2023-11-12T01:55:00Z,2
2023-11-12T06:13:00Z,1
2023-11-12T08:16:00Z,1
2023-11-12T09:40:00Z,1
2023-11-12T10:34:00Z,1
2023-11-13T02:11:00Z,1
2023-11-13T02:37:00Z,1
2023-11-13T05:34:00Z,1
2023-11-13T05:50:00Z,1
2023-11-13T06:17:00Z,1
2023-11-13T07:18:00Z,1
2023-11-13T07:59:00Z,1
2023-11-13T09:29:00Z,1
2023-11-13T10:41:00Z,1
2023-11-13T13:29:00Z,1
2023-11-13T14:17:00Z,1
2023-11-13T18:04:00Z,1
2023-11-14T01:37:00Z,1
2023-11-14T03:26:00Z,1
2023-11-14T10:13:00Z,1
2023-11-14T11:27:00Z,1
2023-11-15T02:15:00Z,1
2023-11-15T04:05:00Z,2
2023-11-15T17:54:00Z,1
2023-11-16T01:46:00Z,1
2023-11-16T02:00:00Z,1
2023-11-16T05:17:00Z,1
2023-11-16T11:47:00Z,1
2023-11-16T13:02:00Z,1
2023-11-16T17:21:00Z,1
2023-11-17T03:38:00Z,1
2023-11-17T09:43:00Z,1
2023-11-17T10:31:00Z,1
2023-11-17T10:40:00Z,1
2023-11-17T11:22:00Z,1
2023-11-17T13:27:00Z,1
2023-11-18T10:23:00Z,1
2023-11-18T11:14:00Z,1
2023-11-19T04:44:00Z,1
2023-11-21T00:43:00Z,1
2023-11-21T02:06:00Z,1
2023-11-21T04:54:00Z,1
2023-11-21T07:21:00Z,1
2023-11-22T01:42:00Z,1
2023-11-22T03:19:00Z,1
2023-11-22T03:29:00Z,1
2023-11-22T03:34:00Z,1
2023-11-22T03:45:00Z,2
2023-11-22T05:30:00Z,1
2023-11-22T06:44:00Z,1
2023-11-22T09:58:00Z,1
2023-11-22T15:42:00Z,1
2023-11-23T01:42:00Z,1
2023-11-23T02:05:00Z,1
2023-11-23T04:00:00Z,1
2023-11-24T01:39:00Z,1
2023-11-24T01:52:00Z,1
2023-11-24T06:04:00Z,1
2023-11-24T09:46:00Z,1
2023-11-24T10:07:00Z,1
