timestamp,temperature celsius
2024-06-12T00:00:00Z,29.44
2024-06-12T00:01:00Z,29.46
2024-06-12T00:02:00Z,29.46
2024-06-12T00:03:00Z,29.48
2024-06-12T00:04:00Z,29.46
2024-06-12T00:05:00Z,29.51
2024-06-12T00:06:00Z,29.51
2024-06-12T00:07:00Z,29.580000000000002
2024-06-12T00:08:00Z,29.59
2024-06-12T00:09:00Z,29.6
2024-06-12T00:10:00Z,29.64
2024-06-12T00:11:00Z,29.64
2024-06-12T00:12:00Z,29.66
2024-06-12T00:13:00Z,29.68
2024-06-12T00:14:00Z,29.71
2024-06-12T00:15:00Z,29.75
2024-06-12T00:16:00Z,29.75
2024-06-12T00:17:00Z,29.76
2024-06-12T00:18:00Z,29.75
2024-06-12T00:19:00Z,29.76
2024-06-12T00:20:00Z,29.790000000000003
2024-06-12T00:21:00Z,29.8
2024-06-12T00:22:00Z,29.810000000000002
2024-06-12T00:23:00Z,30.110000000000003
2024-06-12T00:24:00Z,30.17
2024-06-12T00:25:00Z,30.35
2024-06-12T00:26:00Z,30.42
2024-06-12T00:27:00Z,30.42
2024-06-12T00:28:00Z,30.32
2024-06-12T00:29:00Z,30.330000000000002
2024-06-12T00:30:00Z,30.220000000000002
2024-06-12T00:31:00Z,30.25
2024-06-12T00:32:00Z,29.91
2024-06-12T00:33:00Z,29.64
2024-06-12T00:34:00Z,29.42
2024-06-12T00:35:00Z,29.330000000000002
2024-06-12T00:36:00Z,29.19
2024-06-12T00:37:00Z,29.07
2024-06-12T00:38:00Z,28.84
2024-06-12T00:39:00Z,28.630000000000003
2024-06-12T00:40:00Z,28.490000000000002
2024-06-12T00:41:00Z,28.35
2024-06-12T00:42:00Z,28.14
2024-06-12T00:43:00Z,28.040000000000003
2024-06-12T00:44:00Z,27.92
2024-06-12T00:45:00Z,27.76
2024-06-12T00:46:00Z,27.67
2024-06-12T00:47:00Z,27.53
2024-06-12T00:48:00Z,27.450000000000003
2024-06-12T00:49:00Z,27.34
2024-06-12T00:50:00Z,27.23
2024-06-12T00:51:00Z,27.17
2024-06-12T00:52:00Z,27.200000000000003
