timestamp,steps
2024-08-05T11:14:00Z,20
2024-08-05T11:15:00Z,49
2024-08-05T11:16:00Z,24
2024-08-05T11:18:00Z,110
2024-08-05T11:19:00Z,162
2024-08-05T11:20:00Z,134
2024-08-05T11:21:00Z,175
2024-08-05T11:22:00Z,181
2024-08-05T11:23:00Z,182
2024-08-05T11:24:00Z,185
2024-08-05T11:25:00Z,184
2024-08-05T11:26:00Z,186
2024-08-05T11:27:00Z,184
2024-08-05T11:28:00Z,187
2024-08-05T11:29:00Z,187
2024-08-05T11:30:00Z,187
2024-08-05T11:31:00Z,181
2024-08-05T11:32:00Z,181
2024-08-05T11:33:00Z,178
2024-08-05T11:34:00Z,181
2024-08-05T11:35:00Z,183
2024-08-05T11:36:00Z,182
2024-08-05T11:37:00Z,182
2024-08-05T11:38:00Z,183
2024-08-05T11:39:00Z,182
2024-08-05T11:40:00Z,182
2024-08-05T11:41:00Z,181
2024-08-05T11:42:00Z,181
2024-08-05T11:43:00Z,181
2024-08-05T11:44:00Z,181
2024-08-05T11:45:00Z,186
2024-08-05T11:46:00Z,181
2024-08-05T11:47:00Z,183
2024-08-05T11:48:00Z,185
2024-08-05T11:49:00Z,185
2024-08-05T11:50:00Z,185
2024-08-05T11:51:00Z,166
2024-08-05T11:52:00Z,169
2024-08-05T11:53:00Z,173
2024-08-05T11:54:00Z,120
2024-08-05T11:55:00Z,110
2024-08-05T11:56:00Z,115
2024-08-05T11:57:00Z,115
2024-08-05T11:58:00Z,117
2024-08-05T11:59:00Z,118
2024-08-05T12:00:00Z,114
2024-08-05T12:01:00Z,112
2024-08-05T12:02:00Z,73
2024-08-05T12:04:00Z,7
2024-08-05T12:05:00Z,11
2024-08-09T15:51:00Z,4
2024-08-09T15:53:00Z,83
2024-08-09T15:54:00Z,27
2024-08-09T15:55:00Z,10
2024-08-09T15:56:00Z,22
2024-08-09T15:57:00Z,15
2024-08-09T15:58:00Z,47
2024-08-09T16:01:00Z,44
2024-08-09T16:02:00Z,66
2024-08-09T16:03:00Z,53
2024-08-09T16:04:00Z,37
2024-08-09T16:05:00Z,34
2024-08-09T16:06:00Z,53
2024-08-09T16:08:00Z,55
2024-08-09T16:09:00Z,13
2024-08-09T16:33:00Z,11
2024-08-09T16:34:00Z,29
2024-08-09T16:55:00Z,40
2024-08-09T16:56:00Z,124
2024-08-09T16:57:00Z,123
2024-08-09T16:58:00Z,112
2024-08-09T16:59:00Z,52
2024-08-09T17:02:00Z,53
2024-08-09T17:03:00Z,117
2024-08-09T17:04:00Z,18
2024-08-09T17:05:00Z,19
2024-08-09T17:06:00Z,13
2024-08-09T17:07:00Z,6
2024-08-09T17:11:00Z,7
2024-08-09T17:12:00Z,10
2024-08-09T17:15:00Z,7
2024-08-09T17:26:00Z,2
2024-08-09T17:27:00Z,24
2024-08-09T17:28:00Z,17
2024-08-09T20:26:00Z,91
2024-08-09T20:27:00Z,86
2024-08-09T20:28:00Z,107
2024-08-09T20:29:00Z,112
2024-08-09T20:30:00Z,100
2024-08-09T20:31:00Z,24
2024-08-09T20:32:00Z,86
2024-08-09T20:33:00Z,110
2024-08-09T20:34:00Z,57
2024-08-09T20:35:00Z,13
2024-08-09T20:36:00Z,15
2024-08-09T20:37:00Z,84
2024-08-09T20:38:00Z,108
2024-08-09T20:39:00Z,115
2024-08-09T20:40:00Z,87
2024-08-09T20:41:00Z,11
2024-08-09T20:42:00Z,51
2024-08-09T20:43:00Z,9
2024-08-09T20:44:00Z,21
2024-08-09T20:45:00Z,4
2024-08-09T21:41:00Z,51
2024-08-09T21:42:00Z,102
2024-08-09T21:44:00Z,16
2024-08-09T21:46:00Z,15
2024-08-09T21:49:00Z,9
2024-08-09T21:50:00Z,88
2024-08-09T21:51:00Z,41
2024-08-09T22:09:00Z,29
2024-08-09T22:10:00Z,9
2024-08-09T22:14:00Z,40
2024-08-09T22:57:00Z,49
2024-08-09T22:58:00Z,86
2024-08-09T22:59:00Z,103
2024-08-09T23:00:00Z,35
2024-08-09T23:01:00Z,57
2024-08-09T23:02:00Z,27
2024-08-09T23:05:00Z,2
2024-08-09T23:12:00Z,11
2024-08-09T23:18:00Z,19
2024-08-09T23:19:00Z,113
2024-08-09T23:20:00Z,93
2024-08-09T23:21:00Z,94
2024-08-09T23:22:00Z,45
2024-08-09T23:23:00Z,108
2024-08-09T23:24:00Z,137
2024-08-09T23:25:00Z,25
2024-08-09T23:26:00Z,9
2024-08-09T23:27:00Z,25
2024-08-10T00:12:00Z,54
2024-08-10T00:13:00Z,19
2024-08-10T00:14:00Z,27
2024-08-10T00:21:00Z,19
2024-08-10T00:25:00Z,10
2024-08-10T00:26:00Z,72
2024-08-10T00:27:00Z,54
2024-08-10T00:33:00Z,1
2024-08-10T00:34:00Z,20
2024-08-10T00:35:00Z,34
2024-08-10T00:36:00Z,62
2024-08-10T00:37:00Z,95
2024-08-10T00:38:00Z,26
2024-08-10T00:39:00Z,29
2024-08-10T00:40:00Z,6
2024-08-10T00:42:00Z,15
2024-08-10T00:43:00Z,17
2024-08-10T00:44:00Z,15
2024-08-10T01:40:00Z,15
2024-08-10T02:24:00Z,3
2024-08-10T02:26:00Z,1
2024-08-10T02:27:00Z,40
2024-08-10T02:28:00Z,9
