timestamp,ground contact time
2024-11-04T12:27:17Z,287
2024-11-04T12:27:22Z,265
2024-11-04T12:27:27Z,258
2024-11-04T12:27:32Z,246
2024-11-04T12:27:37Z,244
2024-11-04T12:27:42Z,243
2024-11-04T12:27:47Z,246
2024-11-04T12:27:52Z,245
2024-11-04T12:27:57Z,247
2024-11-04T12:28:02Z,240
2024-11-04T12:28:07Z,243
2024-11-04T12:28:11Z,240
2024-11-04T12:28:16Z,237
2024-11-04T12:28:21Z,237
2024-11-04T12:28:26Z,235
2024-11-04T12:28:31Z,234
2024-11-04T12:28:36Z,232
2024-11-04T12:28:41Z,234
2024-11-04T12:28:46Z,234
2024-11-04T12:28:51Z,231
2024-11-04T12:28:56Z,230
2024-11-04T12:29:01Z,234
2024-11-04T12:29:06Z,241
2024-11-04T12:29:11Z,244
2024-11-04T12:29:16Z,241
2024-11-04T12:29:21Z,234
2024-11-04T12:29:26Z,231
2024-11-04T12:29:31Z,231
2024-11-04T12:29:36Z,229
2024-11-04T12:29:41Z,227
2024-11-04T12:29:46Z,225
2024-11-04T12:29:51Z,226
2024-11-04T12:29:56Z,228
2024-11-04T12:30:01Z,228
2024-11-04T12:30:06Z,228
2024-11-04T12:30:11Z,231
2024-11-04T12:30:16Z,236
2024-11-04T12:30:21Z,243
2024-11-04T12:30:26Z,243
2024-11-04T12:30:31Z,239
2024-11-04T12:30:36Z,232
2024-11-04T12:30:41Z,230
2024-11-04T12:30:46Z,230
2024-11-04T12:30:51Z,235
2024-11-04T12:30:56Z,243
2024-11-04T12:31:01Z,256
2024-11-04T12:31:06Z,254
2024-11-04T12:31:11Z,253
2024-11-04T12:31:16Z,241
2024-11-04T12:31:21Z,244
2024-11-04T12:31:26Z,241
2024-11-04T12:31:31Z,241
2024-11-04T12:31:36Z,241
2024-11-04T12:31:42Z,241
2024-11-04T12:31:47Z,243
2024-11-04T12:31:52Z,246
2024-11-04T12:31:57Z,245
2024-11-04T12:32:02Z,241
2024-11-04T12:32:07Z,233
2024-11-04T12:32:12Z,228
2024-11-04T12:32:17Z,234
2024-11-04T12:32:22Z,238
2024-11-04T12:32:27Z,244
2024-11-04T12:32:32Z,243
2024-11-04T12:32:37Z,239
2024-11-04T12:32:42Z,240
2024-11-04T12:32:47Z,241
2024-11-04T12:32:52Z,246
2024-11-04T12:32:57Z,241
2024-11-04T12:33:02Z,240
2024-11-04T12:33:07Z,235
2024-11-04T12:33:11Z,238
2024-11-04T12:33:17Z,235
2024-11-04T12:33:21Z,240
2024-11-04T12:33:26Z,240
2024-11-04T12:33:31Z,243
2024-11-04T12:33:36Z,247
2024-11-04T12:33:41Z,249
2024-11-04T12:33:46Z,252
2024-11-04T12:33:51Z,247
2024-11-04T12:33:56Z,247
2024-11-04T12:34:01Z,246
2024-11-04T12:34:06Z,247
2024-11-04T12:34:11Z,252
2024-11-04T12:34:16Z,250
2024-11-04T12:34:21Z,270
2024-11-04T12:34:26Z,262
2024-11-04T12:34:31Z,259
2024-11-04T12:34:36Z,238
2024-11-04T12:34:41Z,243
2024-11-04T12:34:46Z,247
2024-11-04T12:34:51Z,243
2024-11-04T12:34:56Z,242
2024-11-04T12:35:01Z,246
2024-11-04T12:35:06Z,245
2024-11-04T12:35:11Z,240
2024-11-04T12:35:16Z,240
2024-11-04T12:35:21Z,244
