timestamp,heart rate zone,total minutes
2023-03-01T00:46:00Z,fat burn,1
2023-03-01T08:12:00Z,fat burn,1
2023-03-01T08:13:00Z,cardio,2
2023-03-01T08:14:00Z,cardio,2
2023-03-01T08:15:00Z,peak,2
2023-03-01T08:16:00Z,peak,2
2023-03-01T08:17:00Z,cardio,2
2023-03-01T08:18:00Z,cardio,2
2023-03-01T08:19:00Z,cardio,2
2023-03-01T08:20:00Z,cardio,2
2023-03-01T08:21:00Z,cardio,2
2023-03-01T08:22:00Z,cardio,2
2023-03-01T08:23:00Z,cardio,2
2023-03-01T08:24:00Z,cardio,2
2023-03-01T08:25:00Z,cardio,2
2023-03-01T08:26:00Z,cardio,2
2023-03-01T08:27:00Z,cardio,2
2023-03-01T08:28:00Z,cardio,2
2023-03-01T08:29:00Z,cardio,2
2023-03-01T08:30:00Z,cardio,2
2023-03-01T08:31:00Z,fat burn,1
2023-03-01T08:32:00Z,fat burn,1
2023-03-01T08:33:00Z,fat burn,1
2023-03-01T08:34:00Z,cardio,2
2023-03-01T08:35:00Z,cardio,2
2023-03-01T08:36:00Z,cardio,2
2023-03-01T08:37:00Z,cardio,2
2023-03-01T08:38:00Z,cardio,2
2023-03-01T08:39:00Z,cardio,2
2023-03-01T08:40:00Z,cardio,2
2023-03-01T08:41:00Z,cardio,2
2023-03-01T08:42:00Z,fat burn,1
2023-03-01T08:43:00Z,fat burn,1
2023-03-01T08:44:00Z,cardio,2
2023-03-01T08:45:00Z,cardio,2
2023-03-01T08:46:00Z,cardio,2
2023-03-01T08:47:00Z,cardio,2
2023-03-01T08:48:00Z,cardio,2
2023-03-01T08:49:00Z,cardio,2
2023-03-01T08:50:00Z,cardio,2
2023-03-01T08:51:00Z,cardio,2
2023-03-01T08:52:00Z,cardio,2
2023-03-01T08:53:00Z,fat burn,1
2023-03-01T08:54:00Z,fat burn,1
2023-03-01T08:55:00Z,cardio,2
2023-03-01T08:56:00Z,cardio,2
2023-03-01T08:57:00Z,cardio,2
2023-03-01T08:58:00Z,peak,2
2023-03-01T08:59:00Z,cardio,2
2023-03-01T09:00:00Z,cardio,2
2023-03-01T09:01:00Z,cardio,2
2023-03-01T09:02:00Z,cardio,2
2023-03-01T09:03:00Z,cardio,2
2023-03-01T09:04:00Z,fat burn,1
2023-03-01T09:05:00Z,fat burn,1
2023-03-01T09:06:00Z,fat burn,1
2023-03-01T09:07:00Z,fat burn,1
2023-03-01T09:11:00Z,fat burn,1
2023-03-01T09:20:00Z,fat burn,1
2023-03-01T09:21:00Z,fat burn,1
2023-03-01T09:22:00Z,fat burn,1
2023-03-01T09:23:00Z,fat burn,1
2023-03-01T09:36:00Z,fat burn,1
2023-03-01T09:37:00Z,fat burn,1
2023-03-01T10:19:00Z,fat burn,1
2023-03-01T10:20:00Z,fat burn,1
2023-03-01T10:21:00Z,fat burn,1
2023-03-01T10:24:00Z,fat burn,1
2023-03-01T10:25:00Z,fat burn,1
2023-03-01T10:26:00Z,fat burn,1
2023-03-02T07:05:00Z,fat burn,1
2023-03-02T07:06:00Z,cardio,2
2023-03-02T07:07:00Z,cardio,2
2023-03-02T07:08:00Z,cardio,2
2023-03-02T07:09:00Z,cardio,2
2023-03-02T07:10:00Z,cardio,2
2023-03-02T07:11:00Z,fat burn,1
2023-03-02T07:12:00Z,cardio,2
2023-03-02T07:13:00Z,cardio,2
2023-03-02T07:14:00Z,cardio,2
2023-03-02T07:15:00Z,cardio,2
2023-03-02T07:16:00Z,cardio,2
2023-03-02T07:17:00Z,cardio,2
2023-03-02T07:18:00Z,fat burn,1
2023-03-02T07:19:00Z,cardio,2
2023-03-02T07:20:00Z,fat burn,1
2023-03-02T07:21:00Z,cardio,2
2023-03-02T07:22:00Z,fat burn,1
2023-03-02T07:23:00Z,fat burn,1
2023-03-02T07:24:00Z,fat burn,1
2023-03-02T07:25:00Z,fat burn,1
2023-03-02T07:26:00Z,fat burn,1
2023-03-02T07:27:00Z,fat burn,1
2023-03-02T07:28:00Z,fat burn,1
2023-03-02T07:29:00Z,fat burn,1
2023-03-02T07:30:00Z,fat burn,1
2023-03-02T07:31:00Z,fat burn,1
2023-03-02T07:32:00Z,fat burn,1
2023-03-02T07:33:00Z,fat burn,1
2023-03-02T07:34:00Z,cardio,2
2023-03-02T07:35:00Z,fat burn,1
2023-03-02T07:36:00Z,fat burn,1
2023-03-02T07:37:00Z,fat burn,1
2023-03-02T07:38:00Z,fat burn,1
2023-03-02T07:39:00Z,fat burn,1
2023-03-02T07:40:00Z,fat burn,1
2023-03-02T07:41:00Z,fat burn,1
2023-03-02T07:42:00Z,fat burn,1
2023-03-02T07:43:00Z,fat burn,1
2023-03-02T07:44:00Z,fat burn,1
2023-03-02T07:45:00Z,fat burn,1
2023-03-02T07:46:00Z,fat burn,1
2023-03-02T07:47:00Z,fat burn,1
2023-03-02T07:48:00Z,fat burn,1
2023-03-02T07:49:00Z,fat burn,1
2023-03-02T07:50:00Z,fat burn,1
2023-03-02T07:51:00Z,fat burn,1
2023-03-02T08:00:00Z,fat burn,1
2023-03-02T08:02:00Z,fat burn,1
2023-03-02T08:03:00Z,fat burn,1
2023-03-02T08:04:00Z,fat burn,1
2023-03-02T08:05:00Z,cardio,2
2023-03-02T08:06:00Z,cardio,2
2023-03-02T08:07:00Z,fat burn,1
2023-03-02T08:08:00Z,fat burn,1
2023-03-02T08:09:00Z,fat burn,1
2023-03-02T08:10:00Z,cardio,2
2023-03-02T08:11:00Z,cardio,2
2023-03-02T08:12:00Z,cardio,2
2023-03-02T08:13:00Z,cardio,2
2023-03-02T08:14:00Z,cardio,2
2023-03-02T08:15:00Z,fat burn,1
2023-03-02T08:16:00Z,fat burn,1
2023-03-02T08:17:00Z,fat burn,1
2023-03-02T08:18:00Z,fat burn,1
2023-03-02T08:19:00Z,fat burn,1
2023-03-02T08:20:00Z,fat burn,1
2023-03-03T00:54:00Z,fat burn,1
2023-03-03T08:07:00Z,fat burn,1
2023-03-03T08:08:00Z,cardio,2
2023-03-03T08:09:00Z,cardio,2
2023-03-03T08:10:00Z,cardio,2
2023-03-03T08:11:00Z,cardio,2
2023-03-03T08:12:00Z,fat burn,1
2023-03-03T08:13:00Z,fat burn,1
2023-03-03T08:14:00Z,fat burn,1
2023-03-03T08:15:00Z,cardio,2
2023-03-03T08:16:00Z,cardio,2
2023-03-03T08:17:00Z,fat burn,1
2023-03-03T08:18:00Z,fat burn,1
2023-03-03T08:19:00Z,fat burn,1
2023-03-03T08:20:00Z,fat burn,1
2023-03-03T08:21:00Z,fat burn,1
2023-03-03T08:22:00Z,fat burn,1
2023-03-03T08:23:00Z,fat burn,1
2023-03-03T08:24:00Z,fat burn,1
2023-03-03T08:25:00Z,fat burn,1
2023-03-03T08:26:00Z,fat burn,1
2023-03-03T08:27:00Z,fat burn,1
2023-03-03T08:28:00Z,fat burn,1
2023-03-03T08:29:00Z,fat burn,1
2023-03-03T08:30:00Z,fat burn,1
2023-03-03T08:31:00Z,fat burn,1
2023-03-03T08:32:00Z,fat burn,1
2023-03-03T08:33:00Z,fat burn,1
2023-03-03T08:34:00Z,fat burn,1
2023-03-03T08:35:00Z,fat burn,1
2023-03-03T08:36:00Z,fat burn,1
2023-03-03T08:37:00Z,fat burn,1
2023-03-03T08:38:00Z,fat burn,1
2023-03-03T08:39:00Z,fat burn,1
2023-03-03T08:40:00Z,fat burn,1
2023-03-03T08:41:00Z,fat burn,1
2023-03-03T08:42:00Z,fat burn,1
2023-03-03T08:43:00Z,fat burn,1
2023-03-03T08:44:00Z,fat burn,1
2023-03-03T08:45:00Z,fat burn,1
2023-03-03T08:46:00Z,fat burn,1
2023-03-03T08:47:00Z,fat burn,1
2023-03-03T08:48:00Z,fat burn,1
2023-03-03T08:49:00Z,fat burn,1
2023-03-03T08:50:00Z,fat burn,1
2023-03-03T08:51:00Z,fat burn,1
2023-03-03T08:52:00Z,fat burn,1
2023-03-03T08:53:00Z,fat burn,1
2023-03-03T08:54:00Z,cardio,2
2023-03-03T08:55:00Z,cardio,2
2023-03-03T08:56:00Z,fat burn,1
2023-03-03T08:57:00Z,cardio,2
2023-03-03T08:58:00Z,cardio,2
2023-03-03T08:59:00Z,cardio,2
2023-03-03T09:00:00Z,cardio,2
2023-03-03T09:01:00Z,fat burn,1
2023-03-03T09:02:00Z,cardio,2
2023-03-03T09:03:00Z,cardio,2
2023-03-03T09:04:00Z,cardio,2
2023-03-03T09:05:00Z,cardio,2
