timestamp,vertical oscillation
2025-05-12T23:08:43Z,7.8
2025-05-12T23:08:47Z,7.4
2025-05-12T23:08:52Z,7.3
2025-05-12T23:08:58Z,7.1
2025-05-12T23:09:03Z,7.2
2025-05-12T23:09:08Z,7.4
2025-05-12T23:09:13Z,7.4
2025-05-12T23:09:18Z,7.6
2025-05-12T23:09:23Z,7.7
2025-05-12T23:09:28Z,7.9
2025-05-12T23:09:33Z,8.0
2025-05-12T23:09:38Z,7.9
2025-05-12T23:09:43Z,7.8
2025-05-12T23:09:48Z,7.6
2025-05-12T23:09:53Z,7.8
2025-05-12T23:09:58Z,7.8
2025-05-12T23:10:03Z,7.7
2025-05-12T23:10:07Z,7.7
2025-05-12T23:10:12Z,7.7
2025-05-12T23:10:17Z,7.8
2025-05-12T23:10:22Z,7.6
2025-05-12T23:10:27Z,7.6
2025-05-12T23:10:33Z,7.7
2025-05-12T23:10:38Z,7.8
2025-05-12T23:10:43Z,8.2
2025-05-12T23:10:48Z,8.2
2025-05-12T23:10:53Z,8.2
2025-05-12T23:10:57Z,7.9
2025-05-12T23:11:02Z,8.0
2025-05-12T23:11:07Z,8.0
2025-05-12T23:11:12Z,8.0
2025-05-12T23:11:17Z,7.8
2025-05-12T23:11:22Z,7.8
2025-05-12T23:11:27Z,8.0
2025-05-12T23:11:33Z,8.0
2025-05-12T23:11:37Z,8.2
2025-05-12T23:11:43Z,8.2
2025-05-12T23:11:48Z,8.2
2025-05-12T23:11:53Z,7.8
2025-05-12T23:11:58Z,7.8
2025-05-12T23:12:03Z,7.6
2025-05-12T23:12:07Z,7.5
2025-05-12T23:12:13Z,7.5
2025-05-12T23:12:18Z,7.5
2025-05-12T23:12:23Z,7.8
2025-05-12T23:12:28Z,7.7
2025-05-12T23:12:33Z,7.8
2025-05-12T23:12:38Z,7.6
2025-05-12T23:12:43Z,7.7
2025-05-12T23:12:48Z,7.8
2025-05-12T23:12:53Z,8.0
2025-05-12T23:12:57Z,7.8
2025-05-12T23:13:03Z,7.7
2025-05-12T23:13:08Z,7.3
2025-05-12T23:13:13Z,7.7
2025-05-12T23:13:18Z,7.6
2025-05-12T23:13:23Z,7.6
2025-05-12T23:13:28Z,7.3
2025-05-12T23:13:32Z,7.4
2025-05-12T23:13:38Z,7.6
2025-05-12T23:13:43Z,7.8
2025-05-12T23:13:48Z,7.7
2025-05-12T23:13:52Z,7.9
2025-05-12T23:13:57Z,7.9
2025-05-12T23:14:02Z,8.2
2025-05-12T23:14:07Z,8.1
2025-05-12T23:14:12Z,8.3
2025-05-12T23:14:17Z,8.2
2025-05-12T23:14:22Z,8.5
2025-05-12T23:14:27Z,8.3
2025-05-12T23:14:33Z,8.2
2025-05-12T23:14:37Z,8.1
2025-05-12T23:14:42Z,8.1
2025-05-12T23:14:48Z,8.3
