timestamp,steps per minute
2025-07-30T00:46:30Z,116
2025-07-30T00:46:31Z,117
2025-07-30T00:46:32Z,118
2025-07-30T00:46:33Z,118
2025-07-30T00:46:34Z,118
2025-07-30T00:46:35Z,122
2025-07-30T00:46:36Z,123
2025-07-30T00:46:37Z,124
2025-07-30T00:46:38Z,122
2025-07-30T00:46:39Z,121
2025-07-30T00:46:40Z,121
2025-07-30T00:46:41Z,121
2025-07-30T00:46:42Z,121
2025-07-30T00:46:43Z,121
2025-07-30T00:46:44Z,121
2025-07-30T00:46:45Z,120
2025-07-30T00:46:46Z,120
2025-07-30T00:46:47Z,120
2025-07-30T00:46:48Z,121
2025-07-30T00:46:49Z,120
2025-07-30T00:46:50Z,122
2025-07-30T00:46:51Z,123
2025-07-30T00:46:52Z,124
2025-07-30T00:46:53Z,123
2025-07-30T00:46:54Z,121
2025-07-30T00:46:55Z,120
2025-07-30T00:46:56Z,119
2025-07-30T00:46:57Z,120
2025-07-30T00:46:58Z,121
2025-07-30T00:46:59Z,121
2025-07-30T00:47:00Z,120
2025-07-30T00:47:01Z,120
2025-07-30T00:47:02Z,120
2025-07-30T00:47:03Z,120
2025-07-30T00:47:04Z,118
2025-07-30T00:47:05Z,117
2025-07-30T00:47:06Z,119
2025-07-30T00:47:07Z,129
2025-07-30T00:47:08Z,147
2025-07-30T00:47:09Z,164
2025-07-30T00:47:10Z,173
2025-07-30T00:47:11Z,179
2025-07-30T00:47:12Z,183
2025-07-30T00:47:13Z,185
2025-07-30T00:47:14Z,186
2025-07-30T00:47:15Z,187
2025-07-30T00:47:16Z,186
2025-07-30T00:47:17Z,185
2025-07-30T00:47:18Z,182
2025-07-30T00:47:19Z,180
2025-07-30T00:47:20Z,178
2025-07-30T00:47:21Z,179
2025-07-30T00:47:22Z,177
2025-07-30T00:47:23Z,179
2025-07-30T00:47:24Z,181
2025-07-30T00:47:25Z,183
2025-07-30T00:47:26Z,182
2025-07-30T00:47:27Z,184
2025-07-30T00:47:28Z,185
2025-07-30T00:47:29Z,186
2025-07-30T00:47:30Z,186
2025-07-30T00:47:31Z,184
2025-07-30T00:47:32Z,182
2025-07-30T00:47:33Z,182
2025-07-30T00:47:34Z,181
2025-07-30T00:47:35Z,180
2025-07-30T00:47:36Z,182
2025-07-30T00:47:37Z,185
2025-07-30T00:47:38Z,186
2025-07-30T00:47:39Z,186
2025-07-30T00:47:40Z,185
2025-07-30T00:47:41Z,185
2025-07-30T00:47:42Z,184
2025-07-30T00:47:43Z,182
2025-07-30T00:47:44Z,179
2025-07-30T00:47:45Z,178
2025-07-30T00:47:46Z,180
2025-07-30T00:47:47Z,180
2025-07-30T00:47:48Z,183
2025-07-30T00:47:49Z,185
2025-07-30T00:47:50Z,183
2025-07-30T00:47:51Z,180
2025-07-30T00:47:52Z,181
2025-07-30T00:47:53Z,181
2025-07-30T00:47:54Z,181
2025-07-30T00:47:55Z,182
2025-07-30T00:47:56Z,185
2025-07-30T00:47:57Z,184
2025-07-30T00:47:58Z,183
2025-07-30T00:47:59Z,180
2025-07-30T00:48:00Z,179
2025-07-30T00:48:01Z,180
2025-07-30T00:48:02Z,176
2025-07-30T00:48:03Z,172
2025-07-30T00:48:04Z,174
2025-07-30T00:48:05Z,179
2025-07-30T00:48:06Z,181
2025-07-30T00:48:07Z,181
2025-07-30T00:48:08Z,182
2025-07-30T00:48:09Z,182
2025-07-30T00:48:10Z,181
2025-07-30T00:48:11Z,181
2025-07-30T00:48:12Z,182
2025-07-30T00:48:13Z,180
2025-07-30T00:48:14Z,179
2025-07-30T00:48:15Z,179
2025-07-30T00:48:16Z,180
2025-07-30T00:48:17Z,182
2025-07-30T00:48:18Z,183
2025-07-30T00:48:19Z,185
2025-07-30T00:48:20Z,185
2025-07-30T00:48:21Z,186
2025-07-30T00:48:22Z,186
2025-07-30T00:48:23Z,186
2025-07-30T00:48:24Z,187
2025-07-30T00:48:25Z,187
2025-07-30T00:48:26Z,188
2025-07-30T00:48:27Z,188
2025-07-30T00:48:28Z,190
2025-07-30T00:48:29Z,190
2025-07-30T00:48:30Z,191
2025-07-30T00:48:31Z,191
2025-07-30T00:48:32Z,190
2025-07-30T00:48:33Z,191
2025-07-30T00:48:34Z,191
2025-07-30T00:48:35Z,191
2025-07-30T00:48:36Z,191
2025-07-30T00:48:37Z,191
2025-07-30T00:48:38Z,192
2025-07-30T00:48:39Z,192
2025-07-30T00:48:40Z,192
