timestamp,oxygen saturation percentage
2025-04-08T20:41:20Z,97.7
2025-04-08T20:42:20Z,98.4
2025-04-08T20:43:20Z,98.7
2025-04-08T20:44:20Z,99.0
2025-04-08T20:45:20Z,97.3
2025-04-08T20:46:20Z,98.2
2025-04-08T20:48:20Z,97.4
2025-04-08T20:49:20Z,96.9
2025-04-08T20:51:20Z,96.6
2025-04-09T10:06:50Z,97.5
2025-04-09T10:08:50Z,96.7
2025-04-10T21:02:50Z,91.9
2025-04-10T21:03:50Z,91.1
2025-04-10T21:05:50Z,91.8
2025-04-10T21:06:50Z,92.1
2025-04-10T21:07:50Z,92.4
2025-04-16T19:45:51Z,90.6
2025-04-16T19:46:51Z,92.1
2025-04-16T19:47:51Z,89.8
2025-04-16T19:48:51Z,90.0
2025-04-16T19:49:51Z,89.4
2025-04-16T19:57:51Z,93.5
2025-04-16T19:58:51Z,94.0
2025-04-16T19:59:51Z,94.3
2025-04-16T20:00:51Z,94.5
2025-04-16T20:01:51Z,94.6
2025-04-16T20:02:51Z,94.6
2025-04-16T20:03:51Z,94.5
2025-04-16T20:04:51Z,94.5
2025-04-16T20:05:51Z,94.6
2025-04-16T20:06:51Z,94.4
2025-04-16T20:07:51Z,93.9
2025-04-16T20:08:51Z,93.4
2025-04-16T20:09:51Z,92.7
2025-04-16T20:10:51Z,92.3
2025-04-16T20:11:51Z,91.6
2025-04-17T18:56:50Z,95.7
2025-04-17T18:57:50Z,94.8
2025-04-17T18:58:50Z,95.0
2025-04-17T19:11:20Z,94.4
2025-04-17T19:12:20Z,94.5
2025-04-17T19:13:20Z,94.4
2025-04-17T19:14:20Z,94.3
2025-04-17T19:15:20Z,94.5
2025-04-17T19:16:20Z,94.3
2025-04-17T19:17:20Z,94.4
2025-04-17T19:18:20Z,94.5
2025-04-17T19:19:20Z,94.3
2025-04-17T19:21:20Z,95.0
2025-04-17T19:22:20Z,95.5
2025-04-17T19:23:20Z,95.8
2025-04-17T19:24:20Z,95.9
2025-04-17T19:25:20Z,96.0
2025-04-17T19:26:20Z,96.1
2025-04-17T19:27:20Z,96.3
2025-04-17T19:28:20Z,96.2
2025-04-17T19:29:20Z,96.1
2025-04-17T19:30:20Z,96.1
2025-04-17T19:31:20Z,96.2
2025-04-17T19:32:20Z,96.2
2025-04-17T19:33:20Z,96.1
2025-04-17T19:34:20Z,95.9
2025-04-17T19:35:20Z,95.8
2025-04-17T19:36:20Z,95.8
2025-04-17T19:37:20Z,95.4
2025-04-17T19:38:20Z,95.5
2025-04-17T19:48:20Z,95.3
2025-04-21T20:43:21Z,95.7
2025-04-21T20:44:21Z,95.1
2025-04-22T19:11:50Z,94.1
2025-04-22T19:12:50Z,94.2
2025-04-22T19:13:50Z,94.7
2025-04-22T19:14:50Z,94.8
2025-04-22T19:15:50Z,95.2
2025-04-22T19:16:50Z,95.3
2025-04-22T19:17:50Z,95.2
2025-04-22T19:18:50Z,95.2
2025-04-22T19:20:50Z,94.9
2025-04-22T19:21:50Z,94.9
2025-04-22T19:22:50Z,94.8
2025-04-22T19:23:50Z,94.5
2025-04-22T19:32:20Z,97.6
2025-04-22T19:33:20Z,97.7
2025-04-22T19:34:20Z,97.8
2025-04-22T19:35:20Z,98.0
2025-04-22T19:36:20Z,98.4
2025-04-22T19:37:20Z,98.6
2025-04-22T19:38:20Z,98.7
2025-04-22T19:39:20Z,98.7
2025-04-22T19:40:20Z,98.6
2025-04-22T19:41:20Z,98.8
2025-04-22T19:42:20Z,98.7
2025-04-22T19:44:20Z,98.5
2025-04-22T19:45:20Z,98.2
2025-04-22T19:46:20Z,98.0
2025-04-22T19:48:20Z,96.8
2025-04-22T19:49:20Z,95.9
2025-04-22T19:51:20Z,95.4
2025-04-22T19:52:20Z,95.2
2025-04-22T19:53:20Z,94.9
2025-04-22T19:54:20Z,94.7
2025-04-22T19:55:20Z,94.5
2025-04-22T19:56:20Z,94.5
2025-04-22T19:57:20Z,94.6
2025-04-22T19:58:20Z,94.6
2025-04-22T19:59:20Z,94.6
2025-04-22T20:00:20Z,94.8
2025-04-22T20:01:20Z,94.6
2025-04-22T20:02:20Z,94.6
2025-04-22T20:04:20Z,95.4
2025-04-22T20:05:20Z,96.2
2025-04-22T20:06:20Z,96.3
2025-04-22T20:07:20Z,96.6
2025-04-22T20:08:20Z,96.8
2025-04-22T20:09:20Z,96.8
2025-04-22T20:10:20Z,97.2
2025-04-22T20:11:20Z,97.2
2025-04-22T20:12:20Z,97.3
2025-04-22T20:13:20Z,97.6
2025-04-22T20:14:20Z,97.7
2025-04-22T20:15:20Z,97.6
2025-04-22T20:16:20Z,97.4
2025-04-22T20:17:20Z,97.0
2025-04-22T20:18:20Z,96.9
2025-04-22T20:26:20Z,95.5
2025-04-28T21:08:20Z,95.7
2025-04-28T21:09:20Z,95.4
2025-04-28T21:10:20Z,95.3
2025-04-28T21:11:20Z,95.0
2025-04-28T21:12:20Z,95.0
2025-04-28T21:13:20Z,94.9
2025-04-28T21:14:20Z,94.9
2025-04-28T21:15:20Z,95.0
2025-04-28T21:16:20Z,94.6
2025-04-28T21:17:20Z,94.5
2025-04-28T21:18:20Z,94.9
2025-04-28T21:19:20Z,94.8
2025-04-28T21:20:20Z,94.8
2025-04-28T21:21:20Z,94.9
