timestamp,distance
2024-02-01T00:26:00Z,24.60
2024-02-01T00:27:00Z,22.70
2024-02-01T00:28:00Z,38.90
2024-02-01T00:29:00Z,29.30
2024-02-01T00:30:00Z,15.60
2024-02-01T00:33:00Z,34.20
2024-02-01T00:42:00Z,17.90
2024-02-01T00:43:00Z,40.10
2024-02-01T00:44:00Z,50.50
2024-02-01T00:45:00Z,30.80
2024-02-01T00:46:00Z,38.80
2024-02-01T00:48:00Z,6.20
2024-02-01T00:50:00Z,5.50
2024-02-01T00:56:00Z,19.10
2024-02-01T00:57:00Z,48.20
2024-02-01T00:58:00Z,45.00
2024-02-01T01:05:00Z,8.00
2024-02-01T01:06:00Z,6.30
2024-02-01T01:07:00Z,12.50
2024-02-01T01:11:00Z,7.00
2024-02-01T01:12:00Z,25.00
2024-02-01T01:13:00Z,11.20
2024-02-01T01:14:00Z,35.50
2024-02-01T01:16:00Z,10.10
2024-02-01T01:19:00Z,22.70
2024-02-01T01:20:00Z,54.50
2024-02-01T01:23:00Z,5.60
2024-02-01T01:29:00Z,63.20
2024-02-01T01:30:00Z,36.60
2024-02-01T01:31:00Z,42.60
2024-02-01T01:33:00Z,37.50
2024-02-01T01:34:00Z,85.90
2024-02-01T01:35:00Z,84.50
2024-02-01T01:36:00Z,157.80
2024-02-01T01:37:00Z,160.20
2024-02-01T01:38:00Z,158.40
2024-02-01T01:39:00Z,157.70
2024-02-01T01:40:00Z,155.30
2024-02-01T01:41:00Z,161.70
2024-02-01T01:42:00Z,165.60
2024-02-01T01:43:00Z,155.50
2024-02-01T01:44:00Z,150.40
2024-02-01T01:45:00Z,143.50
2024-02-01T01:46:00Z,92.20
2024-02-01T01:47:00Z,150.70
2024-02-01T01:48:00Z,156.00
2024-02-01T01:49:00Z,148.70
2024-02-01T01:50:00Z,143.10
2024-02-01T01:51:00Z,148.90
2024-02-01T01:52:00Z,141.60
2024-02-01T01:53:00Z,143.70
2024-02-01T01:54:00Z,146.50
2024-02-01T01:55:00Z,146.00
2024-02-01T01:56:00Z,144.90
2024-02-01T01:57:00Z,146.70
2024-02-01T01:58:00Z,124.60
2024-02-01T01:59:00Z,17.10
2024-02-01T02:00:00Z,28.40
2024-02-01T02:01:00Z,34.00
2024-02-01T02:11:00Z,7.50
2024-02-01T02:12:00Z,36.10
2024-02-01T02:13:00Z,40.50
2024-02-01T02:14:00Z,26.70
2024-02-01T02:19:00Z,4.90
2024-02-01T02:20:00Z,1.80
2024-02-01T02:21:00Z,42.30
2024-02-01T02:22:00Z,16.30
2024-02-01T02:23:00Z,28.80
2024-02-02T02:31:00Z,1.50
2024-02-02T02:35:00Z,34.10
2024-02-02T02:36:00Z,21.60
2024-02-02T02:37:00Z,54.90
2024-02-02T02:38:00Z,15.30
2024-02-02T02:39:00Z,58.60
2024-02-02T02:40:00Z,4.40
2024-02-02T02:46:00Z,3.00
2024-02-02T03:17:00Z,16.70
2024-02-02T03:22:00Z,12.10
2024-02-02T03:50:00Z,7.30
2024-02-02T04:01:00Z,16.90
2024-02-02T05:08:00Z,17.10
2024-02-02T05:09:00Z,35.70
2024-02-02T05:10:00Z,38.80
2024-02-02T05:11:00Z,16.90
2024-02-02T05:12:00Z,22.20
2024-02-02T05:13:00Z,10.90
2024-02-02T05:14:00Z,4.90
2024-02-02T05:16:00Z,20.50
2024-02-02T05:18:00Z,6.00
2024-02-02T05:19:00Z,2.90
2024-02-02T05:22:00Z,21.90
2024-02-02T05:31:00Z,3.60
2024-02-02T05:38:00Z,37.30
2024-02-02T05:45:00Z,3.50
2024-02-02T05:57:00Z,7.00
2024-02-02T06:44:00Z,7.40
2024-02-02T07:13:00Z,25.70
2024-02-02T07:14:00Z,21.70
2024-02-02T07:15:00Z,52.80
2024-02-02T07:16:00Z,14.80
2024-02-02T07:17:00Z,20.50
2024-02-02T07:20:00Z,22.00
2024-02-02T07:21:00Z,27.20
2024-02-02T07:23:00Z,29.00
2024-02-02T07:25:00Z,26.60
2024-02-02T07:26:00Z,44.10
2024-02-02T09:09:00Z,31.40
2024-02-02T09:10:00Z,46.30
2024-02-02T09:11:00Z,16.70
2024-02-02T09:12:00Z,26.30
2024-02-02T09:15:00Z,18.50
2024-02-02T09:16:00Z,28.80
2024-02-02T09:17:00Z,4.80
2024-02-02T09:18:00Z,3.00
2024-02-02T09:23:00Z,7.40
2024-02-02T09:25:00Z,43.80
2024-02-02T09:26:00Z,9.40
2024-02-02T09:27:00Z,3.00
2024-02-02T09:29:00Z,7.50
2024-02-02T09:34:00Z,4.30
2024-02-02T09:35:00Z,20.90
2024-02-02T09:36:00Z,39.70
2024-02-02T09:37:00Z,33.50
2024-02-02T09:38:00Z,9.20
2024-02-02T09:39:00Z,30.30
2024-02-02T09:40:00Z,15.00
2024-02-02T09:43:00Z,4.30
2024-02-02T09:44:00Z,6.70
