timestamp,vertical oscillation
2025-07-13T00:00:02Z,7.8
2025-07-13T00:00:07Z,7.2
2025-07-13T00:00:12Z,7.2
2025-07-13T00:00:17Z,7.3
2025-07-13T00:00:22Z,6.8
2025-07-13T00:00:27Z,6.6
2025-07-13T00:00:32Z,6.4
2025-07-13T00:00:37Z,6.3
2025-07-13T00:00:42Z,6.3
2025-07-13T00:00:47Z,6.4
2025-07-13T00:00:52Z,6.2
2025-07-13T00:00:57Z,6.6
2025-07-13T00:01:01Z,6.6
2025-07-13T00:01:06Z,6.9
2025-07-13T00:01:11Z,6.6
2025-07-13T00:01:16Z,6.4
2025-07-13T00:01:21Z,6.7
2025-07-13T00:01:26Z,6.9
2025-07-13T00:01:31Z,8.1
2025-07-13T00:01:36Z,9.1
2025-07-13T00:01:41Z,9.8
2025-07-13T00:01:46Z,9.3
2025-07-13T00:01:51Z,8.9
2025-07-13T00:01:56Z,9.3
2025-07-13T00:02:01Z,9.9
2025-07-13T00:02:07Z,10.2
2025-07-13T00:02:12Z,10.2
2025-07-13T00:02:17Z,10.1
2025-07-13T00:02:22Z,10.1
2025-07-13T00:02:27Z,9.9
2025-07-13T00:02:32Z,9.8
2025-07-13T00:02:37Z,9.8
2025-07-13T00:02:42Z,9.8
2025-07-13T00:02:47Z,9.9
2025-07-13T00:02:52Z,9.7
2025-07-13T00:02:57Z,9.8
2025-07-13T00:03:02Z,9.7
2025-07-13T00:03:07Z,9.7
2025-07-13T00:03:12Z,9.5
2025-07-13T00:03:17Z,9.2
2025-07-13T00:03:28Z,10.2
2025-07-13T00:03:33Z,10.2
2025-07-13T00:03:38Z,10.1
2025-07-13T00:03:44Z,10.1
2025-07-13T00:03:49Z,10.0
2025-07-13T00:03:54Z,10.0
2025-07-13T00:03:58Z,8.9
2025-07-13T00:04:03Z,7.7
2025-07-13T00:04:08Z,6.6
2025-07-13T00:04:13Z,6.5
2025-07-13T00:04:19Z,6.6
2025-07-13T00:04:24Z,6.4
2025-07-13T00:04:29Z,6.4
2025-07-13T00:04:34Z,6.2
2025-07-13T00:04:39Z,6.0
2025-07-13T00:04:44Z,5.8
2025-07-13T00:04:49Z,6.0
2025-07-13T00:04:54Z,6.2
2025-07-13T00:04:58Z,6.3
2025-07-13T00:05:03Z,6.4
2025-07-13T00:05:08Z,6.4
2025-07-13T00:05:13Z,6.6
2025-07-13T00:05:18Z,6.2
2025-07-13T00:05:23Z,6.0
2025-07-13T00:05:28Z,6.9
2025-07-13T00:05:34Z,7.8
2025-07-13T00:05:39Z,8.8
2025-07-13T00:05:44Z,8.7
2025-07-13T00:05:49Z,9.0
2025-07-13T00:05:54Z,9.3
2025-07-13T00:05:59Z,9.2
2025-07-13T00:06:04Z,9.1
2025-07-13T00:06:09Z,9.0
2025-07-13T00:06:14Z,9.3
2025-07-13T00:06:19Z,9.4
2025-07-13T00:06:24Z,9.3
2025-07-13T00:06:36Z,8.9
2025-07-13T00:06:41Z,9.2
2025-07-13T00:06:46Z,9.1
2025-07-13T00:06:51Z,8.9
2025-07-13T00:07:04Z,10.1
2025-07-13T00:07:13Z,10.4
2025-07-13T00:07:32Z,10.0
2025-07-13T00:07:37Z,10.0
2025-07-13T00:07:42Z,9.9
2025-07-13T00:07:50Z,9.8
2025-07-13T00:07:55Z,9.9
2025-07-13T00:08:00Z,9.7
2025-07-13T00:08:10Z,9.9
2025-07-13T00:08:15Z,9.9
2025-07-13T00:08:20Z,9.9
2025-07-13T00:08:25Z,9.9
2025-07-13T00:08:39Z,10.2
2025-07-13T00:08:44Z,10.3
2025-07-13T00:08:49Z,9.2
2025-07-13T00:08:54Z,7.8
2025-07-13T00:08:59Z,6.2
2025-07-13T00:09:04Z,5.8
2025-07-13T00:09:09Z,5.8
2025-07-13T00:09:14Z,5.8
2025-07-13T00:09:19Z,5.7
2025-07-13T00:09:24Z,5.7
2025-07-13T00:09:29Z,5.7
2025-07-13T00:09:34Z,5.6
2025-07-13T00:09:39Z,5.7
2025-07-13T00:09:44Z,5.6
2025-07-13T00:09:49Z,5.6
2025-07-13T00:09:53Z,5.6
2025-07-13T00:09:58Z,5.7
2025-07-13T00:10:03Z,5.7
2025-07-13T00:10:08Z,5.6
2025-07-13T00:10:14Z,5.6
2025-07-13T00:10:19Z,5.6
2025-07-13T00:10:24Z,5.6
2025-07-13T00:10:29Z,5.5
2025-07-13T00:10:34Z,5.6
2025-07-13T00:10:39Z,5.5
2025-07-13T00:10:44Z,5.6
2025-07-13T00:10:49Z,5.6
2025-07-13T00:10:54Z,5.7
2025-07-13T00:10:59Z,5.7
2025-07-13T00:11:04Z,5.7
2025-07-13T00:11:09Z,6.1
2025-07-13T00:11:14Z,7.5
2025-07-13T00:11:19Z,8.7
2025-07-13T00:11:24Z,9.8
2025-07-13T00:11:29Z,9.9
2025-07-13T00:11:34Z,10.1
2025-07-13T00:11:39Z,10.1
2025-07-13T00:11:44Z,10.1
2025-07-13T00:11:49Z,9.9
2025-07-13T00:11:54Z,9.8
2025-07-13T00:11:59Z,9.8
2025-07-13T00:12:04Z,10.0
2025-07-13T00:12:09Z,10.1
2025-07-13T00:12:14Z,10.0
2025-07-13T00:12:19Z,9.8
2025-07-13T00:12:24Z,9.6
2025-07-13T00:12:36Z,9.9
2025-07-13T00:12:41Z,9.8
2025-07-13T00:12:46Z,9.7
2025-07-13T00:12:51Z,9.8
2025-07-13T00:12:56Z,10.0
2025-07-13T00:13:01Z,10.2
2025-07-13T00:13:06Z,10.1
2025-07-13T00:13:11Z,9.9
2025-07-13T00:13:16Z,9.8
2025-07-13T00:13:21Z,9.7
2025-07-13T00:13:26Z,9.8
2025-07-13T00:13:31Z,9.9
2025-07-13T00:13:36Z,10.2
2025-07-13T00:13:41Z,10.2
2025-07-13T00:13:46Z,10.0
2025-07-13T00:13:51Z,9.9
2025-07-13T00:14:01Z,9.9
2025-07-13T00:14:07Z,10.1
2025-07-13T00:14:12Z,10.1
2025-07-13T00:14:17Z,9.0
2025-07-13T00:14:22Z,7.7
2025-07-13T00:14:27Z,6.4
2025-07-13T00:14:32Z,6.2
2025-07-13T00:14:37Z,6.0
2025-07-13T00:14:42Z,5.8
2025-07-13T00:14:47Z,5.6
2025-07-13T00:14:52Z,5.7
2025-07-13T00:14:57Z,5.7
2025-07-13T00:15:02Z,5.8
2025-07-13T00:15:07Z,5.8
2025-07-13T00:15:12Z,5.8
2025-07-13T00:15:17Z,5.6
2025-07-13T00:15:22Z,5.6
2025-07-13T00:15:27Z,5.8
2025-07-13T00:15:32Z,5.8
2025-07-13T00:15:37Z,5.8
2025-07-13T00:15:42Z,5.7
2025-07-13T00:15:47Z,5.7
2025-07-13T00:15:52Z,5.6
2025-07-13T00:15:57Z,5.6
2025-07-13T00:16:02Z,5.6
2025-07-13T00:16:07Z,5.8
2025-07-13T00:16:12Z,6.4
2025-07-13T00:16:36Z,9.3
2025-07-13T00:16:52Z,9.4
2025-07-13T00:17:50Z,10.4
2025-07-13T00:17:55Z,10.2
2025-07-13T00:18:00Z,10.3
2025-07-13T00:18:05Z,10.1
2025-07-13T00:18:10Z,10.0
2025-07-13T00:18:15Z,9.9
2025-07-13T00:18:20Z,9.7
2025-07-13T00:18:33Z,10.2
2025-07-13T00:18:38Z,10.2
2025-07-13T00:18:43Z,10.2
2025-07-13T00:18:48Z,9.8
2025-07-13T00:18:53Z,9.8
2025-07-13T00:18:58Z,9.6
2025-07-13T00:19:04Z,10.1
2025-07-13T00:19:09Z,10.2
2025-07-13T00:19:14Z,10.2
2025-07-13T00:19:19Z,10.2
2025-07-13T00:19:24Z,10.1
2025-07-13T00:19:29Z,10.0
2025-07-13T00:19:34Z,10.0
2025-07-13T00:19:39Z,10.1
2025-07-13T00:19:44Z,10.3
2025-07-13T00:19:49Z,10.3
2025-07-13T00:19:54Z,10.1
2025-07-13T00:19:59Z,8.6
2025-07-13T00:20:04Z,7.2
2025-07-13T00:20:09Z,6.0
2025-07-13T00:20:14Z,6.0
2025-07-13T00:20:19Z,6.1
2025-07-13T00:20:24Z,5.9
2025-07-13T00:20:29Z,5.8
2025-07-13T00:20:34Z,5.5
2025-07-13T00:20:39Z,5.5
2025-07-13T00:20:44Z,5.4
2025-07-13T00:20:49Z,5.5
2025-07-13T00:20:54Z,5.4
2025-07-13T00:20:59Z,5.6
2025-07-13T00:21:04Z,5.9
2025-07-13T00:21:09Z,5.9
2025-07-13T00:21:14Z,5.7
2025-07-13T00:21:19Z,5.4
2025-07-13T00:21:24Z,5.5
2025-07-13T00:21:29Z,5.6
2025-07-13T00:21:34Z,5.6
2025-07-13T00:21:39Z,5.6
2025-07-13T00:21:44Z,5.4
2025-07-13T00:21:49Z,5.3
2025-07-13T00:21:54Z,5.4
2025-07-13T00:21:59Z,5.4
2025-07-13T00:22:04Z,5.9
2025-07-13T00:22:09Z,7.2
2025-07-13T00:22:14Z,8.6
2025-07-13T00:22:18Z,9.7
2025-07-13T00:22:24Z,9.8
2025-07-13T00:22:29Z,9.9
2025-07-13T00:22:34Z,9.8
2025-07-13T00:22:39Z,9.8
2025-07-13T00:22:44Z,9.8
2025-07-13T00:22:49Z,10.0
2025-07-13T00:22:54Z,10.1
2025-07-13T00:22:59Z,10.3
2025-07-13T00:23:04Z,10.3
2025-07-13T00:23:09Z,10.2
2025-07-13T00:23:14Z,9.9
2025-07-13T00:23:19Z,9.8
2025-07-13T00:23:24Z,10.0
2025-07-13T00:23:51Z,9.7
2025-07-13T00:24:05Z,10.4
2025-07-13T00:24:10Z,10.3
2025-07-13T00:24:15Z,10.2
2025-07-13T00:24:20Z,10.1
2025-07-13T00:24:25Z,10.1
2025-07-13T00:24:40Z,9.6
