timestamp,heart rate zone,total minutes
2024-12-02T14:00:00Z,fat burn,1
2024-12-02T19:25:00Z,fat burn,1
2024-12-02T19:26:00Z,fat burn,1
2024-12-02T19:27:00Z,cardio,2
2024-12-02T19:28:00Z,cardio,2
2024-12-02T19:29:00Z,cardio,2
2024-12-02T19:30:00Z,cardio,2
2024-12-02T19:31:00Z,cardio,2
2024-12-02T19:32:00Z,cardio,2
2024-12-02T19:33:00Z,cardio,2
2024-12-02T19:34:00Z,cardio,2
2024-12-02T19:35:00Z,cardio,2
2024-12-02T19:36:00Z,cardio,2
2024-12-02T19:37:00Z,cardio,2
2024-12-02T19:38:00Z,cardio,2
2024-12-02T19:39:00Z,cardio,2
2024-12-02T19:40:00Z,cardio,2
2024-12-02T19:41:00Z,cardio,2
2024-12-02T19:42:00Z,cardio,2
2024-12-02T19:43:00Z,cardio,2
2024-12-02T19:44:00Z,cardio,2
2024-12-02T19:45:00Z,cardio,2
2024-12-02T19:46:00Z,cardio,2
2024-12-02T19:47:00Z,cardio,2
2024-12-02T19:48:00Z,cardio,2
2024-12-02T19:49:00Z,cardio,2
2024-12-02T19:50:00Z,cardio,2
2024-12-02T19:51:00Z,cardio,2
2024-12-02T19:52:00Z,cardio,2
2024-12-02T19:53:00Z,cardio,2
2024-12-02T19:54:00Z,cardio,2
2024-12-02T19:55:00Z,cardio,2
2024-12-02T19:56:00Z,cardio,2
2024-12-02T19:57:00Z,cardio,2
2024-12-03T16:17:00Z,fat burn,1
2024-12-03T16:18:00Z,fat burn,1
2024-12-03T20:27:00Z,fat burn,1
2024-12-03T20:28:00Z,fat burn,1
2024-12-03T20:29:00Z,fat burn,1
2024-12-03T20:31:00Z,fat burn,1
2024-12-03T20:32:00Z,cardio,2
2024-12-03T20:33:00Z,fat burn,1
2024-12-03T20:34:00Z,fat burn,1
2024-12-03T20:35:00Z,fat burn,1
2024-12-03T20:36:00Z,fat burn,1
2024-12-03T20:37:00Z,cardio,2
2024-12-03T20:38:00Z,cardio,2
2024-12-03T20:39:00Z,fat burn,1
2024-12-03T20:40:00Z,cardio,2
2024-12-03T20:41:00Z,cardio,2
2024-12-03T20:42:00Z,fat burn,1
2024-12-03T20:43:00Z,fat burn,1
2024-12-03T20:44:00Z,fat burn,1
2024-12-03T20:45:00Z,cardio,2
2024-12-03T20:46:00Z,cardio,2
2024-12-03T20:47:00Z,cardio,2
2024-12-03T20:48:00Z,cardio,2
2024-12-03T20:49:00Z,cardio,2
2024-12-03T20:50:00Z,fat burn,1
2024-12-03T20:51:00Z,fat burn,1
2024-12-03T20:52:00Z,cardio,2
2024-12-03T20:53:00Z,cardio,2
2024-12-03T20:54:00Z,cardio,2
2024-12-03T20:55:00Z,cardio,2
2024-12-03T20:56:00Z,cardio,2
2024-12-03T20:57:00Z,cardio,2
2024-12-03T20:58:00Z,cardio,2
2024-12-03T20:59:00Z,fat burn,1
2024-12-03T21:00:00Z,cardio,2
2024-12-03T21:01:00Z,cardio,2
2024-12-03T21:02:00Z,cardio,2
2024-12-03T21:03:00Z,cardio,2
2024-12-03T21:04:00Z,cardio,2
2024-12-03T21:05:00Z,cardio,2
2024-12-03T21:06:00Z,cardio,2
2024-12-03T21:07:00Z,cardio,2
2024-12-03T21:08:00Z,fat burn,1
2024-12-03T21:09:00Z,fat burn,1
2024-12-03T21:10:00Z,fat burn,1
2024-12-03T21:11:00Z,fat burn,1
2024-12-03T21:12:00Z,fat burn,1
2024-12-06T21:30:00Z,fat burn,1
2024-12-06T21:31:00Z,fat burn,1
2024-12-06T21:32:00Z,fat burn,1
2024-12-06T21:33:00Z,fat burn,1
2024-12-06T21:34:00Z,fat burn,1
2024-12-06T21:35:00Z,cardio,2
2024-12-06T21:36:00Z,cardio,2
2024-12-06T21:37:00Z,fat burn,1
2024-12-06T21:38:00Z,cardio,2
2024-12-06T21:39:00Z,cardio,2
2024-12-06T21:40:00Z,cardio,2
2024-12-06T21:41:00Z,cardio,2
2024-12-06T21:42:00Z,cardio,2
2024-12-06T21:43:00Z,cardio,2
2024-12-06T21:44:00Z,cardio,2
2024-12-06T21:45:00Z,cardio,2
2024-12-06T21:46:00Z,cardio,2
2024-12-06T21:47:00Z,cardio,2
2024-12-06T21:48:00Z,cardio,2
2024-12-06T21:49:00Z,cardio,2
2024-12-06T21:50:00Z,cardio,2
2024-12-06T21:51:00Z,cardio,2
2024-12-06T21:52:00Z,cardio,2
2024-12-06T21:53:00Z,cardio,2
2024-12-06T21:54:00Z,cardio,2
2024-12-06T21:55:00Z,cardio,2
2024-12-06T21:56:00Z,cardio,2
2024-12-06T21:57:00Z,cardio,2
2024-12-06T21:58:00Z,cardio,2
2024-12-06T21:59:00Z,cardio,2
2024-12-06T22:00:00Z,cardio,2
2024-12-06T22:01:00Z,cardio,2
2024-12-06T22:02:00Z,cardio,2
2024-12-06T22:03:00Z,cardio,2
2024-12-06T22:04:00Z,fat burn,1
2024-12-08T00:53:00Z,fat burn,1
2024-12-09T20:18:00Z,fat burn,1
2024-12-09T20:19:00Z,fat burn,1
2024-12-09T20:21:00Z,fat burn,1
2024-12-09T20:22:00Z,fat burn,1
2024-12-09T20:23:00Z,fat burn,1
2024-12-09T20:24:00Z,cardio,2
2024-12-09T20:25:00Z,cardio,2
2024-12-09T20:26:00Z,cardio,2
2024-12-09T20:27:00Z,cardio,2
2024-12-09T20:28:00Z,cardio,2
2024-12-09T20:29:00Z,cardio,2
2024-12-09T20:30:00Z,cardio,2
2024-12-09T20:31:00Z,cardio,2
2024-12-09T20:32:00Z,cardio,2
2024-12-09T20:33:00Z,cardio,2
2024-12-09T20:34:00Z,cardio,2
2024-12-09T20:35:00Z,cardio,2
2024-12-09T20:36:00Z,cardio,2
2024-12-09T20:37:00Z,cardio,2
2024-12-09T20:38:00Z,cardio,2
2024-12-09T20:39:00Z,cardio,2
2024-12-09T20:40:00Z,cardio,2
2024-12-09T20:41:00Z,cardio,2
2024-12-09T20:42:00Z,cardio,2
2024-12-09T20:43:00Z,cardio,2
2024-12-09T20:44:00Z,cardio,2
2024-12-09T20:45:00Z,cardio,2
2024-12-09T20:46:00Z,cardio,2
2024-12-09T20:47:00Z,cardio,2
2024-12-09T20:48:00Z,cardio,2
2024-12-09T20:49:00Z,cardio,2
2024-12-09T20:50:00Z,cardio,2
2024-12-09T20:51:00Z,cardio,2
2024-12-09T20:52:00Z,cardio,2
2024-12-09T20:53:00Z,cardio,2
2024-12-09T20:54:00Z,cardio,2
2024-12-09T20:55:00Z,cardio,2
2024-12-09T20:56:00Z,cardio,2
2024-12-09T20:57:00Z,cardio,2
2024-12-09T20:58:00Z,fat burn,1
2024-12-09T20:59:00Z,cardio,2
2024-12-09T21:00:00Z,cardio,2
2024-12-09T21:01:00Z,fat burn,1
2024-12-09T21:02:00Z,fat burn,1
2024-12-09T21:03:00Z,fat burn,1
2024-12-09T21:04:00Z,fat burn,1
2024-12-09T21:05:00Z,fat burn,1
2024-12-09T21:06:00Z,fat burn,1
2024-12-09T21:07:00Z,fat burn,1
2024-12-09T21:08:00Z,fat burn,1
2024-12-09T21:09:00Z,fat burn,1
2024-12-09T21:10:00Z,fat burn,1
2024-12-09T21:11:00Z,fat burn,1
2024-12-09T21:13:00Z,fat burn,1
2024-12-09T21:15:00Z,fat burn,1
2024-12-13T12:37:00Z,fat burn,1
2024-12-13T22:34:00Z,fat burn,1
2024-12-13T22:35:00Z,fat burn,1
2024-12-13T22:36:00Z,fat burn,1
2024-12-13T22:37:00Z,fat burn,1
2024-12-13T22:38:00Z,fat burn,1
2024-12-13T22:39:00Z,fat burn,1
2024-12-13T22:40:00Z,fat burn,1
2024-12-13T22:41:00Z,fat burn,1
2024-12-13T22:42:00Z,fat burn,1
2024-12-13T22:43:00Z,cardio,2
2024-12-13T22:44:00Z,fat burn,1
2024-12-13T22:45:00Z,fat burn,1
2024-12-13T22:46:00Z,fat burn,1
2024-12-13T22:47:00Z,cardio,2
2024-12-13T22:48:00Z,cardio,2
2024-12-13T22:49:00Z,cardio,2
2024-12-13T22:50:00Z,cardio,2
2024-12-13T22:51:00Z,fat burn,1
2024-12-13T22:52:00Z,cardio,2
2024-12-13T22:53:00Z,cardio,2
2024-12-13T22:54:00Z,cardio,2
2024-12-13T22:55:00Z,cardio,2
2024-12-13T22:56:00Z,cardio,2
2024-12-13T22:57:00Z,cardio,2
2024-12-13T22:58:00Z,cardio,2
2024-12-13T22:59:00Z,cardio,2
2024-12-13T23:00:00Z,cardio,2
2024-12-13T23:01:00Z,cardio,2
2024-12-13T23:02:00Z,cardio,2
2024-12-13T23:03:00Z,cardio,2
2024-12-13T23:04:00Z,cardio,2
2024-12-13T23:05:00Z,cardio,2
2024-12-13T23:06:00Z,fat burn,1
2024-12-13T23:07:00Z,cardio,2
2024-12-13T23:08:00Z,cardio,2
2024-12-13T23:09:00Z,cardio,2
2024-12-13T23:10:00Z,cardio,2
2024-12-13T23:11:00Z,cardio,2
2024-12-13T23:12:00Z,cardio,2
2024-12-13T23:13:00Z,cardio,2
2024-12-13T23:14:00Z,cardio,2
2024-12-13T23:15:00Z,cardio,2
2024-12-13T23:16:00Z,fat burn,1
2024-12-13T23:17:00Z,fat burn,1
2024-12-13T23:18:00Z,fat burn,1
2024-12-13T23:19:00Z,fat burn,1
2024-12-13T23:20:00Z,fat burn,1
2024-12-13T23:21:00Z,fat burn,1
2024-12-14T11:23:00Z,fat burn,1
2024-12-18T21:02:00Z,fat burn,1
2024-12-18T21:03:00Z,fat burn,1
2024-12-18T21:04:00Z,fat burn,1
2024-12-18T21:05:00Z,fat burn,1
2024-12-18T21:06:00Z,fat burn,1
2024-12-18T21:07:00Z,fat burn,1
2024-12-18T21:08:00Z,fat burn,1
2024-12-18T21:09:00Z,fat burn,1
2024-12-18T21:10:00Z,fat burn,1
2024-12-18T21:11:00Z,fat burn,1
2024-12-18T21:12:00Z,fat burn,1
2024-12-18T21:13:00Z,fat burn,1
2024-12-18T21:14:00Z,cardio,2
2024-12-18T21:15:00Z,cardio,2
2024-12-18T21:16:00Z,cardio,2
2024-12-18T21:17:00Z,cardio,2
2024-12-18T21:18:00Z,fat burn,1
2024-12-18T21:19:00Z,cardio,2
2024-12-18T21:20:00Z,cardio,2
2024-12-18T21:21:00Z,cardio,2
2024-12-18T21:22:00Z,cardio,2
2024-12-18T21:23:00Z,fat burn,1
2024-12-18T21:24:00Z,fat burn,1
2024-12-18T21:25:00Z,cardio,2
2024-12-18T21:26:00Z,cardio,2
2024-12-18T21:27:00Z,cardio,2
2024-12-18T21:28:00Z,cardio,2
2024-12-18T21:29:00Z,cardio,2
2024-12-18T21:30:00Z,cardio,2
2024-12-18T21:31:00Z,cardio,2
2024-12-18T21:32:00Z,cardio,2
2024-12-18T21:33:00Z,cardio,2
2024-12-18T21:34:00Z,cardio,2
2024-12-18T21:35:00Z,cardio,2
2024-12-18T21:36:00Z,cardio,2
2024-12-18T21:37:00Z,fat burn,1
2024-12-18T21:38:00Z,cardio,2
2024-12-18T21:39:00Z,cardio,2
2024-12-18T21:40:00Z,cardio,2
2024-12-18T21:41:00Z,fat burn,1
2024-12-18T21:42:00Z,cardio,2
2024-12-18T21:43:00Z,cardio,2
2024-12-18T21:44:00Z,cardio,2
2024-12-18T21:45:00Z,cardio,2
2024-12-18T21:46:00Z,cardio,2
2024-12-18T21:47:00Z,cardio,2
2024-12-18T21:48:00Z,cardio,2
2024-12-18T21:49:00Z,cardio,2
2024-12-18T21:50:00Z,cardio,2
2024-12-18T21:51:00Z,cardio,2
2024-12-18T21:52:00Z,cardio,2
2024-12-18T21:53:00Z,fat burn,1
2024-12-18T21:54:00Z,fat burn,1
2024-12-18T21:55:00Z,fat burn,1
2024-12-18T21:56:00Z,fat burn,1
2024-12-18T21:57:00Z,fat burn,1
2024-12-18T21:58:00Z,fat burn,1
2024-12-18T21:59:00Z,fat burn,1
2024-12-18T22:00:00Z,fat burn,1
2024-12-18T22:01:00Z,fat burn,1
2024-12-18T22:02:00Z,fat burn,1
2024-12-18T22:03:00Z,fat burn,1
2024-12-18T22:04:00Z,fat burn,1
2024-12-18T22:05:00Z,fat burn,1
2024-12-18T22:06:00Z,fat burn,1
2024-12-18T22:08:00Z,fat burn,1
2024-12-23T06:15:00Z,fat burn,1
2024-12-23T22:14:00Z,fat burn,1
2024-12-23T22:15:00Z,fat burn,1
2024-12-23T22:16:00Z,fat burn,1
2024-12-23T22:17:00Z,fat burn,1
2024-12-23T22:18:00Z,fat burn,1
2024-12-23T22:19:00Z,fat burn,1
2024-12-23T22:20:00Z,fat burn,1
2024-12-23T22:21:00Z,fat burn,1
2024-12-23T22:22:00Z,cardio,2
2024-12-23T22:23:00Z,fat burn,1
2024-12-23T22:24:00Z,cardio,2
2024-12-23T22:25:00Z,fat burn,1
2024-12-23T22:26:00Z,fat burn,1
2024-12-23T22:27:00Z,fat burn,1
2024-12-23T22:28:00Z,fat burn,1
2024-12-23T22:29:00Z,fat burn,1
2024-12-23T23:04:00Z,fat burn,1
2024-12-23T23:06:00Z,fat burn,1
2024-12-23T23:07:00Z,fat burn,1
2024-12-23T23:08:00Z,fat burn,1
2024-12-23T23:09:00Z,cardio,2
2024-12-23T23:10:00Z,fat burn,1
2024-12-23T23:11:00Z,cardio,2
2024-12-23T23:12:00Z,fat burn,1
2024-12-23T23:13:00Z,fat burn,1
2024-12-23T23:14:00Z,cardio,2
2024-12-23T23:15:00Z,fat burn,1
2024-12-23T23:16:00Z,cardio,2
2024-12-23T23:17:00Z,cardio,2
2024-12-23T23:18:00Z,fat burn,1
2024-12-23T23:19:00Z,fat burn,1
2024-12-23T23:20:00Z,fat burn,1
2024-12-23T23:21:00Z,fat burn,1
2024-12-23T23:22:00Z,fat burn,1
2024-12-23T23:23:00Z,fat burn,1
2024-12-23T23:24:00Z,fat burn,1
