timestamp,vertical ratio
2025-06-15T00:00:00Z,1267.0
2025-06-15T00:00:04Z,1282.3
2025-06-15T00:00:09Z,1273.6
2025-06-15T00:00:14Z,1249.6
2025-06-15T00:00:19Z,1106.0
2025-06-15T00:00:24Z,967.1
2025-06-15T00:00:29Z,823.9
2025-06-15T00:00:34Z,784.4
2025-06-15T00:00:39Z,790.8
2025-06-15T00:00:44Z,789.6
2025-06-15T00:00:49Z,789.0
2025-06-15T00:00:54Z,834.1
2025-06-15T00:00:59Z,1024.4
2025-06-15T00:01:04Z,1207.5
2025-06-15T00:01:10Z,1348.5
2025-06-15T00:01:14Z,1347.9
2025-06-15T00:01:19Z,1358.9
2025-06-15T00:01:24Z,1312.9
2025-06-15T00:01:29Z,1309.5
2025-06-15T00:01:35Z,1325.8
2025-06-15T00:01:40Z,1369.6
2025-06-15T00:01:45Z,1382.0
2025-06-15T00:01:50Z,1362.2
2025-06-15T00:01:55Z,1362.8
2025-06-15T00:02:00Z,1360.5
2025-06-15T00:02:05Z,1393.4
2025-06-15T00:02:10Z,1406.0
2025-06-15T00:02:15Z,1421.5
2025-06-15T00:02:20Z,1404.5
2025-06-15T00:02:25Z,1400.1
2025-06-15T00:02:30Z,1379.0
2025-06-15T00:02:35Z,1317.1
2025-06-15T00:02:40Z,1303.0
2025-06-15T00:02:45Z,1300.9
2025-06-15T00:02:50Z,1331.5
2025-06-15T00:02:55Z,1347.5
2025-06-15T00:03:00Z,1341.9
2025-06-15T00:03:04Z,1352.9
2025-06-15T00:03:09Z,1345.7
2025-06-15T00:03:14Z,1367.7
2025-06-15T00:03:19Z,1390.4
2025-06-15T00:03:24Z,1398.0
2025-06-15T00:03:29Z,1386.4
2025-06-15T00:03:34Z,1369.9
2025-06-15T00:03:40Z,1389.6
2025-06-15T00:03:45Z,1386.3
2025-06-15T00:03:50Z,1383.5
2025-06-15T00:03:55Z,1335.4
2025-06-15T00:04:00Z,1314.4
2025-06-15T00:04:05Z,1317.9
2025-06-15T00:04:10Z,1348.4
2025-06-15T00:04:15Z,1338.3
2025-06-15T00:04:20Z,1322.6
2025-06-15T00:04:25Z,1251.3
2025-06-15T00:04:30Z,1274.2
2025-06-15T00:04:35Z,1305.3
2025-06-15T00:04:40Z,1325.2
2025-06-15T00:04:45Z,1355.8
2025-06-15T00:04:50Z,1336.7
2025-06-15T00:04:55Z,1387.6
2025-06-15T00:05:00Z,1358.3
2025-06-15T00:05:05Z,1322.3
2025-06-15T00:05:10Z,1266.0
2025-06-15T00:05:15Z,1214.0
2025-06-15T00:05:20Z,1225.8
2025-06-15T00:05:25Z,1209.6
2025-06-15T00:05:30Z,1209.6
2025-06-15T00:05:35Z,1196.8
2025-06-15T00:05:40Z,1240.4
2025-06-15T00:05:53Z,1173.5
2025-06-15T00:05:58Z,1238.2
2025-06-15T00:06:03Z,1219.8
2025-06-15T00:06:08Z,1243.6
2025-06-15T00:06:13Z,1101.5
2025-06-15T00:06:18Z,971.4
2025-06-15T00:06:23Z,820.9
2025-06-15T00:06:28Z,775.3
2025-06-15T00:06:33Z,767.2
2025-06-15T00:06:38Z,753.1
