timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds
2025-05-15T01:50:00Z,59.632,0.0
2025-05-15T01:55:00Z,54.278,0.0
2025-05-15T02:00:00Z,48.267,0.0
2025-05-15T02:05:00Z,53.551,0.0
2025-05-15T02:10:00Z,77.14,0.0
2025-05-15T02:15:00Z,56.819,0.0
2025-05-15T02:20:00Z,60.491,0.0
2025-05-15T02:25:00Z,48.303,0.0
2025-05-15T02:30:00Z,45.382,0.0
2025-05-15T02:35:00Z,47.736,0.0
2025-05-15T02:40:00Z,40.425,0.0
2025-05-15T02:45:00Z,41.257,0.0
2025-05-15T02:50:00Z,38.827,0.0
2025-05-15T02:55:00Z,26.731,0.0
2025-05-15T03:00:00Z,40.126,0.0
2025-05-15T03:05:00Z,27.402,0.0
2025-05-15T03:10:00Z,32.891,0.0
2025-05-15T03:15:00Z,38.325,0.0
2025-05-15T03:20:00Z,34.403,0.0
2025-05-15T03:25:00Z,27.316,0.0
2025-05-15T03:30:00Z,43.368,0.0
2025-05-15T03:35:00Z,38.625,0.0
2025-05-15T03:40:00Z,39.248,0.0
2025-05-15T03:45:00Z,46.892,0.0
2025-05-15T03:50:00Z,43.172,0.0
2025-05-15T03:55:00Z,41.946,0.0
2025-05-15T04:00:00Z,35.896,0.0
2025-05-15T04:05:00Z,40.975,0.0
2025-05-15T04:10:00Z,30.692,0.0
2025-05-15T04:15:00Z,35.716,0.0
2025-05-15T04:20:00Z,38.955,0.0
2025-05-15T04:25:00Z,39.603,0.0
2025-05-15T04:30:00Z,40.27,0.0
2025-05-15T04:35:00Z,39.991,0.0
2025-05-15T04:45:00Z,45.045,0.0
2025-05-15T04:50:00Z,42.36,0.0
2025-05-15T04:55:00Z,21.266,0.0
2025-05-15T05:00:00Z,25.215,0.0
2025-05-15T05:05:00Z,41.881,0.0
2025-05-15T23:20:00Z,25.927,0.0
2025-05-15T23:25:00Z,29.65,0.0
2025-05-15T23:35:00Z,21.223,0.0
2025-05-15T23:40:00Z,22.55,0.0
2025-05-15T23:50:00Z,32.171,0.0
2025-05-15T23:55:00Z,25.265,0.0
2025-05-16T00:00:00Z,20.228,0.0
2025-05-16T00:05:00Z,20.154,0.0
2025-05-16T00:10:00Z,24.036,0.0
2025-05-16T00:15:00Z,25.105,0.0
2025-05-16T00:20:00Z,21.325,0.0
2025-05-16T00:25:00Z,30.916,0.0
2025-05-16T00:30:00Z,21.738,0.0
2025-05-16T00:35:00Z,23.182,0.0
2025-05-16T00:40:00Z,25.498,0.0
2025-05-16T00:45:00Z,25.524,0.0
2025-05-16T01:00:00Z,20.632,0.0
2025-05-16T01:05:00Z,9.134,0.0
2025-05-16T01:10:00Z,12.008,0.0
2025-05-16T01:15:00Z,15.426,0.0
2025-05-16T01:20:00Z,15.366,0.0
2025-05-16T01:25:00Z,16.006,0.0
2025-05-16T01:30:00Z,22.939,0.0
2025-05-16T01:35:00Z,25.522,0.0
2025-05-16T01:40:00Z,25.453,0.0
2025-05-16T01:45:00Z,28.305,0.0
2025-05-16T01:50:00Z,31.496,0.0
2025-05-16T01:55:00Z,31.442,0.0
2025-05-16T02:00:00Z,30.93,0.0
2025-05-16T02:05:00Z,32.115,0.0
2025-05-16T02:10:00Z,36.218,0.0
2025-05-16T02:15:00Z,37.812,0.0
2025-05-16T02:20:00Z,33.096,0.0
2025-05-16T02:25:00Z,28.426,0.0
2025-05-16T02:30:00Z,30.903,0.0
2025-05-16T02:35:00Z,20.353,0.0
2025-05-16T02:40:00Z,17.191,0.0
2025-05-16T02:50:00Z,19.721,0.0
2025-05-16T02:55:00Z,19.077,0.0
2025-05-16T03:00:00Z,20.596,0.0
2025-05-16T03:10:00Z,24.184,0.0
2025-05-16T03:15:00Z,30.939,0.0
2025-05-16T03:20:00Z,27.265,0.0
2025-05-16T03:25:00Z,28.52,0.0
2025-05-16T03:30:00Z,31.79,0.0
2025-05-16T03:35:00Z,17.419,0.0
2025-05-16T03:40:00Z,14.546,0.0
2025-05-16T03:45:00Z,27.296,0.0
2025-05-16T03:50:00Z,20.53,0.0
2025-05-16T03:55:00Z,21.295,0.0
2025-05-16T04:00:00Z,21.75,0.0
2025-05-16T04:05:00Z,27.868,0.0
2025-05-16T04:20:00Z,18.583,0.0
2025-05-16T04:25:00Z,20.963,0.0
2025-05-16T04:30:00Z,18.758,0.0
2025-05-16T04:35:00Z,20.323,0.0
2025-05-16T04:40:00Z,20.139,0.0
2025-05-16T04:45:00Z,24.183,0.0
2025-05-16T04:50:00Z,21.203,0.0
2025-05-16T04:55:00Z,22.658,0.0
2025-05-16T05:00:00Z,21.85,0.0
2025-05-16T05:05:00Z,23.8,0.0
2025-05-16T05:10:00Z,26.142,0.0
2025-05-16T05:15:00Z,19.377,0.0
2025-05-16T05:20:00Z,15.451,0.0
2025-05-16T05:25:00Z,11.157,0.0
2025-05-16T05:30:00Z,16.014,0.0
2025-05-16T05:35:00Z,19.839,0.0
2025-05-16T05:40:00Z,23.047,0.0
2025-05-16T05:45:00Z,22.806,0.0
2025-05-16T05:50:00Z,23.772,0.0
2025-05-16T05:55:00Z,30.099,0.0
2025-05-21T23:40:00Z,63.16,0.0
2025-05-21T23:45:00Z,65.246,0.0
2025-05-21T23:50:00Z,63.58,0.0
2025-05-21T23:55:00Z,74.449,0.0
2025-05-22T00:00:00Z,65.64,0.0
