timestamp,heart rate zone,total minutes
2024-01-01T10:01:00Z,fat burn,1
2024-01-01T10:11:00Z,fat burn,1
2024-01-02T02:51:00Z,fat burn,1
2024-01-02T02:52:00Z,fat burn,1
2024-01-02T02:53:00Z,fat burn,1
2024-01-02T02:54:00Z,fat burn,1
2024-01-02T02:55:00Z,cardio,2
2024-01-02T02:56:00Z,cardio,2
2024-01-02T02:57:00Z,fat burn,1
2024-01-02T02:58:00Z,fat burn,1
2024-01-02T02:59:00Z,fat burn,1
2024-01-02T03:01:00Z,fat burn,1
2024-01-02T04:28:00Z,fat burn,1
2024-01-02T04:29:00Z,fat burn,1
2024-01-02T04:45:00Z,fat burn,1
2024-01-02T04:46:00Z,fat burn,1
2024-01-02T04:48:00Z,fat burn,1
2024-01-02T04:49:00Z,fat burn,1
2024-01-02T04:51:00Z,fat burn,1
2024-01-02T04:52:00Z,fat burn,1
2024-01-02T04:53:00Z,fat burn,1
2024-01-02T04:54:00Z,fat burn,1
2024-01-02T04:55:00Z,fat burn,1
2024-01-02T04:56:00Z,fat burn,1
2024-01-02T04:57:00Z,fat burn,1
2024-01-02T04:58:00Z,fat burn,1
2024-01-02T04:59:00Z,fat burn,1
2024-01-02T05:00:00Z,fat burn,1
2024-01-02T05:01:00Z,fat burn,1
2024-01-02T05:02:00Z,fat burn,1
2024-01-02T05:03:00Z,fat burn,1
2024-01-02T05:04:00Z,fat burn,1
2024-01-02T05:05:00Z,fat burn,1
2024-01-02T12:05:00Z,fat burn,1
2024-01-02T12:11:00Z,fat burn,1
2024-01-04T04:15:00Z,fat burn,1
2024-01-06T00:18:00Z,cardio,2
2024-01-06T00:19:00Z,cardio,2
2024-01-06T00:20:00Z,fat burn,1
2024-01-06T00:21:00Z,cardio,2
2024-01-06T00:22:00Z,cardio,2
2024-01-06T00:23:00Z,cardio,2
2024-01-06T00:24:00Z,cardio,2
2024-01-06T00:25:00Z,cardio,2
2024-01-06T00:26:00Z,cardio,2
2024-01-06T00:27:00Z,cardio,2
2024-01-06T00:28:00Z,fat burn,1
2024-01-06T00:29:00Z,cardio,2
2024-01-06T00:30:00Z,cardio,2
2024-01-06T00:31:00Z,cardio,2
2024-01-06T00:32:00Z,cardio,2
2024-01-06T00:33:00Z,cardio,2
2024-01-06T00:34:00Z,fat burn,1
2024-01-06T00:37:00Z,fat burn,1
2024-01-06T00:38:00Z,cardio,2
2024-01-06T00:39:00Z,fat burn,1
2024-01-06T00:40:00Z,cardio,2
2024-01-06T00:41:00Z,fat burn,1
2024-01-06T00:43:00Z,fat burn,1
2024-01-06T00:44:00Z,fat burn,1
2024-01-06T00:45:00Z,fat burn,1
2024-01-06T00:46:00Z,cardio,2
2024-01-06T00:47:00Z,fat burn,1
2024-01-06T00:49:00Z,fat burn,1
