timestamp,floors
2023-09-06T08:17:00Z,1
2023-09-12T13:29:00Z,1
2023-09-12T13:59:00Z,1
2023-09-13T13:15:00Z,1
2023-09-13T14:04:00Z,1
2023-09-13T14:05:00Z,1
2023-09-13T14:07:00Z,1
2023-09-14T19:26:00Z,1
2023-09-14T20:03:00Z,2
2023-09-14T23:59:00Z,1
2023-09-15T00:00:00Z,2
2023-09-17T02:58:00Z,1
2023-09-17T17:54:00Z,1
2023-09-18T15:45:00Z,1
2023-09-18T18:43:00Z,1
2023-09-18T18:44:00Z,1
2023-09-18T18:47:00Z,1
2023-09-19T00:03:00Z,1
2023-09-19T00:19:00Z,1
2023-09-19T01:54:00Z,1
2023-09-19T14:41:00Z,1
2023-09-19T17:36:00Z,2
2023-09-19T20:35:00Z,1
2023-09-19T23:35:00Z,1
2023-09-19T23:49:00Z,2
2023-09-20T01:33:00Z,1
2023-09-20T03:57:00Z,1
2023-09-20T18:54:00Z,1
2023-09-20T20:17:00Z,1
2023-09-20T20:46:00Z,1
2023-09-20T20:47:00Z,1
2023-09-20T23:45:00Z,2
2023-09-21T02:12:00Z,2
2023-09-22T13:32:00Z,1
2023-09-22T16:32:00Z,1
2023-09-22T16:33:00Z,1
2023-09-22T16:36:00Z,1
2023-09-22T16:41:00Z,1
2023-09-22T17:47:00Z,1
2023-09-22T18:05:00Z,1
2023-09-22T18:44:00Z,1
2023-09-23T14:51:00Z,1
2023-09-23T14:54:00Z,1
2023-09-23T15:30:00Z,1
2023-09-23T15:32:00Z,1
2023-09-23T15:33:00Z,1
2023-09-25T15:00:00Z,1
2023-09-25T18:11:00Z,2
2023-09-26T14:53:00Z,1
2023-09-26T17:03:00Z,1
2023-09-27T21:20:00Z,1
2023-09-27T21:21:00Z,1
2023-09-28T05:02:00Z,1
2023-09-28T14:04:00Z,1
2023-09-28T15:26:00Z,2
2023-09-28T15:57:00Z,1
2023-09-28T21:02:00Z,1
2023-09-28T22:18:00Z,1
2023-09-29T01:47:00Z,1
2023-09-29T13:40:00Z,1
2023-09-29T16:41:00Z,1
2023-09-29T17:59:00Z,1
2023-09-29T18:40:00Z,1
2023-09-29T19:10:00Z,1
2023-09-29T19:16:00Z,1
2023-09-29T23:53:00Z,1
2023-09-30T01:56:00Z,1
2023-09-30T01:58:00Z,1
2023-09-30T02:02:00Z,1
2023-09-30T02:07:00Z,1
2023-09-30T02:09:00Z,1
