timestamp,ground contact time
2025-05-30T22:56:41Z,337
2025-05-30T22:56:46Z,335
2025-05-30T22:56:51Z,329
2025-05-30T22:56:56Z,329
2025-05-30T22:57:27Z,312
2025-05-30T22:57:32Z,315
2025-05-30T22:57:37Z,312
2025-05-30T22:57:42Z,311
2025-05-30T22:57:47Z,302
2025-05-30T22:57:52Z,295
2025-05-30T22:57:57Z,291
2025-05-30T22:58:02Z,294
2025-05-30T22:58:07Z,297
2025-05-30T22:58:12Z,297
2025-05-30T22:58:17Z,295
2025-05-30T22:58:22Z,300
2025-05-30T22:58:27Z,301
2025-05-30T22:58:32Z,303
2025-05-30T22:58:37Z,301
2025-05-30T22:58:42Z,301
2025-05-30T22:58:47Z,300
2025-05-30T22:58:52Z,297
2025-05-30T22:58:57Z,295
2025-05-30T22:59:02Z,292
2025-05-30T22:59:07Z,290
2025-05-30T22:59:12Z,288
2025-05-30T22:59:17Z,295
2025-05-30T22:59:22Z,300
2025-05-30T22:59:27Z,304
2025-05-30T22:59:32Z,300
2025-05-30T22:59:37Z,299
2025-05-30T22:59:42Z,298
2025-05-30T22:59:47Z,301
2025-05-30T22:59:52Z,296
2025-05-30T22:59:57Z,293
2025-05-30T23:00:02Z,296
2025-05-30T23:00:07Z,298
2025-05-30T23:00:12Z,298
2025-05-30T23:00:17Z,293
2025-05-30T23:00:22Z,291
2025-05-30T23:00:27Z,292
2025-05-30T23:00:32Z,294
2025-05-30T23:00:37Z,294
2025-05-30T23:00:42Z,294
2025-05-30T23:00:47Z,292
2025-05-30T23:00:52Z,295
2025-05-30T23:00:57Z,292
2025-05-30T23:01:02Z,288
2025-05-30T23:01:07Z,285
2025-05-30T23:01:13Z,288
2025-05-30T23:01:18Z,289
2025-05-30T23:01:22Z,291
2025-05-30T23:01:27Z,292
2025-05-30T23:01:32Z,296
2025-05-30T23:01:37Z,303
2025-05-30T23:01:42Z,300
2025-05-30T23:01:47Z,293
2025-05-30T23:01:52Z,285
2025-05-30T23:01:57Z,284
2025-05-30T23:02:02Z,290
2025-05-30T23:02:07Z,294
2025-05-30T23:02:12Z,296
2025-05-30T23:02:17Z,295
2025-05-30T23:02:22Z,291
2025-05-30T23:02:27Z,306
2025-05-30T23:02:32Z,304
2025-05-30T23:02:37Z,307
2025-05-30T23:02:42Z,294
2025-05-30T23:02:47Z,294
2025-05-30T23:02:52Z,294
2025-05-30T23:02:57Z,293
2025-05-30T23:03:02Z,297
2025-05-30T23:03:07Z,297
2025-05-30T23:03:12Z,297
2025-05-30T23:03:17Z,292
2025-05-30T23:03:22Z,291
2025-05-30T23:03:27Z,288
2025-05-30T23:03:32Z,292
2025-05-30T23:03:37Z,288
2025-05-30T23:03:42Z,301
2025-05-30T23:03:47Z,301
2025-05-30T23:03:52Z,305
2025-05-30T23:03:57Z,289
2025-05-30T23:04:02Z,285
2025-05-30T23:04:07Z,288
2025-05-30T23:04:12Z,291
2025-05-30T23:04:17Z,291
2025-05-30T23:04:22Z,286
2025-05-30T23:04:27Z,279
2025-05-30T23:04:32Z,274
2025-05-30T23:04:37Z,271
2025-05-30T23:04:42Z,271
2025-05-30T23:04:47Z,271
2025-05-30T23:04:52Z,271
2025-05-30T23:04:57Z,270
2025-05-30T23:05:02Z,273
2025-05-30T23:05:07Z,271
2025-05-30T23:05:13Z,273
2025-05-30T23:05:18Z,276
2025-05-30T23:05:23Z,279
