timestamp,workout,background,total
2025-08-01T12:59:00Z,0.0,0.25,0.25
2025-08-01T14:15:00Z,0.0,0.35,0.35
2025-08-01T16:30:00Z,0.0,0.29,0.29
2025-08-01T21:57:00Z,0.0,0.26,0.26
2025-08-02T00:28:00Z,0.0,0.29,0.29
2025-08-02T00:39:00Z,0.0,0.83,0.83
2025-08-02T00:40:00Z,0.0,0.35,0.35
2025-08-02T00:41:00Z,0.0,0.89,0.89
2025-08-02T00:42:00Z,0.0,2.88,2.88
2025-08-02T00:43:00Z,0.0,1.02,1.02
2025-08-02T00:44:00Z,0.0,0.3,0.3
2025-08-02T00:45:00Z,0.0,0.25,0.25
2025-08-02T00:46:00Z,0.0,0.29,0.29
2025-08-02T00:47:00Z,0.0,0.35,0.35
2025-08-02T00:48:00Z,0.0,0.37,0.37
2025-08-02T00:49:00Z,0.0,0.35,0.35
2025-08-02T00:50:00Z,0.0,1.02,1.02
2025-08-02T00:51:00Z,0.0,0.35,0.35
2025-08-02T00:52:00Z,0.0,0.59,0.59
2025-08-02T00:53:00Z,0.0,0.3,0.3
2025-08-02T00:54:00Z,0.0,0.89,0.89
2025-08-02T00:55:00Z,0.0,0.63,0.63
2025-08-02T00:56:00Z,0.0,0.61,0.61
2025-08-02T00:57:00Z,0.0,0.59,0.59
2025-08-02T00:58:00Z,0.0,0.65,0.65
2025-08-02T00:59:00Z,0.0,0.7,0.7
2025-08-02T01:00:00Z,0.0,0.26,0.26
2025-08-02T01:01:00Z,0.0,1.35,1.35
2025-08-02T01:02:00Z,0.0,0.59,0.59
2025-08-02T01:03:00Z,0.0,0.34,0.34
2025-08-02T01:04:00Z,0.0,0.63,0.63
2025-08-02T01:05:00Z,0.0,0.26,0.26
2025-08-02T01:06:00Z,0.0,1.05,1.05
2025-08-02T01:07:00Z,0.0,0.75,0.75
2025-08-02T01:08:00Z,0.0,0.59,0.59
2025-08-02T01:09:00Z,0.0,0.7,0.7
2025-08-02T01:10:00Z,0.0,0.56,0.56
2025-08-02T01:11:00Z,0.0,0.75,0.75
2025-08-02T01:12:00Z,0.0,0.7,0.7
2025-08-02T01:13:00Z,0.0,0.95,0.95
2025-08-02T01:14:00Z,0.0,0.81,0.81
2025-08-02T01:15:00Z,0.0,0.63,0.63
2025-08-02T01:16:00Z,0.0,0.61,0.61
2025-08-02T01:17:00Z,0.0,0.86,0.86
2025-08-02T01:18:00Z,0.0,0.65,0.65
2025-08-02T01:19:00Z,0.0,0.89,0.89
2025-08-02T01:20:00Z,0.0,0.56,0.56
2025-08-02T01:21:00Z,0.0,0.61,0.61
2025-08-02T01:22:00Z,0.0,0.7,0.7
2025-08-02T01:23:00Z,0.0,0.81,0.81
2025-08-02T01:24:00Z,0.0,1.02,1.02
2025-08-02T01:25:00Z,0.0,0.68,0.68
2025-08-02T01:26:00Z,0.0,0.63,0.63
2025-08-02T01:27:00Z,0.0,0.63,0.63
2025-08-02T01:28:00Z,0.0,0.59,0.59
2025-08-02T01:29:00Z,0.0,0.29,0.29
2025-08-02T01:31:00Z,0.0,0.24,0.24
2025-08-02T01:32:00Z,0.0,0.23,0.23
2025-08-02T01:33:00Z,0.0,0.29,0.29
2025-08-02T01:34:00Z,0.0,0.24,0.24
2025-08-02T01:35:00Z,0.0,0.26,0.26
2025-08-02T01:44:00Z,0.0,0.25,0.25
2025-08-02T01:53:00Z,0.0,0.23,0.23
2025-08-02T06:29:00Z,0.0,0.33,0.33
2025-08-02T13:15:00Z,0.0,0.23,0.23
2025-08-02T14:13:00Z,0.0,0.24,0.24
2025-08-02T14:22:00Z,0.0,0.28,0.28
2025-08-02T14:48:00Z,0.0,0.23,0.23
2025-08-02T15:00:00Z,0.0,0.28,0.28
2025-08-02T15:01:00Z,0.0,0.98,0.98
2025-08-02T15:02:00Z,0.0,0.75,0.75
2025-08-02T15:03:00Z,0.0,0.25,0.25
2025-08-02T15:04:00Z,0.0,0.26,0.26
2025-08-02T15:05:00Z,0.0,0.59,0.59
2025-08-02T15:06:00Z,0.0,0.81,0.81
2025-08-02T15:07:00Z,0.0,0.26,0.26
2025-08-02T15:28:00Z,0.0,0.29,0.29
2025-08-02T15:29:00Z,0.0,0.24,0.24
2025-08-02T16:47:00Z,0.0,0.25,0.25
2025-08-02T22:56:00Z,0.0,0.26,0.26
2025-08-02T23:50:00Z,0.0,0.24,0.24
2025-08-03T01:21:00Z,0.0,0.34,0.34
2025-08-03T01:22:00Z,0.0,0.25,0.25
2025-08-03T01:46:00Z,0.0,0.23,0.23
2025-08-03T01:53:00Z,0.0,0.24,0.24
