timestamp,heart rate zone,total minutes
2024-03-01T09:44:00Z,fat burn,1
2024-03-01T09:45:00Z,fat burn,1
2024-03-01T09:47:00Z,fat burn,1
2024-03-01T09:49:00Z,fat burn,1
2024-03-01T09:51:00Z,fat burn,1
2024-03-01T09:56:00Z,fat burn,1
2024-03-01T09:58:00Z,fat burn,1
2024-03-01T09:59:00Z,fat burn,1
2024-03-01T10:01:00Z,fat burn,1
2024-03-01T10:02:00Z,fat burn,1
2024-03-01T10:05:00Z,fat burn,1
2024-03-01T10:09:00Z,fat burn,1
2024-03-01T10:12:00Z,fat burn,1
2024-03-01T10:20:00Z,fat burn,1
2024-03-01T10:21:00Z,fat burn,1
2024-03-01T10:22:00Z,fat burn,1
2024-03-01T10:23:00Z,fat burn,1
2024-03-02T08:09:00Z,fat burn,1
2024-03-02T08:10:00Z,cardio,2
2024-03-02T08:11:00Z,cardio,2
2024-03-02T08:12:00Z,cardio,2
2024-03-02T08:13:00Z,fat burn,1
2024-03-02T08:14:00Z,fat burn,1
2024-03-02T08:15:00Z,fat burn,1
2024-03-02T08:16:00Z,cardio,2
2024-03-02T08:17:00Z,cardio,2
2024-03-02T08:18:00Z,cardio,2
2024-03-02T08:19:00Z,cardio,2
2024-03-02T08:20:00Z,cardio,2
2024-03-02T08:21:00Z,cardio,2
2024-03-02T08:22:00Z,cardio,2
2024-03-02T08:23:00Z,cardio,2
2024-03-02T08:24:00Z,peak,2
2024-03-02T08:25:00Z,peak,2
2024-03-02T08:26:00Z,peak,2
2024-03-02T08:27:00Z,cardio,2
2024-03-02T08:28:00Z,fat burn,1
2024-03-02T08:29:00Z,fat burn,1
2024-03-02T08:30:00Z,fat burn,1
2024-03-02T08:31:00Z,cardio,2
2024-03-02T08:32:00Z,fat burn,1
2024-03-02T08:33:00Z,cardio,2
2024-03-02T08:34:00Z,fat burn,1
2024-03-02T08:35:00Z,fat burn,1
2024-03-02T08:36:00Z,fat burn,1
2024-03-02T08:37:00Z,cardio,2
2024-03-02T08:38:00Z,fat burn,1
2024-03-02T08:39:00Z,fat burn,1
2024-03-02T08:40:00Z,fat burn,1
2024-03-02T08:41:00Z,fat burn,1
2024-03-02T08:42:00Z,fat burn,1
2024-03-02T08:43:00Z,cardio,2
2024-03-02T08:44:00Z,cardio,2
2024-03-02T08:45:00Z,cardio,2
2024-03-02T08:46:00Z,cardio,2
2024-03-02T08:47:00Z,cardio,2
2024-03-02T08:48:00Z,cardio,2
2024-03-02T08:49:00Z,cardio,2
2024-03-02T08:50:00Z,cardio,2
2024-03-02T08:51:00Z,cardio,2
2024-03-02T08:52:00Z,fat burn,1
2024-03-02T08:53:00Z,fat burn,1
2024-03-02T08:54:00Z,fat burn,1
2024-03-02T08:55:00Z,cardio,2
2024-03-02T08:56:00Z,cardio,2
2024-03-02T08:57:00Z,fat burn,1
2024-03-02T08:58:00Z,fat burn,1
2024-03-02T09:01:00Z,fat burn,1
2024-03-02T09:02:00Z,fat burn,1
2024-03-02T09:03:00Z,cardio,2
2024-03-02T09:04:00Z,cardio,2
2024-03-02T09:05:00Z,cardio,2
2024-03-02T09:06:00Z,cardio,2
2024-03-02T09:07:00Z,fat burn,1
2024-03-02T09:08:00Z,fat burn,1
2024-03-02T09:09:00Z,fat burn,1
2024-03-02T09:10:00Z,fat burn,1
2024-03-02T09:11:00Z,cardio,2
2024-03-02T09:12:00Z,cardio,2
2024-03-02T09:13:00Z,cardio,2
2024-03-02T09:14:00Z,cardio,2
2024-03-02T09:15:00Z,cardio,2
2024-03-02T09:16:00Z,fat burn,1
2024-03-02T09:17:00Z,fat burn,1
2024-03-02T09:18:00Z,fat burn,1
2024-03-02T09:19:00Z,fat burn,1
2024-03-02T09:23:00Z,fat burn,1
2024-03-02T09:24:00Z,fat burn,1
2024-03-02T09:26:00Z,fat burn,1
2024-03-02T09:27:00Z,fat burn,1
2024-03-03T09:34:00Z,cardio,2
2024-03-03T09:35:00Z,cardio,2
2024-03-03T09:36:00Z,cardio,2
2024-03-03T09:37:00Z,cardio,2
2024-03-03T09:38:00Z,peak,2
2024-03-03T09:39:00Z,peak,2
2024-03-03T09:40:00Z,peak,2
2024-03-03T09:41:00Z,peak,2
2024-03-03T09:42:00Z,cardio,2
2024-03-03T09:43:00Z,cardio,2
2024-03-03T09:44:00Z,cardio,2
2024-03-03T09:45:00Z,fat burn,1
2024-03-03T09:46:00Z,cardio,2
2024-03-03T09:47:00Z,cardio,2
2024-03-03T09:48:00Z,cardio,2
2024-03-03T09:49:00Z,cardio,2
2024-03-03T09:50:00Z,cardio,2
2024-03-03T09:51:00Z,cardio,2
2024-03-03T09:52:00Z,cardio,2
2024-03-03T09:53:00Z,cardio,2
2024-03-03T09:54:00Z,cardio,2
2024-03-03T09:55:00Z,cardio,2
2024-03-03T09:56:00Z,cardio,2
2024-03-03T09:57:00Z,cardio,2
2024-03-03T09:58:00Z,cardio,2
2024-03-03T09:59:00Z,peak,2
2024-03-03T10:00:00Z,peak,2
2024-03-03T10:01:00Z,peak,2
2024-03-03T10:02:00Z,cardio,2
2024-03-03T10:03:00Z,cardio,2
2024-03-03T10:04:00Z,fat burn,1
2024-03-03T10:05:00Z,fat burn,1
2024-03-03T10:06:00Z,fat burn,1
2024-03-03T10:07:00Z,fat burn,1
2024-03-03T10:08:00Z,fat burn,1
2024-03-03T10:09:00Z,fat burn,1
2024-03-04T09:43:00Z,fat burn,1
2024-03-04T09:44:00Z,cardio,2
2024-03-04T09:45:00Z,fat burn,1
2024-03-04T09:46:00Z,fat burn,1
2024-03-04T09:47:00Z,fat burn,1
2024-03-04T09:48:00Z,fat burn,1
2024-03-04T09:49:00Z,fat burn,1
2024-03-04T09:50:00Z,fat burn,1
2024-03-04T09:51:00Z,fat burn,1
2024-03-04T09:52:00Z,fat burn,1
2024-03-04T09:53:00Z,fat burn,1
2024-03-04T09:54:00Z,fat burn,1
2024-03-04T09:55:00Z,fat burn,1
2024-03-04T09:56:00Z,fat burn,1
2024-03-04T09:57:00Z,fat burn,1
2024-03-04T09:58:00Z,fat burn,1
2024-03-04T09:59:00Z,fat burn,1
2024-03-04T10:00:00Z,cardio,2
2024-03-04T10:01:00Z,fat burn,1
2024-03-04T10:02:00Z,fat burn,1
2024-03-04T10:03:00Z,fat burn,1
2024-03-04T10:04:00Z,fat burn,1
2024-03-04T10:05:00Z,fat burn,1
2024-03-04T10:09:00Z,fat burn,1
2024-03-04T10:11:00Z,fat burn,1
2024-03-04T10:12:00Z,fat burn,1
2024-03-04T10:13:00Z,fat burn,1
2024-03-04T10:14:00Z,fat burn,1
2024-03-04T10:16:00Z,fat burn,1
2024-03-04T10:17:00Z,fat burn,1
2024-03-04T10:18:00Z,fat burn,1
2024-03-04T10:19:00Z,fat burn,1
2024-03-04T10:20:00Z,fat burn,1
2024-03-04T10:21:00Z,fat burn,1
2024-03-04T10:22:00Z,fat burn,1
2024-03-04T10:23:00Z,cardio,2
2024-03-04T10:24:00Z,cardio,2
