timestamp,oxygen saturation percentage
2025-02-01T04:42:19Z,97.2
2025-02-01T04:43:19Z,97.0
2025-02-01T04:44:19Z,96.8
2025-02-01T04:45:19Z,96.9
2025-02-01T04:48:19Z,97.2
2025-02-01T04:49:19Z,96.3
2025-02-01T04:52:19Z,95.6
2025-02-01T04:53:19Z,94.7
2025-02-01T04:54:19Z,94.4
2025-02-01T04:55:19Z,94.1
2025-02-01T04:56:19Z,94.0
2025-02-01T04:57:19Z,93.3
2025-02-01T04:58:19Z,94.8
2025-02-01T04:59:19Z,95.1
2025-02-01T05:00:19Z,94.9
2025-02-01T05:01:19Z,95.0
2025-02-01T05:02:19Z,94.7
2025-02-01T05:03:19Z,94.2
2025-02-01T05:05:19Z,94.6
2025-02-01T05:06:19Z,95.1
2025-02-01T05:07:19Z,95.3
2025-02-01T05:08:19Z,95.5
2025-02-01T05:09:19Z,95.5
2025-02-01T05:10:19Z,95.5
2025-02-01T05:11:19Z,95.7
2025-02-01T05:12:19Z,96.0
2025-02-01T05:13:19Z,96.5
2025-02-01T05:14:19Z,96.9
2025-02-01T05:15:19Z,97.1
2025-02-01T05:16:19Z,97.1
2025-02-01T05:17:19Z,97.0
2025-02-01T05:18:19Z,97.0
2025-02-01T05:19:19Z,97.1
2025-02-01T05:20:19Z,97.1
2025-02-01T05:21:19Z,96.9
2025-02-01T05:22:19Z,96.7
2025-02-01T05:24:19Z,95.9
2025-02-01T05:25:19Z,94.9
2025-02-01T05:26:19Z,94.5
2025-02-01T05:27:19Z,94.2
2025-02-01T05:28:19Z,93.5
2025-02-01T05:29:19Z,93.4
2025-02-01T05:30:19Z,93.2
2025-02-01T05:32:19Z,93.0
2025-02-01T05:33:19Z,93.2
2025-02-01T05:34:19Z,93.3
2025-02-01T05:35:19Z,93.4
2025-02-01T05:38:19Z,92.4
2025-02-01T05:46:19Z,94.3
2025-02-01T05:47:19Z,95.5
2025-02-01T05:48:19Z,94.2
2025-02-01T05:49:19Z,95.5
2025-02-01T05:50:19Z,94.4
2025-02-01T05:51:19Z,94.5
2025-02-01T05:52:19Z,93.9
2025-02-01T05:53:19Z,94.6
2025-02-01T05:54:19Z,95.1
2025-02-01T05:55:19Z,93.0
2025-02-01T05:56:19Z,93.1
2025-02-01T05:57:19Z,92.4
2025-02-01T05:58:19Z,93.5
2025-02-01T05:59:19Z,93.9
2025-02-01T06:00:19Z,93.8
2025-02-01T06:01:19Z,94.7
2025-02-01T06:02:19Z,95.0
2025-02-01T06:03:19Z,95.2
2025-02-01T06:04:19Z,94.0
2025-02-01T06:05:19Z,94.7
2025-02-01T06:06:19Z,95.3
2025-02-01T06:07:19Z,95.7
2025-02-01T06:08:19Z,95.4
2025-02-01T06:09:19Z,95.5
2025-02-01T06:10:19Z,95.9
2025-02-01T06:11:19Z,94.8
2025-02-01T06:12:19Z,95.9
2025-02-01T06:15:19Z,95.4
2025-02-01T06:16:19Z,94.6
2025-02-01T06:17:19Z,94.7
2025-02-01T06:18:19Z,94.6
2025-02-01T06:19:19Z,94.8
2025-02-01T06:20:19Z,94.8
2025-02-01T06:21:19Z,94.7
2025-02-01T06:23:19Z,95.2
2025-02-01T06:24:19Z,95.1
2025-02-01T06:26:19Z,94.8
2025-02-01T06:27:19Z,94.3
2025-02-01T06:29:19Z,94.1
2025-02-01T06:30:19Z,94.2
2025-02-01T06:31:19Z,94.1
2025-02-01T06:32:19Z,94.2
2025-02-01T06:34:19Z,93.1
2025-02-01T06:35:19Z,92.6
2025-02-01T06:36:19Z,91.2
2025-02-01T06:37:19Z,93.2
2025-02-01T06:39:19Z,93.1
2025-02-01T06:40:19Z,93.0
2025-02-01T06:41:19Z,91.8
2025-02-01T06:42:19Z,92.5
2025-02-01T06:43:19Z,93.1
2025-02-01T06:45:19Z,93.0
2025-02-01T06:46:19Z,91.9
2025-02-01T06:47:19Z,92.3
2025-02-01T06:48:19Z,92.2
2025-02-01T06:49:19Z,92.3
2025-02-01T06:50:19Z,92.5
2025-02-01T06:51:19Z,92.9
2025-02-01T06:52:19Z,93.2
2025-02-01T06:53:19Z,93.2
2025-02-01T06:54:19Z,93.3
2025-02-01T06:55:19Z,93.6
2025-02-01T06:56:19Z,93.5
2025-02-01T06:57:19Z,93.6
