timestamp,steps,distance millimeters,altitude gain millimeters
2024-05-23T11:18:38Z,4,1380,0
2024-05-23T11:18:39Z,2,1430,0
2024-05-23T11:18:40Z,3,3240,0
2024-05-23T11:18:41Z,3,1710,-914
2024-05-23T11:18:42Z,3,2710,-914
2024-05-23T11:18:43Z,3,1840,-1524
2024-05-23T11:18:44Z,2,2760,-1828
2024-05-23T11:18:45Z,3,1790,-1219
2024-05-23T11:18:46Z,3,2760,1219
2024-05-23T11:18:47Z,3,2760,609
2024-05-23T11:18:48Z,3,2760,-914
2024-05-23T11:18:49Z,3,2760,-304
2024-05-23T11:18:50Z,3,2820,304
2024-05-23T11:18:51Z,3,2760,1219
2024-05-23T11:18:52Z,2,2760,609
2024-05-23T11:18:53Z,3,2760,-609
2024-05-23T11:18:54Z,3,2760,0
2024-05-23T11:18:55Z,3,2820,0
2024-05-23T11:18:56Z,3,1840,0
2024-05-23T11:18:57Z,3,1840,0
2024-05-23T11:18:58Z,3,3760,-914
2024-05-23T11:18:59Z,2,1920,0
2024-05-23T11:19:00Z,3,3840,0
2024-05-23T11:19:01Z,3,2880,-609
2024-05-23T11:19:02Z,3,2880,-609
2024-05-23T11:19:03Z,3,1920,0
2024-05-23T11:19:04Z,3,2940,0
2024-05-23T11:19:05Z,3,2880,0
2024-05-23T11:19:06Z,3,2940,609
2024-05-23T11:19:07Z,2,2900,609
2024-05-23T11:19:08Z,3,2880,609
2024-05-23T11:19:09Z,3,2880,0
2024-05-23T11:19:10Z,3,2880,-609
2024-05-23T11:19:11Z,3,2900,0
2024-05-23T11:19:12Z,3,2920,609
2024-05-23T11:19:13Z,3,1940,304
2024-05-23T11:19:14Z,3,2940,-1219
2024-05-23T11:19:15Z,2,1980,-1524
2024-05-23T11:19:16Z,3,3960,0
2024-05-23T11:19:17Z,3,1980,0
2024-05-23T11:19:18Z,3,2960,-304
2024-05-23T11:19:19Z,3,2940,0
2024-05-23T11:19:20Z,3,3930,0
2024-05-23T11:19:21Z,3,1960,609
2024-05-23T11:19:22Z,3,3920,609
2024-05-23T11:19:23Z,3,2950,0
2024-05-23T11:19:24Z,3,2950,0
2024-05-23T11:19:25Z,3,2950,-304
2024-05-23T11:19:26Z,3,2940,-304
2024-05-23T11:19:27Z,3,2940,0
2024-05-23T11:19:28Z,2,2940,-609
2024-05-23T11:19:29Z,3,2950,609
2024-05-23T11:19:30Z,3,990,0
2024-05-23T11:19:31Z,3,2940,0
2024-05-23T11:19:32Z,3,2940,0
2024-05-23T11:19:33Z,3,2940,0
2024-05-23T11:19:34Z,3,2940,0
2024-05-23T11:19:35Z,3,2950,0
2024-05-23T11:19:36Z,3,2950,0
2024-05-23T11:19:37Z,3,2950,-304
2024-05-23T11:19:38Z,3,2950,1219
2024-05-23T11:19:39Z,2,2960,0
2024-05-23T11:19:40Z,3,3960,914
2024-05-23T11:19:41Z,3,2970,304
2024-05-23T11:19:42Z,3,1980,304
2024-05-23T11:19:43Z,3,2970,0
2024-05-23T11:19:44Z,3,2970,914
2024-05-23T11:19:45Z,3,2970,304
2024-05-23T11:19:46Z,3,2970,0
2024-05-23T11:19:47Z,3,2970,304
2024-05-23T11:19:48Z,3,2970,0
2024-05-23T11:19:49Z,3,2970,0
2024-05-23T11:19:50Z,3,2970,0
2024-05-23T11:19:51Z,3,3960,0
2024-05-23T11:19:52Z,3,1980,0
2024-05-23T11:19:53Z,3,1980,0
2024-05-23T11:19:54Z,3,2970,0
2024-05-23T11:19:55Z,3,2970,0
2024-05-23T11:19:56Z,3,2970,0
2024-05-23T11:19:57Z,3,2970,0
2024-05-23T11:19:58Z,3,2970,304
2024-05-23T11:19:59Z,3,3960,0
2024-05-23T11:20:00Z,3,2970,0
2024-05-23T11:20:01Z,3,2970,0
2024-05-23T11:20:02Z,3,2970,0
2024-05-23T11:20:03Z,3,2970,0
2024-05-23T11:20:04Z,3,2970,0
2024-05-23T11:20:05Z,3,3960,0
2024-05-23T11:20:06Z,3,1020,0
2024-05-23T11:20:07Z,3,3060,0
2024-05-23T11:20:08Z,3,3060,0
