timestamp,gain
2024-02-01T01:14:00Z,3048
2024-02-01T02:23:00Z,3048
2024-02-02T02:39:00Z,3048
2024-02-02T05:38:00Z,3048
2024-02-02T07:15:00Z,3048
2024-02-02T07:26:00Z,3048
2024-02-05T09:52:00Z,3048
2024-02-05T10:23:00Z,3048
2024-02-06T03:26:00Z,3048
2024-02-07T10:28:00Z,6096
2024-02-07T15:16:00Z,3048
2024-02-08T02:54:00Z,3048
2024-02-08T02:57:00Z,3048
2024-02-08T03:43:00Z,3048
2024-02-08T12:58:00Z,3048
2024-02-09T04:30:00Z,3048
2024-02-09T04:31:00Z,3048
2024-02-09T05:15:00Z,3048
2024-02-09T05:32:00Z,3048
2024-02-09T06:30:00Z,3048
2024-02-09T06:33:00Z,3048
2024-02-09T06:35:00Z,3048
2024-02-09T06:42:00Z,3048
2024-02-09T16:06:00Z,3048
2024-02-09T17:31:00Z,3048
2024-02-10T04:37:00Z,3048
2024-02-10T05:01:00Z,3048
2024-02-10T11:41:00Z,3048
2024-02-12T15:20:00Z,3048
2024-02-13T00:45:00Z,3048
2024-02-15T07:39:00Z,3048
2024-02-15T09:00:00Z,3048
2024-02-16T09:25:00Z,3048
2024-02-16T10:18:00Z,3048
2024-02-16T11:45:00Z,3048
2024-02-17T01:33:00Z,3048
2024-02-17T01:51:00Z,3048
2024-02-17T11:48:00Z,3048
2024-02-17T14:39:00Z,3048
2024-02-17T15:01:00Z,3048
2024-02-17T16:06:00Z,3048
2024-02-17T16:07:00Z,3048
2024-02-17T16:50:00Z,3048
2024-02-18T03:42:00Z,3048
2024-02-18T04:08:00Z,3048
2024-02-18T04:31:00Z,3048
2024-02-18T06:01:00Z,3048
2024-02-18T11:58:00Z,3048
2024-02-18T14:21:00Z,3048
2024-02-18T14:52:00Z,3048
2024-02-20T01:30:00Z,3048
2024-02-22T00:45:00Z,3048
2024-02-22T01:56:00Z,3048
2024-02-22T03:18:00Z,3048
2024-02-22T03:35:00Z,3048
2024-02-22T06:24:00Z,3048
2024-02-22T10:36:00Z,3048
2024-02-22T16:55:00Z,3048
2024-02-23T01:51:00Z,3048
2024-02-23T02:43:00Z,3048
2024-02-23T06:53:00Z,3048
2024-02-23T08:42:00Z,3048
2024-02-23T08:43:00Z,3048
2024-02-23T08:45:00Z,3048
2024-02-23T08:57:00Z,3048
2024-02-23T08:58:00Z,3048
2024-02-23T08:59:00Z,3048
2024-02-23T09:03:00Z,3048
2024-02-23T09:08:00Z,6096
2024-02-23T09:13:00Z,6096
2024-02-23T09:23:00Z,9144
2024-02-23T11:02:00Z,3048
2024-02-26T10:24:00Z,3048
2024-02-26T10:46:00Z,3048
