timestamp,vertical oscillation
2025-08-08T00:40:39Z,6.7
2025-08-08T00:40:44Z,7.2
2025-08-08T00:40:49Z,7.0
2025-08-08T00:40:54Z,7.3
2025-08-08T00:40:59Z,6.9
2025-08-08T00:41:05Z,6.8
2025-08-08T00:41:09Z,6.4
2025-08-08T00:41:14Z,6.5
2025-08-08T00:41:19Z,6.3
2025-08-08T00:41:24Z,6.4
2025-08-08T00:41:29Z,6.5
2025-08-08T00:41:34Z,6.5
2025-08-08T00:41:39Z,6.3
2025-08-08T00:41:44Z,6.1
2025-08-08T00:41:49Z,6.2
2025-08-08T00:41:54Z,6.2
2025-08-08T00:41:59Z,6.3
2025-08-08T00:42:04Z,6.1
2025-08-08T00:42:09Z,6.2
2025-08-08T00:42:14Z,6.3
2025-08-08T00:42:19Z,6.5
2025-08-08T00:42:24Z,6.5
2025-08-08T00:42:29Z,6.3
2025-08-08T00:42:34Z,6.3
2025-08-08T00:42:39Z,6.3
2025-08-08T00:42:44Z,6.4
2025-08-08T00:42:49Z,6.3
2025-08-08T00:42:54Z,6.2
2025-08-08T00:42:59Z,6.0
2025-08-08T00:43:04Z,6.0
2025-08-08T00:43:09Z,6.0
2025-08-08T00:43:14Z,6.1
2025-08-08T00:43:19Z,6.2
2025-08-08T00:43:24Z,6.3
2025-08-08T00:43:29Z,6.3
2025-08-08T00:43:34Z,6.2
2025-08-08T00:43:39Z,6.1
2025-08-08T00:43:44Z,6.2
2025-08-08T00:43:49Z,6.4
2025-08-08T00:43:54Z,6.4
2025-08-08T00:43:59Z,6.3
2025-08-08T00:44:04Z,6.2
2025-08-08T00:44:09Z,6.4
2025-08-08T00:44:14Z,7.5
2025-08-08T00:44:19Z,8.8
2025-08-08T00:44:24Z,8.5
2025-08-08T00:44:29Z,7.4
2025-08-08T00:44:34Z,6.0
2025-08-08T00:44:40Z,6.0
2025-08-08T00:44:45Z,6.0
2025-08-08T00:44:50Z,6.0
2025-08-08T00:44:55Z,6.2
2025-08-08T00:45:00Z,6.0
2025-08-08T00:45:05Z,6.0
2025-08-08T00:45:10Z,5.8
2025-08-08T00:45:15Z,5.8
2025-08-08T00:45:20Z,5.8
2025-08-08T00:45:25Z,5.8
2025-08-08T00:45:30Z,5.8
2025-08-08T00:45:34Z,5.6
2025-08-08T00:45:39Z,5.5
2025-08-08T00:45:44Z,5.5
2025-08-08T00:45:49Z,5.7
2025-08-08T00:45:54Z,5.9
2025-08-08T00:45:59Z,5.9
2025-08-08T00:46:04Z,5.9
2025-08-08T00:46:09Z,6.0
2025-08-08T00:46:14Z,6.0
2025-08-08T00:46:19Z,5.8
2025-08-08T00:46:24Z,5.4
2025-08-08T00:46:29Z,5.4
2025-08-08T00:46:34Z,5.4
2025-08-08T00:46:39Z,5.4
2025-08-08T00:46:44Z,5.4
2025-08-08T00:46:49Z,5.4
2025-08-08T00:46:54Z,5.5
2025-08-08T00:46:59Z,5.4
2025-08-08T00:47:04Z,5.4
2025-08-08T00:47:09Z,5.3
2025-08-08T00:47:14Z,5.4
2025-08-08T00:47:19Z,6.3
2025-08-08T00:47:24Z,7.7
2025-08-08T00:47:29Z,7.7
2025-08-08T00:47:34Z,7.2
2025-08-08T00:47:39Z,6.1
2025-08-08T00:47:44Z,6.3
2025-08-08T00:47:49Z,6.1
2025-08-08T00:47:54Z,6.0
2025-08-08T00:47:59Z,5.9
2025-08-08T00:48:04Z,5.9
2025-08-08T00:48:09Z,6.0
2025-08-08T00:48:14Z,5.9
2025-08-08T00:48:19Z,6.5
2025-08-08T00:48:24Z,7.9
