timestamp,workout,background,total
2025-03-01T00:37:00Z,0.0,0.25,0.25
2025-03-01T00:40:00Z,0.0,0.3,0.3
2025-03-01T00:45:00Z,0.0,0.33,0.33
2025-03-01T00:46:00Z,0.0,0.89,0.89
2025-03-01T00:47:00Z,0.0,0.86,0.86
2025-03-01T00:48:00Z,0.0,0.62,0.62
2025-03-01T00:49:00Z,0.0,0.33,0.33
2025-03-01T00:50:00Z,0.0,0.29,0.29
2025-03-01T01:06:00Z,0.0,0.24,0.24
2025-03-01T01:07:00Z,0.0,0.24,0.24
2025-03-01T01:08:00Z,0.0,0.36,0.36
2025-03-01T01:09:00Z,0.0,0.66,0.66
2025-03-01T01:10:00Z,0.0,0.27,0.27
2025-03-01T01:11:00Z,0.67,0.0,0.67
2025-03-01T01:12:00Z,0.71,0.0,0.71
2025-03-01T01:13:00Z,0.67,0.0,0.67
2025-03-01T01:14:00Z,0.95,0.0,0.95
2025-03-01T01:15:00Z,0.96,0.0,0.96
2025-03-01T01:16:00Z,0.96,0.0,0.96
2025-03-01T01:17:00Z,1.18,0.0,1.18
2025-03-01T01:18:00Z,1.06,0.0,1.06
2025-03-01T01:19:00Z,1.45,0.0,1.45
2025-03-01T01:20:00Z,1.26,0.0,1.26
2025-03-01T01:21:00Z,0.87,0.0,0.87
2025-03-01T01:22:00Z,0.89,0.0,0.89
2025-03-01T01:23:00Z,1.26,0.0,1.26
2025-03-01T01:24:00Z,1.06,0.0,1.06
2025-03-01T01:25:00Z,1.17,0.0,1.17
2025-03-01T01:26:00Z,0.94,0.0,0.94
2025-03-01T01:27:00Z,1.04,0.0,1.04
2025-03-01T01:28:00Z,0.93,0.0,0.93
2025-03-01T01:29:00Z,1.08,0.0,1.08
2025-03-01T01:30:00Z,1.1399,0.0,1.1399
2025-03-01T01:31:00Z,1.29,0.0,1.29
2025-03-01T01:32:00Z,0.82,0.0,0.82
2025-03-01T01:33:00Z,0.71,0.0,0.71
2025-03-01T01:34:00Z,0.64,0.0,0.64
2025-03-01T01:35:00Z,0.31,0.0,0.31
2025-03-01T01:36:00Z,0.73,0.0,0.73
2025-03-01T01:37:00Z,0.73,0.0,0.73
2025-03-01T01:38:00Z,0.78,0.0,0.78
