timestamp,beats per minute
2024-01-08T00:46:04Z,31.0
2024-01-08T00:46:09Z,77.0
2024-01-08T00:46:14Z,70.0
2024-01-08T00:46:19Z,65.0
2024-01-08T00:46:29Z,64.0
2024-01-08T00:46:34Z,66.0
2024-01-08T00:46:39Z,71.0
2024-01-08T00:46:44Z,79.0
2024-01-08T00:46:49Z,84.0
2024-01-08T00:46:54Z,81.0
2024-01-08T00:47:09Z,83.0
2024-01-08T00:47:14Z,84.0
2024-01-08T00:47:19Z,82.0
2024-01-08T00:47:24Z,81.0
2024-01-08T00:47:29Z,83.0
2024-01-08T00:47:34Z,87.0
2024-01-08T00:47:44Z,83.0
2024-01-08T00:47:49Z,85.0
2024-01-08T00:47:54Z,86.0
2024-01-08T00:47:59Z,85.0
2024-01-08T00:48:04Z,86.0
2024-01-08T00:48:14Z,84.0
2024-01-08T00:48:24Z,83.0
2024-01-08T00:48:34Z,80.0
2024-01-08T00:48:39Z,79.0
2024-01-08T00:48:44Z,81.0
2024-01-08T00:48:49Z,84.0
2024-01-08T00:48:59Z,80.0
2024-01-08T00:49:14Z,80.0
2024-01-08T00:49:19Z,79.0
2024-01-08T00:49:29Z,77.0
2024-01-08T00:49:44Z,78.0
2024-01-08T00:49:49Z,79.0
2024-01-08T00:49:54Z,80.0
2024-01-08T00:49:59Z,81.0
2024-01-08T00:50:09Z,78.0
2024-01-08T00:50:19Z,81.0
2024-01-08T00:50:24Z,85.0
2024-01-08T00:50:29Z,86.0
2024-01-08T00:50:34Z,84.0
2024-01-08T00:50:40Z,83.0
2024-01-08T00:50:50Z,82.0
2024-01-08T00:50:55Z,83.0
2024-01-08T00:51:01Z,85.0
2024-01-08T00:51:16Z,86.0
2024-01-08T00:51:21Z,85.0
2024-01-08T00:51:31Z,83.0
2024-01-08T00:51:41Z,86.0
2024-01-08T00:51:46Z,87.0
2024-01-08T00:51:51Z,84.0
2024-01-08T00:52:01Z,83.0
2024-01-08T00:52:06Z,79.0
2024-01-08T00:52:11Z,77.0
2024-01-08T00:52:16Z,74.0
2024-01-08T00:52:21Z,73.0
2024-01-08T00:52:26Z,75.0
2024-01-08T00:52:31Z,79.0
2024-01-08T00:52:36Z,81.0
2024-01-08T00:52:41Z,79.0
2024-01-08T00:52:51Z,78.0
2024-01-08T00:52:56Z,79.0
2024-01-08T00:53:01Z,81.0
2024-01-08T00:53:06Z,82.0
2024-01-08T00:53:11Z,83.0
2024-01-08T00:53:21Z,84.0
2024-01-08T00:53:26Z,87.0
2024-01-08T00:53:31Z,91.0
2024-01-08T00:53:36Z,89.0
2024-01-08T00:53:41Z,90.0
2024-01-08T00:53:51Z,91.0
2024-01-08T00:53:56Z,89.0
2024-01-08T00:54:02Z,84.0
2024-01-08T00:54:07Z,81.0
2024-01-08T00:54:12Z,83.0
2024-01-08T00:54:17Z,84.0
2024-01-08T00:54:22Z,83.0
2024-01-08T00:54:27Z,82.0
2024-01-08T00:54:32Z,81.0
2024-01-08T00:54:37Z,82.0
2024-01-08T00:54:42Z,83.0
2024-01-08T00:54:47Z,80.0
2024-01-08T00:54:52Z,81.0
2024-01-08T00:54:57Z,83.0
2024-01-08T00:55:02Z,84.0
2024-01-08T00:55:07Z,85.0
2024-01-08T00:55:12Z,86.0
2024-01-08T00:55:22Z,89.0
2024-01-08T00:55:37Z,90.0
2024-01-08T00:55:42Z,89.0
2024-01-08T00:55:47Z,87.0
2024-01-08T00:55:57Z,89.0
2024-01-08T00:56:02Z,92.0
2024-01-08T00:56:07Z,94.0
2024-01-08T00:56:17Z,96.0
2024-01-08T00:56:27Z,95.0
2024-01-08T00:56:32Z,92.0
2024-01-08T00:56:37Z,89.0
2024-01-08T00:56:42Z,86.0
2024-01-08T00:56:47Z,85.0
2024-01-08T00:56:57Z,86.0
2024-01-08T00:57:02Z,85.0
2024-01-08T00:57:07Z,83.0
2024-01-08T00:57:12Z,81.0
2024-01-08T00:57:17Z,77.0
2024-01-08T00:57:22Z,75.0
2024-01-08T00:57:32Z,73.0
2024-01-08T00:57:37Z,72.0
2024-01-08T00:57:42Z,71.0
2024-01-08T00:57:47Z,69.0
2024-01-08T00:57:52Z,67.0
2024-01-08T00:57:58Z,66.0
2024-01-08T00:58:08Z,67.0
2024-01-08T00:58:13Z,68.0
2024-01-08T00:58:23Z,67.0
2024-01-08T00:58:33Z,68.0
2024-01-08T00:58:38Z,69.0
2024-01-08T00:58:43Z,70.0
2024-01-08T00:58:48Z,71.0
2024-01-08T00:58:58Z,70.0
2024-01-08T00:59:03Z,69.0
2024-01-08T00:59:08Z,68.0
2024-01-08T00:59:13Z,67.0
2024-01-08T00:59:18Z,66.0
2024-01-08T00:59:28Z,65.0
2024-01-08T00:59:38Z,64.0
2024-01-08T00:59:53Z,64.0
2024-01-08T00:59:58Z,65.0
2024-01-08T01:00:03Z,66.0
2024-01-08T01:00:13Z,67.0
2024-01-08T01:00:18Z,66.0
2024-01-08T01:00:33Z,66.0
2024-01-08T01:00:38Z,67.0
2024-01-08T01:00:43Z,66.0
2024-01-08T01:00:48Z,68.0
2024-01-08T01:00:53Z,70.0
2024-01-08T01:00:58Z,69.0
2024-01-08T01:01:03Z,68.0
2024-01-08T01:01:08Z,69.0
2024-01-08T01:01:18Z,70.0
2024-01-08T01:01:23Z,69.0
2024-01-08T01:01:28Z,70.0
2024-01-08T01:01:33Z,71.0
2024-01-08T01:01:38Z,70.0
2024-01-08T01:01:43Z,72.0
2024-01-08T01:01:48Z,73.0
2024-01-08T01:01:53Z,74.0
2024-01-08T01:01:58Z,72.0
2024-01-08T01:02:08Z,68.0
2024-01-08T01:02:13Z,64.0
2024-01-08T01:02:23Z,63.0
2024-01-08T01:02:28Z,60.0
2024-01-08T01:02:38Z,62.0
2024-01-08T01:02:43Z,65.0
2024-01-08T01:02:48Z,66.0
2024-01-08T01:03:03Z,68.0
2024-01-08T01:03:08Z,69.0
2024-01-08T01:03:13Z,70.0
2024-01-08T01:03:18Z,71.0
2024-01-08T01:03:23Z,72.0
2024-01-08T01:03:33Z,74.0
2024-01-08T01:03:38Z,75.0
2024-01-08T01:03:48Z,74.0
2024-01-08T01:03:53Z,73.0
2024-01-08T01:03:58Z,72.0
2024-01-08T01:04:03Z,74.0
2024-01-08T01:04:08Z,76.0
2024-01-08T01:04:13Z,75.0
2024-01-08T01:04:18Z,73.0
2024-01-08T01:04:23Z,72.0
2024-01-08T01:04:28Z,73.0
2024-01-08T01:04:33Z,75.0
2024-01-08T01:04:43Z,77.0
2024-01-08T01:04:48Z,79.0
2024-01-08T01:04:58Z,81.0
2024-01-08T01:05:03Z,82.0
2024-01-08T01:05:08Z,81.0
2024-01-08T01:05:23Z,80.0
2024-01-08T01:05:38Z,80.0
2024-01-08T01:05:43Z,81.0
2024-01-08T01:05:53Z,82.0
2024-01-08T01:06:03Z,80.0
2024-01-08T01:06:08Z,79.0
2024-01-08T01:06:13Z,76.0
2024-01-08T01:06:18Z,73.0
2024-01-08T01:06:28Z,76.0
2024-01-08T01:06:33Z,78.0
2024-01-08T01:06:38Z,75.0
2024-01-08T01:06:43Z,74.0
2024-01-08T01:06:48Z,72.0
2024-01-08T01:06:53Z,70.0
2024-01-08T01:06:58Z,69.0
2024-01-08T01:07:03Z,70.0
2024-01-08T01:07:08Z,73.0
2024-01-08T01:07:13Z,75.0
2024-01-08T01:07:18Z,77.0
2024-01-08T01:07:28Z,76.0
2024-01-08T01:07:38Z,74.0
2024-01-08T01:07:48Z,76.0
2024-01-08T01:07:58Z,75.0
2024-01-08T01:08:08Z,71.0
2024-01-08T01:08:13Z,70.0
2024-01-08T01:08:18Z,70.0
2024-01-08T01:08:23Z,72.0
2024-01-08T01:08:28Z,74.0
2024-01-08T01:08:33Z,73.0
2024-01-08T01:08:38Z,72.0
2024-01-08T01:08:48Z,71.0
2024-01-08T01:08:53Z,70.0
2024-01-08T01:08:58Z,69.0
2024-01-08T01:09:03Z,68.0
2024-01-08T01:09:08Z,68.0
2024-01-08T01:09:13Z,70.0
2024-01-08T01:09:18Z,72.0
2024-01-08T01:09:23Z,69.0
2024-01-08T01:09:28Z,67.0
2024-01-08T01:09:33Z,66.0
2024-01-08T01:09:38Z,69.0
2024-01-08T01:09:43Z,69.0
2024-01-08T01:09:48Z,68.0
2024-01-08T01:09:53Z,69.0
2024-01-08T01:09:58Z,72.0
2024-01-08T01:10:03Z,75.0
2024-01-08T01:10:08Z,74.0
2024-01-08T01:10:13Z,72.0
2024-01-08T01:10:18Z,69.0
2024-01-08T01:10:23Z,66.0
2024-01-08T01:10:28Z,64.0
2024-01-08T01:10:43Z,62.0
2024-01-08T01:10:48Z,64.0
2024-01-08T01:10:53Z,68.0
2024-01-08T01:10:58Z,69.0
2024-01-08T01:11:03Z,70.0
2024-01-08T01:11:08Z,69.0
2024-01-08T01:11:18Z,70.0
2024-01-08T01:11:28Z,68.0
2024-01-08T01:11:33Z,66.0
2024-01-08T01:11:38Z,65.0
2024-01-08T01:11:43Z,66.0
2024-01-08T01:11:48Z,68.0
2024-01-08T01:11:53Z,69.0
2024-01-08T01:11:58Z,71.0
2024-01-08T01:12:08Z,68.0
2024-01-08T01:12:13Z,66.0
2024-01-08T01:12:23Z,65.0
2024-01-08T01:12:28Z,64.0
2024-01-08T01:12:33Z,64.0
2024-01-08T01:12:38Z,66.0
2024-01-08T01:12:43Z,65.0
2024-01-08T01:12:48Z,67.0
2024-01-08T01:12:53Z,66.0
2024-01-08T01:12:58Z,65.0
2024-01-08T01:13:03Z,64.0
2024-01-08T01:13:08Z,65.0
2024-01-08T01:13:13Z,67.0
2024-01-08T01:13:18Z,69.0
2024-01-08T01:13:23Z,68.0
2024-01-08T01:13:28Z,66.0
2024-01-08T01:13:43Z,65.0
2024-01-08T01:13:48Z,67.0
2024-01-08T01:13:53Z,69.0
2024-01-08T01:13:58Z,72.0
2024-01-08T01:14:03Z,77.0
2024-01-08T01:14:13Z,75.0
2024-01-08T01:14:18Z,73.0
2024-01-08T01:14:28Z,74.0
2024-01-08T01:14:33Z,77.0
2024-01-08T01:14:38Z,81.0
2024-01-08T01:14:43Z,82.0
2024-01-08T01:14:58Z,82.0
2024-01-08T01:15:03Z,83.0
2024-01-08T01:15:08Z,81.0
2024-01-08T01:15:23Z,81.0
2024-01-08T01:15:28Z,81.0
2024-01-08T01:15:33Z,82.0
2024-01-08T01:15:38Z,85.0
2024-01-08T01:15:48Z,84.0
2024-01-08T01:16:03Z,85.0
2024-01-08T01:16:13Z,84.0
2024-01-08T01:16:18Z,82.0
2024-01-08T01:16:23Z,79.0
2024-01-08T01:16:28Z,75.0
2024-01-08T01:16:33Z,71.0
2024-01-08T01:16:38Z,70.0
2024-01-08T01:16:43Z,68.0
2024-01-08T01:16:53Z,67.0
2024-01-08T01:16:58Z,65.0
2024-01-08T01:17:03Z,59.0
2024-01-08T01:17:08Z,57.0
2024-01-08T01:17:13Z,61.0
2024-01-08T01:17:18Z,62.0
2024-01-08T01:17:23Z,61.0
2024-01-08T01:17:28Z,60.0
2024-01-08T01:17:33Z,59.0
2024-01-08T01:17:38Z,60.0
2024-01-08T01:17:43Z,64.0
2024-01-08T01:17:48Z,68.0
2024-01-08T01:17:53Z,70.0
2024-01-08T01:17:58Z,69.0
2024-01-08T01:18:03Z,67.0
2024-01-08T01:18:08Z,67.0
2024-01-08T01:18:18Z,68.0
2024-01-08T01:18:28Z,66.0
2024-01-08T01:18:33Z,65.0
2024-01-08T01:18:43Z,66.0
2024-01-08T01:18:48Z,68.0
2024-01-08T01:18:53Z,71.0
2024-01-08T01:19:03Z,70.0
2024-01-08T01:19:08Z,71.0
2024-01-08T01:19:13Z,72.0
2024-01-08T01:19:18Z,73.0
2024-01-08T01:19:23Z,74.0
2024-01-08T01:19:28Z,75.0
2024-01-08T01:19:33Z,77.0
2024-01-08T01:19:48Z,77.0
2024-01-08T01:19:53Z,75.0
2024-01-08T01:20:03Z,72.0
2024-01-08T01:20:08Z,73.0
2024-01-08T01:20:13Z,71.0
2024-01-08T01:20:18Z,67.0
2024-01-08T01:20:28Z,68.0
2024-01-08T01:20:33Z,71.0
2024-01-08T01:20:43Z,70.0
2024-01-08T01:20:48Z,71.0
2024-01-08T01:21:03Z,73.0
2024-01-08T01:21:08Z,75.0
2024-01-08T01:21:13Z,78.0
2024-01-08T01:21:18Z,80.0
2024-01-08T01:21:23Z,82.0
2024-01-08T01:21:28Z,78.0
2024-01-08T01:21:33Z,76.0
2024-01-08T01:21:38Z,77.0
2024-01-08T01:21:53Z,77.0
2024-01-08T01:21:58Z,76.0
2024-01-08T01:22:08Z,77.0
2024-01-08T01:22:13Z,78.0
2024-01-08T01:22:18Z,77.0
2024-01-08T01:22:33Z,77.0
2024-01-08T01:22:38Z,78.0
2024-01-08T01:22:43Z,76.0
2024-01-08T01:22:48Z,74.0
2024-01-08T01:23:03Z,74.0
2024-01-08T01:23:13Z,75.0
2024-01-08T01:23:18Z,76.0
2024-01-08T01:23:33Z,77.0
