timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds
2025-03-05T22:00:00Z,74.602,0.0
2025-03-05T22:05:00Z,71.023,0.0
2025-03-05T22:10:00Z,61.896,0.0
2025-03-05T22:15:00Z,65.772,0.0
2025-03-05T22:20:00Z,65.918,0.0
2025-03-05T22:25:00Z,58.39,0.0
2025-03-05T22:30:00Z,52.904,0.0
2025-03-05T22:35:00Z,48.274,0.0
2025-03-05T22:40:00Z,54.423,0.0
2025-03-05T22:45:00Z,49.123,0.0
2025-03-05T22:50:00Z,53.944,0.0
2025-03-05T22:55:00Z,61.001,0.0
2025-03-05T23:10:00Z,45.621,0.0
2025-03-05T23:15:00Z,46.558,0.0
2025-03-05T23:20:00Z,50.629,0.0
2025-03-05T23:25:00Z,40.936,0.0
2025-03-05T23:30:00Z,20.913,0.0
2025-03-05T23:35:00Z,26.664,0.0
2025-03-05T23:40:00Z,44.656,0.0
2025-03-05T23:45:00Z,52.592,0.0
2025-03-05T23:50:00Z,64.284,0.0
2025-03-05T23:55:00Z,56.299,0.0
2025-03-06T00:00:00Z,59.082,0.0
2025-03-06T00:05:00Z,51.0,0.0
2025-03-06T00:10:00Z,54.804,0.0
2025-03-06T00:15:00Z,42.666,0.0
2025-03-06T00:20:00Z,40.555,0.0
2025-03-06T00:25:00Z,51.079,0.0
2025-03-06T00:30:00Z,52.5,0.0
2025-03-06T00:35:00Z,42.008,0.0
2025-03-06T00:40:00Z,39.748,0.0
2025-03-06T00:45:00Z,32.693,0.0
2025-03-06T00:50:00Z,46.119,0.0
2025-03-06T00:55:00Z,34.513,0.0
2025-03-06T01:00:00Z,45.776,0.0
2025-03-06T01:05:00Z,41.669,0.0
2025-03-06T01:10:00Z,39.549,0.0
2025-03-06T01:15:00Z,19.981,0.0
2025-03-06T01:20:00Z,23.569,0.0
2025-03-06T01:25:00Z,30.743,0.0
2025-03-06T01:30:00Z,18.276,0.0
2025-03-06T01:35:00Z,20.257,0.0
2025-03-06T01:40:00Z,26.865,0.0
2025-03-06T01:45:00Z,33.084,0.0
2025-03-06T01:50:00Z,33.684,0.0
2025-03-06T01:55:00Z,34.267,0.0
2025-03-06T02:00:00Z,33.88,0.0
2025-03-06T02:05:00Z,38.112,0.0
2025-03-06T02:10:00Z,39.96,0.0
2025-03-06T02:15:00Z,48.654,0.0
2025-03-06T02:20:00Z,41.046,0.0
2025-03-06T02:25:00Z,43.902,0.0
2025-03-06T02:30:00Z,36.454,0.0
2025-03-06T02:35:00Z,38.582,0.0
2025-03-06T02:40:00Z,32.829,0.0
2025-03-06T02:45:00Z,42.703,0.0
2025-03-06T02:50:00Z,51.897,0.0
2025-03-06T02:55:00Z,33.834,0.0
2025-03-06T03:00:00Z,23.101,0.0
2025-03-06T03:05:00Z,34.655,0.0
2025-03-06T03:10:00Z,35.019,0.0
2025-03-06T03:15:00Z,35.184,0.0
2025-03-06T03:40:00Z,29.24,0.0
2025-03-06T03:45:00Z,30.958,0.0
2025-03-06T03:50:00Z,32.888,0.0
2025-03-06T03:55:00Z,45.049,0.0
2025-03-06T04:00:00Z,53.695,0.0
2025-03-06T04:05:00Z,51.201,0.0
