timestamp,temperature celsius
2025-07-29T00:00:00Z,36.83
2025-07-29T00:01:00Z,37.28
2025-07-29T00:02:00Z,36.64
2025-07-29T00:03:00Z,37.17
2025-07-29T00:04:00Z,37.28
2025-07-29T00:05:00Z,37.66
2025-07-29T00:06:00Z,37.15
2025-07-29T00:07:00Z,37.45
2025-07-29T00:08:00Z,37.46
2025-07-29T00:09:00Z,37.14
2025-07-29T00:10:00Z,36.71
2025-07-29T00:11:00Z,36.57
2025-07-29T00:12:00Z,36.39
2025-07-29T00:13:00Z,37.03
2025-07-29T00:14:00Z,36.75
2025-07-29T00:15:00Z,36.88
2025-07-29T00:16:00Z,37.28
2025-07-29T00:17:00Z,37.14
2025-07-29T00:18:00Z,36.87
2025-07-29T00:19:00Z,36.69
2025-07-29T00:20:00Z,36.42
2025-07-29T00:21:00Z,35.66
2025-07-29T00:22:00Z,35.33
2025-07-29T00:23:00Z,35.08
2025-07-29T11:58:00Z,30.57
2025-07-29T11:59:00Z,30.53
2025-07-29T12:00:00Z,30.5
2025-07-29T12:01:00Z,30.46
2025-07-29T12:02:00Z,30.43
2025-07-29T12:03:00Z,35.91
2025-07-29T12:04:00Z,35.93
2025-07-29T12:05:00Z,35.3
2025-07-29T12:06:00Z,34.91
2025-07-29T12:07:00Z,35.05
2025-07-29T12:08:00Z,34.91
2025-07-29T12:09:00Z,34.89
2025-07-29T12:10:00Z,34.89
2025-07-29T12:11:00Z,34.85
2025-07-29T12:12:00Z,34.83
2025-07-29T12:13:00Z,34.78
2025-07-29T12:14:00Z,34.88
2025-07-29T12:15:00Z,34.8
2025-07-29T12:16:00Z,34.76
2025-07-29T12:17:00Z,34.77
2025-07-29T12:18:00Z,34.76
2025-07-29T12:19:00Z,34.78
2025-07-29T12:20:00Z,34.78
2025-07-29T12:21:00Z,34.78
2025-07-29T12:22:00Z,34.79
2025-07-29T12:23:00Z,34.81
2025-07-29T12:24:00Z,34.86
2025-07-29T12:25:00Z,34.83
2025-07-29T12:26:00Z,34.81
2025-07-29T12:27:00Z,34.79
2025-07-29T12:28:00Z,34.84
2025-07-29T12:29:00Z,34.81
2025-07-29T12:30:00Z,34.95
2025-07-29T12:31:00Z,34.88
2025-07-29T12:32:00Z,34.8
2025-07-29T12:33:00Z,34.85
2025-07-29T12:34:00Z,34.78
2025-07-29T12:35:00Z,34.8
2025-07-29T12:36:00Z,34.71
2025-07-29T12:37:00Z,34.94
2025-07-29T12:38:00Z,34.82
2025-07-29T12:39:00Z,34.78
2025-07-29T12:40:00Z,34.74
2025-07-29T12:41:00Z,34.73
2025-07-29T12:42:00Z,34.69
2025-07-29T12:43:00Z,34.71
2025-07-29T12:44:00Z,34.67
2025-07-29T12:45:00Z,34.64
2025-07-29T12:46:00Z,34.48
2025-07-29T12:47:00Z,34.48
2025-07-29T12:48:00Z,34.46
2025-07-29T12:49:00Z,34.46
2025-07-29T12:50:00Z,34.43
2025-07-29T12:51:00Z,34.42
2025-07-29T12:52:00Z,34.42
