timestamp,steps,distance millimeters,altitude gain millimeters
2023-08-30T07:03:24Z,1,0,0
2023-08-30T07:03:25Z,3,3070,0
2023-08-30T07:03:26Z,2,720,0
2023-08-30T07:03:27Z,3,2500,0
2023-08-30T07:03:28Z,3,2950,0
2023-08-30T07:03:29Z,2,3140,0
2023-08-30T07:03:30Z,3,2120,0
2023-08-30T07:03:31Z,3,3160,0
2023-08-30T07:03:32Z,3,2110,0
2023-08-30T07:03:33Z,3,3210,0
2023-08-30T07:03:34Z,2,4350,0
2023-08-30T07:03:35Z,3,3210,0
2023-08-30T07:03:36Z,3,3180,0
2023-08-30T07:03:37Z,3,3180,0
2023-08-30T07:03:38Z,3,2200,0
2023-08-30T07:03:39Z,2,3270,-304
2023-08-30T07:03:40Z,3,3240,0
2023-08-30T07:03:41Z,3,3210,0
2023-08-30T07:03:42Z,3,3270,0
2023-08-30T07:03:43Z,2,1090,0
2023-08-30T07:03:44Z,3,4230,0
2023-08-30T07:03:45Z,3,3210,0
2023-08-30T07:03:46Z,3,2180,0
2023-08-30T07:03:47Z,3,3210,0
2023-08-30T07:03:48Z,2,3210,0
2023-08-30T07:03:49Z,3,3210,0
2023-08-30T07:03:50Z,3,3210,0
2023-08-30T07:03:51Z,3,3270,0
2023-08-30T07:03:52Z,2,1090,0
2023-08-30T07:03:53Z,3,3220,0
2023-08-30T07:03:54Z,3,3260,0
2023-08-30T07:03:55Z,3,3100,0
2023-08-30T07:03:56Z,2,3190,0
2023-08-30T07:03:57Z,3,3210,0
2023-08-30T07:03:58Z,3,3120,0
2023-08-30T07:03:59Z,3,3160,0
2023-08-30T07:04:00Z,3,3270,0
2023-08-30T07:04:01Z,2,2180,0
2023-08-30T07:04:02Z,3,2150,0
2023-08-30T07:04:03Z,3,3180,0
2023-08-30T07:04:04Z,3,3180,0
2023-08-30T07:04:05Z,2,2100,0
2023-08-30T07:04:06Z,3,3140,0
2023-08-30T07:04:07Z,3,3180,0
2023-08-30T07:04:08Z,3,3140,0
2023-08-30T07:04:09Z,2,3160,0
2023-08-30T07:04:10Z,3,3180,-304
2023-08-30T07:04:11Z,3,2120,0
2023-08-30T07:04:12Z,3,3240,0
2023-08-30T07:04:13Z,2,3120,0
2023-08-30T07:04:14Z,3,3160,0
2023-08-30T07:04:15Z,3,3160,0
2023-08-30T07:04:16Z,3,3260,0
2023-08-30T07:04:17Z,3,3330,0
2023-08-30T07:04:18Z,2,2150,0
2023-08-30T07:04:19Z,3,2180,0
2023-08-30T07:04:20Z,3,3240,0
2023-08-30T07:04:21Z,3,3180,0
2023-08-30T07:04:22Z,3,3210,0
2023-08-30T07:04:23Z,2,3210,0
2023-08-30T07:04:24Z,3,2180,0
2023-08-30T07:04:25Z,3,3290,0
2023-08-30T07:04:26Z,3,3210,0
2023-08-30T07:04:27Z,2,3180,0
2023-08-30T07:04:28Z,3,3160,0
2023-08-30T07:04:29Z,3,2120,0
2023-08-30T07:04:30Z,3,3160,0
2023-08-30T07:04:31Z,3,3210,0
2023-08-30T07:04:32Z,2,3210,0
2023-08-30T07:04:33Z,3,3240,0
2023-08-30T07:04:34Z,3,3210,0
2023-08-30T07:04:35Z,3,3310,0
2023-08-30T07:04:36Z,2,1090,0
2023-08-30T07:04:37Z,3,3180,0
2023-08-30T07:04:38Z,3,3240,0
2023-08-30T07:04:39Z,3,3210,0
2023-08-30T07:04:40Z,3,3160,0
2023-08-30T07:04:41Z,2,2080,0
2023-08-30T07:04:42Z,3,3270,0
2023-08-30T07:04:43Z,3,3210,0
2023-08-30T07:04:44Z,3,3260,0
2023-08-30T07:04:45Z,2,3330,0
2023-08-30T07:04:46Z,3,3140,0
2023-08-30T07:04:47Z,3,3160,0
2023-08-30T07:04:48Z,3,3210,0
2023-08-30T07:04:49Z,3,2150,0
2023-08-30T07:04:50Z,2,3160,0
2023-08-30T07:04:51Z,3,3210,0
2023-08-30T07:04:52Z,3,3260,0
2023-08-30T07:04:53Z,3,2120,0
2023-08-30T07:04:54Z,2,2120,0
2023-08-30T07:04:55Z,3,2150,0
2023-08-30T07:04:56Z,3,4360,0
2023-08-30T07:04:57Z,3,3180,0
2023-08-30T07:04:58Z,3,3290,0
2023-08-30T07:04:59Z,2,3240,0
2023-08-30T07:05:00Z,3,3310,0
2023-08-30T07:05:01Z,3,3180,0
2023-08-30T07:05:02Z,3,2180,0
2023-08-30T07:05:03Z,3,3270,0
2023-08-30T07:05:04Z,2,3210,0
2023-08-30T07:05:05Z,3,3240,0
2023-08-30T07:05:06Z,3,3240,0
2023-08-30T07:05:07Z,3,3180,0
2023-08-30T07:05:08Z,3,3210,0
2023-08-30T07:05:09Z,2,3290,0
2023-08-30T07:05:10Z,3,1090,0
2023-08-30T07:05:11Z,3,3270,0
2023-08-30T07:05:12Z,3,3310,0
2023-08-30T07:05:13Z,3,3310,0
2023-08-30T07:05:14Z,2,3270,0
2023-08-30T07:05:15Z,3,2180,0
2023-08-30T07:05:16Z,3,3190,0
2023-08-30T07:05:17Z,3,3160,0
2023-08-30T07:05:18Z,2,3180,0
2023-08-30T07:05:19Z,3,3240,0
2023-08-30T07:05:20Z,3,3240,0
2023-08-30T07:05:21Z,3,3270,0
2023-08-30T07:05:22Z,3,3290,0
2023-08-30T07:05:23Z,3,3310,0
2023-08-30T07:05:24Z,2,2220,0
2023-08-30T07:05:25Z,3,3310,0
2023-08-30T07:05:26Z,3,2120,0
2023-08-30T07:05:27Z,3,3240,0
2023-08-30T07:05:28Z,3,3270,0
2023-08-30T07:05:29Z,2,3270,0
2023-08-30T07:05:30Z,3,3270,0
2023-08-30T07:05:31Z,3,3180,-304
2023-08-30T07:05:32Z,3,3210,0
2023-08-30T07:05:33Z,2,2180,0
2023-08-30T07:05:34Z,3,3290,0
2023-08-30T07:05:35Z,3,3240,0
2023-08-30T07:05:36Z,3,3290,0
2023-08-30T07:05:37Z,3,3270,0
2023-08-30T07:05:38Z,2,3180,0
2023-08-30T07:05:39Z,3,3290,0
2023-08-30T07:05:40Z,3,1110,0
2023-08-30T07:05:41Z,3,3290,0
2023-08-30T07:05:42Z,3,3330,0
2023-08-30T07:05:43Z,3,3350,0
2023-08-30T07:05:44Z,2,3290,0
2023-08-30T07:05:45Z,3,3270,0
2023-08-30T07:05:46Z,3,3290,0
2023-08-30T07:05:47Z,3,2200,0
2023-08-30T07:05:48Z,3,3290,0
2023-08-30T07:05:49Z,3,3290,0
2023-08-30T07:05:50Z,2,3240,0
2023-08-30T07:05:51Z,3,3290,0
2023-08-30T07:05:52Z,3,3240,0
2023-08-30T07:05:53Z,3,3240,0
2023-08-30T07:05:54Z,3,3290,0
2023-08-30T07:05:55Z,2,2200,0
2023-08-30T07:05:56Z,3,2220,0
2023-08-30T07:05:57Z,3,3330,0
2023-08-30T07:05:58Z,3,3330,0
2023-08-30T07:05:59Z,3,3270,0
2023-08-30T07:06:00Z,2,3270,0
2023-08-30T07:06:01Z,3,2200,0
2023-08-30T07:06:02Z,3,3330,0
2023-08-30T07:06:03Z,3,3270,0
2023-08-30T07:06:04Z,3,3270,0
2023-08-30T07:06:05Z,3,3270,0
2023-08-30T07:06:06Z,2,3270,0
2023-08-30T07:06:07Z,3,3270,0
2023-08-30T07:06:08Z,3,3270,0
2023-08-30T07:06:09Z,3,2150,0
2023-08-30T07:06:10Z,2,3180,0
2023-08-30T07:06:11Z,3,3180,0
2023-08-30T07:06:12Z,3,3160,0
2023-08-30T07:06:13Z,3,2120,0
2023-08-30T07:06:14Z,3,2120,0
2023-08-30T07:06:15Z,2,3240,0
2023-08-30T07:06:16Z,3,3270,0
2023-08-30T07:06:17Z,3,3100,0
2023-08-30T07:06:18Z,3,3160,0
2023-08-30T07:06:19Z,2,3190,0
2023-08-30T07:06:20Z,3,3240,0
2023-08-30T07:06:21Z,3,3220,0
2023-08-30T07:06:22Z,3,2150,0
2023-08-30T07:06:23Z,2,3210,0
2023-08-30T07:06:24Z,3,2120,0
2023-08-30T07:06:25Z,3,4300,0
2023-08-30T07:06:26Z,3,2120,0
2023-08-30T07:06:27Z,3,3240,0
2023-08-30T07:06:28Z,2,3270,0
2023-08-30T07:06:29Z,3,3270,0
2023-08-30T07:06:30Z,3,3240,0
2023-08-30T07:06:31Z,3,1090,0
2023-08-30T07:06:32Z,3,3240,0
2023-08-30T07:06:33Z,2,3290,0
2023-08-30T07:06:34Z,3,3240,0
2023-08-30T07:06:35Z,3,3330,0
2023-08-30T07:06:36Z,3,3290,0
2023-08-30T07:06:37Z,3,3180,0
2023-08-30T07:06:38Z,2,3270,0
2023-08-30T07:06:39Z,3,3210,0
2023-08-30T07:06:40Z,3,2120,0
2023-08-30T07:06:41Z,3,3160,0
2023-08-30T07:06:42Z,2,3210,0
2023-08-30T07:06:43Z,3,3240,0
2023-08-30T07:06:44Z,3,3310,0
2023-08-30T07:06:45Z,3,3270,0
2023-08-30T07:06:46Z,3,3290,0
2023-08-30T07:06:47Z,3,3190,0
2023-08-30T07:06:48Z,2,1060,0
2023-08-30T07:06:49Z,3,3290,0
2023-08-30T07:06:50Z,3,3310,0
2023-08-30T07:06:51Z,3,3290,0
2023-08-30T07:06:52Z,3,3270,0
2023-08-30T07:06:53Z,2,2180,0
2023-08-30T07:06:54Z,3,3210,0
2023-08-30T07:06:55Z,3,3270,0
2023-08-30T07:06:56Z,3,3290,0
2023-08-30T07:06:57Z,3,3290,0
2023-08-30T07:06:58Z,2,3210,0
2023-08-30T07:06:59Z,3,3210,0
2023-08-30T07:07:00Z,3,3160,0
2023-08-30T07:07:01Z,3,3260,0
2023-08-30T07:07:02Z,2,2180,0
2023-08-30T07:07:03Z,3,3270,0
2023-08-30T07:07:04Z,3,3270,0
2023-08-30T07:07:05Z,3,2120,0
2023-08-30T07:07:06Z,3,2120,0
2023-08-30T07:07:07Z,2,3270,0
2023-08-30T07:07:08Z,3,3290,0
2023-08-30T07:07:09Z,3,3270,0
2023-08-30T07:07:10Z,3,3240,0
2023-08-30T07:07:11Z,2,3240,0
2023-08-30T07:07:12Z,3,3150,0
2023-08-30T07:07:13Z,3,2100,0
2023-08-30T07:07:14Z,1,1110,0
2023-08-30T07:07:15Z,0,2990,0
2023-08-30T07:07:16Z,0,0,0
2023-08-30T07:07:17Z,0,0,0
2023-08-30T07:07:18Z,0,0,0
2023-08-30T07:07:19Z,0,0,0
2023-08-30T07:07:20Z,0,0,0
2023-08-30T07:07:21Z,1,0,0
2023-08-30T07:07:22Z,2,0,0
2023-08-30T07:07:23Z,2,0,0
2023-08-30T07:07:24Z,2,0,0
2023-08-30T07:07:25Z,3,0,0
2023-08-30T07:07:26Z,2,3810,0
2023-08-30T07:07:27Z,2,4080,0
