timestamp,workout,background,total
2025-07-01T00:16:00Z,0.0,0.24,0.24
2025-07-01T01:36:00Z,0.0,0.28,0.28
2025-07-01T01:54:00Z,0.0,0.28,0.28
2025-07-01T06:17:00Z,0.0,0.23,0.23
2025-07-01T08:18:00Z,0.0,0.23,0.23
2025-07-01T08:19:00Z,0.0,0.35,0.35
2025-07-01T08:20:00Z,0.0,0.6899,0.6899
2025-07-01T08:21:00Z,0.6899,0.0,0.6899
2025-07-01T08:23:00Z,1.18,0.0,1.18
2025-07-01T08:26:00Z,0.26,0.0,0.26
2025-07-01T08:27:00Z,0.85,0.0,0.85
2025-07-01T08:28:00Z,1.18,0.0,1.18
2025-07-01T08:29:00Z,1.0,0.0,1.0
2025-07-01T08:30:00Z,0.37,0.0,0.37
2025-07-01T08:33:00Z,0.88,0.0,0.88
2025-07-01T08:34:00Z,0.34,0.0,0.34
2025-07-01T08:35:00Z,0.29,0.0,0.29
2025-07-01T08:36:00Z,0.71,0.0,0.71
2025-07-01T08:37:00Z,0.28,0.0,0.28
2025-07-01T08:38:00Z,0.91,0.0,0.91
2025-07-01T08:39:00Z,0.3,0.0,0.3
2025-07-01T08:40:00Z,1.3,0.0,1.3
2025-07-01T08:41:00Z,0.74,0.0,0.74
2025-07-01T08:42:00Z,0.59,0.0,0.59
2025-07-01T08:43:00Z,0.28,0.0,0.28
2025-07-01T08:44:00Z,0.85,0.0,0.85
2025-07-01T08:45:00Z,0.61,0.0,0.61
2025-07-01T08:46:00Z,0.37,0.0,0.37
2025-07-01T08:47:00Z,0.33,0.0,0.33
2025-07-01T08:48:00Z,0.66,0.0,0.66
2025-07-01T08:49:00Z,0.3,0.0,0.3
2025-07-01T08:50:00Z,0.34,0.0,0.34
2025-07-01T08:51:00Z,0.61,0.0,0.61
2025-07-01T08:52:00Z,0.28,0.0,0.28
2025-07-01T08:53:00Z,0.26,0.0,0.26
2025-07-01T08:54:00Z,0.24,0.0,0.24
2025-07-01T08:55:00Z,0.3,0.0,0.3
2025-07-01T08:56:00Z,0.91,0.0,0.91
2025-07-01T08:57:00Z,0.6899,0.0,0.6899
2025-07-01T08:58:00Z,0.29,0.0,0.29
2025-07-01T08:59:00Z,0.71,0.0,0.71
2025-07-01T09:00:00Z,0.28,0.0,0.28
2025-07-01T09:01:00Z,0.25,0.0,0.25
2025-07-01T09:02:00Z,0.28,0.0,0.28
2025-07-01T09:03:00Z,0.82,0.0,0.82
2025-07-01T09:04:00Z,0.3,0.0,0.3
2025-07-01T09:05:00Z,0.35,0.0,0.35
2025-07-01T09:06:00Z,0.61,0.0,0.61
2025-07-01T09:07:00Z,0.91,0.0,0.91
2025-07-01T09:08:00Z,0.33,0.0,0.33
2025-07-01T09:09:00Z,0.28,0.0,0.28
2025-07-01T09:10:00Z,0.34,0.0,0.34
2025-07-01T09:11:00Z,0.79,0.0,0.79
2025-07-01T09:12:00Z,0.35,0.0,0.35
2025-07-01T09:13:00Z,0.33,0.0,0.33
2025-07-01T09:14:00Z,1.22,0.0,1.22
2025-07-01T09:15:00Z,0.5699,0.0,0.5699
2025-07-01T09:16:00Z,0.33,0.0,0.33
2025-07-01T09:17:00Z,0.34,0.0,0.34
2025-07-01T09:18:00Z,0.31,0.0,0.31
2025-07-01T09:19:00Z,0.23,0.0,0.23
2025-07-01T09:20:00Z,0.29,0.0,0.29
2025-07-01T09:21:00Z,0.35,0.0,0.35
2025-07-01T09:22:00Z,0.23,0.0,0.23
2025-07-01T09:23:00Z,0.23,0.0,0.23
