timestamp,heart rate zone,total minutes
2024-07-01T17:08:00Z,fat burn,1
2024-07-02T11:24:00Z,fat burn,1
2024-07-02T11:25:00Z,cardio,2
2024-07-02T11:26:00Z,cardio,2
2024-07-02T11:27:00Z,cardio,2
2024-07-02T11:28:00Z,cardio,2
2024-07-02T11:29:00Z,cardio,2
2024-07-02T11:30:00Z,cardio,2
2024-07-02T11:31:00Z,cardio,2
2024-07-02T11:32:00Z,cardio,2
2024-07-02T11:33:00Z,cardio,2
2024-07-02T11:34:00Z,cardio,2
2024-07-02T11:35:00Z,peak,2
2024-07-02T11:36:00Z,peak,2
2024-07-02T11:37:00Z,cardio,2
2024-07-02T11:38:00Z,cardio,2
2024-07-02T11:39:00Z,cardio,2
2024-07-02T11:40:00Z,cardio,2
2024-07-02T11:41:00Z,cardio,2
2024-07-02T11:42:00Z,cardio,2
2024-07-02T11:43:00Z,cardio,2
2024-07-02T11:44:00Z,cardio,2
2024-07-02T11:45:00Z,cardio,2
2024-07-02T11:46:00Z,cardio,2
2024-07-02T11:47:00Z,cardio,2
2024-07-02T11:48:00Z,cardio,2
2024-07-02T11:49:00Z,cardio,2
2024-07-02T11:50:00Z,cardio,2
2024-07-02T11:51:00Z,cardio,2
2024-07-02T11:52:00Z,cardio,2
2024-07-02T11:53:00Z,peak,2
2024-07-02T11:54:00Z,peak,2
2024-07-02T11:55:00Z,cardio,2
2024-07-02T11:56:00Z,cardio,2
2024-07-02T11:57:00Z,fat burn,1
2024-07-02T11:58:00Z,fat burn,1
2024-07-02T11:59:00Z,fat burn,1
2024-07-02T12:00:00Z,fat burn,1
2024-07-02T12:01:00Z,fat burn,1
2024-07-02T12:02:00Z,fat burn,1
2024-07-02T12:03:00Z,fat burn,1
2024-07-02T12:04:00Z,cardio,2
2024-07-02T12:05:00Z,cardio,2
2024-07-02T12:06:00Z,cardio,2
2024-07-02T12:07:00Z,cardio,2
2024-07-02T12:08:00Z,cardio,2
2024-07-02T12:09:00Z,cardio,2
2024-07-02T12:10:00Z,cardio,2
2024-07-02T12:11:00Z,peak,2
2024-07-02T12:12:00Z,cardio,2
2024-07-02T12:13:00Z,cardio,2
2024-07-02T12:14:00Z,cardio,2
2024-07-02T12:15:00Z,cardio,2
2024-07-02T12:16:00Z,cardio,2
2024-07-02T12:17:00Z,fat burn,1
2024-07-02T12:18:00Z,cardio,2
2024-07-02T12:19:00Z,cardio,2
2024-07-02T12:20:00Z,cardio,2
2024-07-02T12:21:00Z,cardio,2
2024-07-02T12:22:00Z,cardio,2
2024-07-02T12:23:00Z,cardio,2
2024-07-02T12:24:00Z,cardio,2
2024-07-02T12:25:00Z,cardio,2
2024-07-02T12:26:00Z,cardio,2
2024-07-02T12:27:00Z,cardio,2
2024-07-02T12:28:00Z,cardio,2
2024-07-02T12:29:00Z,fat burn,1
2024-07-02T12:30:00Z,fat burn,1
2024-07-02T12:31:00Z,fat burn,1
2024-07-02T12:32:00Z,fat burn,1
2024-07-08T11:00:00Z,fat burn,1
2024-07-08T11:01:00Z,fat burn,1
2024-07-08T11:02:00Z,fat burn,1
2024-07-08T11:03:00Z,fat burn,1
2024-07-08T11:23:00Z,fat burn,1
2024-07-08T11:24:00Z,fat burn,1
2024-07-08T11:26:00Z,fat burn,1
2024-07-08T11:29:00Z,fat burn,1
2024-07-08T11:30:00Z,fat burn,1
2024-07-08T11:31:00Z,fat burn,1
2024-07-08T11:32:00Z,fat burn,1
2024-07-08T11:33:00Z,fat burn,1
2024-07-08T11:34:00Z,fat burn,1
2024-07-08T11:35:00Z,fat burn,1
2024-07-08T11:36:00Z,fat burn,1
2024-07-08T11:37:00Z,cardio,2
2024-07-08T11:38:00Z,fat burn,1
2024-07-08T11:39:00Z,fat burn,1
2024-07-08T11:40:00Z,fat burn,1
2024-07-08T11:41:00Z,fat burn,1
2024-07-08T11:42:00Z,fat burn,1
2024-07-08T11:43:00Z,fat burn,1
2024-07-08T11:44:00Z,fat burn,1
2024-07-08T11:45:00Z,fat burn,1
2024-07-08T11:46:00Z,cardio,2
2024-07-08T11:47:00Z,fat burn,1
2024-07-08T11:48:00Z,fat burn,1
2024-07-08T11:49:00Z,cardio,2
2024-07-08T11:50:00Z,fat burn,1
2024-07-08T11:51:00Z,fat burn,1
2024-07-08T11:52:00Z,cardio,2
2024-07-08T11:53:00Z,fat burn,1
2024-07-08T11:54:00Z,fat burn,1
2024-07-08T11:55:00Z,fat burn,1
2024-07-08T11:56:00Z,cardio,2
2024-07-08T11:57:00Z,fat burn,1
2024-07-08T11:58:00Z,fat burn,1
2024-07-08T11:59:00Z,fat burn,1
2024-07-08T12:00:00Z,fat burn,1
2024-07-08T12:01:00Z,cardio,2
2024-07-08T12:02:00Z,cardio,2
2024-07-08T12:03:00Z,cardio,2
2024-07-08T12:04:00Z,cardio,2
2024-07-08T12:05:00Z,cardio,2
2024-07-08T12:06:00Z,cardio,2
2024-07-08T12:07:00Z,cardio,2
2024-07-08T12:08:00Z,cardio,2
2024-07-08T12:09:00Z,cardio,2
2024-07-08T12:10:00Z,cardio,2
2024-07-08T12:11:00Z,cardio,2
2024-07-08T12:12:00Z,cardio,2
2024-07-08T12:13:00Z,fat burn,1
2024-07-08T12:14:00Z,fat burn,1
2024-07-08T12:15:00Z,fat burn,1
2024-07-08T12:16:00Z,fat burn,1
2024-07-09T11:20:00Z,fat burn,1
2024-07-09T11:21:00Z,fat burn,1
2024-07-09T11:22:00Z,cardio,2
2024-07-09T11:23:00Z,cardio,2
2024-07-09T11:24:00Z,cardio,2
2024-07-09T11:25:00Z,cardio,2
2024-07-09T11:26:00Z,cardio,2
2024-07-09T11:27:00Z,cardio,2
2024-07-09T11:28:00Z,cardio,2
2024-07-09T11:29:00Z,cardio,2
2024-07-09T11:30:00Z,cardio,2
2024-07-09T11:31:00Z,cardio,2
2024-07-09T11:32:00Z,cardio,2
2024-07-09T11:33:00Z,cardio,2
2024-07-09T11:34:00Z,cardio,2
2024-07-09T11:35:00Z,cardio,2
2024-07-09T11:36:00Z,cardio,2
2024-07-09T11:37:00Z,cardio,2
2024-07-09T11:38:00Z,cardio,2
2024-07-09T11:39:00Z,cardio,2
2024-07-09T11:40:00Z,cardio,2
2024-07-09T11:41:00Z,cardio,2
2024-07-09T11:42:00Z,cardio,2
2024-07-09T11:43:00Z,cardio,2
2024-07-09T11:44:00Z,cardio,2
2024-07-09T11:45:00Z,cardio,2
2024-07-09T11:46:00Z,cardio,2
2024-07-09T11:47:00Z,cardio,2
2024-07-09T11:48:00Z,cardio,2
2024-07-09T11:49:00Z,cardio,2
2024-07-09T11:50:00Z,cardio,2
2024-07-09T11:51:00Z,cardio,2
2024-07-09T11:52:00Z,cardio,2
2024-07-09T11:53:00Z,cardio,2
2024-07-09T11:54:00Z,cardio,2
2024-07-09T11:55:00Z,cardio,2
2024-07-09T11:56:00Z,cardio,2
2024-07-09T11:57:00Z,fat burn,1
2024-07-09T11:58:00Z,fat burn,1
2024-07-09T11:59:00Z,fat burn,1
2024-07-09T12:00:00Z,fat burn,1
2024-07-09T12:01:00Z,fat burn,1
2024-07-09T12:02:00Z,fat burn,1
2024-07-09T12:03:00Z,fat burn,1
2024-07-09T12:04:00Z,cardio,2
2024-07-09T12:05:00Z,cardio,2
2024-07-09T12:06:00Z,cardio,2
2024-07-09T12:07:00Z,cardio,2
2024-07-09T12:08:00Z,cardio,2
2024-07-09T12:09:00Z,cardio,2
2024-07-09T12:10:00Z,cardio,2
2024-07-09T12:11:00Z,cardio,2
2024-07-09T12:12:00Z,cardio,2
2024-07-09T12:13:00Z,cardio,2
2024-07-09T12:14:00Z,cardio,2
2024-07-09T12:15:00Z,cardio,2
2024-07-09T12:16:00Z,cardio,2
2024-07-09T12:17:00Z,cardio,2
2024-07-09T12:18:00Z,cardio,2
2024-07-09T12:19:00Z,cardio,2
2024-07-09T12:20:00Z,cardio,2
2024-07-09T12:21:00Z,cardio,2
2024-07-09T12:22:00Z,cardio,2
2024-07-09T12:23:00Z,cardio,2
2024-07-09T12:24:00Z,cardio,2
2024-07-09T12:25:00Z,fat burn,1
2024-07-09T12:26:00Z,cardio,2
2024-07-09T12:27:00Z,fat burn,1
2024-07-09T12:28:00Z,fat burn,1
2024-07-09T12:29:00Z,cardio,2
2024-07-09T12:30:00Z,cardio,2
2024-07-09T12:31:00Z,cardio,2
2024-07-09T12:32:00Z,cardio,2
2024-07-09T12:33:00Z,cardio,2
2024-07-09T12:34:00Z,cardio,2
2024-07-09T12:35:00Z,cardio,2
2024-07-09T12:36:00Z,cardio,2
2024-07-09T12:37:00Z,fat burn,1
2024-07-16T11:01:00Z,fat burn,1
2024-07-16T11:02:00Z,fat burn,1
2024-07-16T11:03:00Z,cardio,2
2024-07-16T11:04:00Z,cardio,2
2024-07-16T11:05:00Z,cardio,2
2024-07-16T11:06:00Z,cardio,2
2024-07-16T11:07:00Z,cardio,2
2024-07-16T11:08:00Z,cardio,2
2024-07-16T11:09:00Z,cardio,2
2024-07-16T11:10:00Z,cardio,2
2024-07-16T11:11:00Z,cardio,2
2024-07-16T11:12:00Z,cardio,2
2024-07-16T11:13:00Z,cardio,2
2024-07-16T11:14:00Z,cardio,2
2024-07-16T11:15:00Z,cardio,2
2024-07-16T11:16:00Z,cardio,2
2024-07-16T11:17:00Z,cardio,2
2024-07-16T11:18:00Z,cardio,2
2024-07-16T11:19:00Z,cardio,2
2024-07-16T11:20:00Z,cardio,2
2024-07-16T11:21:00Z,cardio,2
2024-07-16T11:22:00Z,peak,2
2024-07-16T11:23:00Z,peak,2
2024-07-16T11:24:00Z,peak,2
2024-07-16T11:25:00Z,peak,2
2024-07-16T11:26:00Z,peak,2
2024-07-16T11:27:00Z,peak,2
2024-07-16T11:28:00Z,peak,2
