timestamp,steps
2024-06-01T22:38:00Z,14
2024-06-01T22:39:00Z,5
2024-06-01T22:40:00Z,58
2024-06-01T22:42:00Z,29
2024-06-01T22:43:00Z,21
2024-06-01T22:44:00Z,49
2024-06-01T22:46:00Z,30
2024-06-01T22:47:00Z,64
2024-06-01T22:48:00Z,43
2024-06-01T22:49:00Z,35
2024-06-01T22:50:00Z,52
2024-06-01T22:53:00Z,14
2024-06-01T22:55:00Z,3
2024-06-01T22:56:00Z,10
2024-06-01T22:58:00Z,29
2024-06-01T22:59:00Z,45
2024-06-01T23:00:00Z,15
2024-06-01T23:01:00Z,83
2024-06-01T23:02:00Z,31
2024-06-01T23:03:00Z,94
2024-06-01T23:04:00Z,10
2024-06-01T23:05:00Z,19
2024-06-01T23:06:00Z,33
2024-06-01T23:08:00Z,72
2024-06-01T23:09:00Z,34
2024-06-01T23:10:00Z,9
2024-06-01T23:12:00Z,9
2024-06-01T23:13:00Z,64
2024-06-01T23:14:00Z,52
2024-06-01T23:17:00Z,14
2024-06-01T23:18:00Z,27
2024-06-01T23:19:00Z,13
2024-06-01T23:20:00Z,84
2024-06-01T23:21:00Z,55
2024-06-01T23:22:00Z,79
2024-06-01T23:25:00Z,50
2024-06-01T23:26:00Z,29
2024-06-01T23:27:00Z,55
2024-06-01T23:28:00Z,49
2024-06-01T23:29:00Z,22
2024-06-01T23:30:00Z,17
2024-06-01T23:31:00Z,96
2024-06-01T23:32:00Z,71
2024-06-01T23:34:00Z,27
2024-06-01T23:35:00Z,42
2024-06-01T23:36:00Z,12
2024-06-01T23:37:00Z,25
2024-06-01T23:38:00Z,23
2024-06-01T23:39:00Z,8
2024-06-01T23:40:00Z,9
2024-06-01T23:43:00Z,40
2024-06-01T23:44:00Z,7
2024-06-01T23:48:00Z,53
2024-06-01T23:49:00Z,69
2024-06-01T23:50:00Z,52
2024-06-01T23:51:00Z,15
2024-06-01T23:52:00Z,36
2024-06-01T23:53:00Z,5
2024-06-01T23:54:00Z,45
2024-06-01T23:55:00Z,17
2024-06-01T23:58:00Z,5
2024-06-01T23:59:00Z,14
2024-06-02T00:00:00Z,1
2024-06-02T00:02:00Z,7
2024-06-02T00:04:00Z,13
2024-06-02T00:05:00Z,33
2024-06-02T00:06:00Z,67
2024-06-02T00:07:00Z,7
2024-06-02T00:09:00Z,62
2024-06-02T00:10:00Z,48
2024-06-02T00:11:00Z,42
2024-06-02T00:12:00Z,48
2024-06-02T00:13:00Z,1
2024-06-02T00:14:00Z,7
2024-06-02T00:16:00Z,22
2024-06-02T00:17:00Z,27
2024-06-02T00:18:00Z,14
2024-06-02T00:19:00Z,14
2024-06-02T00:23:00Z,18
2024-06-02T00:24:00Z,51
2024-06-02T00:26:00Z,8
2024-06-02T00:27:00Z,15
2024-06-02T00:28:00Z,27
2024-06-02T00:29:00Z,35
2024-06-02T00:31:00Z,40
2024-06-02T00:32:00Z,5
2024-06-02T00:36:00Z,44
2024-06-02T00:38:00Z,14
2024-06-02T00:39:00Z,42
2024-06-02T00:40:00Z,17
2024-06-02T00:41:00Z,21
2024-06-02T00:43:00Z,10
2024-06-02T00:44:00Z,13
2024-06-02T00:45:00Z,9
2024-06-02T00:57:00Z,16
2024-06-02T01:00:00Z,15
2024-06-02T01:01:00Z,47
2024-06-02T01:02:00Z,14
2024-06-02T01:03:00Z,8
2024-06-02T01:11:00Z,10
2024-06-02T01:12:00Z,30
2024-06-02T01:13:00Z,23
2024-06-02T01:15:00Z,4
2024-06-02T01:16:00Z,50
2024-06-02T01:17:00Z,28
2024-06-02T01:18:00Z,25
2024-06-02T01:19:00Z,13
2024-06-02T01:20:00Z,8
2024-06-02T01:21:00Z,33
2024-06-02T01:22:00Z,39
2024-06-02T01:23:00Z,17
2024-06-02T01:26:00Z,31
2024-06-02T01:29:00Z,30
2024-06-02T01:30:00Z,11
2024-06-02T01:32:00Z,12
2024-06-02T01:33:00Z,55
2024-06-02T01:34:00Z,5
2024-06-02T01:35:00Z,84
2024-06-02T01:36:00Z,37
2024-06-02T01:37:00Z,53
2024-06-02T01:38:00Z,12
2024-06-02T01:39:00Z,46
2024-06-02T01:40:00Z,18
2024-06-02T01:41:00Z,22
2024-06-02T01:42:00Z,19
2024-06-02T01:43:00Z,28
2024-06-02T01:46:00Z,10
2024-06-02T01:47:00Z,25
2024-06-02T01:48:00Z,13
2024-06-02T01:49:00Z,20
2024-06-02T01:52:00Z,20
2024-06-02T01:59:00Z,32
2024-06-02T02:11:00Z,24
2024-06-02T02:13:00Z,23
2024-06-02T02:14:00Z,50
2024-06-02T02:15:00Z,14
2024-06-02T02:17:00Z,24
2024-06-02T02:18:00Z,17
2024-06-02T02:19:00Z,46
2024-06-02T02:22:00Z,8
2024-06-02T02:23:00Z,2
2024-06-02T02:25:00Z,18
2024-06-02T02:26:00Z,11
2024-06-02T02:27:00Z,9
2024-06-02T02:31:00Z,3
2024-06-02T02:32:00Z,53
2024-06-02T02:33:00Z,21
2024-06-02T02:34:00Z,18
2024-06-02T02:35:00Z,30
2024-06-02T02:36:00Z,8
2024-06-02T02:37:00Z,27
2024-06-02T02:38:00Z,18
2024-06-02T02:39:00Z,4
2024-06-02T02:40:00Z,2
2024-06-02T02:42:00Z,11
2024-06-02T02:43:00Z,7
2024-06-02T02:44:00Z,21
2024-06-02T02:45:00Z,21
2024-06-02T02:46:00Z,16
2024-06-02T02:48:00Z,37
2024-06-02T02:50:00Z,8
2024-06-02T02:51:00Z,9
2024-06-02T02:52:00Z,9
2024-06-02T02:53:00Z,21
2024-06-02T02:54:00Z,40
2024-06-02T02:55:00Z,52
2024-06-02T02:56:00Z,25
2024-06-02T02:58:00Z,21
2024-06-02T02:59:00Z,43
2024-06-02T03:02:00Z,30
2024-06-02T03:03:00Z,51
2024-06-02T03:04:00Z,34
2024-06-02T03:06:00Z,5
2024-06-02T03:07:00Z,14
2024-06-02T03:08:00Z,20
2024-06-02T03:10:00Z,13
2024-06-02T03:11:00Z,5
2024-06-02T03:14:00Z,7
2024-06-02T03:15:00Z,6
2024-06-02T03:16:00Z,20
2024-06-02T03:17:00Z,17
2024-06-02T03:18:00Z,45
2024-06-02T03:19:00Z,2
2024-06-02T03:20:00Z,37
2024-06-02T03:21:00Z,37
2024-06-02T03:22:00Z,30
2024-06-02T03:23:00Z,85
2024-06-02T03:24:00Z,57
2024-06-02T03:26:00Z,55
2024-06-02T03:27:00Z,37
2024-06-02T03:28:00Z,48
2024-06-02T03:29:00Z,40
2024-06-02T03:31:00Z,25
2024-06-02T03:32:00Z,1
2024-06-02T03:34:00Z,9
2024-06-02T03:35:00Z,21
2024-06-02T03:36:00Z,64
2024-06-02T03:37:00Z,32
2024-06-02T03:38:00Z,56
2024-06-02T03:40:00Z,11
2024-06-02T03:41:00Z,13
2024-06-02T03:42:00Z,23
2024-06-02T03:43:00Z,9
2024-06-02T03:44:00Z,19
2024-06-02T03:45:00Z,3
2024-06-02T03:48:00Z,10
2024-06-02T03:49:00Z,5
2024-06-02T03:51:00Z,13
2024-06-02T03:54:00Z,7
2024-06-02T03:55:00Z,54
2024-06-02T03:58:00Z,9
2024-06-02T03:59:00Z,16
2024-06-02T04:01:00Z,21
2024-06-02T04:03:00Z,8
2024-06-02T04:04:00Z,30
2024-06-02T04:05:00Z,2
2024-06-02T04:06:00Z,12
2024-06-02T04:07:00Z,10
2024-06-02T04:08:00Z,9
2024-06-02T04:09:00Z,49
2024-06-02T04:11:00Z,7
2024-06-02T04:13:00Z,24
2024-06-02T04:14:00Z,2
2024-06-02T04:16:00Z,50
2024-06-02T04:17:00Z,30
2024-06-02T04:19:00Z,44
2024-06-02T04:20:00Z,8
2024-06-02T04:21:00Z,14
2024-06-02T04:22:00Z,9
2024-06-02T04:24:00Z,5
2024-06-02T04:26:00Z,58
2024-06-02T04:27:00Z,68
2024-06-02T04:28:00Z,62
2024-06-02T04:29:00Z,10
2024-06-02T04:36:00Z,5
2024-06-02T04:37:00Z,78
2024-06-02T04:38:00Z,27
2024-06-02T04:39:00Z,19
2024-06-02T04:41:00Z,11
2024-06-02T04:42:00Z,47
2024-06-02T04:43:00Z,41
2024-06-02T04:44:00Z,29
2024-06-02T04:47:00Z,15
2024-06-02T04:49:00Z,58
2024-06-02T04:50:00Z,18
2024-06-02T04:51:00Z,55
2024-06-02T04:52:00Z,23
2024-06-02T04:53:00Z,23
2024-06-02T04:54:00Z,4
2024-06-02T04:55:00Z,11
2024-06-02T04:57:00Z,42
2024-06-02T04:59:00Z,8
2024-06-02T05:01:00Z,7
2024-06-02T05:04:00Z,21
2024-06-02T05:05:00Z,68
2024-06-02T05:06:00Z,25
2024-06-02T05:07:00Z,4
2024-06-02T05:08:00Z,5
2024-06-02T05:09:00Z,11
2024-06-02T05:10:00Z,13
2024-06-02T05:11:00Z,13
2024-06-02T05:12:00Z,42
2024-06-02T05:13:00Z,36
2024-06-02T05:15:00Z,8
2024-06-02T05:18:00Z,12
2024-06-02T05:19:00Z,14
2024-06-02T05:20:00Z,12
2024-06-02T05:21:00Z,58
2024-06-02T05:22:00Z,11
2024-06-02T05:25:00Z,34
2024-06-02T05:26:00Z,24
2024-06-02T05:29:00Z,10
2024-06-02T05:32:00Z,46
2024-06-02T05:33:00Z,35
2024-06-02T05:35:00Z,4
2024-06-02T05:36:00Z,5
2024-06-02T05:37:00Z,3
2024-06-02T05:38:00Z,2
2024-06-02T05:42:00Z,7
2024-06-02T05:44:00Z,14
2024-06-02T05:45:00Z,14
2024-06-02T05:46:00Z,73
2024-06-02T05:47:00Z,26
2024-06-02T05:49:00Z,14
2024-06-02T05:51:00Z,42
2024-06-02T05:54:00Z,11
2024-06-02T05:56:00Z,7
2024-06-02T05:57:00Z,12
2024-06-02T05:58:00Z,17
2024-06-02T06:01:00Z,9
2024-06-02T06:05:00Z,7
2024-06-02T06:06:00Z,4
2024-06-02T06:10:00Z,2
2024-06-02T06:12:00Z,4
2024-06-02T06:16:00Z,6
2024-06-02T06:20:00Z,5
2024-06-02T06:23:00Z,10
2024-06-02T06:24:00Z,86
2024-06-02T06:25:00Z,9
2024-06-02T06:29:00Z,14
2024-06-02T06:30:00Z,12
2024-06-02T06:34:00Z,2
2024-06-02T06:35:00Z,9
2024-06-02T06:37:00Z,6
2024-06-02T06:39:00Z,6
2024-06-02T06:40:00Z,20
2024-06-02T06:42:00Z,12
2024-06-02T06:43:00Z,35
2024-06-02T06:44:00Z,24
2024-06-02T06:45:00Z,32
2024-06-02T06:46:00Z,3
2024-06-02T06:47:00Z,32
2024-06-02T06:48:00Z,52
2024-06-02T06:49:00Z,19
2024-06-02T06:56:00Z,9
2024-06-02T07:03:00Z,22
2024-06-02T07:04:00Z,33
2024-06-02T07:05:00Z,5
2024-06-02T07:14:00Z,15
2024-06-02T07:15:00Z,19
2024-06-02T07:17:00Z,18
2024-06-02T07:19:00Z,6
2024-06-02T07:20:00Z,11
2024-06-02T07:21:00Z,17
2024-06-02T07:22:00Z,17
2024-06-02T07:23:00Z,39
2024-06-02T07:24:00Z,50
2024-06-02T07:25:00Z,81
2024-06-02T07:26:00Z,3
2024-06-02T07:27:00Z,5
2024-06-02T07:28:00Z,4
2024-06-02T07:29:00Z,6
2024-06-02T07:30:00Z,13
2024-06-02T07:31:00Z,47
2024-06-02T07:32:00Z,8
2024-06-02T07:33:00Z,5
2024-06-02T07:35:00Z,66
2024-06-02T07:37:00Z,56
2024-06-02T07:38:00Z,25
2024-06-02T07:40:00Z,30
2024-06-02T07:41:00Z,23
2024-06-02T07:42:00Z,36
2024-06-02T07:44:00Z,31
2024-06-02T16:52:00Z,58
2024-06-02T16:53:00Z,31
2024-06-02T16:54:00Z,22
2024-06-02T17:03:00Z,3
2024-06-02T17:08:00Z,10
2024-06-02T17:09:00Z,24
2024-06-02T17:10:00Z,25
2024-06-02T17:11:00Z,20
2024-06-02T17:12:00Z,5
2024-06-02T17:14:00Z,10
2024-06-02T17:16:00Z,2
2024-06-02T17:17:00Z,28
2024-06-02T17:22:00Z,4
2024-06-02T17:24:00Z,8
2024-06-02T17:27:00Z,2
2024-06-02T17:36:00Z,4
2024-06-02T17:46:00Z,15
2024-06-02T17:49:00Z,37
2024-06-02T17:50:00Z,81
2024-06-02T17:51:00Z,23
2024-06-02T17:52:00Z,9
2024-06-02T18:14:00Z,15
2024-06-02T18:16:00Z,4
2024-06-02T18:17:00Z,35
2024-06-02T18:18:00Z,30
2024-06-02T18:20:00Z,20
2024-06-02T18:21:00Z,26
2024-06-02T18:33:00Z,29
2024-06-02T19:53:00Z,22
2024-06-02T19:54:00Z,53
2024-06-02T19:55:00Z,36
2024-06-02T19:56:00Z,17
2024-06-02T19:57:00Z,7
2024-06-02T19:59:00Z,10
2024-06-02T20:00:00Z,72
2024-06-02T20:01:00Z,14
2024-06-02T20:05:00Z,6
2024-06-02T20:07:00Z,22
2024-06-02T20:12:00Z,10
2024-06-02T21:48:00Z,8
2024-06-02T21:56:00Z,13
2024-06-02T21:57:00Z,3
2024-06-02T22:10:00Z,10
2024-06-02T22:11:00Z,7
2024-06-02T22:14:00Z,44
2024-06-02T22:15:00Z,77
2024-06-02T22:17:00Z,37
2024-06-02T22:18:00Z,18
2024-06-02T22:19:00Z,25
2024-06-02T22:31:00Z,7
2024-06-02T22:49:00Z,18
2024-06-02T22:50:00Z,10
2024-06-02T22:51:00Z,17
2024-06-02T22:52:00Z,16
2024-06-02T22:54:00Z,11
2024-06-02T23:02:00Z,21
2024-06-02T23:03:00Z,18
2024-06-02T23:04:00Z,9
2024-06-02T23:06:00Z,11
2024-06-02T23:07:00Z,7
2024-06-02T23:08:00Z,8
2024-06-02T23:09:00Z,16
2024-06-02T23:10:00Z,42
2024-06-02T23:11:00Z,28
2024-06-02T23:12:00Z,61
2024-06-02T23:13:00Z,2
2024-06-02T23:17:00Z,15
2024-06-02T23:18:00Z,15
2024-06-02T23:22:00Z,12
2024-06-02T23:23:00Z,4
2024-06-02T23:24:00Z,2
2024-06-02T23:26:00Z,12
2024-06-02T23:27:00Z,37
2024-06-02T23:28:00Z,16
2024-06-02T23:30:00Z,18
2024-06-02T23:31:00Z,12
2024-06-02T23:41:00Z,21
2024-06-02T23:42:00Z,59
2024-06-02T23:43:00Z,20
2024-06-02T23:44:00Z,6
