timestamp,speed
2025-06-23T00:12:54Z,5.78
2025-06-23T00:12:55Z,6.90
2025-06-23T00:12:56Z,8.26
2025-06-23T00:12:57Z,9.19
2025-06-23T00:12:58Z,9.80
2025-06-23T00:12:59Z,10.10
2025-06-23T00:13:00Z,10.13
2025-06-23T00:13:01Z,10.11
2025-06-23T00:13:02Z,10.03
2025-06-23T00:13:03Z,10.05
2025-06-23T00:13:04Z,10.22
2025-06-23T00:13:05Z,10.30
2025-06-23T00:13:06Z,10.39
2025-06-23T00:13:07Z,10.39
2025-06-23T00:13:08Z,10.38
2025-06-23T00:13:09Z,10.33
2025-06-23T00:13:10Z,10.27
2025-06-23T00:13:11Z,10.20
2025-06-23T00:13:12Z,10.12
2025-06-23T00:13:13Z,10.08
2025-06-23T00:13:14Z,9.97
2025-06-23T00:13:15Z,9.88
2025-06-23T00:13:16Z,9.87
2025-06-23T00:13:17Z,9.86
2025-06-23T00:13:18Z,9.87
2025-06-23T00:13:19Z,9.85
2025-06-23T00:13:20Z,9.86
2025-06-23T00:13:21Z,9.91
2025-06-23T00:13:22Z,9.95
2025-06-23T00:13:23Z,9.95
2025-06-23T00:13:24Z,9.95
2025-06-23T00:13:25Z,9.95
2025-06-23T00:13:26Z,9.95
2025-06-23T00:13:27Z,9.93
2025-06-23T00:13:28Z,9.91
2025-06-23T00:13:29Z,9.90
2025-06-23T00:13:30Z,9.92
2025-06-23T00:13:31Z,10.08
2025-06-23T00:13:32Z,10.17
2025-06-23T00:13:33Z,10.20
2025-06-23T00:13:34Z,10.23
2025-06-23T00:13:35Z,10.29
2025-06-23T00:13:36Z,10.27
2025-06-23T00:13:37Z,10.30
2025-06-23T00:13:38Z,10.29
2025-06-23T00:13:39Z,10.30
2025-06-23T00:13:40Z,10.28
2025-06-23T00:13:41Z,10.23
2025-06-23T00:13:42Z,10.23
2025-06-23T00:13:43Z,10.03
2025-06-23T00:13:44Z,9.98
2025-06-23T00:13:45Z,9.90
2025-06-23T00:13:46Z,9.85
2025-06-23T00:13:47Z,9.85
2025-06-23T00:13:48Z,9.79
2025-06-23T00:13:49Z,9.79
2025-06-23T00:13:50Z,9.75
2025-06-23T00:13:51Z,9.73
2025-06-23T00:13:52Z,9.64
2025-06-23T00:13:53Z,9.48
2025-06-23T00:13:54Z,9.36
2025-06-23T00:13:55Z,9.30
2025-06-23T00:13:56Z,9.26
2025-06-23T00:13:57Z,9.26
2025-06-23T00:13:58Z,9.32
2025-06-23T00:13:59Z,9.32
2025-06-23T00:14:00Z,9.41
2025-06-23T00:14:01Z,9.41
2025-06-23T00:14:02Z,9.40
2025-06-23T00:14:03Z,9.40
2025-06-23T00:14:04Z,9.40
2025-06-23T00:14:05Z,9.39
2025-06-23T00:14:06Z,9.37
2025-06-23T00:14:07Z,9.30
2025-06-23T00:14:08Z,9.15
2025-06-23T00:14:09Z,8.99
2025-06-23T00:14:10Z,8.87
2025-06-23T00:14:11Z,8.79
2025-06-23T00:14:12Z,8.65
2025-06-23T00:14:13Z,8.57
2025-06-23T00:14:14Z,8.69
