timestamp,vertical oscillation
2025-07-12T23:33:08Z,9.7
2025-07-12T23:33:13Z,9.8
2025-07-12T23:33:53Z,8.3
2025-07-12T23:33:57Z,8.5
2025-07-12T23:34:03Z,9.0
2025-07-12T23:34:14Z,8.3
2025-07-12T23:34:19Z,8.3
2025-07-12T23:34:24Z,8.4
2025-07-12T23:34:29Z,8.4
2025-07-12T23:34:35Z,8.9
2025-07-12T23:34:40Z,9.0
2025-07-12T23:37:35Z,10.3
2025-07-12T23:38:15Z,6.4
2025-07-12T23:38:20Z,6.1
2025-07-12T23:38:25Z,6.0
2025-07-12T23:38:30Z,5.9
2025-07-12T23:38:36Z,5.9
2025-07-12T23:38:40Z,5.9
2025-07-12T23:38:45Z,5.7
2025-07-12T23:38:50Z,5.7
2025-07-12T23:38:55Z,5.9
2025-07-12T23:39:00Z,6.0
2025-07-12T23:39:05Z,6.0
2025-07-12T23:39:10Z,5.7
2025-07-12T23:39:15Z,5.7
2025-07-12T23:39:20Z,5.7
2025-07-12T23:39:25Z,5.7
2025-07-12T23:39:30Z,5.7
2025-07-12T23:39:35Z,5.7
2025-07-12T23:39:40Z,5.7
2025-07-12T23:39:45Z,5.8
2025-07-12T23:39:50Z,6.0
2025-07-12T23:39:55Z,6.0
2025-07-12T23:40:00Z,5.8
2025-07-12T23:40:05Z,5.7
2025-07-12T23:40:10Z,5.6
2025-07-12T23:40:15Z,5.7
2025-07-12T23:40:21Z,5.6
2025-07-12T23:40:26Z,5.8
2025-07-12T23:40:31Z,6.0
2025-07-12T23:40:36Z,6.1
2025-07-12T23:40:41Z,5.8
2025-07-12T23:40:45Z,5.9
2025-07-12T23:40:50Z,6.1
2025-07-12T23:40:55Z,6.4
2025-07-12T23:41:00Z,6.4
2025-07-12T23:41:05Z,6.4
2025-07-12T23:41:10Z,6.2
2025-07-12T23:41:15Z,6.5
2025-07-12T23:41:20Z,6.4
2025-07-12T23:41:26Z,6.5
2025-07-12T23:41:31Z,6.3
2025-07-12T23:41:36Z,7.1
2025-07-12T23:41:41Z,7.9
2025-07-12T23:41:54Z,7.7
2025-07-12T23:41:58Z,7.3
2025-07-12T23:42:03Z,6.9
2025-07-12T23:42:08Z,6.6
2025-07-12T23:42:13Z,6.5
2025-07-12T23:42:18Z,6.4
2025-07-12T23:42:24Z,6.2
2025-07-12T23:42:29Z,6.2
2025-07-12T23:42:34Z,6.3
2025-07-12T23:42:39Z,6.2
2025-07-12T23:42:44Z,6.0
2025-07-12T23:42:49Z,6.0
2025-07-12T23:42:54Z,6.0
2025-07-12T23:42:59Z,6.1
2025-07-12T23:43:04Z,6.1
2025-07-12T23:43:09Z,6.2
2025-07-12T23:43:14Z,6.3
2025-07-12T23:43:19Z,6.6
2025-07-12T23:43:24Z,6.6
2025-07-12T23:43:29Z,6.6
2025-07-12T23:43:34Z,6.3
2025-07-12T23:43:39Z,6.2
2025-07-12T23:43:44Z,6.1
2025-07-12T23:43:49Z,6.1
2025-07-12T23:43:54Z,6.2
2025-07-12T23:43:59Z,6.2
2025-07-12T23:44:04Z,6.3
2025-07-12T23:44:08Z,6.2
2025-07-12T23:44:13Z,5.9
2025-07-12T23:44:18Z,6.1
2025-07-12T23:44:23Z,6.4
2025-07-12T23:44:28Z,6.3
2025-07-12T23:44:33Z,6.0
2025-07-12T23:44:38Z,5.8
2025-07-12T23:44:44Z,6.3
2025-07-12T23:44:49Z,6.3
2025-07-12T23:44:54Z,6.3
2025-07-12T23:44:59Z,6.0
2025-07-12T23:45:04Z,6.0
2025-07-12T23:45:09Z,6.2
2025-07-12T23:45:14Z,6.2
2025-07-12T23:45:19Z,6.1
2025-07-12T23:45:24Z,5.8
2025-07-12T23:45:29Z,5.9
2025-07-12T23:45:34Z,5.9
2025-07-12T23:45:39Z,6.0
2025-07-12T23:45:44Z,5.9
2025-07-12T23:45:49Z,5.8
2025-07-12T23:45:54Z,5.6
2025-07-12T23:45:59Z,5.7
2025-07-12T23:46:04Z,5.7
2025-07-12T23:46:09Z,5.8
2025-07-12T23:46:13Z,5.7
2025-07-12T23:46:19Z,6.0
2025-07-12T23:46:24Z,6.0
2025-07-12T23:46:29Z,6.4
2025-07-12T23:46:34Z,6.1
2025-07-12T23:46:39Z,6.3
2025-07-12T23:46:44Z,6.1
2025-07-12T23:46:49Z,6.2
2025-07-12T23:46:54Z,6.1
2025-07-12T23:46:59Z,6.1
2025-07-12T23:47:04Z,6.0
2025-07-12T23:47:09Z,6.2
2025-07-12T23:47:14Z,6.1
2025-07-12T23:47:19Z,6.0
2025-07-12T23:47:24Z,5.8
2025-07-12T23:47:29Z,5.8
2025-07-12T23:47:34Z,6.0
2025-07-12T23:47:39Z,6.1
2025-07-12T23:47:43Z,6.2
2025-07-12T23:47:48Z,6.3
2025-07-12T23:47:53Z,6.2
2025-07-12T23:47:58Z,6.2
2025-07-12T23:48:03Z,6.0
2025-07-12T23:48:08Z,6.0
2025-07-12T23:48:14Z,5.9
2025-07-12T23:48:19Z,5.9
2025-07-12T23:48:23Z,5.8
2025-07-12T23:48:28Z,6.1
2025-07-12T23:48:33Z,6.0
2025-07-12T23:48:38Z,6.0
2025-07-12T23:48:44Z,5.8
2025-07-12T23:48:48Z,6.0
2025-07-12T23:48:53Z,6.0
2025-07-12T23:48:58Z,6.2
2025-07-12T23:49:03Z,6.2
2025-07-12T23:49:08Z,6.3
2025-07-12T23:49:13Z,6.3
2025-07-12T23:49:18Z,6.2
2025-07-12T23:49:24Z,6.2
2025-07-12T23:49:29Z,6.1
2025-07-12T23:49:34Z,6.3
2025-07-12T23:49:39Z,6.5
2025-07-12T23:49:44Z,6.3
2025-07-12T23:49:49Z,6.1
2025-07-12T23:49:54Z,6.0
2025-07-12T23:49:59Z,6.0
2025-07-12T23:50:04Z,6.0
2025-07-12T23:50:09Z,6.0
2025-07-12T23:50:14Z,6.2
2025-07-12T23:50:19Z,6.1
2025-07-12T23:50:24Z,6.0
2025-07-12T23:50:29Z,5.8
2025-07-12T23:50:34Z,6.0
2025-07-12T23:50:39Z,6.0
2025-07-12T23:50:44Z,6.1
2025-07-12T23:50:49Z,6.0
2025-07-12T23:50:54Z,6.2
2025-07-12T23:50:59Z,6.4
2025-07-12T23:51:04Z,6.4
2025-07-12T23:51:09Z,6.4
2025-07-12T23:51:14Z,6.3
2025-07-12T23:51:19Z,6.3
2025-07-12T23:51:24Z,6.3
2025-07-12T23:51:29Z,6.5
2025-07-12T23:51:34Z,6.4
2025-07-12T23:51:39Z,6.4
2025-07-12T23:51:44Z,6.2
2025-07-12T23:51:49Z,6.2
2025-07-12T23:51:54Z,6.2
2025-07-12T23:51:59Z,6.2
2025-07-12T23:52:04Z,6.3
2025-07-12T23:52:09Z,6.3
2025-07-12T23:52:14Z,6.6
2025-07-12T23:52:19Z,6.7
2025-07-12T23:52:24Z,6.7
2025-07-12T23:52:29Z,6.5
2025-07-12T23:52:34Z,6.4
2025-07-12T23:52:39Z,6.2
2025-07-12T23:52:44Z,6.3
2025-07-12T23:52:49Z,6.3
2025-07-12T23:52:54Z,6.2
2025-07-12T23:52:59Z,6.2
2025-07-12T23:53:04Z,6.2
2025-07-12T23:53:09Z,6.4
2025-07-12T23:53:14Z,6.4
2025-07-12T23:53:19Z,6.2
2025-07-12T23:53:24Z,6.3
2025-07-12T23:53:29Z,6.3
2025-07-12T23:53:35Z,6.3
2025-07-12T23:53:40Z,6.2
2025-07-12T23:53:45Z,6.1
2025-07-12T23:53:50Z,6.2
2025-07-12T23:53:55Z,6.0
2025-07-12T23:54:00Z,6.1
2025-07-12T23:54:04Z,6.2
2025-07-12T23:54:09Z,6.3
2025-07-12T23:54:14Z,6.3
2025-07-12T23:54:19Z,6.2
2025-07-12T23:54:24Z,6.3
2025-07-12T23:54:30Z,6.4
2025-07-12T23:54:35Z,7.0
2025-07-12T23:54:40Z,7.1
2025-07-12T23:54:45Z,7.2
2025-07-12T23:54:50Z,6.7
2025-07-12T23:54:55Z,6.6
2025-07-12T23:55:00Z,6.5
2025-07-12T23:55:05Z,6.5
2025-07-12T23:55:10Z,6.7
2025-07-12T23:55:14Z,6.7
2025-07-12T23:55:19Z,6.6
2025-07-12T23:55:24Z,6.5
2025-07-12T23:55:29Z,6.6
2025-07-12T23:55:34Z,6.6
2025-07-12T23:55:39Z,6.7
2025-07-12T23:55:44Z,6.7
2025-07-12T23:55:49Z,6.6
2025-07-12T23:55:54Z,6.5
2025-07-12T23:55:59Z,6.4
2025-07-12T23:56:05Z,6.7
2025-07-12T23:56:09Z,6.9
2025-07-12T23:56:14Z,7.3
2025-07-12T23:56:19Z,8.1
2025-07-12T23:56:24Z,8.9
2025-07-12T23:56:29Z,9.8
2025-07-12T23:56:34Z,9.9
2025-07-12T23:56:39Z,10.1
2025-07-12T23:56:44Z,9.7
2025-07-12T23:56:49Z,9.8
2025-07-12T23:56:54Z,9.5
2025-07-12T23:57:22Z,10.4
2025-07-12T23:57:27Z,10.4
2025-07-12T23:57:32Z,10.2
2025-07-12T23:58:06Z,9.9
2025-07-12T23:58:11Z,9.9
2025-07-12T23:58:16Z,10.0
2025-07-12T23:58:21Z,10.1
2025-07-12T23:58:26Z,10.1
2025-07-12T23:58:31Z,10.1
2025-07-12T23:58:36Z,9.9
2025-07-12T23:58:42Z,9.8
2025-07-12T23:58:47Z,9.7
2025-07-12T23:58:51Z,9.9
2025-07-12T23:58:57Z,10.0
2025-07-12T23:59:01Z,10.0
2025-07-12T23:59:06Z,9.9
2025-07-12T23:59:11Z,9.8
2025-07-12T23:59:16Z,9.9
2025-07-12T23:59:21Z,9.8
2025-07-12T23:59:26Z,9.9
2025-07-12T23:59:31Z,10.0
2025-07-12T23:59:36Z,10.1
2025-07-12T23:59:41Z,9.9
2025-07-12T23:59:46Z,9.7
2025-07-12T23:59:51Z,9.7
2025-07-12T23:59:57Z,8.9
