timestamp,steps per minute
2025-07-09T08:50:06Z,112
2025-07-09T08:50:07Z,112
2025-07-09T08:50:08Z,112
2025-07-09T08:50:09Z,113
2025-07-09T08:50:10Z,113
2025-07-09T08:50:11Z,111
2025-07-09T08:50:12Z,110
2025-07-09T08:50:13Z,108
2025-07-09T08:50:14Z,108
2025-07-09T08:50:15Z,108
2025-07-09T08:50:16Z,109
2025-07-09T08:50:17Z,110
2025-07-09T08:50:18Z,110
2025-07-09T08:50:19Z,110
2025-07-09T08:50:20Z,109
2025-07-09T08:50:21Z,110
2025-07-09T08:50:22Z,111
2025-07-09T08:50:23Z,111
2025-07-09T08:50:24Z,111
2025-07-09T08:50:25Z,113
2025-07-09T08:50:26Z,115
2025-07-09T08:50:27Z,112
2025-07-09T08:50:28Z,110
2025-07-09T08:50:29Z,111
2025-07-09T08:50:30Z,111
2025-07-09T08:50:31Z,113
2025-07-09T08:50:32Z,114
2025-07-09T08:50:33Z,114
2025-07-09T08:50:34Z,113
2025-07-09T08:50:35Z,113
2025-07-09T08:50:36Z,115
2025-07-09T08:50:37Z,113
2025-07-09T08:50:38Z,114
2025-07-09T08:50:39Z,113
2025-07-09T08:50:40Z,113
2025-07-09T08:50:41Z,112
2025-07-09T08:50:42Z,112
2025-07-09T08:50:43Z,112
2025-07-09T08:50:44Z,110
2025-07-09T08:50:45Z,108
2025-07-09T08:50:46Z,109
2025-07-09T08:50:47Z,111
2025-07-09T08:50:48Z,113
2025-07-09T08:50:49Z,115
2025-07-09T08:50:50Z,116
2025-07-09T08:50:51Z,116
2025-07-09T08:50:52Z,115
2025-07-09T08:50:53Z,114
2025-07-09T08:50:54Z,115
2025-07-09T08:50:55Z,115
2025-07-09T08:50:56Z,114
2025-07-09T08:50:57Z,113
2025-07-09T08:50:58Z,113
2025-07-09T08:50:59Z,114
2025-07-09T08:51:00Z,113
2025-07-09T08:51:01Z,113
2025-07-09T08:51:02Z,113
2025-07-09T08:51:03Z,114
2025-07-09T08:51:04Z,114
2025-07-09T08:51:05Z,115
2025-07-09T08:51:06Z,115
2025-07-09T08:51:07Z,114
2025-07-09T08:51:08Z,112
2025-07-09T08:51:09Z,112
2025-07-09T08:51:10Z,113
2025-07-09T08:51:11Z,113
2025-07-09T08:51:12Z,114
2025-07-09T08:51:13Z,115
2025-07-09T08:51:14Z,116
2025-07-09T08:51:15Z,118
2025-07-09T08:51:16Z,119
2025-07-09T08:51:17Z,119
2025-07-09T08:51:18Z,119
2025-07-09T08:51:19Z,119
2025-07-09T08:51:20Z,119
2025-07-09T08:51:21Z,119
2025-07-09T08:51:22Z,120
2025-07-09T08:51:23Z,127
2025-07-09T08:51:24Z,133
2025-07-09T08:51:25Z,133
2025-07-09T08:51:26Z,131
2025-07-09T08:51:27Z,126
2025-07-09T08:51:28Z,122
2025-07-09T08:51:29Z,120
2025-07-09T08:51:30Z,119
2025-07-09T08:51:31Z,119
2025-07-09T08:51:32Z,119
2025-07-09T08:51:33Z,118
2025-07-09T08:51:34Z,114
2025-07-09T08:51:35Z,111
2025-07-09T08:51:36Z,110
2025-07-09T08:51:37Z,111
2025-07-09T08:51:38Z,113
2025-07-09T08:51:39Z,114
2025-07-09T08:51:40Z,113
2025-07-09T08:51:41Z,113
2025-07-09T08:51:42Z,112
2025-07-09T08:51:43Z,112
2025-07-09T08:51:44Z,113
2025-07-09T08:51:45Z,115
2025-07-09T08:51:46Z,115
2025-07-09T08:51:47Z,116
2025-07-09T08:51:48Z,117
2025-07-09T08:51:49Z,118
2025-07-09T08:51:50Z,118
2025-07-09T08:51:51Z,118
2025-07-09T08:51:52Z,118
2025-07-09T08:51:53Z,118
2025-07-09T08:51:54Z,118
2025-07-09T08:51:55Z,118
2025-07-09T08:51:56Z,118
2025-07-09T08:51:57Z,118
2025-07-09T08:51:58Z,117
2025-07-09T08:51:59Z,118
2025-07-09T08:52:00Z,119
2025-07-09T08:52:01Z,118
2025-07-09T08:52:02Z,116
2025-07-09T08:52:03Z,117
2025-07-09T08:52:04Z,121
2025-07-09T08:52:05Z,122
2025-07-09T08:52:06Z,123
2025-07-09T08:52:07Z,124
2025-07-09T08:52:08Z,123
2025-07-09T08:52:09Z,122
2025-07-09T08:52:10Z,122
2025-07-09T08:52:11Z,121
2025-07-09T08:52:12Z,121
2025-07-09T08:52:13Z,121
2025-07-09T08:52:14Z,121
2025-07-09T08:52:15Z,121
2025-07-09T08:52:16Z,121
2025-07-09T08:52:17Z,121
2025-07-09T08:52:18Z,121
2025-07-09T08:52:19Z,121
2025-07-09T08:52:20Z,120
2025-07-09T08:52:21Z,126
2025-07-09T08:52:22Z,140
2025-07-09T08:52:23Z,157
2025-07-09T08:52:24Z,167
2025-07-09T08:52:25Z,173
2025-07-09T08:52:26Z,176
2025-07-09T08:52:27Z,174
2025-07-09T08:52:28Z,170
2025-07-09T08:52:29Z,166
2025-07-09T08:52:30Z,163
2025-07-09T08:52:31Z,163
2025-07-09T08:52:32Z,167
2025-07-09T08:52:33Z,173
2025-07-09T08:52:34Z,177
2025-07-09T08:52:35Z,180
2025-07-09T08:52:36Z,181
2025-07-09T08:52:37Z,180
2025-07-09T08:52:38Z,178
2025-07-09T08:52:39Z,177
2025-07-09T08:52:40Z,177
2025-07-09T08:52:41Z,177
2025-07-09T08:52:42Z,177
2025-07-09T08:52:43Z,178
2025-07-09T08:52:44Z,179
2025-07-09T08:52:45Z,180
2025-07-09T08:52:46Z,180
2025-07-09T08:52:47Z,179
2025-07-09T08:52:48Z,179
2025-07-09T08:52:49Z,180
2025-07-09T08:52:50Z,181
2025-07-09T08:52:51Z,181
2025-07-09T08:52:52Z,181
2025-07-09T08:52:53Z,182
2025-07-09T08:52:54Z,182
2025-07-09T08:52:55Z,182
2025-07-09T08:52:56Z,183
2025-07-09T08:52:57Z,182
2025-07-09T08:52:58Z,182
2025-07-09T08:52:59Z,181
2025-07-09T08:53:00Z,181
2025-07-09T08:53:01Z,181
2025-07-09T08:53:02Z,181
2025-07-09T08:53:03Z,183
2025-07-09T08:53:04Z,182
2025-07-09T08:53:05Z,182
2025-07-09T08:53:06Z,181
2025-07-09T08:53:07Z,180
2025-07-09T08:53:08Z,180
2025-07-09T08:53:09Z,180
2025-07-09T08:53:10Z,180
2025-07-09T08:53:11Z,180
2025-07-09T08:53:12Z,181
2025-07-09T08:53:13Z,182
2025-07-09T08:53:14Z,182
2025-07-09T08:53:15Z,183
2025-07-09T08:53:16Z,182
2025-07-09T08:53:17Z,181
2025-07-09T08:53:18Z,180
2025-07-09T08:53:19Z,180
2025-07-09T08:53:20Z,180
2025-07-09T08:53:21Z,179
2025-07-09T08:53:22Z,179
2025-07-09T08:53:23Z,179
2025-07-09T08:53:24Z,179
2025-07-09T08:53:25Z,180
2025-07-09T08:53:26Z,181
2025-07-09T08:53:27Z,183
2025-07-09T08:53:28Z,184
2025-07-09T08:53:29Z,184
2025-07-09T08:53:30Z,181
2025-07-09T08:53:31Z,181
2025-07-09T08:53:32Z,183
2025-07-09T08:53:33Z,183
2025-07-09T08:53:34Z,182
2025-07-09T08:53:35Z,183
2025-07-09T08:53:36Z,183
2025-07-09T08:53:37Z,183
2025-07-09T08:53:38Z,184
2025-07-09T08:53:39Z,184
2025-07-09T08:53:40Z,185
2025-07-09T08:53:41Z,184
2025-07-09T08:53:42Z,183
2025-07-09T08:53:43Z,184
2025-07-09T08:53:44Z,185
2025-07-09T08:53:45Z,187
2025-07-09T08:53:46Z,187
2025-07-09T08:53:47Z,188
2025-07-09T08:53:48Z,187
2025-07-09T08:53:49Z,187
2025-07-09T08:53:50Z,189
2025-07-09T08:53:51Z,188
2025-07-09T08:53:52Z,182
2025-07-09T08:53:53Z,182
2025-07-09T08:53:54Z,184
2025-07-09T08:53:55Z,184
2025-07-09T08:53:56Z,185
2025-07-09T08:53:57Z,180
2025-07-09T08:53:58Z,173
2025-07-09T08:53:59Z,167
2025-07-09T08:54:00Z,165
2025-07-09T08:54:01Z,170
2025-07-09T08:54:02Z,179
2025-07-09T08:54:03Z,184
2025-07-09T08:54:04Z,186
2025-07-09T08:54:05Z,187
2025-07-09T08:54:06Z,186
2025-07-09T08:54:07Z,185
2025-07-09T08:54:08Z,185
2025-07-09T08:54:09Z,186
2025-07-09T08:54:10Z,186
2025-07-09T08:54:11Z,186
2025-07-09T08:54:12Z,186
2025-07-09T08:54:13Z,186
2025-07-09T08:54:14Z,188
2025-07-09T08:54:15Z,188
2025-07-09T08:54:16Z,187
2025-07-09T08:54:17Z,188
2025-07-09T08:54:18Z,188
2025-07-09T08:54:19Z,187
2025-07-09T08:54:20Z,188
2025-07-09T08:54:21Z,190
2025-07-09T08:54:22Z,190
2025-07-09T08:54:23Z,188
2025-07-09T08:54:24Z,187
2025-07-09T08:54:25Z,188
2025-07-09T08:54:26Z,189
2025-07-09T08:54:27Z,188
2025-07-09T08:54:28Z,189
2025-07-09T08:54:29Z,191
2025-07-09T08:54:30Z,190
2025-07-09T08:54:31Z,189
2025-07-09T08:54:32Z,189
2025-07-09T08:54:33Z,190
2025-07-09T08:54:34Z,189
2025-07-09T08:54:35Z,190
2025-07-09T08:54:36Z,189
2025-07-09T08:54:37Z,188
2025-07-09T08:54:38Z,189
2025-07-09T08:54:39Z,190
2025-07-09T08:54:40Z,190
2025-07-09T08:54:41Z,190
2025-07-09T08:54:42Z,190
2025-07-09T08:54:43Z,187
2025-07-09T08:54:44Z,186
2025-07-09T08:54:45Z,185
2025-07-09T08:54:46Z,187
2025-07-09T08:54:47Z,188
2025-07-09T08:54:48Z,188
2025-07-09T08:54:49Z,188
2025-07-09T08:54:50Z,188
2025-07-09T08:54:51Z,187
2025-07-09T08:54:52Z,188
2025-07-09T08:54:53Z,189
2025-07-09T08:54:54Z,189
2025-07-09T08:54:55Z,189
2025-07-09T08:54:56Z,185
2025-07-09T08:54:57Z,175
2025-07-09T08:54:58Z,163
