timestamp,steps
2024-03-01T05:12:00Z,10
2024-03-01T05:13:00Z,45
2024-03-01T05:14:00Z,27
2024-03-01T05:21:00Z,6
2024-03-01T05:22:00Z,4
2024-03-01T05:26:00Z,6
2024-03-01T05:27:00Z,2
2024-03-01T05:31:00Z,3
2024-03-01T05:37:00Z,3
2024-03-01T05:38:00Z,42
2024-03-01T05:39:00Z,72
2024-03-01T06:02:00Z,16
2024-03-01T06:03:00Z,1
2024-03-01T07:54:00Z,18
2024-03-01T07:55:00Z,57
2024-03-01T07:58:00Z,8
2024-03-01T07:59:00Z,41
2024-03-01T09:35:00Z,9
2024-03-01T09:36:00Z,99
2024-03-01T09:37:00Z,97
2024-03-01T09:39:00Z,79
2024-03-01T09:40:00Z,20
2024-03-01T09:41:00Z,15
2024-03-01T09:42:00Z,58
2024-03-01T09:43:00Z,61
2024-03-01T09:44:00Z,18
2024-03-01T09:45:00Z,83
2024-03-01T09:47:00Z,48
2024-03-01T09:48:00Z,66
2024-03-01T09:49:00Z,26
2024-03-01T09:52:00Z,10
2024-03-01T09:55:00Z,26
2024-03-01T09:56:00Z,21
2024-03-01T09:57:00Z,48
2024-03-01T09:58:00Z,88
2024-03-01T09:59:00Z,87
2024-03-01T10:00:00Z,18
2024-03-01T10:03:00Z,15
2024-03-01T10:04:00Z,42
2024-03-01T10:05:00Z,51
2024-03-01T10:06:00Z,20
2024-03-01T10:10:00Z,2
2024-03-01T10:11:00Z,36
2024-03-01T10:12:00Z,54
2024-03-01T10:20:00Z,16
2024-03-01T10:21:00Z,49
2024-03-01T10:22:00Z,45
2024-03-01T10:34:00Z,90
2024-03-01T10:35:00Z,18
2024-03-01T10:36:00Z,6
2024-03-01T10:39:00Z,4
2024-03-01T10:40:00Z,8
2024-03-01T10:41:00Z,36
2024-03-01T10:42:00Z,55
2024-03-01T10:43:00Z,7
2024-03-01T10:44:00Z,27
2024-03-01T10:45:00Z,9
2024-03-01T10:47:00Z,28
2024-03-01T10:48:00Z,3
2024-03-01T10:49:00Z,18
2024-03-01T10:52:00Z,11
2024-03-01T10:53:00Z,6
2024-03-01T10:54:00Z,21
2024-03-01T10:58:00Z,6
2024-03-01T10:59:00Z,21
2024-03-01T11:02:00Z,15
2024-03-01T11:06:00Z,43
2024-03-01T11:08:00Z,17
2024-03-01T11:13:00Z,4
2024-03-01T11:16:00Z,4
2024-03-01T11:18:00Z,23
2024-03-01T11:19:00Z,15
2024-03-01T11:24:00Z,3
2024-03-01T11:25:00Z,7
2024-03-01T11:26:00Z,3
2024-03-01T11:27:00Z,24
2024-03-01T11:29:00Z,20
2024-03-01T11:31:00Z,17
2024-03-01T11:32:00Z,13
2024-03-01T11:34:00Z,12
2024-03-01T11:35:00Z,31
2024-03-01T11:36:00Z,15
2024-03-01T11:37:00Z,33
2024-03-01T11:45:00Z,3
2024-03-01T11:46:00Z,35
