timestamp,light,moderate,very
2023-10-02T21:46:00Z,1,0,0
2023-10-02T21:55:00Z,1,0,0
2023-10-02T21:58:00Z,1,0,0
2023-10-02T21:59:00Z,1,0,0
2023-10-02T22:00:00Z,0,1,0
2023-10-02T22:01:00Z,0,0,1
2023-10-02T22:02:00Z,0,0,1
2023-10-02T22:03:00Z,0,0,1
2023-10-02T22:04:00Z,0,0,1
2023-10-02T22:05:00Z,0,0,1
2023-10-02T22:06:00Z,0,0,1
2023-10-02T22:07:00Z,0,0,1
2023-10-02T22:08:00Z,0,0,1
2023-10-02T22:09:00Z,0,0,1
2023-10-02T22:10:00Z,0,0,1
2023-10-02T22:11:00Z,0,0,1
2023-10-02T22:12:00Z,0,0,1
2023-10-02T22:13:00Z,0,0,1
2023-10-02T22:14:00Z,0,0,1
2023-10-02T22:15:00Z,0,0,1
2023-10-02T22:16:00Z,0,0,1
2023-10-02T22:17:00Z,0,0,1
2023-10-02T22:18:00Z,0,0,1
2023-10-02T22:19:00Z,0,0,1
2023-10-02T22:20:00Z,0,0,1
2023-10-02T22:21:00Z,0,0,1
2023-10-02T22:22:00Z,0,0,1
2023-10-02T22:23:00Z,0,0,1
2023-10-02T22:24:00Z,0,0,1
2023-10-02T22:25:00Z,0,0,1
2023-10-02T22:26:00Z,0,0,1
2023-10-02T22:27:00Z,0,0,1
2023-10-02T22:28:00Z,0,0,1
2023-10-02T22:29:00Z,0,0,1
2023-10-02T22:30:00Z,0,0,1
2023-10-02T22:31:00Z,0,0,1
2023-10-02T22:32:00Z,0,0,1
2023-10-02T22:33:00Z,0,0,1
2023-10-02T22:34:00Z,0,0,1
2023-10-02T22:35:00Z,0,1,0
2023-10-02T22:36:00Z,0,1,0
2023-10-02T22:37:00Z,0,1,0
2023-10-02T22:38:00Z,0,1,0
2023-10-02T22:39:00Z,0,1,0
2023-10-02T22:40:00Z,0,1,0
2023-10-02T22:41:00Z,0,1,0
2023-10-02T22:42:00Z,0,1,0
2023-10-02T22:43:00Z,1,0,0
2023-10-02T22:44:00Z,1,0,0
2023-10-02T22:45:00Z,1,0,0
2023-10-02T22:46:00Z,1,0,0
2023-10-02T22:47:00Z,1,0,0
2023-10-02T22:48:00Z,1,0,0
2023-10-02T22:49:00Z,1,0,0
2023-10-02T22:51:00Z,1,0,0
2023-10-02T22:53:00Z,1,0,0
2023-10-02T22:54:00Z,1,0,0
2023-10-02T22:55:00Z,1,0,0
2023-10-04T02:50:00Z,1,0,0
