timestamp,gain
2024-10-02T23:23:00Z,3048
2024-10-13T00:53:00Z,3048
2024-10-13T16:18:00Z,3048
2024-10-15T16:22:00Z,3048
2024-10-15T19:32:00Z,3048
2024-10-16T00:19:00Z,3048
2024-10-16T00:20:00Z,3048
2024-10-16T02:59:00Z,3048
2024-10-16T15:00:00Z,3048
2024-10-16T17:37:00Z,6096
2024-10-16T17:57:00Z,3048
2024-10-16T20:40:00Z,3048
2024-10-16T20:41:00Z,3048
2024-10-17T02:03:00Z,3048
2024-10-17T03:28:00Z,3048
2024-10-17T05:37:00Z,3048
2024-10-17T15:05:00Z,3048
2024-10-17T22:43:00Z,3048
2024-10-19T22:31:00Z,3048
2024-10-19T22:50:00Z,3048
2024-10-19T22:54:00Z,3048
2024-10-26T00:46:00Z,6096
2024-10-27T00:34:00Z,3048
2024-10-27T00:35:00Z,3048
2024-10-27T00:36:00Z,3048
