timestamp,level
2024-04-02T21:35:00Z,LIGHTLY_ACTIVE
2024-04-02T21:36:00Z,LIGHTLY_ACTIVE
2024-04-02T21:37:00Z,MODERATELY_ACTIVE
2024-04-02T21:38:00Z,LIGHTLY_ACTIVE
2024-04-02T21:39:00Z,SEDENTARY
2024-04-02T21:41:00Z,SEDENTARY
2024-04-02T21:42:00Z,SEDENTARY
2024-04-02T21:43:00Z,SEDENTARY
2024-04-02T21:44:00Z,SEDENTARY
2024-04-02T21:45:00Z,SEDENTARY
2024-04-02T21:46:00Z,SEDENTARY
2024-04-02T21:47:00Z,LIGHTLY_ACTIVE
2024-04-02T21:48:00Z,SEDENTARY
2024-04-02T21:49:00Z,SEDENTARY
2024-04-02T21:50:00Z,SEDENTARY
2024-04-02T21:51:00Z,SEDENTARY
2024-04-02T21:53:00Z,SEDENTARY
2024-04-02T21:54:00Z,VERY_ACTIVE
2024-04-02T21:55:00Z,LIGHTLY_ACTIVE
2024-04-02T21:56:00Z,SEDENTARY
2024-04-02T21:57:00Z,SEDENTARY
2024-04-02T21:58:00Z,SEDENTARY
2024-04-02T21:59:00Z,LIGHTLY_ACTIVE
2024-04-02T22:00:00Z,LIGHTLY_ACTIVE
2024-04-02T22:01:00Z,LIGHTLY_ACTIVE
2024-04-02T22:02:00Z,SEDENTARY
2024-04-02T22:03:00Z,LIGHTLY_ACTIVE
2024-04-02T22:04:00Z,SEDENTARY
2024-04-02T22:05:00Z,SEDENTARY
2024-04-02T22:06:00Z,SEDENTARY
2024-04-02T22:07:00Z,LIGHTLY_ACTIVE
2024-04-02T22:08:00Z,SEDENTARY
2024-04-02T22:09:00Z,SEDENTARY
2024-04-02T22:10:00Z,SEDENTARY
2024-04-02T22:11:00Z,SEDENTARY
2024-04-02T22:12:00Z,SEDENTARY
2024-04-02T22:13:00Z,SEDENTARY
2024-04-02T22:14:00Z,SEDENTARY
2024-04-02T22:15:00Z,SEDENTARY
2024-04-02T22:16:00Z,SEDENTARY
2024-04-02T22:17:00Z,SEDENTARY
2024-04-02T22:18:00Z,SEDENTARY
2024-04-02T22:19:00Z,SEDENTARY
2024-04-02T22:20:00Z,SEDENTARY
2024-04-02T22:21:00Z,SEDENTARY
2024-04-02T22:22:00Z,LIGHTLY_ACTIVE
2024-04-02T22:23:00Z,LIGHTLY_ACTIVE
2024-04-02T22:24:00Z,LIGHTLY_ACTIVE
2024-04-04T10:09:00Z,SEDENTARY
2024-04-04T10:10:00Z,SEDENTARY
2024-04-04T10:11:00Z,LIGHTLY_ACTIVE
2024-04-04T10:12:00Z,SEDENTARY
2024-04-04T10:13:00Z,SEDENTARY
2024-04-04T10:14:00Z,LIGHTLY_ACTIVE
2024-04-04T10:15:00Z,VERY_ACTIVE
2024-04-04T10:16:00Z,MODERATELY_ACTIVE
2024-04-04T10:17:00Z,LIGHTLY_ACTIVE
2024-04-04T10:18:00Z,LIGHTLY_ACTIVE
2024-04-04T10:19:00Z,LIGHTLY_ACTIVE
2024-04-04T10:20:00Z,MODERATELY_ACTIVE
2024-04-04T10:21:00Z,VERY_ACTIVE
2024-04-04T10:22:00Z,LIGHTLY_ACTIVE
2024-04-04T10:23:00Z,MODERATELY_ACTIVE
2024-04-04T10:24:00Z,SEDENTARY
2024-04-04T10:25:00Z,SEDENTARY
2024-04-04T10:26:00Z,LIGHTLY_ACTIVE
2024-04-04T10:27:00Z,MODERATELY_ACTIVE
2024-04-04T10:28:00Z,SEDENTARY
2024-04-04T10:29:00Z,LIGHTLY_ACTIVE
2024-04-04T10:30:00Z,VERY_ACTIVE
2024-04-04T10:31:00Z,MODERATELY_ACTIVE
2024-04-04T10:32:00Z,LIGHTLY_ACTIVE
2024-04-04T10:33:00Z,LIGHTLY_ACTIVE
2024-04-04T10:34:00Z,SEDENTARY
2024-04-04T10:35:00Z,MODERATELY_ACTIVE
2024-04-04T10:36:00Z,SEDENTARY
2024-04-04T10:37:00Z,MODERATELY_ACTIVE
2024-04-04T10:38:00Z,VERY_ACTIVE
2024-04-04T10:39:00Z,SEDENTARY
2024-04-04T10:40:00Z,VERY_ACTIVE
2024-04-04T10:41:00Z,VERY_ACTIVE
2024-04-04T10:42:00Z,MODERATELY_ACTIVE
2024-04-04T10:43:00Z,LIGHTLY_ACTIVE
2024-04-04T10:44:00Z,MODERATELY_ACTIVE
2024-04-04T10:45:00Z,MODERATELY_ACTIVE
2024-04-04T10:46:00Z,LIGHTLY_ACTIVE
2024-04-04T10:47:00Z,VERY_ACTIVE
2024-04-04T10:48:00Z,VERY_ACTIVE
2024-04-04T10:49:00Z,VERY_ACTIVE
2024-04-04T10:50:00Z,MODERATELY_ACTIVE
2024-04-04T10:51:00Z,MODERATELY_ACTIVE
2024-04-04T10:52:00Z,LIGHTLY_ACTIVE
2024-04-04T10:53:00Z,MODERATELY_ACTIVE
2024-04-04T10:54:00Z,MODERATELY_ACTIVE
2024-04-04T10:55:00Z,MODERATELY_ACTIVE
2024-04-04T10:56:00Z,SEDENTARY
2024-04-04T10:57:00Z,SEDENTARY
2024-04-04T10:58:00Z,SEDENTARY
2024-04-04T10:59:00Z,SEDENTARY
2024-04-04T11:00:00Z,SEDENTARY
2024-04-04T11:01:00Z,SEDENTARY
2024-04-04T11:02:00Z,SEDENTARY
2024-04-04T11:03:00Z,SEDENTARY
2024-04-04T11:04:00Z,SEDENTARY
2024-04-04T11:05:00Z,SEDENTARY
2024-04-04T11:06:00Z,SEDENTARY
2024-04-04T11:07:00Z,SEDENTARY
2024-04-04T11:08:00Z,SEDENTARY
2024-04-04T11:09:00Z,SEDENTARY
2024-04-04T11:10:00Z,SEDENTARY
2024-04-04T11:11:00Z,SEDENTARY
2024-04-04T11:12:00Z,SEDENTARY
2024-04-04T11:13:00Z,SEDENTARY
2024-04-04T11:14:00Z,SEDENTARY
2024-04-04T11:15:00Z,SEDENTARY
2024-04-04T11:16:00Z,SEDENTARY
2024-04-04T11:17:00Z,SEDENTARY
2024-04-04T11:18:00Z,SEDENTARY
2024-04-04T11:19:00Z,SEDENTARY
2024-04-04T11:20:00Z,SEDENTARY
2024-04-04T11:21:00Z,SEDENTARY
2024-04-04T11:22:00Z,SEDENTARY
2024-04-04T11:23:00Z,SEDENTARY
2024-04-04T11:24:00Z,SEDENTARY
2024-04-04T11:25:00Z,SEDENTARY
2024-04-04T11:26:00Z,SEDENTARY
2024-04-04T11:27:00Z,SEDENTARY
2024-04-04T11:28:00Z,SEDENTARY
2024-04-04T11:29:00Z,SEDENTARY
2024-04-04T11:30:00Z,SEDENTARY
2024-04-04T11:31:00Z,SEDENTARY
2024-04-04T11:32:00Z,SEDENTARY
2024-04-04T11:33:00Z,SEDENTARY
2024-04-04T11:34:00Z,SEDENTARY
2024-04-04T11:35:00Z,SEDENTARY
2024-04-04T11:36:00Z,SEDENTARY
2024-04-04T11:37:00Z,SEDENTARY
2024-04-04T11:38:00Z,SEDENTARY
2024-04-04T11:39:00Z,SEDENTARY
2024-04-04T11:40:00Z,SEDENTARY
2024-04-04T11:41:00Z,SEDENTARY
2024-04-04T11:42:00Z,SEDENTARY
2024-04-04T11:43:00Z,SEDENTARY
2024-04-04T11:45:00Z,SEDENTARY
2024-04-04T11:47:00Z,SEDENTARY
2024-04-04T11:48:00Z,SEDENTARY
2024-04-04T11:51:00Z,SEDENTARY
2024-04-04T11:54:00Z,SEDENTARY
2024-04-04T11:55:00Z,SEDENTARY
2024-04-04T11:57:00Z,SEDENTARY
2024-04-04T11:58:00Z,SEDENTARY
2024-04-04T12:00:00Z,SEDENTARY
2024-04-04T12:01:00Z,SEDENTARY
2024-04-04T12:02:00Z,SEDENTARY
2024-04-04T12:06:00Z,SEDENTARY
2024-04-04T12:08:00Z,SEDENTARY
2024-04-04T12:09:00Z,SEDENTARY
2024-04-04T12:10:00Z,SEDENTARY
2024-04-04T12:11:00Z,SEDENTARY
2024-04-04T12:12:00Z,SEDENTARY
2024-04-04T12:15:00Z,SEDENTARY
2024-04-04T12:16:00Z,SEDENTARY
2024-04-04T12:17:00Z,SEDENTARY
2024-04-04T12:18:00Z,LIGHTLY_ACTIVE
2024-04-04T12:19:00Z,SEDENTARY
2024-04-04T12:20:00Z,SEDENTARY
2024-04-04T12:22:00Z,SEDENTARY
2024-04-04T12:24:00Z,SEDENTARY
2024-04-04T12:25:00Z,LIGHTLY_ACTIVE
2024-04-04T12:26:00Z,LIGHTLY_ACTIVE
2024-04-04T12:27:00Z,LIGHTLY_ACTIVE
2024-04-04T12:28:00Z,LIGHTLY_ACTIVE
2024-04-04T12:29:00Z,SEDENTARY
2024-04-04T12:30:00Z,LIGHTLY_ACTIVE
2024-04-04T12:31:00Z,LIGHTLY_ACTIVE
2024-04-04T12:32:00Z,LIGHTLY_ACTIVE
2024-04-04T12:33:00Z,LIGHTLY_ACTIVE
2024-04-04T12:34:00Z,LIGHTLY_ACTIVE
2024-04-04T12:35:00Z,LIGHTLY_ACTIVE
2024-04-04T12:36:00Z,LIGHTLY_ACTIVE
2024-04-04T12:37:00Z,LIGHTLY_ACTIVE
2024-04-04T12:38:00Z,LIGHTLY_ACTIVE
2024-04-04T12:39:00Z,SEDENTARY
2024-04-04T12:40:00Z,SEDENTARY
