timestamp,latitude,longitude,altitude
2023-07-03T03:11:27Z,16.069933,108.183980,185.1
2023-07-03T03:13:00Z,16.068565,108.180260,348.9
2023-07-03T06:58:37Z,16.070125,108.184712,-336.5
2023-07-03T06:58:53Z,16.069857,108.185222,-189.0
2023-07-03T06:58:54Z,16.069838,108.185152,-160.1
2023-07-03T06:58:55Z,16.069860,108.185228,-144.4
2023-07-03T06:58:56Z,16.069910,108.185328,-133.6
2023-07-03T06:58:57Z,16.069935,108.185403,-126.4
2023-07-03T06:58:58Z,16.069920,108.185462,-133.6
2023-07-03T06:58:59Z,16.069932,108.185542,-130.1
2023-07-03T06:59:00Z,16.069943,108.185615,-128.5
2023-07-03T06:59:01Z,16.069952,108.185700,-128.4
2023-07-03T06:59:02Z,16.069960,108.185783,-128.9
2023-07-03T06:59:03Z,16.069955,108.185857,-132.1
2023-07-03T06:59:04Z,16.069968,108.185947,-130.19
2023-07-03T06:59:05Z,16.069978,108.186017,-130.38
2023-07-03T06:59:06Z,16.069997,108.186097,-130.38
2023-07-03T06:59:07Z,16.070010,108.186165,-130.9
2023-07-03T06:59:08Z,16.070032,108.186247,-131.3
2023-07-03T06:59:09Z,16.070048,108.186328,-131.6
2023-07-03T06:59:10Z,16.070062,108.186405,-132.19
2023-07-03T06:59:11Z,16.070072,108.186475,-132.4
2023-07-03T06:59:12Z,16.070077,108.186550,-134.8
2023-07-03T06:59:13Z,16.070080,108.186625,-136.6
2023-07-03T06:59:14Z,16.070090,108.186713,-138.4
2023-07-03T06:59:15Z,16.070095,108.186783,-139.8
2023-07-03T06:59:16Z,16.070105,108.186853,-140.8
2023-07-03T06:59:17Z,16.070113,108.186923,-141.8
2023-07-03T06:59:18Z,16.070128,108.186990,-142.3
2023-07-03T06:59:19Z,16.070143,108.187053,-142.5
2023-07-03T06:59:20Z,16.070160,108.187122,-142.69
2023-07-03T06:59:21Z,16.070173,108.187188,-143.19
2023-07-03T06:59:22Z,16.070192,108.187248,-143.19
2023-07-03T06:59:23Z,16.070218,108.187315,-140.79
2023-07-03T06:59:24Z,16.070230,108.187375,-141.38
2023-07-03T06:59:25Z,16.070242,108.187437,-141.19
2023-07-03T06:59:26Z,16.070242,108.187477,-141.19
2023-07-03T06:59:27Z,16.070242,108.187528,-142.19
2023-07-03T06:59:28Z,16.070237,108.187545,-142.88
2023-07-03T06:59:29Z,16.070227,108.187527,-143.19
2023-07-03T06:59:30Z,16.070217,108.187510,-144.5
2023-07-03T06:59:31Z,16.070212,108.187495,-145.4
2023-07-03T06:59:32Z,16.070208,108.187475,-145.9
2023-07-03T06:59:33Z,16.070208,108.187485,-146.19
2023-07-03T06:59:37Z,16.070200,108.187473,-148.4
2023-07-03T06:59:39Z,16.070193,108.187457,-149.6
2023-07-03T06:59:40Z,16.070192,108.187445,-150.1
