timestamp,steps per minute
2025-07-06T09:35:46Z,85
2025-07-06T09:35:47Z,85
2025-07-06T09:35:48Z,85
2025-07-06T09:35:49Z,85
2025-07-06T09:35:50Z,87
2025-07-06T09:35:51Z,88
2025-07-06T09:35:52Z,89
2025-07-06T09:35:53Z,90
2025-07-06T09:35:54Z,89
2025-07-06T09:35:55Z,89
2025-07-06T09:35:56Z,89
2025-07-06T09:35:57Z,88
2025-07-06T09:35:58Z,88
2025-07-06T09:35:59Z,87
2025-07-06T09:36:00Z,88
2025-07-06T09:36:01Z,88
2025-07-06T09:36:02Z,88
2025-07-06T09:36:03Z,90
2025-07-06T09:36:04Z,91
2025-07-06T09:36:05Z,93
2025-07-06T09:36:06Z,94
2025-07-06T09:36:07Z,95
2025-07-06T09:36:08Z,94
2025-07-06T09:36:09Z,94
2025-07-06T09:36:10Z,95
2025-07-06T09:36:11Z,97
2025-07-06T09:36:12Z,98
2025-07-06T09:36:13Z,98
2025-07-06T09:36:14Z,99
2025-07-06T09:36:15Z,99
2025-07-06T09:36:16Z,98
2025-07-06T09:36:17Z,97
2025-07-06T09:36:18Z,98
2025-07-06T09:36:19Z,102
2025-07-06T09:36:20Z,110
2025-07-06T09:36:21Z,122
2025-07-06T09:36:22Z,130
2025-07-06T09:36:23Z,136
2025-07-06T09:36:24Z,142
2025-07-06T09:36:25Z,147
2025-07-06T09:36:26Z,151
2025-07-06T09:36:27Z,151
2025-07-06T09:36:28Z,152
2025-07-06T09:36:29Z,152
2025-07-06T09:36:30Z,154
2025-07-06T09:36:31Z,153
2025-07-06T09:36:32Z,152
2025-07-06T09:36:33Z,153
2025-07-06T09:36:34Z,153
2025-07-06T09:36:35Z,153
2025-07-06T09:36:36Z,152
2025-07-06T09:36:37Z,152
2025-07-06T09:36:38Z,153
2025-07-06T09:36:39Z,153
2025-07-06T09:36:40Z,153
2025-07-06T09:36:41Z,153
2025-07-06T09:36:42Z,154
2025-07-06T09:36:43Z,155
2025-07-06T09:36:44Z,155
2025-07-06T09:36:45Z,154
2025-07-06T09:36:46Z,156
2025-07-06T09:36:47Z,157
2025-07-06T09:36:48Z,156
2025-07-06T09:36:49Z,158
2025-07-06T09:36:50Z,160
2025-07-06T09:36:51Z,162
2025-07-06T09:36:52Z,164
2025-07-06T09:36:53Z,165
2025-07-06T09:36:54Z,165
2025-07-06T09:36:55Z,167
2025-07-06T09:36:56Z,168
2025-07-06T09:36:57Z,167
2025-07-06T09:36:58Z,166
2025-07-06T09:36:59Z,167
2025-07-06T09:37:00Z,168
2025-07-06T09:37:01Z,169
2025-07-06T09:37:02Z,169
2025-07-06T09:37:03Z,169
2025-07-06T09:37:04Z,169
2025-07-06T09:37:05Z,168
2025-07-06T09:37:06Z,169
2025-07-06T09:37:07Z,170
2025-07-06T09:37:08Z,170
2025-07-06T09:37:09Z,170
2025-07-06T09:37:10Z,169
2025-07-06T09:37:11Z,168
2025-07-06T09:37:12Z,167
2025-07-06T09:37:13Z,166
2025-07-06T09:37:14Z,163
2025-07-06T09:37:15Z,163
2025-07-06T09:37:16Z,166
2025-07-06T09:37:17Z,167
2025-07-06T09:37:18Z,169
2025-07-06T09:37:19Z,170
2025-07-06T09:37:20Z,170
2025-07-06T09:37:21Z,171
2025-07-06T09:37:22Z,173
2025-07-06T09:37:23Z,173
2025-07-06T09:37:24Z,174
2025-07-06T09:37:25Z,176
2025-07-06T09:37:26Z,177
2025-07-06T09:37:27Z,176
2025-07-06T09:37:28Z,176
2025-07-06T09:37:29Z,176
2025-07-06T09:37:30Z,176
2025-07-06T09:37:31Z,176
2025-07-06T09:37:32Z,176
2025-07-06T09:37:33Z,176
2025-07-06T09:37:34Z,177
2025-07-06T09:37:35Z,176
2025-07-06T09:37:36Z,176
2025-07-06T09:37:37Z,176
2025-07-06T09:37:38Z,176
2025-07-06T09:37:39Z,176
2025-07-06T09:37:40Z,177
2025-07-06T09:37:41Z,177
2025-07-06T09:37:42Z,177
2025-07-06T09:37:43Z,177
2025-07-06T09:37:44Z,177
2025-07-06T09:37:45Z,177
2025-07-06T09:37:46Z,177
2025-07-06T09:37:47Z,177
2025-07-06T09:37:48Z,178
2025-07-06T09:37:49Z,179
2025-07-06T09:37:50Z,179
2025-07-06T09:37:51Z,179
2025-07-06T09:37:52Z,178
2025-07-06T09:37:53Z,179
