timestamp,ground contact time
2025-06-15T00:00:00Z,338
2025-06-15T00:00:04Z,337
2025-06-15T00:00:09Z,336
2025-06-15T00:00:14Z,317
2025-06-15T00:00:19Z,285
2025-06-15T00:00:24Z,262
2025-06-15T00:00:29Z,249
2025-06-15T00:00:34Z,247
2025-06-15T00:00:39Z,247
2025-06-15T00:00:44Z,243
2025-06-15T00:00:49Z,243
2025-06-15T00:00:54Z,268
2025-06-15T00:00:59Z,304
2025-06-15T00:01:04Z,332
2025-06-15T00:01:10Z,335
2025-06-15T00:01:14Z,330
2025-06-15T00:01:19Z,331
2025-06-15T00:01:24Z,329
2025-06-15T00:01:29Z,330
2025-06-15T00:01:35Z,326
2025-06-15T00:01:40Z,327
2025-06-15T00:01:45Z,327
2025-06-15T00:01:50Z,335
2025-06-15T00:01:55Z,334
2025-06-15T00:02:00Z,334
2025-06-15T00:02:05Z,331
2025-06-15T00:02:10Z,331
2025-06-15T00:02:15Z,330
2025-06-15T00:02:20Z,332
2025-06-15T00:02:25Z,335
2025-06-15T00:02:30Z,338
2025-06-15T00:02:35Z,331
2025-06-15T00:02:40Z,325
2025-06-15T00:02:45Z,319
2025-06-15T00:02:50Z,322
2025-06-15T00:02:55Z,331
2025-06-15T00:03:00Z,335
2025-06-15T00:03:04Z,335
2025-06-15T00:03:09Z,332
2025-06-15T00:03:14Z,334
2025-06-15T00:03:19Z,339
2025-06-15T00:03:24Z,335
2025-06-15T00:03:29Z,338
2025-06-15T00:03:34Z,334
2025-06-15T00:03:40Z,339
2025-06-15T00:03:45Z,335
2025-06-15T00:03:50Z,337
2025-06-15T00:03:55Z,334
2025-06-15T00:04:00Z,335
2025-06-15T00:04:05Z,332
2025-06-15T00:04:10Z,334
2025-06-15T00:04:15Z,335
2025-06-15T00:04:20Z,337
2025-06-15T00:04:25Z,337
2025-06-15T00:04:30Z,337
2025-06-15T00:04:35Z,334
2025-06-15T00:04:40Z,337
2025-06-15T00:04:45Z,337
2025-06-15T00:04:50Z,341
2025-06-15T00:04:55Z,338
2025-06-15T00:05:00Z,337
2025-06-15T00:05:05Z,338
2025-06-15T00:05:10Z,341
2025-06-15T00:05:15Z,342
2025-06-15T00:05:20Z,345
2025-06-15T00:05:25Z,347
2025-06-15T00:05:30Z,350
2025-06-15T00:05:35Z,348
2025-06-15T00:05:40Z,341
2025-06-15T00:05:53Z,339
2025-06-15T00:05:58Z,343
2025-06-15T00:06:03Z,340
2025-06-15T00:06:08Z,338
2025-06-15T00:06:13Z,312
2025-06-15T00:06:18Z,284
2025-06-15T00:06:23Z,258
2025-06-15T00:06:28Z,253
2025-06-15T00:06:33Z,253
2025-06-15T00:06:38Z,253
2025-06-15T00:06:43Z,252
2025-06-15T00:06:48Z,251
2025-06-15T00:06:53Z,252
2025-06-15T00:06:57Z,253
2025-06-15T00:07:02Z,252
2025-06-15T00:07:07Z,252
2025-06-15T00:07:13Z,252
2025-06-15T00:07:17Z,251
2025-06-15T00:07:22Z,246
2025-06-15T00:07:27Z,245
2025-06-15T00:07:33Z,245
2025-06-15T00:07:38Z,248
2025-06-15T00:07:43Z,250
2025-06-15T00:07:48Z,247
2025-06-15T00:07:53Z,246
2025-06-15T00:07:58Z,246
2025-06-15T00:08:03Z,248
2025-06-15T00:08:07Z,246
2025-06-15T00:08:12Z,254
2025-06-15T00:08:17Z,290
2025-06-15T00:08:22Z,327
2025-06-15T00:08:27Z,348
2025-06-15T00:08:32Z,344
2025-06-15T00:08:37Z,341
2025-06-15T00:08:42Z,341
2025-06-15T00:08:47Z,343
2025-06-15T00:08:52Z,345
2025-06-15T00:08:57Z,344
2025-06-15T00:09:02Z,346
2025-06-15T00:09:08Z,343
2025-06-15T00:09:13Z,340
2025-06-15T00:09:18Z,341
2025-06-15T00:09:23Z,342
2025-06-15T00:09:33Z,337
2025-06-15T00:09:38Z,342
2025-06-15T00:09:43Z,339
2025-06-15T00:09:48Z,336
2025-06-15T00:09:53Z,334
2025-06-15T00:09:58Z,335
2025-06-15T00:10:03Z,334
2025-06-15T00:10:08Z,337
2025-06-15T00:10:13Z,309
2025-06-15T00:10:18Z,284
2025-06-15T00:10:23Z,256
2025-06-15T00:10:28Z,261
2025-06-15T00:10:33Z,296
2025-06-15T00:10:38Z,321
2025-06-15T00:12:12Z,341
2025-06-15T00:12:16Z,339
2025-06-15T00:12:21Z,335
2025-06-15T00:12:26Z,329
2025-06-15T00:12:36Z,330
2025-06-15T00:12:41Z,331
2025-06-15T00:12:46Z,330
2025-06-15T00:12:51Z,326
