timestamp,stride length
2025-08-04T23:51:18Z,82.40
2025-08-04T23:51:22Z,82.40
2025-08-04T23:51:25Z,82.40
2025-08-04T23:51:28Z,77.20
2025-08-04T23:51:31Z,74.60
2025-08-04T23:51:34Z,75.90
2025-08-04T23:51:37Z,77.20
2025-08-04T23:51:41Z,72.00
2025-08-04T23:51:44Z,72.00
2025-08-04T23:51:47Z,73.30
2025-08-04T23:51:50Z,72.60
2025-08-04T23:51:53Z,76.10
2025-08-04T23:51:57Z,75.20
2025-08-04T23:52:00Z,75.20
2025-08-04T23:52:03Z,75.20
2025-08-04T23:52:06Z,75.20
2025-08-04T23:52:10Z,80.40
2025-08-04T23:52:12Z,80.60
2025-08-04T23:52:16Z,80.60
2025-08-04T23:52:19Z,81.90
2025-08-04T23:52:22Z,83.70
2025-08-04T23:52:25Z,83.50
2025-08-04T23:52:29Z,84.00
2025-08-04T23:52:32Z,82.00
2025-08-04T23:52:35Z,83.00
2025-08-04T23:52:38Z,82.50
2025-08-04T23:52:42Z,80.00
2025-08-04T23:52:45Z,82.50
2025-08-04T23:52:48Z,80.70
2025-08-04T23:52:51Z,81.70
2025-08-04T23:52:54Z,81.30
2025-08-04T23:52:57Z,82.80
2025-08-04T23:53:01Z,83.90
2025-08-04T23:53:04Z,81.30
2025-08-04T23:53:07Z,81.30
2025-08-04T23:53:10Z,82.00
2025-08-04T23:53:13Z,82.00
2025-08-04T23:53:17Z,81.60
2025-08-04T23:53:20Z,81.10
2025-08-04T23:53:23Z,80.20
2025-08-04T23:53:26Z,79.40
2025-08-04T23:53:29Z,79.40
2025-08-04T23:53:32Z,79.40
2025-08-04T23:53:35Z,79.40
2025-08-04T23:53:39Z,79.40
2025-08-04T23:53:42Z,79.60
2025-08-04T23:53:45Z,79.60
2025-08-04T23:53:48Z,79.60
2025-08-04T23:53:51Z,80.70
2025-08-04T23:53:54Z,79.60
2025-08-04T23:53:57Z,79.60
2025-08-04T23:54:01Z,79.60
2025-08-04T23:54:04Z,79.60
2025-08-04T23:54:07Z,79.60
2025-08-04T23:54:10Z,79.60
2025-08-04T23:54:13Z,81.20
2025-08-04T23:54:17Z,82.20
2025-08-04T23:54:19Z,82.20
2025-08-04T23:54:23Z,82.20
2025-08-04T23:54:26Z,82.20
2025-08-04T23:54:29Z,82.10
2025-08-04T23:54:32Z,81.00
2025-08-04T23:54:35Z,81.00
2025-08-04T23:54:38Z,81.00
2025-08-04T23:54:41Z,81.00
2025-08-04T23:54:45Z,81.00
2025-08-04T23:54:47Z,81.60
2025-08-04T23:54:51Z,81.90
2025-08-04T23:54:54Z,81.90
2025-08-04T23:54:57Z,81.90
2025-08-04T23:55:00Z,81.90
2025-08-04T23:55:03Z,84.10
2025-08-04T23:55:06Z,85.20
2025-08-04T23:55:09Z,85.20
2025-08-04T23:55:12Z,85.60
2025-08-04T23:55:15Z,85.60
2025-08-04T23:55:18Z,85.20
2025-08-04T23:55:21Z,81.90
2025-08-04T23:55:25Z,82.80
2025-08-04T23:55:28Z,81.90
2025-08-04T23:55:31Z,81.90
2025-08-04T23:55:34Z,81.90
2025-08-04T23:55:37Z,83.20
2025-08-04T23:55:40Z,84.00
2025-08-04T23:55:43Z,83.40
2025-08-04T23:55:47Z,83.20
2025-08-04T23:55:50Z,83.20
