timestamp,latitude,longitude,altitude
2024-02-13T00:00:00Z,16.070840,108.177662,4.6
2024-02-13T00:00:01Z,16.070852,108.177642,4.3
2024-02-13T00:00:02Z,16.070865,108.177622,4.1
2024-02-13T00:00:03Z,16.070878,108.177600,3.5
2024-02-13T00:00:04Z,16.070890,108.177578,3.3
2024-02-13T00:00:05Z,16.070903,108.177555,3.2
2024-02-13T00:00:06Z,16.070913,108.177535,3.7
2024-02-13T00:00:07Z,16.070925,108.177513,3.8
2024-02-13T00:00:08Z,16.070938,108.177492,4.0
2024-02-13T00:00:09Z,16.070947,108.177470,4.7
2024-02-13T00:00:10Z,16.070957,108.177450,4.3
2024-02-13T00:00:11Z,16.070965,108.177428,4.09
2024-02-13T00:00:12Z,16.070973,108.177405,4.09
2024-02-13T00:00:13Z,16.070982,108.177383,4.09
2024-02-13T00:00:14Z,16.070987,108.177360,4.09
2024-02-13T00:00:15Z,16.070995,108.177335,3.59
2024-02-13T00:00:16Z,16.071000,108.177312,3.49
2024-02-13T00:00:17Z,16.071007,108.177287,3.1
2024-02-13T00:00:18Z,16.071013,108.177262,2.8
2024-02-13T00:00:19Z,16.071018,108.177237,3.3
2024-02-13T00:00:20Z,16.071018,108.177212,4.7
2024-02-13T00:00:21Z,16.071018,108.177187,5.5
2024-02-13T00:00:22Z,16.071018,108.177162,6.2
2024-02-13T00:00:23Z,16.071017,108.177137,6.6
2024-02-13T00:00:24Z,16.071017,108.177115,7.2
2024-02-13T00:00:25Z,16.071018,108.177088,7.7
2024-02-13T00:00:26Z,16.071018,108.177065,8.3
2024-02-13T00:00:27Z,16.071023,108.177038,8.3
2024-02-13T00:00:28Z,16.071027,108.177015,8.0
2024-02-13T00:00:29Z,16.071030,108.176993,8.9
2024-02-13T00:00:30Z,16.071028,108.176975,9.3
2024-02-13T00:00:31Z,16.071025,108.176953,9.4
2024-02-13T00:00:32Z,16.071022,108.176927,9.6
2024-02-13T00:00:33Z,16.071020,108.176902,9.4
2024-02-13T00:00:34Z,16.071017,108.176878,9.8
2024-02-13T00:00:35Z,16.071013,108.176852,10.19
2024-02-13T00:00:36Z,16.071008,108.176828,10.7
2024-02-13T00:00:37Z,16.071005,108.176807,11.3
2024-02-13T00:00:38Z,16.071000,108.176780,10.89
2024-02-13T00:00:39Z,16.070997,108.176757,11.3
2024-02-13T00:00:40Z,16.070993,108.176735,11.39
2024-02-13T00:00:41Z,16.070990,108.176710,10.19
2024-02-13T00:00:42Z,16.070985,108.176687,10.5
2024-02-13T00:00:43Z,16.070982,108.176665,10.7
2024-02-13T00:00:44Z,16.070975,108.176642,11.3
2024-02-13T00:00:45Z,16.070970,108.176617,11.5
2024-02-13T00:00:46Z,16.070965,108.176593,11.0
2024-02-13T00:00:47Z,16.070963,108.176568,10.5
2024-02-13T00:00:48Z,16.070958,108.176545,10.5
2024-02-13T00:00:49Z,16.070953,108.176523,10.7
2024-02-13T00:00:50Z,16.070948,108.176500,10.19
2024-02-13T00:00:51Z,16.070945,108.176473,9.69
2024-02-13T00:00:52Z,16.070945,108.176450,9.5
2024-02-13T00:00:53Z,16.070948,108.176428,9.9
2024-02-13T00:00:54Z,16.070953,108.176403,9.4
2024-02-13T00:00:55Z,16.070962,108.176380,8.9
2024-02-13T00:00:56Z,16.070970,108.176353,8.6
2024-02-13T00:00:57Z,16.070975,108.176327,8.5
2024-02-13T00:00:58Z,16.070977,108.176302,8.3
2024-02-13T00:00:59Z,16.070977,108.176277,8.0
2024-02-13T00:01:00Z,16.070975,108.176252,7.9
2024-02-13T00:01:01Z,16.070973,108.176228,7.8
2024-02-13T00:01:02Z,16.070968,108.176205,7.9
2024-02-13T00:01:03Z,16.070965,108.176183,7.7
2024-02-13T00:01:04Z,16.070960,108.176160,7.7
2024-02-13T00:01:05Z,16.070955,108.176137,7.7
2024-02-13T00:01:06Z,16.070950,108.176113,8.1
2024-02-13T00:01:07Z,16.070947,108.176088,8.19
2024-02-13T00:01:08Z,16.070942,108.176068,8.29
2024-02-13T00:01:09Z,16.070938,108.176050,8.49
2024-02-13T00:01:10Z,16.070937,108.176028,8.29
2024-02-13T00:01:11Z,16.070935,108.176005,8.69
2024-02-13T00:01:12Z,16.070933,108.175983,8.5
2024-02-13T00:01:13Z,16.070928,108.175958,8.69
2024-02-13T00:01:14Z,16.070925,108.175932,8.39
2024-02-13T00:01:15Z,16.070920,108.175905,8.39
2024-02-13T00:01:16Z,16.070917,108.175880,8.59
2024-02-13T00:01:17Z,16.070912,108.175857,8.39
2024-02-13T00:01:18Z,16.070905,108.175832,8.99
2024-02-13T00:01:19Z,16.070898,108.175813,8.59
2024-02-13T00:01:20Z,16.070888,108.175792,8.19
2024-02-13T00:01:21Z,16.070882,108.175768,7.79
2024-02-13T00:01:22Z,16.070878,108.175745,7.89
2024-02-13T00:01:23Z,16.070875,108.175722,7.89
2024-02-13T00:01:24Z,16.070872,108.175697,8.19
2024-02-13T00:01:25Z,16.070868,108.175670,8.6
2024-02-13T00:01:26Z,16.070867,108.175643,8.5
2024-02-13T00:01:27Z,16.070862,108.175618,9.0
2024-02-13T00:01:28Z,16.070857,108.175595,9.4
2024-02-13T00:01:29Z,16.070850,108.175570,9.5
2024-02-13T00:01:30Z,16.070845,108.175547,9.8
2024-02-13T00:01:31Z,16.070840,108.175522,9.5
2024-02-13T00:01:32Z,16.070838,108.175497,9.4
2024-02-13T00:01:33Z,16.070835,108.175473,9.4
2024-02-13T00:01:34Z,16.070832,108.175448,9.2
2024-02-13T00:01:35Z,16.070825,108.175425,9.0
2024-02-13T00:01:36Z,16.070818,108.175402,9.3
2024-02-13T00:01:37Z,16.070812,108.175377,9.5
2024-02-13T00:01:38Z,16.070808,108.175353,9.4
2024-02-13T00:01:39Z,16.070803,108.175328,9.5
2024-02-13T00:01:40Z,16.070800,108.175305,9.69
2024-02-13T00:01:41Z,16.070797,108.175280,9.89
2024-02-13T00:01:42Z,16.070793,108.175257,9.89
2024-02-13T00:01:43Z,16.070792,108.175233,9.89
2024-02-13T00:01:44Z,16.070788,108.175210,10.3
2024-02-13T00:01:45Z,16.070788,108.175187,10.1
2024-02-13T00:01:46Z,16.070790,108.175162,10.1
2024-02-13T00:01:47Z,16.070792,108.175137,10.0
2024-02-13T00:01:48Z,16.070790,108.175113,10.5
2024-02-13T00:01:49Z,16.070792,108.175090,10.6
2024-02-13T00:01:50Z,16.070793,108.175067,10.6
2024-02-13T00:01:51Z,16.070795,108.175043,10.6
2024-02-13T00:01:52Z,16.070798,108.175018,10.3
2024-02-13T00:01:53Z,16.070802,108.174993,10.39
2024-02-13T00:01:54Z,16.070805,108.174970,10.39
2024-02-13T00:01:55Z,16.070808,108.174948,10.7
2024-02-13T00:01:56Z,16.070813,108.174925,10.7
2024-02-13T00:01:57Z,16.070818,108.174898,10.39
2024-02-13T00:01:58Z,16.070823,108.174875,10.09
2024-02-13T00:01:59Z,16.070830,108.174850,10.19
2024-02-13T00:02:00Z,16.070838,108.174827,9.99
2024-02-13T00:02:01Z,16.070850,108.174802,9.99
2024-02-13T00:02:02Z,16.070860,108.174778,10.19
2024-02-13T00:02:03Z,16.070872,108.174757,9.89
2024-02-13T00:02:04Z,16.070885,108.174735,9.69
2024-02-13T00:02:05Z,16.070900,108.174717,10.4
2024-02-13T00:02:06Z,16.070910,108.174698,10.5
2024-02-13T00:02:07Z,16.070920,108.174680,10.0
2024-02-13T00:02:08Z,16.070932,108.174658,9.69
2024-02-13T00:02:09Z,16.070945,108.174638,9.89
2024-02-13T00:02:10Z,16.070957,108.174618,9.89
2024-02-13T00:02:11Z,16.070968,108.174598,9.99
2024-02-13T00:02:12Z,16.070978,108.174580,9.99
2024-02-13T00:02:13Z,16.070990,108.174560,9.69
2024-02-13T00:02:14Z,16.071003,108.174540,9.3
2024-02-13T00:02:15Z,16.071015,108.174522,9.2
2024-02-13T00:02:16Z,16.071028,108.174503,8.7
2024-02-13T00:02:17Z,16.071038,108.174483,8.9
2024-02-13T00:02:18Z,16.071048,108.174463,8.8
2024-02-13T00:02:19Z,16.071055,108.174443,9.2
2024-02-13T00:02:20Z,16.071063,108.174422,9.1
2024-02-13T00:02:21Z,16.071075,108.174403,9.1
2024-02-13T00:02:22Z,16.071085,108.174380,8.7
2024-02-13T00:02:23Z,16.071092,108.174358,8.5
2024-02-13T00:02:24Z,16.071098,108.174338,8.5
2024-02-13T00:02:25Z,16.071110,108.174320,8.1
2024-02-13T00:02:26Z,16.071123,108.174302,8.0
2024-02-13T00:02:27Z,16.071138,108.174283,7.9
2024-02-13T00:02:28Z,16.071153,108.174265,8.1
