timestamp,heart rate zone,total minutes
2023-10-02T22:01:00Z,cardio,2
2023-10-02T22:02:00Z,cardio,2
2023-10-02T22:03:00Z,cardio,2
2023-10-02T22:04:00Z,cardio,2
2023-10-02T22:05:00Z,cardio,2
2023-10-02T22:06:00Z,cardio,2
2023-10-02T22:07:00Z,cardio,2
2023-10-02T22:08:00Z,cardio,2
2023-10-02T22:09:00Z,cardio,2
2023-10-02T22:10:00Z,cardio,2
2023-10-02T22:11:00Z,cardio,2
2023-10-02T22:12:00Z,cardio,2
2023-10-02T22:13:00Z,cardio,2
2023-10-02T22:14:00Z,cardio,2
2023-10-02T22:15:00Z,cardio,2
2023-10-02T22:16:00Z,cardio,2
2023-10-02T22:17:00Z,cardio,2
2023-10-02T22:18:00Z,cardio,2
2023-10-02T22:19:00Z,cardio,2
2023-10-02T22:20:00Z,cardio,2
2023-10-02T22:21:00Z,cardio,2
2023-10-02T22:22:00Z,cardio,2
2023-10-02T22:23:00Z,cardio,2
2023-10-02T22:24:00Z,cardio,2
2023-10-02T22:25:00Z,peak,2
2023-10-02T22:26:00Z,cardio,2
2023-10-02T22:27:00Z,cardio,2
2023-10-02T22:28:00Z,cardio,2
2023-10-02T22:29:00Z,cardio,2
2023-10-02T22:30:00Z,cardio,2
2023-10-02T22:31:00Z,cardio,2
2023-10-02T22:32:00Z,fat burn,1
2023-10-02T22:33:00Z,fat burn,1
2023-10-02T22:34:00Z,fat burn,1
2023-10-02T22:35:00Z,fat burn,1
2023-10-02T22:36:00Z,fat burn,1
2023-10-02T22:37:00Z,fat burn,1
2023-10-02T22:38:00Z,fat burn,1
2023-10-02T22:39:00Z,fat burn,1
2023-10-02T22:40:00Z,fat burn,1
2023-10-02T22:41:00Z,fat burn,1
2023-10-04T02:53:00Z,cardio,2
2023-10-04T02:54:00Z,cardio,2
2023-10-04T02:55:00Z,cardio,2
2023-10-04T02:56:00Z,fat burn,1
2023-10-04T02:59:00Z,fat burn,1
2023-10-04T03:00:00Z,cardio,2
2023-10-04T03:01:00Z,cardio,2
2023-10-04T03:02:00Z,cardio,2
2023-10-04T03:03:00Z,cardio,2
2023-10-04T03:04:00Z,peak,2
2023-10-04T03:05:00Z,cardio,2
2023-10-04T03:06:00Z,peak,2
2023-10-04T03:07:00Z,cardio,2
2023-10-04T03:08:00Z,fat burn,1
2023-10-04T03:09:00Z,fat burn,1
2023-10-04T03:12:00Z,fat burn,1
2023-10-04T03:13:00Z,fat burn,1
2023-10-04T03:14:00Z,cardio,2
2023-10-04T03:15:00Z,cardio,2
2023-10-04T03:16:00Z,cardio,2
2023-10-04T03:17:00Z,cardio,2
2023-10-04T03:18:00Z,cardio,2
2023-10-04T03:19:00Z,cardio,2
2023-10-04T03:20:00Z,peak,2
2023-10-04T03:21:00Z,cardio,2
2023-10-04T03:22:00Z,cardio,2
2023-10-04T03:23:00Z,fat burn,1
2023-10-04T03:24:00Z,cardio,2
2023-10-04T03:25:00Z,cardio,2
2023-10-04T03:26:00Z,cardio,2
2023-10-04T03:27:00Z,cardio,2
2023-10-04T03:28:00Z,cardio,2
2023-10-04T03:29:00Z,fat burn,1
2023-10-04T03:30:00Z,fat burn,1
2023-10-06T17:00:00Z,fat burn,1
2023-10-06T17:01:00Z,cardio,2
2023-10-06T17:02:00Z,cardio,2
2023-10-06T17:03:00Z,fat burn,1
2023-10-06T17:10:00Z,fat burn,1
2023-10-06T17:11:00Z,cardio,2
2023-10-06T17:12:00Z,cardio,2
2023-10-06T17:13:00Z,cardio,2
2023-10-06T17:14:00Z,cardio,2
2023-10-06T17:15:00Z,fat burn,1
2023-10-06T17:21:00Z,fat burn,1
2023-10-06T17:22:00Z,fat burn,1
2023-10-06T17:28:00Z,fat burn,1
2023-10-06T17:29:00Z,cardio,2
2023-10-06T17:30:00Z,cardio,2
2023-10-06T17:31:00Z,cardio,2
2023-10-06T17:32:00Z,cardio,2
2023-10-06T17:33:00Z,fat burn,1
2023-10-06T17:34:00Z,fat burn,1
2023-10-10T08:09:00Z,fat burn,1
2023-10-10T08:10:00Z,cardio,2
2023-10-10T08:11:00Z,cardio,2
2023-10-10T08:12:00Z,cardio,2
2023-10-10T08:13:00Z,cardio,2
2023-10-10T08:14:00Z,cardio,2
2023-10-10T08:15:00Z,cardio,2
2023-10-10T08:16:00Z,cardio,2
2023-10-10T08:17:00Z,fat burn,1
2023-10-10T08:18:00Z,fat burn,1
2023-10-10T08:19:00Z,cardio,2
2023-10-10T08:20:00Z,cardio,2
2023-10-10T08:21:00Z,fat burn,1
2023-10-10T08:22:00Z,cardio,2
2023-10-10T08:23:00Z,cardio,2
2023-10-10T08:24:00Z,cardio,2
2023-10-10T08:25:00Z,fat burn,1
2023-10-10T08:26:00Z,cardio,2
2023-10-10T08:27:00Z,cardio,2
2023-10-10T08:28:00Z,cardio,2
2023-10-10T08:29:00Z,cardio,2
2023-10-10T08:30:00Z,cardio,2
2023-10-10T08:31:00Z,cardio,2
2023-10-10T08:32:00Z,fat burn,1
2023-10-10T08:33:00Z,fat burn,1
2023-10-10T08:34:00Z,fat burn,1
2023-10-10T08:35:00Z,fat burn,1
2023-10-10T08:36:00Z,fat burn,1
2023-10-10T08:37:00Z,cardio,2
2023-10-10T08:38:00Z,cardio,2
2023-10-10T08:39:00Z,cardio,2
2023-10-10T08:40:00Z,cardio,2
2023-10-10T08:41:00Z,fat burn,1
2023-10-10T08:42:00Z,fat burn,1
2023-10-10T08:43:00Z,fat burn,1
2023-10-10T08:44:00Z,fat burn,1
2023-10-10T08:45:00Z,fat burn,1
2023-10-10T08:46:00Z,fat burn,1
2023-10-10T08:47:00Z,cardio,2
2023-10-10T08:48:00Z,fat burn,1
2023-10-10T08:49:00Z,fat burn,1
2023-10-10T08:50:00Z,cardio,2
2023-10-10T08:51:00Z,cardio,2
2023-10-10T08:52:00Z,fat burn,1
2023-10-10T08:53:00Z,fat burn,1
2023-10-10T08:54:00Z,fat burn,1
2023-10-10T08:55:00Z,fat burn,1
2023-10-10T08:56:00Z,fat burn,1
2023-10-10T08:57:00Z,fat burn,1
2023-10-10T08:58:00Z,fat burn,1
2023-10-10T08:59:00Z,fat burn,1
2023-10-10T09:00:00Z,fat burn,1
2023-10-10T09:01:00Z,fat burn,1
2023-10-10T09:02:00Z,fat burn,1
2023-10-10T09:03:00Z,cardio,2
2023-10-10T09:04:00Z,fat burn,1
2023-10-10T09:05:00Z,fat burn,1
2023-10-10T09:06:00Z,fat burn,1
2023-10-10T09:07:00Z,cardio,2
2023-10-10T09:08:00Z,cardio,2
2023-10-10T09:09:00Z,cardio,2
2023-10-10T09:10:00Z,cardio,2
2023-10-10T09:11:00Z,cardio,2
2023-10-10T09:12:00Z,cardio,2
2023-10-10T09:13:00Z,fat burn,1
2023-10-10T09:14:00Z,fat burn,1
2023-10-10T09:15:00Z,fat burn,1
2023-10-10T09:16:00Z,fat burn,1
2023-10-10T09:17:00Z,fat burn,1
2023-10-10T09:18:00Z,fat burn,1
2023-10-10T09:19:00Z,fat burn,1
2023-10-10T09:20:00Z,fat burn,1
2023-10-10T09:21:00Z,fat burn,1
2023-10-10T09:22:00Z,fat burn,1
2023-10-10T09:23:00Z,fat burn,1
2023-10-10T09:24:00Z,fat burn,1
2023-10-10T09:25:00Z,fat burn,1
2023-10-10T09:39:00Z,fat burn,1
2023-10-10T09:40:00Z,fat burn,1
2023-10-10T09:41:00Z,fat burn,1
2023-10-11T08:07:00Z,cardio,2
2023-10-11T08:08:00Z,cardio,2
2023-10-11T08:09:00Z,cardio,2
2023-10-11T08:10:00Z,fat burn,1
2023-10-11T08:11:00Z,cardio,2
2023-10-11T08:12:00Z,cardio,2
2023-10-11T08:13:00Z,fat burn,1
2023-10-11T08:14:00Z,cardio,2
2023-10-11T08:15:00Z,fat burn,1
2023-10-11T08:16:00Z,fat burn,1
2023-10-11T08:17:00Z,cardio,2
2023-10-11T08:18:00Z,fat burn,1
2023-10-11T08:19:00Z,fat burn,1
2023-10-11T08:20:00Z,fat burn,1
2023-10-11T08:21:00Z,fat burn,1
2023-10-11T08:22:00Z,fat burn,1
2023-10-11T08:23:00Z,fat burn,1
2023-10-11T08:24:00Z,fat burn,1
2023-10-11T08:25:00Z,fat burn,1
