timestamp,steps per minute
2025-05-13T00:00:00Z,184
2025-05-13T00:00:01Z,183
2025-05-13T00:00:02Z,183
2025-05-13T00:00:03Z,184
2025-05-13T00:00:04Z,184
2025-05-13T00:00:05Z,184
2025-05-13T00:00:06Z,182
2025-05-13T00:00:07Z,183
2025-05-13T00:00:08Z,183
2025-05-13T00:00:09Z,183
2025-05-13T00:00:10Z,182
2025-05-13T00:00:11Z,182
2025-05-13T00:00:12Z,183
2025-05-13T00:00:13Z,182
2025-05-13T00:00:14Z,183
2025-05-13T00:00:15Z,184
2025-05-13T00:00:16Z,185
2025-05-13T00:00:17Z,184
2025-05-13T00:00:18Z,184
2025-05-13T00:00:19Z,184
2025-05-13T00:00:20Z,184
2025-05-13T00:00:21Z,184
2025-05-13T00:00:22Z,184
2025-05-13T00:00:23Z,183
2025-05-13T00:00:24Z,183
2025-05-13T00:00:25Z,183
2025-05-13T00:00:26Z,183
2025-05-13T00:00:27Z,182
2025-05-13T00:00:28Z,181
2025-05-13T00:00:29Z,182
2025-05-13T00:00:30Z,182
2025-05-13T00:00:31Z,183
2025-05-13T00:00:32Z,183
2025-05-13T00:00:33Z,182
2025-05-13T00:00:34Z,181
2025-05-13T00:00:35Z,181
2025-05-13T00:00:36Z,181
2025-05-13T00:00:37Z,180
2025-05-13T00:00:38Z,180
2025-05-13T00:00:39Z,180
2025-05-13T00:00:40Z,180
2025-05-13T00:00:41Z,180
2025-05-13T00:00:42Z,179
2025-05-13T00:00:43Z,181
2025-05-13T00:00:44Z,179
2025-05-13T00:00:45Z,174
2025-05-13T00:00:46Z,172
2025-05-13T00:00:49Z,173
2025-05-13T00:00:50Z,173
2025-05-13T00:00:51Z,177
2025-05-13T00:00:52Z,178
2025-05-13T00:00:53Z,172
2025-05-13T00:00:54Z,169
2025-05-13T00:00:55Z,169
2025-05-13T00:00:56Z,169
2025-05-13T00:00:57Z,170
2025-05-13T00:00:58Z,174
2025-05-13T00:00:59Z,177
2025-05-13T00:01:00Z,178
2025-05-13T00:01:01Z,178
2025-05-13T00:01:02Z,178
2025-05-13T00:01:03Z,179
2025-05-13T00:01:04Z,180
2025-05-13T00:01:05Z,180
2025-05-13T00:01:06Z,180
2025-05-13T00:01:07Z,181
2025-05-13T00:01:08Z,182
2025-05-13T00:01:09Z,183
2025-05-13T00:01:10Z,183
2025-05-13T00:01:11Z,183
2025-05-13T00:01:12Z,183
2025-05-13T00:01:13Z,183
2025-05-13T00:01:14Z,182
2025-05-13T00:01:15Z,182
2025-05-13T00:01:16Z,182
2025-05-13T00:01:17Z,182
2025-05-13T00:01:18Z,183
2025-05-13T00:01:19Z,184
2025-05-13T00:01:20Z,184
2025-05-13T00:01:21Z,184
2025-05-13T00:01:22Z,183
2025-05-13T00:01:23Z,184
2025-05-13T00:01:24Z,183
2025-05-13T00:01:25Z,183
2025-05-13T00:01:26Z,183
2025-05-13T00:01:27Z,183
2025-05-13T00:01:28Z,184
2025-05-13T00:01:29Z,183
2025-05-13T00:01:30Z,184
2025-05-13T00:01:31Z,184
2025-05-13T00:01:32Z,184
2025-05-13T00:01:33Z,184
2025-05-13T00:01:34Z,183
2025-05-13T00:01:35Z,182
2025-05-13T00:01:36Z,180
2025-05-13T00:01:37Z,181
2025-05-13T00:01:38Z,182
2025-05-13T00:01:39Z,181
2025-05-13T00:01:40Z,181
2025-05-13T00:01:41Z,181
2025-05-13T00:01:42Z,182
2025-05-13T00:01:43Z,182
2025-05-13T00:01:44Z,182
2025-05-13T00:01:45Z,183
2025-05-13T00:01:46Z,183
2025-05-13T00:01:47Z,183
2025-05-13T00:01:48Z,184
2025-05-13T00:01:49Z,184
2025-05-13T00:01:50Z,183
2025-05-13T00:01:51Z,183
2025-05-13T00:01:52Z,182
2025-05-13T00:01:53Z,181
2025-05-13T00:01:54Z,181
2025-05-13T00:01:55Z,181
2025-05-13T00:01:56Z,182
2025-05-13T00:01:57Z,184
2025-05-13T00:01:58Z,184
2025-05-13T00:01:59Z,184
2025-05-13T00:02:00Z,183
2025-05-13T00:02:01Z,183
2025-05-13T00:02:02Z,184
2025-05-13T00:02:03Z,184
2025-05-13T00:02:04Z,183
2025-05-13T00:02:05Z,183
2025-05-13T00:02:06Z,181
2025-05-13T00:02:07Z,182
2025-05-13T00:02:08Z,184
2025-05-13T00:02:09Z,182
2025-05-13T00:02:10Z,184
2025-05-13T00:02:11Z,184
2025-05-13T00:02:12Z,184
2025-05-13T00:02:13Z,185
2025-05-13T00:02:14Z,184
2025-05-13T00:02:15Z,184
2025-05-13T00:02:16Z,185
2025-05-13T00:02:17Z,186
2025-05-13T00:02:18Z,186
2025-05-13T00:02:19Z,187
2025-05-13T00:02:20Z,188
2025-05-13T00:02:21Z,187
2025-05-13T00:02:22Z,186
2025-05-13T00:02:23Z,187
2025-05-13T00:02:24Z,186
2025-05-13T00:02:25Z,186
2025-05-13T00:02:26Z,185
2025-05-13T00:02:27Z,184
2025-05-13T00:02:28Z,185
2025-05-13T00:02:29Z,185
2025-05-13T00:02:30Z,186
2025-05-13T00:02:31Z,186
2025-05-13T00:02:32Z,186
2025-05-13T00:02:33Z,185
2025-05-13T00:02:34Z,185
2025-05-13T00:02:35Z,184
2025-05-13T00:02:36Z,184
2025-05-13T00:02:37Z,185
2025-05-13T00:02:38Z,185
2025-05-13T00:02:39Z,185
2025-05-13T00:02:40Z,185
2025-05-13T00:02:41Z,185
2025-05-13T00:02:42Z,184
2025-05-13T00:02:43Z,183
2025-05-13T00:02:44Z,184
2025-05-13T00:02:45Z,186
2025-05-13T00:02:46Z,186
2025-05-13T00:02:47Z,185
2025-05-13T00:02:48Z,184
2025-05-13T00:02:49Z,184
2025-05-13T00:02:50Z,184
2025-05-13T00:02:51Z,185
2025-05-13T00:02:52Z,184
2025-05-13T00:02:53Z,184
2025-05-13T00:02:54Z,184
2025-05-13T00:02:55Z,183
2025-05-13T00:02:56Z,183
2025-05-13T00:02:57Z,183
2025-05-13T00:02:58Z,182
2025-05-13T00:02:59Z,183
2025-05-13T00:03:00Z,183
2025-05-13T00:03:01Z,182
2025-05-13T00:03:02Z,182
2025-05-13T00:03:03Z,182
2025-05-13T00:03:04Z,182
2025-05-13T00:03:05Z,183
2025-05-13T00:03:06Z,181
2025-05-13T00:03:07Z,181
2025-05-13T00:03:08Z,182
2025-05-13T00:03:09Z,183
2025-05-13T00:03:10Z,183
2025-05-13T00:03:11Z,183
2025-05-13T00:03:12Z,183
2025-05-13T00:03:13Z,184
2025-05-13T00:03:14Z,183
2025-05-13T00:03:15Z,183
2025-05-13T00:03:16Z,182
2025-05-13T00:03:17Z,183
2025-05-13T00:03:18Z,183
2025-05-13T00:03:19Z,183
2025-05-13T00:03:20Z,184
2025-05-13T00:03:21Z,184
2025-05-13T00:03:22Z,183
2025-05-13T00:03:23Z,183
2025-05-13T00:03:24Z,183
2025-05-13T00:03:25Z,182
2025-05-13T00:03:26Z,181
2025-05-13T00:03:27Z,182
2025-05-13T00:03:28Z,182
2025-05-13T00:03:29Z,182
2025-05-13T00:03:30Z,182
2025-05-13T00:03:31Z,182
2025-05-13T00:03:32Z,179
2025-05-13T00:03:33Z,179
2025-05-13T00:03:34Z,181
2025-05-13T00:03:35Z,182
2025-05-13T00:03:36Z,182
2025-05-13T00:03:37Z,182
2025-05-13T00:03:38Z,182
2025-05-13T00:03:39Z,181
2025-05-13T00:03:40Z,182
2025-05-13T00:03:41Z,183
2025-05-13T00:03:42Z,183
2025-05-13T00:03:43Z,183
2025-05-13T00:03:44Z,183
2025-05-13T00:03:45Z,182
2025-05-13T00:03:46Z,182
2025-05-13T00:03:47Z,181
2025-05-13T00:03:48Z,182
2025-05-13T00:03:49Z,181
2025-05-13T00:03:50Z,183
2025-05-13T00:03:51Z,183
2025-05-13T00:03:52Z,182
2025-05-13T00:03:53Z,182
2025-05-13T00:03:54Z,182
2025-05-13T00:03:55Z,183
2025-05-13T00:03:56Z,182
2025-05-13T00:03:57Z,183
2025-05-13T00:03:58Z,182
2025-05-13T00:03:59Z,182
2025-05-13T00:04:00Z,183
