timestamp,steps
2024-05-01T16:38:00Z,46
2024-05-01T16:39:00Z,26
2024-05-01T16:40:00Z,75
2024-05-01T16:43:00Z,25
2024-05-01T16:44:00Z,59
2024-05-01T16:52:00Z,8
2024-05-01T16:54:00Z,6
2024-05-01T16:58:00Z,3
2024-05-01T17:01:00Z,9
2024-05-01T17:02:00Z,33
2024-05-01T17:34:00Z,2
2024-05-01T17:59:00Z,16
2024-05-01T18:00:00Z,7
2024-05-01T18:03:00Z,5
2024-05-01T18:09:00Z,19
2024-05-01T18:10:00Z,67
2024-05-01T18:12:00Z,27
2024-05-01T18:13:00Z,10
2024-05-01T18:14:00Z,14
2024-05-01T18:15:00Z,34
2024-05-01T18:16:00Z,10
2024-05-01T18:18:00Z,17
2024-05-01T18:29:00Z,6
2024-05-01T18:36:00Z,9
2024-05-01T18:37:00Z,14
2024-05-01T18:39:00Z,69
2024-05-01T18:40:00Z,62
2024-05-01T18:41:00Z,47
2024-05-01T18:42:00Z,8
2024-05-01T18:43:00Z,33
2024-05-01T18:52:00Z,2
2024-05-01T19:01:00Z,3
2024-05-01T19:03:00Z,45
2024-05-01T19:04:00Z,34
2024-05-01T19:05:00Z,5
2024-05-01T19:06:00Z,60
2024-05-01T19:07:00Z,97
2024-05-01T19:08:00Z,6
2024-05-01T19:09:00Z,8
2024-05-01T19:10:00Z,39
2024-05-01T19:11:00Z,39
2024-05-01T19:13:00Z,11
2024-05-01T19:14:00Z,34
2024-05-01T19:15:00Z,23
2024-05-01T19:16:00Z,6
2024-05-01T19:17:00Z,32
2024-05-01T19:20:00Z,31
2024-05-01T19:21:00Z,39
2024-05-01T20:03:00Z,6
2024-05-01T20:04:00Z,6
2024-05-01T20:07:00Z,4
2024-05-01T20:08:00Z,48
2024-05-01T20:09:00Z,11
2024-05-03T09:20:00Z,13
2024-05-03T09:23:00Z,5
2024-05-03T09:27:00Z,2
2024-05-03T09:28:00Z,22
2024-05-03T09:29:00Z,29
2024-05-03T09:30:00Z,71
2024-05-03T09:31:00Z,60
2024-05-03T09:32:00Z,19
2024-05-03T09:33:00Z,7
2024-05-03T09:42:00Z,26
2024-05-03T09:43:00Z,14
2024-05-03T09:44:00Z,5
2024-05-03T09:45:00Z,26
2024-05-03T09:46:00Z,28
2024-05-03T09:47:00Z,55
2024-05-03T09:48:00Z,9
2024-05-03T09:50:00Z,39
2024-05-03T09:51:00Z,33
2024-05-03T09:52:00Z,16
2024-05-03T09:53:00Z,14
2024-05-03T09:54:00Z,44
2024-05-03T09:55:00Z,10
2024-05-03T09:57:00Z,7
2024-05-03T09:58:00Z,24
2024-05-03T10:23:00Z,14
2024-05-03T10:24:00Z,2
2024-05-03T10:29:00Z,4
2024-05-03T10:30:00Z,4
2024-05-03T11:11:00Z,2
2024-05-03T11:16:00Z,30
2024-05-03T11:18:00Z,13
2024-05-03T11:24:00Z,20
2024-05-03T11:52:00Z,34
2024-05-03T11:53:00Z,10
2024-05-03T11:54:00Z,8
2024-05-03T11:55:00Z,10
2024-05-03T11:58:00Z,37
2024-05-03T11:59:00Z,39
2024-05-03T12:02:00Z,21
2024-05-03T12:06:00Z,13
2024-05-03T12:07:00Z,8
2024-05-03T12:08:00Z,6
2024-05-03T12:10:00Z,14
2024-05-03T12:11:00Z,43
2024-05-03T12:12:00Z,19
2024-05-03T12:14:00Z,10
2024-05-03T12:15:00Z,9
2024-05-03T12:16:00Z,7
2024-05-03T12:20:00Z,85
2024-05-03T12:21:00Z,68
2024-05-03T12:22:00Z,34
