timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds
2025-07-01T00:00:00Z,39.012,0.0
2025-07-01T00:05:00Z,35.6,0.0
2025-07-01T00:10:00Z,36.52,0.0
2025-07-01T00:15:00Z,41.059,0.0
2025-07-01T00:20:00Z,14.689,0.0
2025-07-01T00:25:00Z,15.832,0.0
2025-07-01T00:30:00Z,15.199,0.0
2025-07-01T00:35:00Z,37.099,0.0
2025-07-01T00:40:00Z,51.163,0.0
2025-07-01T00:45:00Z,54.35,0.0
2025-07-01T00:50:00Z,41.873,0.0
2025-07-01T00:55:00Z,49.526,0.0
2025-07-01T01:00:00Z,41.678,0.0
2025-07-01T01:05:00Z,44.177,0.0
2025-07-01T01:10:00Z,58.822,0.0
2025-07-01T01:15:00Z,46.23,0.0
2025-07-01T01:20:00Z,32.343,0.0
2025-07-01T01:25:00Z,32.366,0.0
2025-07-01T01:30:00Z,34.126,0.0
2025-07-01T01:35:00Z,32.607,0.0
2025-07-01T01:40:00Z,39.716,0.0
2025-07-01T01:45:00Z,22.291,0.0
2025-07-01T01:50:00Z,31.597,0.0
2025-07-01T01:55:00Z,25.363,0.0
2025-07-01T02:00:00Z,61.295,0.0
2025-07-01T02:05:00Z,39.962,0.0
2025-07-01T02:10:00Z,19.251,0.0
2025-07-01T02:15:00Z,30.39,0.0
2025-07-01T02:20:00Z,41.392,0.0
2025-07-01T02:35:00Z,41.741,0.0
2025-07-01T02:40:00Z,47.601,0.0
2025-07-01T02:45:00Z,57.18,0.0
2025-07-01T02:50:00Z,43.269,0.0
2025-07-01T02:55:00Z,39.249,0.0
2025-07-01T03:00:00Z,43.869,0.0
2025-07-01T03:05:00Z,40.024,0.0
2025-07-01T03:10:00Z,45.545,0.0
2025-07-01T03:15:00Z,45.735,0.0
2025-07-01T03:20:00Z,57.191,0.0
2025-07-01T03:25:00Z,55.979,0.0
2025-07-01T03:30:00Z,47.655,0.0
2025-07-01T03:35:00Z,43.21,0.0
2025-07-01T03:40:00Z,44.484,0.0
2025-07-01T03:45:00Z,47.572,0.0
2025-07-01T03:50:00Z,38.793,0.0
2025-07-01T03:55:00Z,41.948,0.0
2025-07-01T04:00:00Z,46.791,0.0
2025-07-01T04:05:00Z,40.198,0.0
2025-07-01T04:10:00Z,48.544,0.0
2025-07-01T04:15:00Z,36.163,0.0
2025-07-01T04:20:00Z,37.932,0.0
2025-07-01T04:25:00Z,44.933,0.0
2025-07-01T04:30:00Z,23.402,0.0
2025-07-01T04:35:00Z,19.792,0.0
2025-07-01T04:40:00Z,25.028,0.0
2025-07-01T04:45:00Z,29.425,0.0
2025-07-01T04:50:00Z,43.252,0.0
2025-07-01T04:55:00Z,38.053,0.0
2025-07-01T05:00:00Z,40.221,0.0
2025-07-01T05:05:00Z,32.963,0.0
2025-07-01T05:10:00Z,27.736,0.0
2025-07-01T05:15:00Z,30.612,0.0
2025-07-01T05:20:00Z,33.382,0.0
2025-07-01T05:25:00Z,46.44,0.0
2025-07-01T05:30:00Z,33.459,0.0
2025-07-01T05:35:00Z,53.142,0.0
2025-07-04T01:30:00Z,49.612,0.0
2025-07-04T01:35:00Z,61.58,0.0
2025-07-04T01:40:00Z,65.12,0.0
2025-07-04T01:45:00Z,79.379,0.0
2025-07-04T01:50:00Z,75.275,0.0
2025-07-04T01:55:00Z,69.997,0.0
2025-07-04T02:00:00Z,76.108,0.0
2025-07-04T02:05:00Z,68.943,0.0
2025-07-04T02:10:00Z,78.158,0.0
2025-07-04T02:15:00Z,76.744,0.0
2025-07-04T02:20:00Z,73.789,0.0
2025-07-04T02:25:00Z,44.312,0.0
2025-07-04T02:30:00Z,40.944,0.0
2025-07-04T02:35:00Z,43.856,0.0
2025-07-04T02:40:00Z,48.301,0.0
2025-07-04T02:45:00Z,40.093,0.0
2025-07-04T02:50:00Z,56.324,0.0
2025-07-04T02:55:00Z,55.811,0.0
