timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds
2024-09-11T21:50:00Z,64.596,0.0
2024-09-11T21:55:00Z,63.484,0.0
2024-09-11T22:00:00Z,58.526,0.0
2024-09-11T22:05:00Z,50.134,0.0
2024-09-11T22:10:00Z,49.328,0.0
2024-09-11T22:15:00Z,39.102,0.0
2024-09-11T22:20:00Z,44.309,0.0
2024-09-11T22:25:00Z,45.255,0.0
2024-09-11T22:30:00Z,55.33,0.0
2024-09-11T22:35:00Z,39.278,0.0
2024-09-11T22:40:00Z,30.453,0.0
2024-09-11T22:45:00Z,30.512,0.0
2024-09-11T22:50:00Z,34.577,0.0
2024-09-11T22:55:00Z,42.739,0.0
2024-09-11T23:00:00Z,64.153,0.0
2024-09-11T23:05:00Z,46.591,0.0
2024-09-11T23:10:00Z,56.71,0.0
2024-09-11T23:15:00Z,45.09,0.0
2024-09-11T23:20:00Z,41.721,0.0
2024-09-11T23:25:00Z,49.046,0.0
2024-09-11T23:30:00Z,53.544,0.0
2024-09-11T23:35:00Z,55.961,0.0
2024-09-11T23:40:00Z,47.659,0.0
2024-09-11T23:45:00Z,62.493,0.0
2024-09-11T23:50:00Z,66.115,0.0
2024-09-11T23:55:00Z,94.048,0.0
2024-09-12T00:00:00Z,88.686,0.0
2024-09-12T00:05:00Z,34.813,0.0
2024-09-12T00:10:00Z,28.223,0.0
2024-09-12T00:15:00Z,27.231,0.0
2024-09-12T00:20:00Z,27.616,0.0
2024-09-12T00:25:00Z,37.526,0.0
2024-09-12T00:30:00Z,41.16,0.0
2024-09-12T00:35:00Z,51.355,0.0
2024-09-12T00:40:00Z,54.764,0.0
2024-09-12T00:45:00Z,45.543,0.0
2024-09-12T00:50:00Z,31.541,0.0
2024-09-12T00:55:00Z,38.368,0.0
2024-09-12T01:00:00Z,41.539,0.0
2024-09-12T01:10:00Z,69.743,0.0
2024-09-12T01:20:00Z,84.992,0.0
2024-09-12T01:25:00Z,63.093,0.0
2024-09-12T01:30:00Z,55.942,0.0
2024-09-12T01:35:00Z,64.813,0.0
2024-09-12T01:40:00Z,71.454,0.0
2024-09-12T01:45:00Z,71.103,0.0
2024-09-12T01:50:00Z,59.292,0.0
2024-09-12T01:55:00Z,34.735,0.0
2024-09-12T02:00:00Z,35.88,0.0
2024-09-12T02:05:00Z,28.779,0.0
2024-09-12T02:10:00Z,34.087,0.0
2024-09-12T02:15:00Z,44.695,0.0
2024-09-12T02:20:00Z,54.864,0.0
2024-09-12T02:25:00Z,59.859,0.0
2024-09-12T02:30:00Z,61.566,0.0
2024-09-12T02:35:00Z,65.866,0.0
2024-09-12T02:40:00Z,61.014,0.0
2024-09-12T02:45:00Z,61.244,0.0
2024-09-12T02:50:00Z,66.246,0.0
2024-09-12T02:55:00Z,59.384,0.0
2024-09-12T03:00:00Z,63.68,0.0
2024-09-12T03:05:00Z,65.817,0.0
2024-09-12T03:10:00Z,58.64,0.0
2024-09-12T03:15:00Z,32.338,0.0
2024-09-12T03:20:00Z,22.014,0.0
2024-09-12T03:25:00Z,19.89,0.0
2024-09-12T03:30:00Z,23.344,0.0
2024-09-12T03:35:00Z,35.267,0.0
2024-09-12T03:40:00Z,44.29,0.0
2024-09-12T03:45:00Z,46.288,0.0
2024-09-12T03:50:00Z,45.47,0.0
