timestamp,vertical ratio
2025-07-06T09:36:28Z,1385.6
2025-07-06T09:36:33Z,1271.9
2025-07-06T09:36:38Z,1245.2
2025-07-06T09:36:43Z,1173.9
2025-07-06T09:36:48Z,1173.9
2025-07-06T09:36:52Z,1160.4
2025-07-06T09:36:57Z,1141.0
2025-07-06T09:37:03Z,1128.3
2025-07-06T09:37:08Z,1098.2
2025-07-06T09:37:13Z,1100.5
2025-07-06T09:37:18Z,1111.7
2025-07-06T09:37:23Z,1074.8
2025-07-06T09:37:28Z,1054.0
2025-07-06T09:37:33Z,1018.9
2025-07-06T09:37:38Z,1022.6
2025-07-06T09:37:43Z,1034.3
2025-07-06T09:37:48Z,1034.3
2025-07-06T09:37:53Z,1036.1
2025-07-06T09:37:58Z,1016.4
2025-07-06T09:38:03Z,996.7
2025-07-06T09:38:08Z,1009.1
2025-07-06T09:38:13Z,1006.6
2025-07-06T09:38:18Z,1015.6
2025-07-06T09:38:23Z,980.7
2025-07-06T09:38:28Z,925.2
2025-07-06T09:38:33Z,883.9
2025-07-06T09:38:38Z,844.4
2025-07-06T09:38:43Z,784.6
2025-07-06T09:38:48Z,717.9
2025-07-06T09:38:53Z,688.4
2025-07-06T09:38:58Z,696.7
2025-07-06T09:39:03Z,700.8
2025-07-06T09:39:08Z,686.4
2025-07-06T09:39:13Z,661.6
2025-07-06T09:39:18Z,651.3
2025-07-06T09:39:23Z,667.8
2025-07-06T09:39:28Z,699.9
2025-07-06T09:39:33Z,703.2
2025-07-06T09:39:38Z,740.8
2025-07-06T09:39:43Z,764.4
2025-07-06T09:39:48Z,753.9
2025-07-06T09:39:53Z,729.8
2025-07-06T09:39:58Z,727.7
2025-07-06T09:40:03Z,728.7
2025-07-06T09:40:08Z,715.2
2025-07-06T09:40:13Z,674.0
2025-07-06T09:40:18Z,698.7
2025-07-06T09:40:23Z,686.4
2025-07-06T09:40:28Z,698.7
2025-07-06T09:40:33Z,678.1
2025-07-06T09:40:38Z,713.1
2025-07-06T09:40:43Z,717.3
2025-07-06T09:40:48Z,751.3
2025-07-06T09:40:53Z,748.3
2025-07-06T09:40:58Z,733.0
2025-07-06T09:41:03Z,721.6
2025-07-06T09:41:08Z,695.8
2025-07-06T09:41:13Z,712.0
2025-07-06T09:41:18Z,693.5
2025-07-06T09:41:23Z,691.4
2025-07-06T09:41:29Z,684.3
2025-07-06T09:41:34Z,669.9
2025-07-06T09:41:39Z,690.5
2025-07-06T09:41:44Z,694.6
2025-07-06T09:41:49Z,729.6
2025-07-06T09:41:54Z,708.0
2025-07-06T09:41:59Z,688.2
2025-07-06T09:42:04Z,680.0
2025-07-06T09:42:08Z,682.0
2025-07-06T09:42:13Z,709.1
2025-07-06T09:42:18Z,716.2
2025-07-06T09:42:23Z,840.0
2025-07-06T09:42:28Z,892.6
2025-07-06T09:42:33Z,893.8
2025-07-06T09:42:38Z,760.7
2025-07-06T09:42:43Z,700.8
2025-07-06T09:42:48Z,696.7
2025-07-06T09:42:53Z,700.8
2025-07-06T09:42:58Z,719.4
2025-07-06T09:43:03Z,764.4
2025-07-06T09:43:08Z,857.7
2025-07-06T09:43:13Z,896.9
2025-07-06T09:43:18Z,874.2
2025-07-06T09:43:23Z,789.2
2025-07-06T09:43:28Z,760.9
2025-07-06T09:43:33Z,763.2
2025-07-06T09:43:38Z,799.2
2025-07-06T09:43:43Z,767.3
2025-07-06T09:43:48Z,736.1
2025-07-06T09:43:53Z,733.7
2025-07-06T09:43:59Z,727.9
2025-07-06T09:44:04Z,734.3
2025-07-06T09:44:09Z,784.7
2025-07-06T09:44:14Z,805.3
2025-07-06T09:44:19Z,791.7
2025-07-06T09:44:24Z,701.6
2025-07-06T09:44:29Z,689.3
2025-07-06T09:44:34Z,704.8
2025-07-06T09:44:39Z,742.3
2025-07-06T09:44:44Z,725.8
2025-07-06T09:44:48Z,705.3
2025-07-06T09:44:53Z,700.9
2025-07-06T09:44:58Z,767.0
2025-07-06T09:45:03Z,781.2
2025-07-06T09:45:08Z,792.0
2025-07-06T09:45:13Z,777.5
2025-07-06T09:45:19Z,788.0
2025-07-06T09:45:24Z,830.5
2025-07-06T09:45:29Z,871.0
2025-07-06T09:45:33Z,963.7
2025-07-06T09:45:38Z,906.1
2025-07-06T09:45:43Z,853.3
2025-07-06T09:45:48Z,757.4
2025-07-06T09:45:53Z,716.1
2025-07-06T09:45:58Z,672.8
2025-07-06T09:46:03Z,643.4
2025-07-06T09:46:08Z,682.5
2025-07-06T09:46:13Z,692.8
2025-07-06T09:46:18Z,699.1
2025-07-06T09:46:23Z,696.1
2025-07-06T09:46:28Z,860.9
2025-07-06T09:46:33Z,841.9
2025-07-06T09:46:38Z,823.9
2025-07-06T09:46:43Z,651.4
2025-07-06T09:46:48Z,670.2
2025-07-06T09:46:53Z,691.2
2025-07-06T09:46:58Z,677.4
2025-07-06T09:47:03Z,664.6
2025-07-06T09:47:08Z,624.7
2025-07-06T09:47:13Z,644.7
2025-07-06T09:47:18Z,654.1
2025-07-06T09:47:23Z,656.6
2025-07-06T09:47:28Z,642.4
2025-07-06T09:47:34Z,639.4
2025-07-06T09:47:39Z,639.7
2025-07-06T09:47:43Z,641.9
2025-07-06T09:47:48Z,650.3
2025-07-06T09:47:53Z,646.5
2025-07-06T09:47:58Z,632.0
2025-07-06T09:48:03Z,606.4
2025-07-06T09:48:08Z,610.2
2025-07-06T09:48:13Z,628.5
2025-07-06T09:48:18Z,682.6
2025-07-06T09:48:23Z,670.2
2025-07-06T09:48:28Z,675.7
2025-07-06T09:48:33Z,628.2
2025-07-06T09:48:38Z,633.8
2025-07-06T09:48:43Z,613.5
2025-07-06T09:48:48Z,633.3
2025-07-06T09:48:54Z,622.4
2025-07-06T09:48:59Z,601.6
2025-07-06T09:49:04Z,563.8
2025-07-06T09:49:09Z,546.2
2025-07-06T09:49:14Z,533.9
2025-07-06T09:49:19Z,514.8
2025-07-06T09:49:24Z,511.5
2025-07-06T09:49:29Z,527.2
2025-07-06T09:49:34Z,522.5
2025-07-06T09:49:39Z,526.9
2025-07-06T09:49:43Z,544.0
2025-07-06T09:49:48Z,598.2
2025-07-06T09:49:53Z,625.4
2025-07-06T09:49:58Z,640.1
2025-07-06T09:50:04Z,622.5
2025-07-06T09:50:09Z,587.1
2025-07-06T09:50:14Z,548.5
2025-07-06T09:50:19Z,538.7
2025-07-06T09:50:24Z,582.5
2025-07-06T09:50:28Z,639.8
2025-07-06T09:50:33Z,658.7
2025-07-06T09:50:38Z,630.3
2025-07-06T09:50:43Z,588.7
2025-07-06T09:50:48Z,579.0
2025-07-06T09:50:53Z,669.3
2025-07-06T09:50:58Z,676.2
2025-07-06T09:51:03Z,683.2
2025-07-06T09:51:08Z,632.0
2025-07-06T09:51:13Z,624.3
2025-07-06T09:51:18Z,604.3
2025-07-06T09:51:23Z,585.2
2025-07-06T09:51:28Z,611.3
2025-07-06T09:51:33Z,628.0
2025-07-06T09:51:38Z,622.7
2025-07-06T09:51:43Z,611.3
2025-07-06T09:51:48Z,617.6
2025-07-06T09:51:53Z,632.1
2025-07-06T09:51:58Z,623.2
2025-07-06T09:52:03Z,708.8
2025-07-06T09:52:08Z,760.8
2025-07-06T09:52:13Z,974.9
2025-07-06T09:52:18Z,934.7
2025-07-06T09:52:23Z,1101.3
2025-07-06T09:52:28Z,1092.7
2025-07-06T09:52:33Z,1249.2
2025-07-06T09:52:39Z,1221.0
2025-07-06T09:52:44Z,1130.3
2025-07-06T09:52:48Z,1089.8
2025-07-06T09:52:53Z,1079.7
2025-07-06T09:52:59Z,1148.1
2025-07-06T09:53:03Z,1182.9
2025-07-06T09:53:09Z,1187.9
2025-07-06T09:53:14Z,1215.6
2025-07-06T09:53:19Z,1244.8
2025-07-06T09:53:24Z,1274.8
2025-07-06T09:53:29Z,1314.9
2025-07-06T09:53:34Z,1284.4
2025-07-06T09:53:39Z,1274.6
2025-07-06T09:53:44Z,1267.0
2025-07-06T09:53:49Z,1277.3
2025-07-06T09:53:53Z,1285.2
2025-07-06T09:53:58Z,1255.1
2025-07-06T09:54:03Z,1117.5
2025-07-06T09:54:08Z,908.8
2025-07-06T09:54:13Z,700.6
2025-07-06T09:54:18Z,624.4
2025-07-06T09:54:23Z,599.7
2025-07-06T09:54:28Z,581.9
2025-07-06T09:54:33Z,539.4
2025-07-06T09:54:38Z,499.3
2025-07-06T09:54:43Z,471.0
2025-07-06T09:54:48Z,495.5
2025-07-06T09:54:53Z,497.0
2025-07-06T09:54:58Z,503.2
2025-07-06T09:55:03Z,475.5
2025-07-06T09:55:08Z,493.6
2025-07-06T09:55:13Z,485.0
2025-07-06T09:55:18Z,484.4
2025-07-06T09:55:23Z,519.6
2025-07-06T09:55:29Z,540.0
2025-07-06T09:55:34Z,570.8
2025-07-06T09:55:39Z,538.8
2025-07-06T09:55:44Z,609.9
2025-07-06T09:55:49Z,640.6
2025-07-06T09:55:54Z,683.7
2025-07-06T09:55:59Z,660.9
2025-07-06T09:56:03Z,686.9
2025-07-06T09:56:08Z,707.5
2025-07-06T09:56:13Z,715.7
2025-07-06T09:56:18Z,698.8
2025-07-06T09:56:23Z,683.7
2025-07-06T09:56:28Z,678.9
2025-07-06T09:56:34Z,676.2
2025-07-06T09:56:39Z,687.1
2025-07-06T09:56:44Z,674.4
2025-07-06T09:56:49Z,666.9
2025-07-06T09:56:53Z,649.6
2025-07-06T09:56:58Z,638.4
2025-07-06T09:57:03Z,645.1
2025-07-06T09:57:09Z,653.7
2025-07-06T09:57:14Z,676.1
2025-07-06T09:57:19Z,680.7
2025-07-06T09:57:24Z,682.2
2025-07-06T09:57:29Z,699.2
2025-07-06T09:57:34Z,704.7
2025-07-06T09:57:39Z,740.2
2025-07-06T09:57:43Z,725.6
2025-07-06T09:57:49Z,714.0
2025-07-06T09:57:54Z,675.6
2025-07-06T09:57:59Z,679.4
2025-07-06T09:58:04Z,718.6
2025-07-06T09:58:09Z,777.8
2025-07-06T09:58:14Z,805.1
2025-07-06T09:58:19Z,794.6
2025-07-06T09:58:23Z,756.4
2025-07-06T09:58:28Z,723.4
2025-07-06T09:58:33Z,844.2
2025-07-06T09:58:38Z,1010.4
2025-07-06T09:58:43Z,1215.6
2025-07-06T09:58:48Z,1201.6
2025-07-06T09:59:04Z,1391.3
2025-07-06T09:59:09Z,1399.5
2025-07-06T09:59:14Z,1382.2
