timestamp,steps,distance millimeters,altitude gain millimeters
2024-10-03T11:05:35Z,0,0,0
2024-10-03T11:05:36Z,0,0,0
2024-10-03T11:05:37Z,0,0,0
2024-10-03T11:05:38Z,0,0,0
2024-10-03T11:05:39Z,0,0,0
2024-10-03T11:05:40Z,0,0,0
2024-10-03T11:05:41Z,0,0,0
2024-10-03T11:05:42Z,0,0,0
2024-10-03T11:05:43Z,0,0,0
2024-10-03T11:05:44Z,0,0,0
2024-10-03T11:05:45Z,0,0,0
2024-10-03T11:05:46Z,0,0,0
2024-10-03T11:05:47Z,0,0,0
2024-10-03T11:05:48Z,0,0,0
2024-10-03T11:05:49Z,0,0,0
2024-10-03T11:05:50Z,0,0,0
2024-10-03T11:07:36Z,0,0,0
2024-10-03T11:07:37Z,0,0,0
2024-10-03T11:07:38Z,0,2960,0
2024-10-03T11:07:39Z,0,0,0
2024-10-03T11:07:40Z,0,0,0
2024-10-03T11:07:41Z,0,0,0
2024-10-03T11:07:42Z,0,0,0
2024-10-03T11:07:43Z,0,0,0
2024-10-03T11:07:44Z,0,0,0
2024-10-03T11:07:45Z,0,0,0
2024-10-03T11:07:46Z,0,0,0
2024-10-03T11:07:47Z,0,0,0
2024-10-03T11:07:48Z,0,0,0
2024-10-03T11:07:49Z,0,0,0
2024-10-03T11:07:50Z,0,0,0
2024-10-03T11:07:51Z,0,0,0
2024-10-03T11:08:08Z,0,0,0
2024-10-03T11:08:09Z,0,0,0
2024-10-03T11:10:35Z,0,2950,0
2024-10-03T11:10:36Z,0,1950,0
2024-10-03T11:10:37Z,0,0,0
2024-10-03T11:10:38Z,0,1820,0
2024-10-03T11:10:39Z,0,0,0
2024-10-03T11:10:40Z,0,0,0
2024-10-03T11:10:41Z,0,1800,0
2024-10-03T11:10:42Z,0,1240,0
2024-10-03T11:10:43Z,0,1220,0
2024-10-03T11:10:44Z,0,0,0
2024-10-03T11:10:45Z,0,590,0
2024-10-03T11:10:46Z,0,600,0
2024-10-03T11:10:47Z,0,1210,0
2024-10-03T11:10:48Z,0,1230,0
2024-10-03T11:10:51Z,0,1180,0
2024-10-03T11:10:52Z,0,1160,0
2024-10-03T11:10:53Z,0,580,0
2024-10-03T11:10:54Z,0,580,0
2024-10-03T11:10:55Z,0,0,0
2024-10-03T11:10:56Z,0,0,0
2024-10-03T11:10:57Z,0,0,0
2024-10-03T11:11:11Z,0,0,0
2024-10-03T11:11:12Z,0,0,0
2024-10-03T11:11:13Z,0,0,0
2024-10-03T11:11:14Z,0,0,0
2024-10-03T11:11:15Z,0,0,0
2024-10-03T11:11:16Z,0,0,0
2024-10-03T11:11:17Z,0,0,0
2024-10-03T11:11:18Z,0,0,0
2024-10-03T11:11:19Z,0,0,0
2024-10-03T11:11:20Z,0,0,0
2024-10-03T11:11:21Z,0,0,0
2024-10-03T11:14:37Z,0,0,0
2024-10-03T11:14:38Z,0,0,0
2024-10-03T11:14:39Z,0,0,0
2024-10-03T11:14:40Z,0,0,0
2024-10-03T11:14:41Z,0,0,0
2024-10-03T11:14:42Z,0,0,0
2024-10-03T11:14:43Z,0,0,0
2024-10-03T11:16:58Z,0,4230,0
2024-10-03T11:16:59Z,0,650,0
2024-10-03T11:17:00Z,0,0,0
2024-10-03T11:17:01Z,0,0,0
2024-10-03T11:17:02Z,0,0,0
2024-10-03T11:17:39Z,0,2920,0
2024-10-03T11:17:40Z,0,570,0
2024-10-03T11:17:41Z,0,570,0
2024-10-03T11:17:42Z,0,570,0
2024-10-03T11:17:43Z,0,1180,0
2024-10-03T11:17:44Z,0,0,0
2024-10-03T11:17:45Z,0,580,0
2024-10-03T11:17:46Z,0,570,0
2024-10-03T11:17:47Z,0,1140,0
2024-10-03T11:17:48Z,0,1180,0
2024-10-03T11:17:49Z,0,0,0
2024-10-03T11:17:50Z,0,620,0
2024-10-03T11:17:51Z,0,0,0
2024-10-03T11:17:52Z,0,0,0
2024-10-03T11:17:53Z,0,0,0
2024-10-03T11:18:27Z,0,0,0
2024-10-03T11:18:28Z,0,0,0
2024-10-03T11:18:29Z,0,0,0
2024-10-03T11:18:30Z,0,0,0
2024-10-03T11:18:31Z,0,0,0
2024-10-03T11:18:32Z,0,0,0
2024-10-03T11:18:33Z,0,0,0
2024-10-03T11:18:34Z,0,0,0
2024-10-03T11:18:35Z,0,0,0
2024-10-03T11:18:36Z,0,0,0
2024-10-03T11:18:37Z,0,0,0
2024-10-03T11:18:38Z,0,0,0
2024-10-03T11:18:39Z,0,0,0
2024-10-03T11:18:40Z,0,0,0
2024-10-03T11:18:41Z,0,0,0
2024-10-03T11:18:42Z,0,0,0
2024-10-03T11:18:48Z,0,0,0
2024-10-03T11:18:49Z,0,0,0
2024-10-03T11:18:50Z,0,0,0
2024-10-03T11:18:51Z,0,0,0
2024-10-03T11:18:52Z,0,0,0
2024-10-03T11:18:53Z,0,0,0
2024-10-03T11:18:54Z,0,0,0
2024-10-03T11:18:55Z,0,0,0
2024-10-03T11:18:56Z,0,0,0
2024-10-03T11:18:57Z,0,0,0
2024-10-03T11:18:58Z,0,0,0
2024-10-03T11:20:51Z,0,4900,0
2024-10-03T11:20:52Z,0,660,0
2024-10-03T11:20:53Z,0,690,0
2024-10-03T11:20:54Z,0,0,0
2024-10-03T11:20:55Z,0,0,0
2024-10-03T11:20:56Z,0,0,0
2024-10-03T11:21:47Z,0,2960,0
2024-10-03T11:21:48Z,0,620,0
2024-10-03T11:21:49Z,0,0,0
2024-10-03T11:21:50Z,0,2420,0
2024-10-03T11:21:51Z,0,0,0
2024-10-03T11:21:52Z,0,1280,0
2024-10-03T11:21:53Z,0,1290,0
2024-10-03T11:21:54Z,0,1290,0
2024-10-03T11:21:55Z,0,0,0
2024-10-03T11:21:56Z,0,1320,0
2024-10-03T11:21:57Z,0,640,0
2024-10-03T11:21:58Z,0,0,0
2024-10-03T11:21:59Z,0,1280,0
2024-10-03T11:22:00Z,0,1780,0
2024-10-03T11:22:01Z,0,600,0
2024-10-03T11:22:04Z,0,0,0
2024-10-03T11:22:25Z,0,3620,0
2024-10-03T11:22:26Z,0,1330,0
2024-10-03T11:22:27Z,0,1330,0
2024-10-03T11:22:28Z,0,0,0
2024-10-03T11:22:29Z,0,2020,0
2024-10-03T11:22:30Z,0,1360,0
2024-10-03T11:22:31Z,0,0,0
2024-10-03T11:22:32Z,0,1330,0
2024-10-03T11:22:33Z,0,1970,0
2024-10-03T11:22:34Z,0,670,0
2024-10-03T11:22:35Z,0,0,0
2024-10-03T11:22:36Z,0,0,0
2024-10-03T11:22:37Z,0,0,0
2024-10-03T11:22:48Z,0,2920,0
2024-10-03T11:22:49Z,0,0,0
2024-10-03T11:22:50Z,0,0,0
2024-10-03T11:22:51Z,0,0,0
2024-10-03T11:23:49Z,0,0,0
2024-10-03T11:23:50Z,0,0,0
2024-10-03T11:23:51Z,0,0,0
2024-10-03T11:23:52Z,0,0,0
2024-10-03T11:23:53Z,0,0,0
2024-10-03T11:23:54Z,0,0,0
2024-10-03T11:23:55Z,0,0,0
2024-10-03T11:23:56Z,0,0,0
2024-10-03T11:23:57Z,0,0,0
2024-10-03T11:23:58Z,0,0,0
2024-10-03T11:23:59Z,0,0,0
2024-10-03T11:24:00Z,0,0,0
2024-10-03T11:24:01Z,0,0,0
2024-10-03T11:24:02Z,0,0,0
2024-10-03T11:24:03Z,0,0,0
2024-10-03T11:24:04Z,0,0,0
2024-10-03T11:24:54Z,0,0,0
2024-10-03T11:24:55Z,0,0,0
2024-10-03T11:24:56Z,0,0,0
2024-10-03T11:24:57Z,0,0,0
2024-10-03T11:24:58Z,0,0,0
2024-10-03T11:24:59Z,0,0,0
2024-10-03T11:25:00Z,0,0,0
2024-10-03T11:25:01Z,0,0,0
2024-10-03T11:25:02Z,0,0,0
2024-10-03T11:25:03Z,0,0,0
2024-10-03T11:25:04Z,0,0,0
2024-10-03T11:25:05Z,0,0,0
2024-10-03T11:25:11Z,0,0,0
2024-10-03T11:25:53Z,0,3540,0
2024-10-03T11:25:54Z,0,0,0
2024-10-03T11:25:55Z,0,570,0
2024-10-03T11:25:56Z,0,1140,0
2024-10-03T11:25:57Z,0,0,0
2024-10-03T11:25:58Z,0,0,0
2024-10-03T11:25:59Z,0,0,0
2024-10-03T11:26:25Z,0,0,0
2024-10-03T11:26:26Z,0,0,0
2024-10-03T11:26:42Z,0,0,0
2024-10-03T11:26:43Z,0,0,0
2024-10-03T11:26:44Z,0,0,0
2024-10-03T11:27:02Z,0,0,0
2024-10-03T11:27:03Z,0,0,0
2024-10-03T11:27:04Z,0,0,0
2024-10-03T11:27:05Z,0,0,0
2024-10-03T11:27:06Z,0,0,0
2024-10-03T11:27:07Z,0,0,0
2024-10-03T11:27:08Z,0,0,0
2024-10-03T11:27:09Z,0,0,0
2024-10-03T11:27:10Z,0,0,0
2024-10-03T11:27:11Z,0,0,0
2024-10-03T11:27:12Z,0,0,0
2024-10-03T11:27:13Z,0,0,0
2024-10-03T11:27:14Z,0,0,0
2024-10-03T11:27:15Z,0,0,0
2024-10-03T11:27:16Z,0,0,0
2024-10-03T11:27:17Z,0,0,0
2024-10-03T11:27:20Z,0,0,0
2024-10-03T11:27:21Z,0,0,0
2024-10-03T11:27:41Z,0,0,0
2024-10-03T11:30:24Z,0,2920,0
2024-10-03T11:30:25Z,0,650,0
2024-10-03T11:30:26Z,0,0,0
2024-10-03T11:30:27Z,0,0,0
2024-10-03T11:30:28Z,0,0,0
2024-10-03T11:30:29Z,0,0,0
2024-10-03T11:30:30Z,0,1460,0
2024-10-03T11:30:31Z,0,730,0
2024-10-03T11:30:32Z,0,1450,0
2024-10-03T11:30:33Z,0,720,0
2024-10-03T11:30:34Z,0,620,0
2024-10-03T11:30:35Z,0,1140,0
2024-10-03T11:30:36Z,0,0,0
2024-10-03T11:30:37Z,0,570,0
2024-10-03T11:30:38Z,0,1140,0
2024-10-03T11:30:39Z,0,580,0
2024-10-03T11:30:41Z,0,570,0
