timestamp,stride length
2025-07-27T23:37:46Z,66.40
2025-07-27T23:37:49Z,80.50
2025-07-27T23:37:52Z,70.90
2025-07-27T23:37:56Z,72.80
2025-07-27T23:37:58Z,70.90
2025-07-27T23:38:02Z,85.80
2025-07-27T23:38:05Z,80.20
2025-07-27T23:38:08Z,84.00
2025-07-27T23:38:11Z,85.80
2025-07-27T23:38:15Z,82.10
2025-07-27T23:38:18Z,87.70
2025-07-27T23:38:21Z,89.60
2025-07-27T23:38:24Z,89.60
2025-07-27T23:38:27Z,89.60
2025-07-27T23:38:30Z,89.60
2025-07-27T23:38:34Z,89.60
2025-07-27T23:38:36Z,89.60
2025-07-27T23:38:40Z,89.60
2025-07-27T23:38:43Z,89.60
2025-07-27T23:38:46Z,89.60
2025-07-27T23:38:49Z,89.60
2025-07-27T23:38:52Z,85.80
2025-07-27T23:38:56Z,80.20
2025-07-27T23:38:59Z,89.60
2025-07-27T23:39:02Z,87.70
2025-07-27T23:39:05Z,89.60
2025-07-27T23:39:08Z,90.30
2025-07-27T23:39:11Z,93.40
2025-07-27T23:39:14Z,93.40
2025-07-27T23:39:17Z,93.40
2025-07-27T23:39:21Z,93.40
2025-07-27T23:39:24Z,92.80
2025-07-27T23:39:27Z,87.60
2025-07-27T23:39:30Z,79.30
2025-07-27T23:39:33Z,77.60
2025-07-27T23:39:37Z,74.30
2025-07-27T23:39:40Z,75.90
2025-07-27T23:39:43Z,84.30
2025-07-27T23:39:46Z,75.90
2025-07-27T23:39:49Z,72.60
2025-07-27T23:39:52Z,72.20
2025-07-27T23:39:55Z,70.90
2025-07-27T23:39:59Z,72.60
2025-07-27T23:40:02Z,82.60
2025-07-27T23:40:05Z,86.00
2025-07-27T23:40:08Z,82.60
2025-07-27T23:40:11Z,87.60
2025-07-27T23:40:14Z,87.60
2025-07-27T23:40:18Z,83.30
2025-07-27T23:40:21Z,72.20
2025-07-27T23:40:24Z,71.30
2025-07-27T23:40:27Z,70.90
2025-07-27T23:40:30Z,78.00
2025-07-27T23:40:33Z,83.40
2025-07-27T23:40:36Z,81.60
2025-07-27T23:40:40Z,78.00
2025-07-27T23:40:43Z,85.10
2025-07-27T23:40:46Z,88.70
2025-07-27T23:40:49Z,88.70
2025-07-27T23:40:52Z,88.70
2025-07-27T23:40:56Z,88.70
2025-07-27T23:40:59Z,85.10
2025-07-27T23:41:03Z,74.50
2025-07-27T23:41:05Z,83.40
2025-07-27T23:41:08Z,88.70
2025-07-27T23:41:11Z,74.00
2025-07-27T23:41:14Z,72.70
2025-07-27T23:41:18Z,74.50
2025-07-27T23:41:21Z,78.00
2025-07-27T23:41:24Z,78.30
2025-07-27T23:41:27Z,74.50
2025-07-27T23:41:31Z,81.60
2025-07-27T23:41:34Z,79.80
2025-07-27T23:41:37Z,85.10
2025-07-27T23:41:40Z,86.90
2025-07-27T23:41:43Z,88.70
2025-07-27T23:41:46Z,88.70
2025-07-27T23:41:49Z,88.70
2025-07-27T23:41:53Z,86.90
2025-07-27T23:41:56Z,88.70
2025-07-27T23:41:59Z,88.70
2025-07-27T23:42:02Z,85.90
2025-07-27T23:42:05Z,85.20
2025-07-27T23:42:08Z,85.20
2025-07-27T23:42:11Z,85.20
2025-07-27T23:42:14Z,85.20
2025-07-27T23:42:17Z,85.90
2025-07-27T23:42:20Z,85.90
2025-07-27T23:42:23Z,85.90
2025-07-27T23:42:27Z,85.20
2025-07-27T23:42:30Z,85.20
2025-07-27T23:42:33Z,85.20
2025-07-27T23:42:36Z,85.20
2025-07-27T23:42:39Z,85.20
2025-07-27T23:42:42Z,85.20
2025-07-27T23:42:45Z,84.60
2025-07-27T23:42:48Z,82.20
2025-07-27T23:42:51Z,82.20
2025-07-27T23:42:54Z,82.20
2025-07-27T23:42:58Z,82.20
2025-07-27T23:43:01Z,82.20
2025-07-27T23:43:04Z,82.20
2025-07-27T23:43:07Z,82.20
2025-07-27T23:43:10Z,82.70
2025-07-27T23:43:13Z,82.20
2025-07-27T23:43:16Z,82.80
2025-07-27T23:43:19Z,82.70
2025-07-27T23:43:22Z,83.80
2025-07-27T23:43:26Z,82.20
2025-07-27T23:43:28Z,82.20
2025-07-27T23:43:32Z,82.20
2025-07-27T23:43:35Z,82.10
2025-07-27T23:43:38Z,82.00
2025-07-27T23:43:41Z,82.00
2025-07-27T23:43:44Z,82.00
2025-07-27T23:43:47Z,82.00
2025-07-27T23:43:50Z,82.40
2025-07-27T23:43:53Z,80.80
2025-07-27T23:43:56Z,77.90
2025-07-27T23:44:00Z,77.10
2025-07-27T23:44:03Z,72.90
2025-07-27T23:44:06Z,79.80
2025-07-27T23:44:09Z,80.80
2025-07-27T23:44:13Z,80.80
2025-07-27T23:44:16Z,80.80
2025-07-27T23:44:19Z,78.90
2025-07-27T23:44:22Z,80.80
2025-07-27T23:44:25Z,80.80
2025-07-27T23:44:28Z,80.80
2025-07-27T23:44:31Z,80.80
2025-07-27T23:44:34Z,77.90
2025-07-27T23:44:38Z,75.90
2025-07-27T23:44:41Z,73.90
2025-07-27T23:44:44Z,79.60
2025-07-27T23:44:47Z,79.60
2025-07-27T23:44:51Z,80.60
2025-07-27T23:44:54Z,78.30
2025-07-27T23:44:57Z,72.90
2025-07-27T23:45:00Z,77.70
2025-07-27T23:45:03Z,80.60
2025-07-27T23:45:06Z,80.60
2025-07-27T23:45:10Z,76.70
2025-07-27T23:45:13Z,79.60
2025-07-27T23:45:16Z,77.70
2025-07-27T23:45:19Z,79.60
2025-07-27T23:45:22Z,77.70
2025-07-27T23:45:25Z,72.90
2025-07-27T23:45:28Z,77.70
2025-07-27T23:45:34Z,78.10
2025-07-27T23:45:36Z,74.40
